"lambda","mu","p","n","snr","MSE"
1,100,442,200,5,4.6262683538959
1,100,56,200,2.33333333333333,0.969967952832615
1,500,47,200,3.66666666666667,0.957496885259507
1,500,83,200,5,0.946016488511921
1,1,29,200,2.33333333333333,0.892499388117614
1,1,124,200,5,0.892499388117607
1,200,145,200,2.33333333333333,0.981151769189748
1,200,65,200,1,0.965148902235908
1,100,234,200,3.66666666666667,1.21903176896763
1,500,170,200,2.33333333333333,0.945896536563778
1,200,1455,200,2.33333333333333,2.4037020292447
1,500,60,200,1,0.961541067234053
1,100,97,200,1,0.90610579405119
1,1,170,200,2.33333333333333,0.892499388117638
1,1,904,200,5,4.64906996268413
1,500,442,200,5,4.62567810133597
1,500,29,200,2.33333333333333,0.919642070205499
1,500,21,200,1,0.818946950372528
1,200,1576,200,1,1.16826745073085
1,1,1059,200,2.33333333333333,2.22781187349568
1,500,37,200,3.66666666666667,0.932799622526733
1,200,83,200,1,0.945897685930259
1,200,408,200,5,4.25137564398235
1,200,83,200,2.33333333333333,0.94589768593136
1,500,1455,200,5,4.97566794536135
1,500,34,200,3.66666666666667,0.908909137786068
1,500,275,200,3.66666666666667,1.82463172193504
1,200,658,200,2.33333333333333,2.54920669654414
1,1,835,200,1,1.1976899584547
1,1,216,200,5,1.03856271955811
1,200,1147,200,1,1.06351156955202
1,100,23,200,3.66666666666667,0.828520593856916
1,100,47,200,3.66666666666667,0.956296764949026
1,200,1147,200,5,4.60154705828848
1,200,275,200,1,0.960438342826778
1,200,408,200,2.33333333333333,2.26893239052514
1,1,47,200,2.33333333333333,0.892499388117615
1,1,1242,200,2.33333333333333,2.18426269806394
1,100,134,200,2.33333333333333,0.967900289122355
1,500,835,200,3.66666666666667,3.81932935429078
1,200,658,200,1,1.30356015122729
1,1,134,200,3.66666666666667,0.89249938811762
1,500,199,200,1,1.00714069641334
1,100,561,200,1,1.38687063109395
1,1,20,200,2.33333333333333,0.892499388117617
1,200,71,200,3.66666666666667,0.963464292207709
1,200,1242,200,5,4.57926819201851
1,500,37,200,1,0.932799622525938
1,200,184,200,2.33333333333333,0.991459408597773
1,500,184,200,2.33333333333333,0.99261913099613
1,100,77,200,1,0.963845326437349
1,1,47,200,5,0.892499388117615
1,1,97,200,2.33333333333333,0.892499388117618
1,1,37,200,2.33333333333333,0.892499388117616
1,500,442,200,2.33333333333333,2.45487941722101
1,200,60,200,5,0.961158376710439
1,1,23,200,3.66666666666667,0.892499388117617
1,500,124,200,5,0.943491558725482
1,200,442,200,5,4.62590489036159
1,200,608,200,5,5.28569295624287
1,100,157,200,5,0.882738529943245
1,100,1059,200,5,4.68646170752651
1,200,27,200,1,0.904657278024606
1,200,2000,200,5,4.76539024015392
1,500,1455,200,2.33333333333333,2.40366205946934
1,200,322,200,3.66666666666667,2.36259587236028
1,100,114,200,3.66666666666667,0.903977252760237
1,100,83,200,3.66666666666667,0.945693468037683
1,500,518,200,5,5.27861772440478
1,1,322,200,2.33333333333333,1.66495279579521
1,1,377,200,2.33333333333333,2.11051869220759
1,100,37,200,5,0.931465103220221
1,500,608,200,2.33333333333333,2.72218346228952
1,200,712,200,5,5.20192490283362
1,200,60,200,3.66666666666667,0.961158376710292
1,500,835,200,5,5.09214376696254
1,500,23,200,1,0.829411896851922
1,1,518,200,2.33333333333333,2.59748222814839
1,200,170,200,5,0.945583419268595
1,200,297,200,2.33333333333333,1.56264660211404
1,500,297,200,2.33333333333333,1.56258993945797
1,500,105,200,2.33333333333333,0.926297263233999
1,100,29,200,1,0.918617014050992
1,1,184,200,2.33333333333333,0.892499388117674
1,100,65,200,3.66666666666667,0.96457833415804
1,500,83,200,1,0.946016488503582
1,100,23,200,2.33333333333333,0.828520593856905
1,200,34,200,3.66666666666667,0.908461771783073
1,500,348,200,2.33333333333333,1.80333972461539
1,200,254,200,2.33333333333333,1.17224212187107
1,200,442,200,1,1.36699998636824
1,200,1706,200,3.66666666666667,3.50927458531947
1,500,71,200,1,0.963683465650176
1,1,83,200,1,0.892499388117618
1,500,1344,200,5,4.63563797347146
1,1,90,200,2.33333333333333,0.892499388117619
1,200,40,200,1,0.977636690627489
1,200,712,200,1,1.33610726612403
1,100,199,200,2.33333333333333,1.18787302043321
1,1,658,200,3.66666666666667,3.71508303557597
1,500,608,200,3.66666666666667,4.0075251157178
1,200,114,200,3.66666666666667,0.90401947102969
1,100,56,200,1,0.969967952832594
1,500,71,200,5,0.963683465653064
1,100,658,200,2.33333333333333,2.55002649774495
1,1,83,200,3.66666666666667,0.892499388117619
1,1,979,200,3.66666666666667,3.21812685951907
1,200,712,200,3.66666666666667,3.92111980317893
1,500,29,200,5,0.919642070201492
1,500,200,200,1,1.13110018816233
1,500,771,200,3.66666666666667,3.74492389575568
1,500,97,200,5,0.906113974162651
1,1,199,200,3.66666666666667,0.892499388118027
1,100,25,200,2.33333333333333,0.891588508485033
1,500,608,200,1,1.42005571892042
1,500,77,200,2.33333333333333,0.96446079297975
1,200,200,200,2.33333333333333,1.23780854285815
1,500,56,200,5,0.971101714658149
1,100,1147,200,2.33333333333333,2.24143636422325
1,200,21,200,1,0.818702642185947
1,100,60,200,2.33333333333333,0.960510548227073
1,100,1344,200,5,4.63570762906168
1,500,170,200,1,0.945896536629223
1,200,83,200,3.66666666666667,0.945897685932159
1,500,44,200,1,0.971163505265056
1,500,157,200,5,0.882904831103096
1,500,200,200,2.33333333333333,1.21753523806453
1,200,77,200,1,0.964232944588045
1,500,1059,200,2.33333333333333,2.30730658564349
1,500,90,200,1,0.909895847006629
1,1,77,200,3.66666666666667,0.892499388117619
1,500,1706,200,3.66666666666667,3.50931458384547
1,200,1059,200,2.33333333333333,2.30740772100772
1,1,25,200,5,0.892499388117616
1,1,60,200,2.33333333333333,0.892499388117615
1,100,658,200,5,5.01849002705364
1,1,65,200,2.33333333333333,0.892499388117616
1,1,199,200,5,0.892499388118091
1,1,1147,200,5,4.49767768337117
1,1,25,200,2.33333333333333,0.892499388117617
1,500,29,200,1,0.919642070208521
1,100,348,200,2.33333333333333,1.80335767861458
1,500,442,200,3.66666666666667,3.54076491706875
1,200,608,200,1,1.42030088015479
1,200,34,200,5,0.908461771783205
1,100,37,200,1,0.931465103220135
1,100,442,200,2.33333333333333,2.45521230047619
1,500,40,200,1,0.978229635569807
1,500,1059,200,5,4.68591445414384
1,200,442,200,2.33333333333333,2.45500784250662
1,100,77,200,3.66666666666667,0.963845326437274
1,200,21,200,3.66666666666667,0.818702642186277
1,200,65,200,3.66666666666667,0.96514890223593
1,200,124,200,5,0.943291743354207
1,200,23,200,5,0.829068812766734
1,1,40,200,2.33333333333333,0.892499388117615
1,1,479,200,5,4.71110395522863
1,200,234,200,3.66666666666667,1.21919339526961
1,100,83,200,5,0.945693468037528
1,1,60,200,1,0.892499388117616
1,1,200,200,2.33333333333333,0.892499388112756
1,1,134,200,1,0.89249938811762
1,100,90,200,5,0.909734966045253
1,100,157,200,2.33333333333333,0.882738529944386
1,100,712,200,3.66666666666667,3.92152901751212
1,100,29,200,2.33333333333333,0.918617014051031
1,1,275,200,3.66666666666667,1.78421390282199
1,1,32,200,5,0.892499388117618
1,500,712,200,5,5.20161947108735
1,200,27,200,5,0.904657278025245
1,1,60,200,3.66666666666667,0.892499388117617
1,200,234,200,1,0.938764603097218
1,200,51,200,2.33333333333333,0.934533471470696
1,1,1706,200,3.66666666666667,3.39696966788766
1,200,134,200,1,0.96839105013119
1,1,170,200,3.66666666666667,0.892499388117641
1,1,216,200,3.66666666666667,0.961992826045617
1,200,56,200,2.33333333333333,0.970681548303558
1,200,1059,200,3.66666666666667,3.49742025261401
1,200,254,200,1,0.876759431415858
1,500,297,200,1,1.01239511264916
1,200,97,200,1,0.906111410877152
1,1,1455,200,2.33333333333333,2.34462944413755
1,1,297,200,2.33333333333333,1.53329009528135
1,1,2000,200,2.33333333333333,2.25234977176099
1,100,408,200,1,1.28576502056019
1,100,105,200,5,0.926147610431415
1,200,97,200,3.66666666666667,0.90611141087839
1,100,322,200,1,1.04844178375932
1,200,234,200,2.33333333333333,1.06963057865783
1,1,65,200,1,0.892499388117614
1,100,1455,200,1,1.11468206419703
1,1,105,200,1,0.892499388117615
1,100,1847,200,3.66666666666667,3.66100114568145
1,200,658,200,3.66666666666667,3.78537752634507
1,1,114,200,1,0.892499388117615
1,1,25,200,3.66666666666667,0.892499388117618
1,200,771,200,3.66666666666667,3.74475423168412
1,500,34,200,1,0.908909137785758
1,100,275,200,2.33333333333333,1.38827069700029
1,1,1147,200,1,1.01583580965811
1,100,1847,200,5,4.95562053895408
1,500,904,200,3.66666666666667,3.5603748640447
1,500,1242,200,1,1.04771167909958
1,500,348,200,1,1.06925416522794
1,100,1576,200,3.66666666666667,3.84870599282438
1,100,1847,200,1,1.07538664532917
1,200,44,200,5,0.970645560744118
1,1,27,200,3.66666666666667,0.89249938811762
1,100,1059,200,2.33333333333333,2.30757097837169
1,100,608,200,3.66666666666667,4.00907828752209
1,200,90,200,1,0.909835951456178
1,200,56,200,1,0.970681548303228
1,500,184,200,1,0.992619130998701
1,200,322,200,2.33333333333333,1.69737444575024
1,1,297,200,5,2.66238868484221
1,1,90,200,3.66666666666667,0.892499388117621
1,100,348,200,5,3.30584684585829
1,500,322,200,1,1.04835326880308
1,100,23,200,1,0.828520593856898
1,1,105,200,5,0.892499388117612
1,200,27,200,2.33333333333333,0.904657278024884
1,100,254,200,1,0.876350650079821
1,1,145,200,3.66666666666667,0.892499388117616
1,1,771,200,5,4.80861288411206
1,100,90,200,1,0.909734966046024
1,1,518,200,1,1.34635832974123
1,1,37,200,1,0.892499388117619
1,200,145,200,1,0.981151769186533
1,500,377,200,5,3.99704763354328
1,200,134,200,2.33333333333333,0.968391050134282
1,500,77,200,1,0.964460792979392
1,100,322,200,3.66666666666667,2.36275478335726
1,500,904,200,2.33333333333333,2.36553061487543
1,100,51,200,3.66666666666667,0.933957806117301
1,100,479,200,2.33333333333333,2.58218485897933
1,500,254,200,3.66666666666667,1.47945432560487
1,500,114,200,3.66666666666667,0.904043497199913
1,500,51,200,2.33333333333333,0.934874652817393
1,200,25,200,3.66666666666667,0.892213794753306
1,100,71,200,2.33333333333333,0.963089318687468
1,100,608,200,1,1.42070321562594
1,500,25,200,5,0.892583927408469
1,100,134,200,5,0.967900289122168
1,1,71,200,1,0.892499388117617
1,200,835,200,2.33333333333333,2.54204363690011
1,1,1242,200,1,1.01919440658941
1,100,1242,200,5,4.5792947663354
1,100,835,200,2.33333333333333,2.54191357705738
1,500,1059,200,3.66666666666667,3.49726542832081
1,100,21,200,2.33333333333333,0.818323708987033
1,200,348,200,3.66666666666667,2.55131125492088
1,200,2000,200,3.66666666666667,3.52295603714769
1,100,2000,200,2.33333333333333,2.27962864524873
1,100,377,200,2.33333333333333,2.1310036570774
1,200,479,200,3.66666666666667,3.77480356942921
1,500,145,200,1,0.981408588487078
1,1,275,200,2.33333333333333,1.34835147237025
1,500,408,200,3.66666666666667,3.25832613953486
1,500,145,200,3.66666666666667,0.981408588315904
1,200,184,200,5,0.991459408574561
1,1,322,200,1,1.01708218860097
1,1,21,200,3.66666666666667,0.892499388117619
1,1,83,200,2.33333333333333,0.892499388117617
1,1,1344,200,2.33333333333333,2.2033474102625
1,200,71,200,2.33333333333333,0.963464292207955
1,500,29,200,3.66666666666667,0.919642070203294
1,200,21,200,2.33333333333333,0.818702642186138
1,500,51,200,3.66666666666667,0.934874652814265
1,200,348,200,5,3.30581072937229
1,1,1147,200,2.33333333333333,2.1707665498917
1,1,1059,200,3.66666666666667,3.39552479644579
1,500,105,200,3.66666666666667,0.926297263236005
1,1,56,200,3.66666666666667,0.892499388117621
1,1,90,200,1,0.892499388117619
1,100,145,200,1,0.980715576951733
1,500,60,200,2.33333333333333,0.961541067232188
1,100,20,200,5,0.821773381234724
1,100,44,200,3.66666666666667,0.969765545524484
1,1,134,200,5,0.892499388117622
1,500,2000,200,3.66666666666667,3.5231076317392
1,200,297,200,3.66666666666667,2.12707687753278
1,1,71,200,3.66666666666667,0.892499388117618
1,500,1344,200,2.33333333333333,2.23966648909415
1,100,105,200,1,0.92614761043132
1,500,322,200,2.33333333333333,1.69730061289428
1,100,216,200,5,1.18960000045682
1,1,1847,200,5,4.8726499634507
1,200,34,200,2.33333333333333,0.908461771782911
1,1,408,200,1,1.22008024396187
1,100,71,200,5,0.963089318687226
1,200,60,200,1,0.961158376709879
1,100,97,200,3.66666666666667,0.906105794051119
1,1,442,200,1,1.27959243941089
1,100,1706,200,5,4.74004945414536
1,500,199,200,5,1.04473933221072
1,200,442,200,3.66666666666667,3.54094469846382
1,1,297,200,1,0.986155130631983
