λ,μ,p,n,MSE
27.052631578947366,6.2105263157894735,715,200,5,20.81401463766343
27.052631578947366,6.2105263157894735,763,200,5,23.681806747525528
27.052631578947366,6.2105263157894735,810,200,5,22.333874749552923
27.052631578947366,6.2105263157894735,857,200,5,20.925938072621463
27.052631578947366,6.2105263157894735,905,200,5,20.977352912569717
27.052631578947366,6.2105263157894735,952,200,5,29.343257036812865
27.052631578947366,6.2105263157894735,1000,200,5,28.291629747988498
32.26315789473684,6.2105263157894735,100,200,5,2.642913559121688
32.26315789473684,6.2105263157894735,147,200,5,14.41126574271496
32.26315789473684,6.2105263157894735,194,200,5,10.944893599938178
32.26315789473684,6.2105263157894735,242,200,5,14.962210276991915
32.26315789473684,6.2105263157894735,289,200,5,13.289007738853764
32.26315789473684,6.2105263157894735,336,200,5,16.210483960673397
32.26315789473684,6.2105263157894735,384,200,5,18.24656693310521
32.26315789473684,6.2105263157894735,431,200,5,18.3798512567531
32.26315789473684,6.2105263157894735,478,200,5,17.844598104339216
32.26315789473684,6.2105263157894735,526,200,5,20.897626714109116
32.26315789473684,6.2105263157894735,573,200,5,26.115879758879476
32.26315789473684,6.2105263157894735,621,200,5,21.59403597080314
32.26315789473684,6.2105263157894735,668,200,5,22.07017031316689
32.26315789473684,6.2105263157894735,715,200,5,21.90994269581333
32.26315789473684,6.2105263157894735,763,200,5,24.449715675963983
32.26315789473684,6.2105263157894735,810,200,5,20.136655539372338
32.26315789473684,6.2105263157894735,857,200,5,30.670902170081398
32.26315789473684,6.2105263157894735,905,200,5,25.946941421936348
32.26315789473684,6.2105263157894735,952,200,5,18.81908627088888
32.26315789473684,6.2105263157894735,1000,200,5,23.399836648813714
37.473684210526315,6.2105263157894735,100,200,5,3.3299444196548698
37.473684210526315,6.2105263157894735,147,200,5,26.1187809112166
37.473684210526315,6.2105263157894735,194,200,5,11.918313842791077
37.473684210526315,6.2105263157894735,242,200,5,16.662748520432352
37.473684210526315,6.2105263157894735,289,200,5,12.983345500145138
37.473684210526315,6.2105263157894735,336,200,5,13.52784142305526
37.473684210526315,6.2105263157894735,384,200,5,20.815450715779676
37.473684210526315,6.2105263157894735,431,200,5,17.409146593611755
37.473684210526315,6.2105263157894735,478,200,5,21.780880688525695
37.473684210526315,6.2105263157894735,526,200,5,21.89265143468278
37.473684210526315,6.2105263157894735,573,200,5,17.166036939202506
37.473684210526315,6.2105263157894735,621,200,5,17.821149902268694
37.473684210526315,6.2105263157894735,668,200,5,19.09815410062867
37.473684210526315,6.2105263157894735,715,200,5,22.903870335370723
37.473684210526315,6.2105263157894735,763,200,5,18.096171441123566
37.473684210526315,6.2105263157894735,810,200,5,26.72495382614441
37.473684210526315,6.2105263157894735,857,200,5,15.005403418369678
37.473684210526315,6.2105263157894735,905,200,5,30.244796462983143
37.473684210526315,6.2105263157894735,952,200,5,22.267627057216437
37.473684210526315,6.2105263157894735,1000,200,5,32.718016323676366
42.68421052631579,6.2105263157894735,100,200,5,4.2310116926139365
42.68421052631579,6.2105263157894735,147,200,5,16.76275056541646
42.68421052631579,6.2105263157894735,194,200,5,9.187537326270839
42.68421052631579,6.2105263157894735,242,200,5,13.802818891494343
42.68421052631579,6.2105263157894735,289,200,5,13.480585995722407
42.68421052631579,6.2105263157894735,336,200,5,19.992037670927594
42.68421052631579,6.2105263157894735,384,200,5,22.979508469847076
42.68421052631579,6.2105263157894735,431,200,5,15.089653647208543
42.68421052631579,6.2105263157894735,478,200,5,24.47973685569133
42.68421052631579,6.2105263157894735,526,200,5,17.074291959357428
42.68421052631579,6.2105263157894735,573,200,5,23.870171654208438
42.68421052631579,6.2105263157894735,621,200,5,14.043924971720076
42.68421052631579,6.2105263157894735,668,200,5,22.312546046886663
42.68421052631579,6.2105263157894735,715,200,5,26.97078466941889
42.68421052631579,6.2105263157894735,763,200,5,21.611526709297816
42.68421052631579,6.2105263157894735,810,200,5,18.90343042780329
42.68421052631579,6.2105263157894735,857,200,5,21.194291730136396
42.68421052631579,6.2105263157894735,905,200,5,30.146130543349248
42.68421052631579,6.2105263157894735,952,200,5,27.675109538968066
42.68421052631579,6.2105263157894735,1000,200,5,21.108507428311505
47.89473684210526,6.2105263157894735,100,200,5,6.717780840150167
47.89473684210526,6.2105263157894735,147,200,5,32.8824702219035
47.89473684210526,6.2105263157894735,194,200,5,16.491025868569306
47.89473684210526,6.2105263157894735,242,200,5,11.131496355194313
47.89473684210526,6.2105263157894735,289,200,5,17.30597201483445
47.89473684210526,6.2105263157894735,336,200,5,12.60898103977709
47.89473684210526,6.2105263157894735,384,200,5,16.840362542588927
47.89473684210526,6.2105263157894735,431,200,5,21.88479067308623
47.89473684210526,6.2105263157894735,478,200,5,25.79498890889357
47.89473684210526,6.2105263157894735,526,200,5,21.805256523137018
47.89473684210526,6.2105263157894735,573,200,5,15.81048290026722
47.89473684210526,6.2105263157894735,621,200,5,20.95325630361669
47.89473684210526,6.2105263157894735,668,200,5,14.599741689545908
47.89473684210526,6.2105263157894735,715,200,5,23.045365396552395
47.89473684210526,6.2105263157894735,763,200,5,28.23780090424265
47.89473684210526,6.2105263157894735,810,200,5,27.775340945724896
47.89473684210526,6.2105263157894735,857,200,5,21.18363122535173
47.89473684210526,6.2105263157894735,905,200,5,25.84171836451723
47.89473684210526,6.2105263157894735,952,200,5,14.60472335264607
47.89473684210526,6.2105263157894735,1000,200,5,23.664686247670193
53.10526315789473,6.2105263157894735,100,200,5,2.0705398697381248
53.10526315789473,6.2105263157894735,147,200,5,64.89861964327591
53.10526315789473,6.2105263157894735,194,200,5,7.67340635029499
53.10526315789473,6.2105263157894735,242,200,5,12.33922881967605
53.10526315789473,6.2105263157894735,289,200,5,12.378074055021445
53.10526315789473,6.2105263157894735,336,200,5,16.186479173937805
53.10526315789473,6.2105263157894735,384,200,5,17.257926922645687
53.10526315789473,6.2105263157894735,431,200,5,19.359886188691064
53.10526315789473,6.2105263157894735,478,200,5,16.895339389608438
53.10526315789473,6.2105263157894735,526,200,5,22.299606306291608
53.10526315789473,6.2105263157894735,573,200,5,18.97181086220657
53.10526315789473,6.2105263157894735,621,200,5,27.64953722365034
53.10526315789473,6.2105263157894735,668,200,5,21.287854472081687
53.10526315789473,6.2105263157894735,715,200,5,22.171506633431722
53.10526315789473,6.2105263157894735,763,200,5,24.785425167842373
53.10526315789473,6.2105263157894735,810,200,5,15.676222960172478
53.10526315789473,6.2105263157894735,857,200,5,23.30035758436707
53.10526315789473,6.2105263157894735,905,200,5,20.313725476294266
53.10526315789473,6.2105263157894735,952,200,5,27.255007586066203
53.10526315789473,6.2105263157894735,1000,200,5,24.398232651079947
58.315789473684205,6.2105263157894735,100,200,5,3.633840954814762
58.315789473684205,6.2105263157894735,147,200,5,44.686396638916754
58.315789473684205,6.2105263157894735,194,200,5,9.281259357518914
58.315789473684205,6.2105263157894735,242,200,5,14.199758663688863
58.315789473684205,6.2105263157894735,289,200,5,19.976893376109217
58.315789473684205,6.2105263157894735,336,200,5,19.396660736525302
58.315789473684205,6.2105263157894735,384,200,5,12.193840590840605
58.315789473684205,6.2105263157894735,431,200,5,16.59892794116052
58.315789473684205,6.2105263157894735,478,200,5,26.382201593867542
58.315789473684205,6.2105263157894735,526,200,5,18.230390992899945
58.315789473684205,6.2105263157894735,573,200,5,21.081660075365214
58.315789473684205,6.2105263157894735,621,200,5,21.078985202961864
58.315789473684205,6.2105263157894735,668,200,5,18.898355262137628
58.315789473684205,6.2105263157894735,715,200,5,19.580093223155714
58.315789473684205,6.2105263157894735,763,200,5,19.747998004208764
58.315789473684205,6.2105263157894735,810,200,5,28.157085113048183
58.315789473684205,6.2105263157894735,857,200,5,30.776832847182835
58.315789473684205,6.2105263157894735,905,200,5,17.92320174984434
58.315789473684205,6.2105263157894735,952,200,5,31.660067923247293
58.315789473684205,6.2105263157894735,1000,200,5,22.01781568314993
63.526315789473685,6.2105263157894735,100,200,5,3.9011194743626083
63.526315789473685,6.2105263157894735,147,200,5,14.106255952975166
63.526315789473685,6.2105263157894735,194,200,5,10.42394335705605
63.526315789473685,6.2105263157894735,242,200,5,16.29004592624584
63.526315789473685,6.2105263157894735,289,200,5,13.866260397525753
63.526315789473685,6.2105263157894735,336,200,5,12.946567874987672
63.526315789473685,6.2105263157894735,384,200,5,15.521779589913136
63.526315789473685,6.2105263157894735,431,200,5,21.150813568245027
63.526315789473685,6.2105263157894735,478,200,5,21.553694873208567
63.526315789473685,6.2105263157894735,526,200,5,17.3881776425801
63.526315789473685,6.2105263157894735,573,200,5,20.46808487789672
63.526315789473685,6.2105263157894735,621,200,5,23.307239142976375
63.526315789473685,6.2105263157894735,668,200,5,24.944121432483808
63.526315789473685,6.2105263157894735,715,200,5,28.726483713346266
63.526315789473685,6.2105263157894735,763,200,5,18.6973241338792
63.526315789473685,6.2105263157894735,810,200,5,20.016212479813856
63.526315789473685,6.2105263157894735,857,200,5,23.62821272199543
63.526315789473685,6.2105263157894735,905,200,5,21.10911273929855
63.526315789473685,6.2105263157894735,952,200,5,16.798390268420963
63.526315789473685,6.2105263157894735,1000,200,5,18.621186151574996
68.73684210526315,6.2105263157894735,100,200,5,3.796692059218446
68.73684210526315,6.2105263157894735,147,200,5,15.971979483492033
68.73684210526315,6.2105263157894735,194,200,5,9.932516798309669
68.73684210526315,6.2105263157894735,242,200,5,12.651797965607724
68.73684210526315,6.2105263157894735,289,200,5,14.500968469205265
68.73684210526315,6.2105263157894735,336,200,5,17.3827410031309
68.73684210526315,6.2105263157894735,384,200,5,19.640574222731818
68.73684210526315,6.2105263157894735,431,200,5,15.334687427581951
68.73684210526315,6.2105263157894735,478,200,5,15.869600825405502
68.73684210526315,6.2105263157894735,526,200,5,18.157671005465584
68.73684210526315,6.2105263157894735,573,200,5,22.70836262518925
68.73684210526315,6.2105263157894735,621,200,5,15.364775593635326
68.73684210526315,6.2105263157894735,668,200,5,17.209846327448084
68.73684210526315,6.2105263157894735,715,200,5,21.40929831904272
68.73684210526315,6.2105263157894735,763,200,5,20.68335127883962
68.73684210526315,6.2105263157894735,810,200,5,20.113700906500092
68.73684210526315,6.2105263157894735,857,200,5,14.483630371325903
68.73684210526315,6.2105263157894735,905,200,5,23.357345953539966
68.73684210526315,6.2105263157894735,952,200,5,18.37906594357921
68.73684210526315,6.2105263157894735,1000,200,5,18.044968638186365
73.94736842105263,6.2105263157894735,100,200,5,4.03760247479268
73.94736842105263,6.2105263157894735,147,200,5,22.148096683363296
73.94736842105263,6.2105263157894735,194,200,5,12.521991117953892
73.94736842105263,6.2105263157894735,242,200,5,16.119761603191037
73.94736842105263,6.2105263157894735,289,200,5,15.81794912655273
73.94736842105263,6.2105263157894735,336,200,5,17.069880526363548
73.94736842105263,6.2105263157894735,384,200,5,16.795164651760466
73.94736842105263,6.2105263157894735,431,200,5,17.073391529714055
73.94736842105263,6.2105263157894735,478,200,5,15.51575669001046
73.94736842105263,6.2105263157894735,526,200,5,15.635614337576545
73.94736842105263,6.2105263157894735,573,200,5,24.024847088495328
73.94736842105263,6.2105263157894735,621,200,5,18.837115595243045
73.94736842105263,6.2105263157894735,668,200,5,28.4909647494677
73.94736842105263,6.2105263157894735,715,200,5,24.26718893855406
73.94736842105263,6.2105263157894735,763,200,5,16.760544182515297
73.94736842105263,6.2105263157894735,810,200,5,17.512162802361225
73.94736842105263,6.2105263157894735,857,200,5,21.06418512798759
73.94736842105263,6.2105263157894735,905,200,5,32.9575546847677
73.94736842105263,6.2105263157894735,952,200,5,19.27847077801214
73.94736842105263,6.2105263157894735,1000,200,5,19.169175889479245
79.1578947368421,6.2105263157894735,100,200,5,2.433075995922282
79.1578947368421,6.2105263157894735,147,200,5,20.116082578979622
79.1578947368421,6.2105263157894735,194,200,5,9.648045277753253
79.1578947368421,6.2105263157894735,242,200,5,9.624970289954453
79.1578947368421,6.2105263157894735,289,200,5,12.34633537811315
79.1578947368421,6.2105263157894735,336,200,5,20.767633940531788
79.1578947368421,6.2105263157894735,384,200,5,13.76415702239659
79.1578947368421,6.2105263157894735,431,200,5,18.70162399961583
79.1578947368421,6.2105263157894735,478,200,5,21.408969906158905
79.1578947368421,6.2105263157894735,526,200,5,19.67177911274344
79.1578947368421,6.2105263157894735,573,200,5,13.428359001394897
79.1578947368421,6.2105263157894735,621,200,5,16.44696051632485
79.1578947368421,6.2105263157894735,668,200,5,21.437684442807104
79.1578947368421,6.2105263157894735,715,200,5,19.131135544732437
79.1578947368421,6.2105263157894735,763,200,5,19.55300662399853
79.1578947368421,6.2105263157894735,810,200,5,29.448382261273334
79.1578947368421,6.2105263157894735,857,200,5,27.904079940480703
79.1578947368421,6.2105263157894735,905,200,5,23.001607062721682
79.1578947368421,6.2105263157894735,952,200,5,23.43421688253029
79.1578947368421,6.2105263157894735,1000,200,5,20.928082430946834
84.36842105263158,6.2105263157894735,100,200,5,2.3274590658938203
84.36842105263158,6.2105263157894735,147,200,5,14.184978635854172
84.36842105263158,6.2105263157894735,194,200,5,8.953159859101646
84.36842105263158,6.2105263157894735,242,200,5,13.310245964048628
84.36842105263158,6.2105263157894735,289,200,5,20.084393064263068
84.36842105263158,6.2105263157894735,336,200,5,15.134189836416075
84.36842105263158,6.2105263157894735,384,200,5,15.60284429027955
84.36842105263158,6.2105263157894735,431,200,5,11.9464385845498
84.36842105263158,6.2105263157894735,478,200,5,17.036556739702892
84.36842105263158,6.2105263157894735,526,200,5,25.56778389734889
84.36842105263158,6.2105263157894735,573,200,5,16.951687295057532
84.36842105263158,6.2105263157894735,621,200,5,19.820045521801934
84.36842105263158,6.2105263157894735,668,200,5,19.42558312850131
84.36842105263158,6.2105263157894735,715,200,5,25.924255489818993
84.36842105263158,6.2105263157894735,763,200,5,22.03387703735987
84.36842105263158,6.2105263157894735,810,200,5,23.06394439389154
84.36842105263158,6.2105263157894735,857,200,5,17.033441050401773
84.36842105263158,6.2105263157894735,905,200,5,23.539302523719652
84.36842105263158,6.2105263157894735,952,200,5,20.151946184763382
84.36842105263158,6.2105263157894735,1000,200,5,28.920021845546636
89.57894736842105,6.2105263157894735,100,200,5,4.041033663496557
89.57894736842105,6.2105263157894735,147,200,5,11.671237240823242
89.57894736842105,6.2105263157894735,194,200,5,11.499635607208315
89.57894736842105,6.2105263157894735,242,200,5,14.99805902884554
89.57894736842105,6.2105263157894735,289,200,5,15.176092506585809
89.57894736842105,6.2105263157894735,336,200,5,8.189153227664386
89.57894736842105,6.2105263157894735,384,200,5,15.298569344533039
89.57894736842105,6.2105263157894735,431,200,5,17.000797254006656
89.57894736842105,6.2105263157894735,478,200,5,17.674013945955284
89.57894736842105,6.2105263157894735,526,200,5,24.643632234253495
89.57894736842105,6.2105263157894735,573,200,5,19.048841219214857
89.57894736842105,6.2105263157894735,621,200,5,22.26207701092461
89.57894736842105,6.2105263157894735,668,200,5,21.31120546928817
89.57894736842105,6.2105263157894735,715,200,5,17.628939024832906
89.57894736842105,6.2105263157894735,763,200,5,20.636051314698957
89.57894736842105,6.2105263157894735,810,200,5,17.497704453930844
89.57894736842105,6.2105263157894735,857,200,5,18.231945811330263
89.57894736842105,6.2105263157894735,905,200,5,20.11830747994043
89.57894736842105,6.2105263157894735,952,200,5,16.031726388259877
89.57894736842105,6.2105263157894735,1000,200,5,25.65531515774542
94.78947368421052,6.2105263157894735,100,200,5,3.6927172680545772
94.78947368421052,6.2105263157894735,147,200,5,12.75379035115808
94.78947368421052,6.2105263157894735,194,200,5,11.069468910440241
94.78947368421052,6.2105263157894735,242,200,5,17.59446325661374
94.78947368421052,6.2105263157894735,289,200,5,14.82393851429965
94.78947368421052,6.2105263157894735,336,200,5,18.08130917280597
94.78947368421052,6.2105263157894735,384,200,5,17.03702091277217
94.78947368421052,6.2105263157894735,431,200,5,11.493970091026537
94.78947368421052,6.2105263157894735,478,200,5,14.014828791663598
94.78947368421052,6.2105263157894735,526,200,5,20.121338189185735
94.78947368421052,6.2105263157894735,573,200,5,21.527493010860425
94.78947368421052,6.2105263157894735,621,200,5,22.93564309283527
94.78947368421052,6.2105263157894735,668,200,5,21.99571958534101
94.78947368421052,6.2105263157894735,715,200,5,20.70641154816046
