λ,μ,p,n,snr,true_p,tau,MSE
1.0,1.0,108.0,200.0,1.0,100.0,0.0,2.2058581233935968
1.0,1.0,108.0,200.0,2.333333333333333,100.0,0.0,2.205858123393597
1.0,1.0,108.0,200.0,3.6666666666666665,100.0,0.0,2.2058581233935968
1.0,1.0,108.0,200.0,5.0,100.0,0.0,2.2058581233935977
1.0,1.0,116.0,200.0,1.0,100.0,0.0,2.328167600117905
1.0,1.0,116.0,200.0,2.333333333333333,100.0,0.0,2.328167600117905
1.0,1.0,116.0,200.0,3.6666666666666665,100.0,0.0,2.328167600117905
1.0,1.0,116.0,200.0,5.0,100.0,0.0,2.328167600117904
1.0,1.0,126.0,200.0,1.0,100.0,0.0,3.005885919206284
1.0,1.0,126.0,200.0,2.333333333333333,100.0,0.0,3.005885919206281
1.0,1.0,126.0,200.0,3.6666666666666665,100.0,0.0,3.005885919206277
1.0,1.0,126.0,200.0,5.0,100.0,0.0,3.0058859192062752
1.0,1.0,136.0,200.0,1.0,100.0,0.0,4.138298989214237
1.0,1.0,136.0,200.0,2.333333333333333,100.0,0.0,4.138298989214242
1.0,1.0,136.0,200.0,3.6666666666666665,100.0,0.0,4.138298989214242
1.0,1.0,136.0,200.0,5.0,100.0,0.0,4.1382989892142445
1.0,1.0,147.0,200.0,1.0,100.0,0.0,4.827537630721104
1.0,1.0,147.0,200.0,2.333333333333333,100.0,0.0,4.8275376307211095
1.0,1.0,147.0,200.0,3.6666666666666665,100.0,0.0,4.82753763072111
1.0,1.0,147.0,200.0,5.0,100.0,0.0,4.827537630721112
1.0,1.0,158.0,200.0,1.0,100.0,0.0,5.763995764450024
1.0,1.0,158.0,200.0,2.333333333333333,100.0,0.0,5.763995764450024
1.0,1.0,158.0,200.0,3.6666666666666665,100.0,0.0,5.763995764450019
1.0,1.0,158.0,200.0,5.0,100.0,0.0,5.763995764450018
1.0,1.0,171.0,200.0,1.0,100.0,0.0,7.496071621780583
1.0,1.0,171.0,200.0,2.333333333333333,100.0,0.0,7.496071621780628
1.0,1.0,171.0,200.0,3.6666666666666665,100.0,0.0,7.496071621780655
1.0,1.0,171.0,200.0,5.0,100.0,0.0,7.49607162178068
1.0,1.0,185.0,200.0,1.0,100.0,0.0,16.25109874158488
1.0,1.0,185.0,200.0,2.333333333333333,100.0,0.0,16.251098741584666
1.0,1.0,185.0,200.0,3.6666666666666665,100.0,0.0,16.251098741584492
1.0,1.0,185.0,200.0,5.0,100.0,0.0,16.251098741584368
1.0,1.0,200.0,200.0,1.0,100.0,0.0,132.0922096661557
1.0,1.0,200.0,200.0,2.333333333333333,100.0,0.0,132.09220966588327
1.0,1.0,200.0,200.0,3.6666666666666665,100.0,0.0,132.09220966568273
1.0,1.0,200.0,200.0,5.0,100.0,0.0,132.09220966551678
1.0,1.0,216.0,200.0,1.0,100.0,0.0,12.30000263687877
1.0,1.0,216.0,200.0,2.333333333333333,100.0,0.0,12.383033714182268
1.0,1.0,216.0,200.0,3.6666666666666665,100.0,0.0,12.46575920555809
1.0,1.0,216.0,200.0,5.0,100.0,0.0,12.548340585506333
1.0,1.0,234.0,200.0,1.0,100.0,0.0,5.889981389898017
1.0,1.0,234.0,200.0,2.333333333333333,100.0,0.0,6.077474999829642
1.0,1.0,234.0,200.0,3.6666666666666665,100.0,0.0,6.2638829434404055
1.0,1.0,234.0,200.0,5.0,100.0,0.0,6.44977889710268
1.0,1.0,254.0,200.0,1.0,100.0,0.0,4.706222880506419
1.0,1.0,254.0,200.0,2.333333333333333,100.0,0.0,4.963055252847769
1.0,1.0,254.0,200.0,3.6666666666666665,100.0,0.0,5.220287780450441
1.0,1.0,254.0,200.0,5.0,100.0,0.0,5.477709017482233
1.0,1.0,275.0,200.0,1.0,100.0,0.0,3.6369137229652906
1.0,1.0,275.0,200.0,2.333333333333333,100.0,0.0,4.000584059524402
1.0,1.0,275.0,200.0,3.6666666666666665,100.0,0.0,4.364706480477572
1.0,1.0,275.0,200.0,5.0,100.0,0.0,4.729042100146764
1.0,1.0,297.0,200.0,1.0,100.0,0.0,3.360318741297797
1.0,1.0,297.0,200.0,2.333333333333333,100.0,0.0,3.78005442474052
1.0,1.0,297.0,200.0,3.6666666666666665,100.0,0.0,4.201752483831154
1.0,1.0,297.0,200.0,5.0,100.0,0.0,4.624375980680697
1.0,1.0,322.0,200.0,1.0,100.0,0.0,3.095520662476517
1.0,1.0,322.0,200.0,2.333333333333333,100.0,0.0,3.58410579908806
1.0,1.0,322.0,200.0,3.6666666666666665,100.0,0.0,4.075612628301714
1.0,1.0,322.0,200.0,5.0,100.0,0.0,4.568497300058773
1.0,1.0,348.0,200.0,1.0,100.0,0.0,2.8281915623377967
1.0,1.0,348.0,200.0,2.333333333333333,100.0,0.0,3.4083533775970265
1.0,1.0,348.0,200.0,3.6666666666666665,100.0,0.0,3.9909939543794346
1.0,1.0,348.0,200.0,5.0,100.0,0.0,4.574803491605914
1.0,1.0,377.0,200.0,1.0,100.0,0.0,2.620653041142763
1.0,1.0,377.0,200.0,2.333333333333333,100.0,0.0,3.290811456651517
1.0,1.0,377.0,200.0,3.6666666666666665,100.0,0.0,3.9616841868064734
1.0,1.0,377.0,200.0,5.0,100.0,0.0,4.6328937809793
1.0,1.0,408.0,200.0,1.0,100.0,0.0,2.5414642769350406
1.0,1.0,408.0,200.0,2.333333333333333,100.0,0.0,3.2518826012298634
1.0,1.0,408.0,200.0,3.6666666666666665,100.0,0.0,3.9636856053907383
1.0,1.0,408.0,200.0,5.0,100.0,0.0,4.676141611454362
1.0,1.0,442.0,200.0,1.0,100.0,0.0,2.4332420748707846
1.0,1.0,442.0,200.0,2.333333333333333,100.0,0.0,3.1711010905052297
1.0,1.0,442.0,200.0,3.6666666666666665,100.0,0.0,3.9114263960151927
1.0,1.0,442.0,200.0,5.0,100.0,0.0,4.652914780458392
1.0,1.0,479.0,200.0,1.0,100.0,0.0,2.3214111369847608
1.0,1.0,479.0,200.0,2.333333333333333,100.0,0.0,3.110707011931046
1.0,1.0,479.0,200.0,3.6666666666666665,100.0,0.0,3.903338214076644
1.0,1.0,479.0,200.0,5.0,100.0,0.0,4.697542324921847
1.0,1.0,518.0,200.0,1.0,100.0,0.0,2.227039695441635
1.0,1.0,518.0,200.0,2.333333333333333,100.0,0.0,3.033033125001557
1.0,1.0,518.0,200.0,3.6666666666666665,100.0,0.0,3.8438314408355727
1.0,1.0,518.0,200.0,5.0,100.0,0.0,4.656895695502438
1.0,1.0,561.0,200.0,1.0,100.0,0.0,2.213221512645628
1.0,1.0,561.0,200.0,2.333333333333333,100.0,0.0,3.067661211616392
1.0,1.0,561.0,200.0,3.6666666666666665,100.0,0.0,3.925039880755085
1.0,1.0,561.0,200.0,5.0,100.0,0.0,4.783804540373501
1.0,1.0,608.0,200.0,1.0,100.0,0.0,2.170676618990845
1.0,1.0,608.0,200.0,2.333333333333333,100.0,0.0,3.073700148568147
1.0,1.0,608.0,200.0,3.6666666666666665,100.0,0.0,3.9808217847537577
1.0,1.0,608.0,200.0,5.0,100.0,0.0,4.889876049179695
1.0,1.0,658.0,200.0,1.0,100.0,0.0,2.1151650263637327
1.0,1.0,658.0,200.0,2.333333333333333,100.0,0.0,3.0429428251758184
1.0,1.0,658.0,200.0,3.6666666666666665,100.0,0.0,3.974266366191837
1.0,1.0,658.0,200.0,5.0,100.0,0.0,4.907262045629625
1.0,1.0,712.0,200.0,1.0,100.0,0.0,2.090904108466024
1.0,1.0,712.0,200.0,2.333333333333333,100.0,0.0,3.051381275880698
1.0,1.0,712.0,200.0,3.6666666666666665,100.0,0.0,4.01503510395568
1.0,1.0,712.0,200.0,5.0,100.0,0.0,4.980187015094104
1.0,1.0,771.0,200.0,1.0,100.0,0.0,2.0760543430200773
1.0,1.0,771.0,200.0,2.333333333333333,100.0,0.0,3.0669735737793817
1.0,1.0,771.0,200.0,3.6666666666666665,100.0,0.0,4.059603950177391
1.0,1.0,771.0,200.0,5.0,100.0,0.0,5.053041286642748
1.0,1.0,835.0,200.0,1.0,100.0,0.0,2.066429534827805
1.0,1.0,835.0,200.0,2.333333333333333,100.0,0.0,3.083434480882344
1.0,1.0,835.0,200.0,3.6666666666666665,100.0,0.0,4.10226492681767
1.0,1.0,835.0,200.0,5.0,100.0,0.0,5.121956261197243
1.0,1.0,904.0,200.0,1.0,100.0,0.0,2.0569808422297244
1.0,1.0,904.0,200.0,2.333333333333333,100.0,0.0,3.100786935916723
1.0,1.0,904.0,200.0,3.6666666666666665,100.0,0.0,4.146028347360786
1.0,1.0,904.0,200.0,5.0,100.0,0.0,5.191946641057118
1.0,1.0,979.0,200.0,1.0,100.0,0.0,2.038278393188369
1.0,1.0,979.0,200.0,2.333333333333333,100.0,0.0,3.099619312932936
1.0,1.0,979.0,200.0,3.6666666666666665,100.0,0.0,4.163366860103166
1.0,1.0,979.0,200.0,5.0,100.0,0.0,5.228249349960661
1.0,1.0,1059.0,200.0,1.0,100.0,0.0,2.0198765140646877
1.0,1.0,1059.0,200.0,2.333333333333333,100.0,0.0,3.092251079203257
1.0,1.0,1059.0,200.0,3.6666666666666665,100.0,0.0,4.167652805340638
1.0,1.0,1059.0,200.0,5.0,100.0,0.0,5.244482111917846
1.0,1.0,1147.0,200.0,1.0,100.0,0.0,2.0049686175589856
1.0,1.0,1147.0,200.0,2.333333333333333,100.0,0.0,3.0927151139656983
1.0,1.0,1147.0,200.0,3.6666666666666665,100.0,0.0,4.183299099061823
1.0,1.0,1147.0,200.0,5.0,100.0,0.0,5.275221216934111
1.0,1.0,1242.0,200.0,1.0,100.0,0.0,2.000689128540058
1.0,1.0,1242.0,200.0,2.333333333333333,100.0,0.0,3.106028974613636
1.0,1.0,1242.0,200.0,3.6666666666666665,100.0,0.0,4.2145503178739645
1.0,1.0,1242.0,200.0,5.0,100.0,0.0,5.324572025057755
1.0,1.0,1344.0,200.0,1.0,100.0,0.0,1.9896145955298257
1.0,1.0,1344.0,200.0,2.333333333333333,100.0,0.0,3.102432575655623
1.0,1.0,1344.0,200.0,3.6666666666666665,100.0,0.0,4.21880144218101
1.0,1.0,1344.0,200.0,5.0,100.0,0.0,5.3368448730820734
1.0,1.0,1455.0,200.0,1.0,100.0,0.0,1.9835270786879928
1.0,1.0,1455.0,200.0,2.333333333333333,100.0,0.0,3.114109725824056
1.0,1.0,1455.0,200.0,3.6666666666666665,100.0,0.0,4.248197226794721
1.0,1.0,1455.0,200.0,5.0,100.0,0.0,5.383937583619652
1.0,1.0,1576.0,200.0,1.0,100.0,0.0,1.9792190197258657
1.0,1.0,1576.0,200.0,2.333333333333333,100.0,0.0,3.119741047507335
1.0,1.0,1576.0,200.0,3.6666666666666665,100.0,0.0,4.263854968742568
1.0,1.0,1576.0,200.0,5.0,100.0,0.0,5.409662792891639
1.0,1.0,1706.0,200.0,1.0,100.0,0.0,1.9770579257118588
1.0,1.0,1706.0,200.0,2.333333333333333,100.0,0.0,3.1298170444791857
1.0,1.0,1706.0,200.0,3.6666666666666665,100.0,0.0,4.285718178315235
1.0,1.0,1706.0,200.0,5.0,100.0,0.0,5.443101056682059
1.0,1.0,1847.0,200.0,1.0,100.0,0.0,1.9682062474392508
1.0,1.0,1847.0,200.0,2.333333333333333,100.0,0.0,3.1302308648577197
1.0,1.0,1847.0,200.0,3.6666666666666665,100.0,0.0,4.295469278754673
1.0,1.0,1847.0,200.0,5.0,100.0,0.0,5.462223288614989
1.0,1.0,2000.0,200.0,1.0,100.0,0.0,1.959988531619666
1.0,1.0,2000.0,200.0,2.333333333333333,100.0,0.0,3.130366472636941
1.0,1.0,2000.0,200.0,3.6666666666666665,100.0,0.0,4.3045069705958765
1.0,1.0,2000.0,200.0,5.0,100.0,0.0,5.480421854752223
1.0,3.0,20.0,200.0,1.0,100.0,0.0,2.103827642787179
1.0,3.0,20.0,200.0,2.333333333333333,100.0,0.0,3.44365943762197
1.0,3.0,20.0,200.0,3.6666666666666665,100.0,0.0,4.780409580643115
1.0,3.0,20.0,200.0,5.0,100.0,0.0,6.115706445872542
1.0,3.0,21.0,200.0,1.0,100.0,0.0,2.101423971374748
1.0,3.0,21.0,200.0,2.333333333333333,100.0,0.0,3.421766010465334
1.0,3.0,21.0,200.0,3.6666666666666665,100.0,0.0,4.737180090650238
1.0,3.0,21.0,200.0,5.0,100.0,0.0,6.050270192115547
1.0,3.0,23.0,200.0,1.0,100.0,0.0,2.078047568660109
1.0,3.0,23.0,200.0,2.333333333333333,100.0,0.0,3.375492514410352
1.0,3.0,23.0,200.0,3.6666666666666665,100.0,0.0,4.670200346552121
1.0,3.0,23.0,200.0,5.0,100.0,0.0,5.963617381854686
1.0,3.0,25.0,200.0,1.0,100.0,0.0,2.08812353520603
1.0,3.0,25.0,200.0,2.333333333333333,100.0,0.0,3.374512293947337
1.0,3.0,25.0,200.0,3.6666666666666665,100.0,0.0,4.656062502604678
1.0,3.0,25.0,200.0,5.0,100.0,0.0,5.93533089689544
1.0,3.0,27.0,200.0,1.0,100.0,0.0,2.0480607948619705
1.0,3.0,27.0,200.0,2.333333333333333,100.0,0.0,3.2907781495481467
1.0,3.0,27.0,200.0,3.6666666666666665,100.0,0.0,4.53152239498236
1.0,3.0,27.0,200.0,5.0,100.0,0.0,5.771336140791744
1.0,3.0,29.0,200.0,1.0,100.0,0.0,2.0687838638428127
1.0,3.0,29.0,200.0,2.333333333333333,100.0,0.0,3.309930007324136
1.0,3.0,29.0,200.0,3.6666666666666665,100.0,0.0,4.54672390659045
1.0,3.0,29.0,200.0,5.0,100.0,0.0,5.781465328729475
1.0,3.0,31.0,200.0,1.0,100.0,0.0,2.0440624700497487
1.0,3.0,31.0,200.0,2.333333333333333,100.0,0.0,3.235821965524968
1.0,3.0,31.0,200.0,3.6666666666666665,100.0,0.0,4.42370875579662
1.0,3.0,31.0,200.0,5.0,100.0,0.0,5.60976921499437
1.0,3.0,34.0,200.0,1.0,100.0,0.0,2.081816098490937
1.0,3.0,34.0,200.0,2.333333333333333,100.0,0.0,3.238280078929977
1.0,3.0,34.0,200.0,3.6666666666666665,100.0,0.0,4.390404082595525
1.0,3.0,34.0,200.0,5.0,100.0,0.0,5.540481394342933
1.0,3.0,36.0,200.0,1.0,100.0,0.0,2.018453573970881
1.0,3.0,36.0,200.0,2.333333333333333,100.0,0.0,3.0920035009877784
1.0,3.0,36.0,200.0,3.6666666666666665,100.0,0.0,4.161617856967946
1.0,3.0,36.0,200.0,5.0,100.0,0.0,5.229376234943041
1.0,3.0,39.0,200.0,1.0,100.0,0.0,2.099827603510335
1.0,3.0,39.0,200.0,2.333333333333333,100.0,0.0,3.1884674524513263
1.0,3.0,39.0,200.0,3.6666666666666665,100.0,0.0,4.267060804724901
1.0,3.0,39.0,200.0,5.0,100.0,0.0,5.340916324376828
1.0,3.0,43.0,200.0,1.0,100.0,0.0,2.0423247396485267
1.0,3.0,43.0,200.0,2.333333333333333,100.0,0.0,3.043024774229972
1.0,3.0,43.0,200.0,3.6666666666666665,100.0,0.0,4.03585065659907
1.0,3.0,43.0,200.0,5.0,100.0,0.0,5.024963163405082
1.0,3.0,46.0,200.0,1.0,100.0,0.0,2.0390060401513432
1.0,3.0,46.0,200.0,2.333333333333333,100.0,0.0,3.003280090415652
1.0,3.0,46.0,200.0,3.6666666666666665,100.0,0.0,3.9602018125043688
1.0,3.0,46.0,200.0,5.0,100.0,0.0,4.913656246300596
1.0,3.0,50.0,200.0,1.0,100.0,0.0,2.276926044755703
1.0,3.0,50.0,200.0,2.333333333333333,100.0,0.0,3.3569801101001
1.0,3.0,50.0,200.0,3.6666666666666665,100.0,0.0,4.409873450017233
1.0,3.0,50.0,200.0,5.0,100.0,0.0,5.449958049214386
1.0,3.0,54.0,200.0,1.0,100.0,0.0,2.297693498951701
1.0,3.0,54.0,200.0,2.333333333333333,100.0,0.0,3.3280291416684182
1.0,3.0,54.0,200.0,3.6666666666666665,100.0,0.0,4.327598777946321
1.0,3.0,54.0,200.0,5.0,100.0,0.0,5.312659457145023
1.0,3.0,58.0,200.0,1.0,100.0,0.0,2.222852390237473
1.0,3.0,58.0,200.0,2.333333333333333,100.0,0.0,3.1783540541303856
1.0,3.0,58.0,200.0,3.6666666666666665,100.0,0.0,4.105125823709844
1.0,3.0,58.0,200.0,5.0,100.0,0.0,5.018348847393001
1.0,3.0,63.0,200.0,1.0,100.0,0.0,2.2804101364472
1.0,3.0,63.0,200.0,2.333333333333333,100.0,0.0,3.156347186181599
1.0,3.0,63.0,200.0,3.6666666666666665,100.0,0.0,4.001239526339219
1.0,3.0,63.0,200.0,5.0,100.0,0.0,4.83149147565895
1.0,3.0,68.0,200.0,1.0,100.0,0.0,2.162157212889426
1.0,3.0,68.0,200.0,2.333333333333333,100.0,0.0,2.8557371410194583
1.0,3.0,68.0,200.0,3.6666666666666665,100.0,0.0,3.527457810742377
1.0,3.0,68.0,200.0,5.0,100.0,0.0,4.1888698613520985
1.0,3.0,73.0,200.0,1.0,100.0,0.0,2.2807020446459694
1.0,3.0,73.0,200.0,2.333333333333333,100.0,0.0,2.9887484305870125
1.0,3.0,73.0,200.0,3.6666666666666665,100.0,0.0,3.6647779865912575
1.0,3.0,73.0,200.0,5.0,100.0,0.0,4.325708709008219
1.0,3.0,79.0,200.0,1.0,100.0,0.0,2.393094861726013
1.0,3.0,79.0,200.0,2.333333333333333,100.0,0.0,3.045300726294666
1.0,3.0,79.0,200.0,3.6666666666666665,100.0,0.0,3.6668502454863177
1.0,3.0,79.0,200.0,5.0,100.0,0.0,4.273942522716302
1.0,3.0,85.0,200.0,1.0,100.0,0.0,2.216452266260045
1.0,3.0,85.0,200.0,2.333333333333333,100.0,0.0,2.6268459760619685
1.0,3.0,85.0,200.0,3.6666666666666665,100.0,0.0,3.0235505103091955
1.0,3.0,85.0,200.0,5.0,100.0,0.0,3.4137993590917635
1.0,3.0,92.0,200.0,1.0,100.0,0.0,2.187076931464521
1.0,3.0,92.0,200.0,2.333333333333333,100.0,0.0,2.4159372372074004
1.0,3.0,92.0,200.0,3.6666666666666665,100.0,0.0,2.63567716040988
1.0,3.0,92.0,200.0,5.0,100.0,0.0,2.851115997636588
1.0,3.0,100.0,200.0,1.0,100.0,0.0,2.0257878026304894
1.0,3.0,100.0,200.0,2.333333333333333,100.0,0.0,2.025787802630489
1.0,3.0,100.0,200.0,3.6666666666666665,100.0,0.0,2.025787802630489
1.0,3.0,100.0,200.0,5.0,100.0,0.0,2.025787802630489
1.0,3.0,108.0,200.0,1.0,100.0,0.0,2.201435085852304
1.0,3.0,108.0,200.0,2.333333333333333,100.0,0.0,2.2014350858523044
1.0,3.0,108.0,200.0,3.6666666666666665,100.0,0.0,2.2014350858523035
1.0,3.0,108.0,200.0,5.0,100.0,0.0,2.201435085852304
1.0,3.0,116.0,200.0,1.0,100.0,0.0,2.3242989219792625
1.0,3.0,116.0,200.0,2.333333333333333,100.0,0.0,2.324298921979264
1.0,3.0,116.0,200.0,3.6666666666666665,100.0,0.0,2.324298921979263
1.0,3.0,116.0,200.0,5.0,100.0,0.0,2.324298921979264
1.0,3.0,126.0,200.0,1.0,100.0,0.0,3.009346942538829
1.0,3.0,126.0,200.0,2.333333333333333,100.0,0.0,3.009346942538828
1.0,3.0,126.0,200.0,3.6666666666666665,100.0,0.0,3.0093469425388264
1.0,3.0,126.0,200.0,5.0,100.0,0.0,3.009346942538825
1.0,3.0,136.0,200.0,1.0,100.0,0.0,4.152962805696354
1.0,3.0,136.0,200.0,2.333333333333333,100.0,0.0,4.152962805696347
1.0,3.0,136.0,200.0,3.6666666666666665,100.0,0.0,4.152962805696339
1.0,3.0,136.0,200.0,5.0,100.0,0.0,4.152962805696336
1.0,3.0,147.0,200.0,1.0,100.0,0.0,4.855011333242369
1.0,3.0,147.0,200.0,2.333333333333333,100.0,0.0,4.85501133324236
1.0,3.0,147.0,200.0,3.6666666666666665,100.0,0.0,4.855011333242351
1.0,3.0,147.0,200.0,5.0,100.0,0.0,4.855011333242345
1.0,3.0,158.0,200.0,1.0,100.0,0.0,5.769407745036228
1.0,3.0,158.0,200.0,2.333333333333333,100.0,0.0,5.769407745036223
1.0,3.0,158.0,200.0,3.6666666666666665,100.0,0.0,5.769407745036217
1.0,3.0,158.0,200.0,5.0,100.0,0.0,5.7694077450362125
1.0,3.0,171.0,200.0,1.0,100.0,0.0,7.183245651148906
1.0,3.0,171.0,200.0,2.333333333333333,100.0,0.0,7.1832456511489085
1.0,3.0,171.0,200.0,3.6666666666666665,100.0,0.0,7.183245651148906
1.0,3.0,171.0,200.0,5.0,100.0,0.0,7.1832456511489085
1.0,3.0,185.0,200.0,1.0,100.0,0.0,16.405530122159643
1.0,3.0,185.0,200.0,2.333333333333333,100.0,0.0,16.40553012215966
1.0,3.0,185.0,200.0,3.6666666666666665,100.0,0.0,16.40553012215966
1.0,3.0,185.0,200.0,5.0,100.0,0.0,16.405530122159664
