λ,μ,p,n,snr,true_p,tau,MSE
1.0,3.0,200.0,200.0,1.0,100.0,0.0,123.2103399211624
1.0,3.0,200.0,200.0,2.333333333333333,100.0,0.0,123.21033992090696
1.0,3.0,200.0,200.0,3.6666666666666665,100.0,0.0,123.21033992071976
1.0,3.0,200.0,200.0,5.0,100.0,0.0,123.210339920564
1.0,3.0,216.0,200.0,1.0,100.0,0.0,12.277924224986888
1.0,3.0,216.0,200.0,2.333333333333333,100.0,0.0,12.357251570426644
1.0,3.0,216.0,200.0,3.6666666666666665,100.0,0.0,12.436668287780185
1.0,3.0,216.0,200.0,5.0,100.0,0.0,12.516127152081328
1.0,3.0,234.0,200.0,1.0,100.0,0.0,5.9316795990029565
1.0,3.0,234.0,200.0,2.333333333333333,100.0,0.0,6.119753209604858
1.0,3.0,234.0,200.0,3.6666666666666665,100.0,0.0,6.306622983485246
1.0,3.0,234.0,200.0,5.0,100.0,0.0,6.492925039376076
1.0,3.0,254.0,200.0,1.0,100.0,0.0,4.689973632867469
1.0,3.0,254.0,200.0,2.333333333333333,100.0,0.0,4.946719034290884
1.0,3.0,254.0,200.0,3.6666666666666665,100.0,0.0,5.203843314379362
1.0,3.0,254.0,200.0,5.0,100.0,0.0,5.461146270055804
1.0,3.0,275.0,200.0,1.0,100.0,0.0,3.651658427417959
1.0,3.0,275.0,200.0,2.333333333333333,100.0,0.0,4.015612048289857
1.0,3.0,275.0,200.0,3.6666666666666665,100.0,0.0,4.379928309243445
1.0,3.0,275.0,200.0,5.0,100.0,0.0,4.744415587822953
1.0,3.0,297.0,200.0,1.0,100.0,0.0,3.383779362613483
1.0,3.0,297.0,200.0,2.333333333333333,100.0,0.0,3.803574424928824
1.0,3.0,297.0,200.0,3.6666666666666665,100.0,0.0,4.22527099307159
1.0,3.0,297.0,200.0,5.0,100.0,0.0,4.647864293342735
1.0,3.0,322.0,200.0,1.0,100.0,0.0,3.0983143279429477
1.0,3.0,322.0,200.0,2.333333333333333,100.0,0.0,3.5866167976465526
1.0,3.0,322.0,200.0,3.6666666666666665,100.0,0.0,4.077852948667236
1.0,3.0,322.0,200.0,5.0,100.0,0.0,4.570472595995707
1.0,3.0,348.0,200.0,1.0,100.0,0.0,2.824669470161985
1.0,3.0,348.0,200.0,2.333333333333333,100.0,0.0,3.404992061057376
1.0,3.0,348.0,200.0,3.6666666666666665,100.0,0.0,3.9877437390271617
1.0,3.0,348.0,200.0,5.0,100.0,0.0,4.571640951441732
1.0,3.0,377.0,200.0,1.0,100.0,0.0,2.621677707081973
1.0,3.0,377.0,200.0,2.333333333333333,100.0,0.0,3.29228844445712
1.0,3.0,377.0,200.0,3.6666666666666665,100.0,0.0,3.963512781272616
1.0,3.0,377.0,200.0,5.0,100.0,0.0,4.635026485769344
1.0,3.0,408.0,200.0,1.0,100.0,0.0,2.5400390751786697
1.0,3.0,408.0,200.0,2.333333333333333,100.0,0.0,3.250494429585153
1.0,3.0,408.0,200.0,3.6666666666666665,100.0,0.0,3.962411711827651
1.0,3.0,408.0,200.0,5.0,100.0,0.0,4.675018425383508
1.0,3.0,442.0,200.0,1.0,100.0,0.0,2.4326790209748648
1.0,3.0,442.0,200.0,2.333333333333333,100.0,0.0,3.1707267857228274
1.0,3.0,442.0,200.0,3.6666666666666665,100.0,0.0,3.911302637737524
1.0,3.0,442.0,200.0,5.0,100.0,0.0,4.653070711749516
1.0,3.0,479.0,200.0,1.0,100.0,0.0,2.32057055283324
1.0,3.0,479.0,200.0,2.333333333333333,100.0,0.0,3.109894137080324
1.0,3.0,479.0,200.0,3.6666666666666665,100.0,0.0,3.9025864961531975
1.0,3.0,479.0,200.0,5.0,100.0,0.0,4.696867537509372
1.0,3.0,518.0,200.0,1.0,100.0,0.0,2.227035801427267
1.0,3.0,518.0,200.0,2.333333333333333,100.0,0.0,3.0330032075993407
1.0,3.0,518.0,200.0,3.6666666666666665,100.0,0.0,3.84381205363922
1.0,3.0,518.0,200.0,5.0,100.0,0.0,4.656904076840343
1.0,3.0,561.0,200.0,1.0,100.0,0.0,2.212383156160548
1.0,3.0,561.0,200.0,2.333333333333333,100.0,0.0,3.066743947513885
1.0,3.0,561.0,200.0,3.6666666666666665,100.0,0.0,3.924163409720907
1.0,3.0,561.0,200.0,5.0,100.0,0.0,4.783025312116706
1.0,3.0,608.0,200.0,1.0,100.0,0.0,2.1703703251473665
1.0,3.0,608.0,200.0,2.333333333333333,100.0,0.0,3.073373151945124
1.0,3.0,608.0,200.0,3.6666666666666665,100.0,0.0,3.9804830466479246
1.0,3.0,608.0,200.0,5.0,100.0,0.0,4.889529795653678
1.0,3.0,658.0,200.0,1.0,100.0,0.0,2.115067379584068
1.0,3.0,658.0,200.0,2.333333333333333,100.0,0.0,3.04289049504184
1.0,3.0,658.0,200.0,3.6666666666666665,100.0,0.0,3.9742537408059135
1.0,3.0,658.0,200.0,5.0,100.0,0.0,4.90728647847402
1.0,3.0,712.0,200.0,1.0,100.0,0.0,2.0909500181539835
1.0,3.0,712.0,200.0,2.333333333333333,100.0,0.0,3.051534710855582
1.0,3.0,712.0,200.0,3.6666666666666665,100.0,0.0,4.015277630094339
1.0,3.0,712.0,200.0,5.0,100.0,0.0,4.980509939038736
1.0,3.0,771.0,200.0,1.0,100.0,0.0,2.0757962405390624
1.0,3.0,771.0,200.0,2.333333333333333,100.0,0.0,3.0667537817786905
1.0,3.0,771.0,200.0,3.6666666666666665,100.0,0.0,4.059423616155181
1.0,3.0,771.0,200.0,5.0,100.0,0.0,5.052900951748287
1.0,3.0,835.0,200.0,1.0,100.0,0.0,2.065990827997501
1.0,3.0,835.0,200.0,2.333333333333333,100.0,0.0,3.082965351195627
1.0,3.0,835.0,200.0,3.6666666666666665,100.0,0.0,4.101784726805863
1.0,3.0,835.0,200.0,5.0,100.0,0.0,5.121474117330712
1.0,3.0,904.0,200.0,1.0,100.0,0.0,2.0568332392739057
1.0,3.0,904.0,200.0,2.333333333333333,100.0,0.0,3.100599830654544
1.0,3.0,904.0,200.0,3.6666666666666665,100.0,0.0,4.145810148350101
1.0,3.0,904.0,200.0,5.0,100.0,0.0,5.19170131369414
1.0,3.0,979.0,200.0,1.0,100.0,0.0,2.038115475966502
1.0,3.0,979.0,200.0,2.333333333333333,100.0,0.0,3.0994294372942
1.0,3.0,979.0,200.0,3.6666666666666665,100.0,0.0,4.163160093846964
1.0,3.0,979.0,200.0,5.0,100.0,0.0,5.228030440965787
1.0,3.0,1059.0,200.0,1.0,100.0,0.0,2.019732329795892
1.0,3.0,1059.0,200.0,2.333333333333333,100.0,0.0,3.0921588210084896
1.0,3.0,1059.0,200.0,3.6666666666666665,100.0,0.0,4.1676093469209246
1.0,3.0,1059.0,200.0,5.0,100.0,0.0,5.244485978940209
1.0,3.0,1147.0,200.0,1.0,100.0,0.0,2.0049086035632344
1.0,3.0,1147.0,200.0,2.333333333333333,100.0,0.0,3.092645839698389
1.0,3.0,1147.0,200.0,3.6666666666666665,100.0,0.0,4.183222726953286
1.0,3.0,1147.0,200.0,5.0,100.0,0.0,5.275138766766
1.0,3.0,1242.0,200.0,1.0,100.0,0.0,2.000526293759912
1.0,3.0,1242.0,200.0,2.333333333333333,100.0,0.0,3.105837679048811
1.0,3.0,1242.0,200.0,3.6666666666666665,100.0,0.0,4.2143339687487735
1.0,3.0,1242.0,200.0,5.0,100.0,0.0,5.324332229186895
1.0,3.0,1344.0,200.0,1.0,100.0,0.0,1.9894729629113423
1.0,3.0,1344.0,200.0,2.333333333333333,100.0,0.0,3.102253839516639
1.0,3.0,1344.0,200.0,3.6666666666666665,100.0,0.0,4.21858923024887
1.0,3.0,1344.0,200.0,5.0,100.0,0.0,5.336600896158643
1.0,3.0,1455.0,200.0,1.0,100.0,0.0,1.9834986844916784
1.0,3.0,1455.0,200.0,2.333333333333333,100.0,0.0,3.1140446598792595
1.0,3.0,1455.0,200.0,3.6666666666666665,100.0,0.0,4.248110843661505
1.0,3.0,1455.0,200.0,5.0,100.0,0.0,5.383837124363047
1.0,3.0,1576.0,200.0,1.0,100.0,0.0,1.9791719297200832
1.0,3.0,1576.0,200.0,2.333333333333333,100.0,0.0,3.1195857377902034
1.0,3.0,1576.0,200.0,3.6666666666666665,100.0,0.0,4.263618582716654
1.0,3.0,1576.0,200.0,5.0,100.0,0.0,5.409358131128372
1.0,3.0,1706.0,200.0,1.0,100.0,0.0,1.977110999010784
1.0,3.0,1706.0,200.0,2.333333333333333,100.0,0.0,3.129820169861407
1.0,3.0,1706.0,200.0,3.6666666666666665,100.0,0.0,4.28568292193766
1.0,3.0,1706.0,200.0,5.0,100.0,0.0,5.44303287303468
1.0,3.0,1847.0,200.0,1.0,100.0,0.0,1.9682234567106744
1.0,3.0,1847.0,200.0,2.333333333333333,100.0,0.0,3.13023103980872
1.0,3.0,1847.0,200.0,3.6666666666666665,100.0,0.0,4.2954674193564255
1.0,3.0,1847.0,200.0,5.0,100.0,0.0,5.462226468711739
1.0,3.0,2000.0,200.0,1.0,100.0,0.0,1.960001550590956
1.0,3.0,2000.0,200.0,2.333333333333333,100.0,0.0,3.1304610353840543
1.0,3.0,2000.0,200.0,3.6666666666666665,100.0,0.0,4.304702491491216
1.0,3.0,2000.0,200.0,5.0,100.0,0.0,5.480727489429829
1.0,5.0,20.0,200.0,1.0,100.0,0.0,2.103072397501492
1.0,5.0,20.0,200.0,2.333333333333333,100.0,0.0,3.4421350297638784
1.0,5.0,20.0,200.0,3.6666666666666665,100.0,0.0,4.778131990279931
1.0,5.0,20.0,200.0,5.0,100.0,0.0,6.1126832090525856
1.0,5.0,21.0,200.0,1.0,100.0,0.0,2.100896950024005
1.0,5.0,21.0,200.0,2.333333333333333,100.0,0.0,3.4206511440103102
1.0,5.0,21.0,200.0,3.6666666666666665,100.0,0.0,4.735535947234811
1.0,5.0,21.0,200.0,5.0,100.0,0.0,6.0481243919213385
1.0,5.0,23.0,200.0,1.0,100.0,0.0,2.0770150616096528
1.0,5.0,23.0,200.0,2.333333333333333,100.0,0.0,3.37347198967872
1.0,5.0,23.0,200.0,3.6666666666666665,100.0,0.0,4.667293162400275
1.0,5.0,23.0,200.0,5.0,100.0,0.0,5.959871337877943
1.0,5.0,25.0,200.0,1.0,100.0,0.0,2.087260731958267
1.0,5.0,25.0,200.0,2.333333333333333,100.0,0.0,3.372868186215726
1.0,5.0,25.0,200.0,3.6666666666666665,100.0,0.0,4.653730800883467
1.0,5.0,25.0,200.0,5.0,100.0,0.0,5.932355794165659
1.0,5.0,27.0,200.0,1.0,100.0,0.0,2.047642593359792
1.0,5.0,27.0,200.0,2.333333333333333,100.0,0.0,3.289706186712133
1.0,5.0,27.0,200.0,3.6666666666666665,100.0,0.0,4.529783823220227
1.0,5.0,27.0,200.0,5.0,100.0,0.0,5.768924901300689
1.0,5.0,29.0,200.0,1.0,100.0,0.0,2.068025635626327
1.0,5.0,29.0,200.0,2.333333333333333,100.0,0.0,3.30791917954986
1.0,5.0,29.0,200.0,3.6666666666666665,100.0,0.0,4.543500328455579
1.0,5.0,29.0,200.0,5.0,100.0,0.0,5.777047792737776
1.0,5.0,31.0,200.0,1.0,100.0,0.0,2.0430400633373003
1.0,5.0,31.0,200.0,2.333333333333333,100.0,0.0,3.233139078924794
1.0,5.0,31.0,200.0,3.6666666666666665,100.0,0.0,4.419416770152082
1.0,5.0,31.0,200.0,5.0,100.0,0.0,5.603892361024292
1.0,5.0,34.0,200.0,1.0,100.0,0.0,2.0813463802116705
1.0,5.0,34.0,200.0,2.333333333333333,100.0,0.0,3.2363143285839087
1.0,5.0,34.0,200.0,3.6666666666666665,100.0,0.0,4.38677167114617
1.0,5.0,34.0,200.0,5.0,100.0,0.0,5.535101854753676
1.0,5.0,36.0,200.0,1.0,100.0,0.0,2.0193552507421693
1.0,5.0,36.0,200.0,2.333333333333333,100.0,0.0,3.0930070411983137
1.0,5.0,36.0,200.0,3.6666666666666665,100.0,0.0,4.162464980518771
1.0,5.0,36.0,200.0,5.0,100.0,0.0,5.229945139387106
1.0,5.0,39.0,200.0,1.0,100.0,0.0,2.100506964692554
1.0,5.0,39.0,200.0,2.333333333333333,100.0,0.0,3.190288622264263
1.0,5.0,39.0,200.0,3.6666666666666665,100.0,0.0,4.269861828052063
1.0,5.0,39.0,200.0,5.0,100.0,0.0,5.344620824720062
1.0,5.0,43.0,200.0,1.0,100.0,0.0,2.0429200771404723
1.0,5.0,43.0,200.0,2.333333333333333,100.0,0.0,3.045354917246689
1.0,5.0,43.0,200.0,3.6666666666666665,100.0,0.0,4.039789414227066
1.0,5.0,43.0,200.0,5.0,100.0,0.0,5.030451025205401
1.0,5.0,46.0,200.0,1.0,100.0,0.0,2.038327273080824
1.0,5.0,46.0,200.0,2.333333333333333,100.0,0.0,3.0041905090897885
1.0,5.0,46.0,200.0,3.6666666666666665,100.0,0.0,3.962724541299515
1.0,5.0,46.0,200.0,5.0,100.0,0.0,4.9178021904535
1.0,5.0,50.0,200.0,1.0,100.0,0.0,2.2778470426468447
1.0,5.0,50.0,200.0,2.333333333333333,100.0,0.0,3.359450153469552
1.0,5.0,50.0,200.0,3.6666666666666665,100.0,0.0,4.413730839583461
1.0,5.0,50.0,200.0,5.0,100.0,0.0,5.455126529128571
1.0,5.0,54.0,200.0,1.0,100.0,0.0,2.297376285716213
1.0,5.0,54.0,200.0,2.333333333333333,100.0,0.0,3.327053413350865
1.0,5.0,54.0,200.0,3.6666666666666665,100.0,0.0,4.3260496398780495
1.0,5.0,54.0,200.0,5.0,100.0,0.0,5.310577044193793
1.0,5.0,58.0,200.0,1.0,100.0,0.0,2.223292560182601
1.0,5.0,58.0,200.0,2.333333333333333,100.0,0.0,3.1783791908758365
1.0,5.0,58.0,200.0,3.6666666666666665,100.0,0.0,4.104727579854462
1.0,5.0,58.0,200.0,5.0,100.0,0.0,5.017523286381502
1.0,5.0,63.0,200.0,1.0,100.0,0.0,2.281546189837139
1.0,5.0,63.0,200.0,2.333333333333333,100.0,0.0,3.15635996256981
1.0,5.0,63.0,200.0,3.6666666666666665,100.0,0.0,4.000373657307704
1.0,5.0,63.0,200.0,5.0,100.0,0.0,4.829862327143499
1.0,5.0,68.0,200.0,1.0,100.0,0.0,2.1643093802874587
1.0,5.0,68.0,200.0,2.333333333333333,100.0,0.0,2.85674728596265
1.0,5.0,68.0,200.0,3.6666666666666665,100.0,0.0,3.5276416313751047
1.0,5.0,68.0,200.0,5.0,100.0,0.0,4.188376237927512
1.0,5.0,73.0,200.0,1.0,100.0,0.0,2.289133001568623
1.0,5.0,73.0,200.0,2.333333333333333,100.0,0.0,2.997379165848602
1.0,5.0,73.0,200.0,3.6666666666666665,100.0,0.0,3.673560731236577
1.0,5.0,73.0,200.0,5.0,100.0,0.0,4.334620935650686
1.0,5.0,79.0,200.0,1.0,100.0,0.0,2.397823503655938
1.0,5.0,79.0,200.0,2.333333333333333,100.0,0.0,3.048550910213039
1.0,5.0,79.0,200.0,3.6666666666666665,100.0,0.0,3.6691207330490982
1.0,5.0,79.0,200.0,5.0,100.0,0.0,4.275468525193894
1.0,5.0,85.0,200.0,1.0,100.0,0.0,2.218031701488723
1.0,5.0,85.0,200.0,2.333333333333333,100.0,0.0,2.628711249718589
1.0,5.0,85.0,200.0,3.6666666666666665,100.0,0.0,3.025610270877657
1.0,5.0,85.0,200.0,5.0,100.0,0.0,3.4160105260627702
1.0,5.0,92.0,200.0,1.0,100.0,0.0,2.1939281907931423
1.0,5.0,92.0,200.0,2.333333333333333,100.0,0.0,2.421501321224108
1.0,5.0,92.0,200.0,3.6666666666666665,100.0,0.0,2.6400876547136343
1.0,5.0,92.0,200.0,5.0,100.0,0.0,2.854435899929912
1.0,5.0,100.0,200.0,1.0,100.0,0.0,2.0336236703478625
1.0,5.0,100.0,200.0,2.333333333333333,100.0,0.0,2.0336236703478616
1.0,5.0,100.0,200.0,3.6666666666666665,100.0,0.0,2.0336236703478607
1.0,5.0,100.0,200.0,5.0,100.0,0.0,2.0336236703478607
1.0,5.0,108.0,200.0,1.0,100.0,0.0,2.198552811983818
1.0,5.0,108.0,200.0,2.333333333333333,100.0,0.0,2.198552811983816
1.0,5.0,108.0,200.0,3.6666666666666665,100.0,0.0,2.198552811983816
1.0,5.0,108.0,200.0,5.0,100.0,0.0,2.198552811983816
1.0,5.0,116.0,200.0,1.0,100.0,0.0,2.3194167828913104
1.0,5.0,116.0,200.0,2.333333333333333,100.0,0.0,2.319416782891311
1.0,5.0,116.0,200.0,3.6666666666666665,100.0,0.0,2.319416782891312
1.0,5.0,116.0,200.0,5.0,100.0,0.0,2.319416782891312
1.0,5.0,126.0,200.0,1.0,100.0,0.0,3.017395041006067
1.0,5.0,126.0,200.0,2.333333333333333,100.0,0.0,3.01739504100607
1.0,5.0,126.0,200.0,3.6666666666666665,100.0,0.0,3.017395041006072
1.0,5.0,126.0,200.0,5.0,100.0,0.0,3.0173950410060746
1.0,5.0,136.0,200.0,1.0,100.0,0.0,4.154694757241825
1.0,5.0,136.0,200.0,2.333333333333333,100.0,0.0,4.15469475724182
1.0,5.0,136.0,200.0,3.6666666666666665,100.0,0.0,4.154694757241816
1.0,5.0,136.0,200.0,5.0,100.0,0.0,4.154694757241813
1.0,5.0,147.0,200.0,1.0,100.0,0.0,4.869172591148971
1.0,5.0,147.0,200.0,2.333333333333333,100.0,0.0,4.869172591148962
1.0,5.0,147.0,200.0,3.6666666666666665,100.0,0.0,4.869172591148956
1.0,5.0,147.0,200.0,5.0,100.0,0.0,4.869172591148956
1.0,5.0,158.0,200.0,1.0,100.0,0.0,5.769728567240276
1.0,5.0,158.0,200.0,2.333333333333333,100.0,0.0,5.769728567240293
1.0,5.0,158.0,200.0,3.6666666666666665,100.0,0.0,5.769728567240311
1.0,5.0,158.0,200.0,5.0,100.0,0.0,5.769728567240319
1.0,5.0,171.0,200.0,1.0,100.0,0.0,6.939217267021399
1.0,5.0,171.0,200.0,2.333333333333333,100.0,0.0,6.939217267021429
1.0,5.0,171.0,200.0,3.6666666666666665,100.0,0.0,6.939217267021459
1.0,5.0,171.0,200.0,5.0,100.0,0.0,6.939217267021484
1.0,5.0,185.0,200.0,1.0,100.0,0.0,16.52479092461981
1.0,5.0,185.0,200.0,2.333333333333333,100.0,0.0,16.5247909246199
1.0,5.0,185.0,200.0,3.6666666666666665,100.0,0.0,16.52479092461996
1.0,5.0,185.0,200.0,5.0,100.0,0.0,16.52479092462001
1.0,5.0,200.0,200.0,1.0,100.0,0.0,120.35740193679568
1.0,5.0,200.0,200.0,2.333333333333333,100.0,0.0,120.35740193646332
1.0,5.0,200.0,200.0,3.6666666666666665,100.0,0.0,120.35740193621932
1.0,5.0,200.0,200.0,5.0,100.0,0.0,120.35740193601696
1.0,5.0,216.0,200.0,1.0,100.0,0.0,12.307313242013567
1.0,5.0,216.0,200.0,2.333333333333333,100.0,0.0,12.383985692287402
1.0,5.0,216.0,200.0,3.6666666666666665,100.0,0.0,12.46100211826868
1.0,5.0,216.0,200.0,5.0,100.0,0.0,12.538180759933814
1.0,5.0,234.0,200.0,1.0,100.0,0.0,5.97178579205179
1.0,5.0,234.0,200.0,2.333333333333333,100.0,0.0,6.160672274710073
1.0,5.0,234.0,200.0,3.6666666666666665,100.0,0.0,6.348197480284449
1.0,5.0,234.0,200.0,5.0,100.0,0.0,6.535080720486332
1.0,5.0,254.0,200.0,1.0,100.0,0.0,4.7000044833781
1.0,5.0,254.0,200.0,2.333333333333333,100.0,0.0,4.957409265741697
1.0,5.0,254.0,200.0,3.6666666666666665,100.0,0.0,5.215044916061006
1.0,5.0,254.0,200.0,5.0,100.0,0.0,5.472789441520387
1.0,5.0,275.0,200.0,1.0,100.0,0.0,3.677041017649485
1.0,5.0,275.0,200.0,2.333333333333333,100.0,0.0,4.0419308917003205
1.0,5.0,275.0,200.0,3.6666666666666665,100.0,0.0,4.406946906452683
1.0,5.0,275.0,200.0,5.0,100.0,0.0,4.772022407964508
1.0,5.0,297.0,200.0,1.0,100.0,0.0,3.4064625102285326
1.0,5.0,297.0,200.0,2.333333333333333,100.0,0.0,3.82661257610658
1.0,5.0,297.0,200.0,3.6666666666666665,100.0,0.0,4.248522691133486
1.0,5.0,297.0,200.0,5.0,100.0,0.0,4.671262828659715
1.0,5.0,322.0,200.0,1.0,100.0,0.0,3.106267651782461
1.0,5.0,322.0,200.0,2.333333333333333,100.0,0.0,3.594778441435608
1.0,5.0,322.0,200.0,3.6666666666666665,100.0,0.0,4.0861357507062825
1.0,5.0,322.0,200.0,5.0,100.0,0.0,4.578835451653237
1.0,5.0,348.0,200.0,1.0,100.0,0.0,2.8336490112906696
1.0,5.0,348.0,200.0,2.333333333333333,100.0,0.0,3.414913424364306
1.0,5.0,348.0,200.0,3.6666666666666665,100.0,0.0,3.9983918252014985
1.0,5.0,348.0,200.0,5.0,100.0,0.0,4.582914321686885
1.0,5.0,377.0,200.0,1.0,100.0,0.0,2.632191660042164
1.0,5.0,377.0,200.0,2.333333333333333,100.0,0.0,3.3035987906751587
1.0,5.0,377.0,200.0,3.6666666666666665,100.0,0.0,3.975432529884781
1.0,5.0,377.0,200.0,5.0,100.0,0.0,4.647467453656333
1.0,5.0,408.0,200.0,1.0,100.0,0.0,2.5446102444912664
1.0,5.0,408.0,200.0,2.333333333333333,100.0,0.0,3.25494979387225
1.0,5.0,408.0,200.0,3.6666666666666665,100.0,0.0,3.9669003534441662
1.0,5.0,408.0,200.0,5.0,100.0,0.0,4.679610650155216
1.0,5.0,442.0,200.0,1.0,100.0,0.0,2.434472745290133
1.0,5.0,442.0,200.0,2.333333333333333,100.0,0.0,3.172485912934662
1.0,5.0,442.0,200.0,3.6666666666666665,100.0,0.0,3.9131616851051274
1.0,5.0,442.0,200.0,5.0,100.0,0.0,4.655093116337564
1.0,5.0,479.0,200.0,1.0,100.0,0.0,2.32136435108158
1.0,5.0,479.0,200.0,2.333333333333333,100.0,0.0,3.1107353684516905
1.0,5.0,479.0,200.0,3.6666666666666665,100.0,0.0,3.903518730548369
1.0,5.0,479.0,200.0,5.0,100.0,0.0,4.697911322080647
1.0,5.0,518.0,200.0,1.0,100.0,0.0,2.2279491695986864
1.0,5.0,518.0,200.0,2.333333333333333,100.0,0.0,3.033807502122906
1.0,5.0,518.0,200.0,3.6666666666666665,100.0,0.0,3.8445665359923193
1.0,5.0,518.0,200.0,5.0,100.0,0.0,4.657636694174101
1.0,5.0,561.0,200.0,1.0,100.0,0.0,2.212991997303289
1.0,5.0,561.0,200.0,2.333333333333333,100.0,0.0,3.067026685578789
1.0,5.0,561.0,200.0,3.6666666666666665,100.0,0.0,3.924299221383217
1.0,5.0,561.0,200.0,5.0,100.0,0.0,4.783098695398474
1.0,5.0,608.0,200.0,1.0,100.0,0.0,2.1711343145335453
1.0,5.0,608.0,200.0,2.333333333333333,100.0,0.0,3.0742278392854674
1.0,5.0,608.0,200.0,3.6666666666666665,100.0,0.0,3.9814090075466737
1.0,5.0,608.0,200.0,5.0,100.0,0.0,4.890517869749888
1.0,5.0,658.0,200.0,1.0,100.0,0.0,2.115614448283982
1.0,5.0,658.0,200.0,2.333333333333333,100.0,0.0,3.043550772617845
1.0,5.0,658.0,200.0,3.6666666666666665,100.0,0.0,3.975004464673236
1.0,5.0,658.0,200.0,5.0,100.0,0.0,4.9081169140133865
1.0,5.0,712.0,200.0,1.0,100.0,0.0,2.091582941939154
1.0,5.0,712.0,200.0,2.333333333333333,100.0,0.0,3.052374448869108
1.0,5.0,712.0,200.0,3.6666666666666665,100.0,0.0,4.016282353162753
1.0,5.0,712.0,200.0,5.0,100.0,0.0,4.981659920920229
1.0,5.0,771.0,200.0,1.0,100.0,0.0,2.075991254254866
1.0,5.0,771.0,200.0,2.333333333333333,100.0,0.0,3.0670528803695016
1.0,5.0,771.0,200.0,3.6666666666666665,100.0,0.0,4.059813139280132
1.0,5.0,771.0,200.0,5.0,100.0,0.0,5.053374457320073
1.0,5.0,835.0,200.0,1.0,100.0,0.0,2.0660385006134194
1.0,5.0,835.0,200.0,2.333333333333333,100.0,0.0,3.083146180723246
1.0,5.0,835.0,200.0,3.6666666666666665,100.0,0.0,4.102088435009644
1.0,5.0,835.0,200.0,5.0,100.0,0.0,5.121895857092176
1.0,5.0,904.0,200.0,1.0,100.0,0.0,2.056813012627398
1.0,5.0,904.0,200.0,2.333333333333333,100.0,0.0,3.1005544748130456
1.0,5.0,904.0,200.0,3.6666666666666665,100.0,0.0,4.145744294064627
1.0,5.0,904.0,200.0,5.0,100.0,0.0,5.191617144782996
1.0,5.0,979.0,200.0,1.0,100.0,0.0,2.03799019898589
1.0,5.0,979.0,200.0,2.333333333333333,100.0,0.0,3.0992349799114844
1.0,5.0,979.0,200.0,3.6666666666666665,100.0,0.0,4.162912657881778
1.0,5.0,979.0,200.0,5.0,100.0,0.0,5.227737667042761
1.0,5.0,1059.0,200.0,1.0,100.0,0.0,2.0196630561310696
1.0,5.0,1059.0,200.0,2.333333333333333,100.0,0.0,3.0920876962408155
1.0,5.0,1059.0,200.0,3.6666666666666665,100.0,0.0,4.167545066049245
1.0,5.0,1059.0,200.0,5.0,100.0,0.0,5.244432642443578
1.0,5.0,1147.0,200.0,1.0,100.0,0.0,2.0048749643755515
1.0,5.0,1147.0,200.0,2.333333333333333,100.0,0.0,3.092596309297352
1.0,5.0,1147.0,200.0,3.6666666666666665,100.0,0.0,4.183160657309159
1.0,5.0,1147.0,200.0,5.0,100.0,0.0,5.275065738636179
1.0,5.0,1242.0,200.0,1.0,100.0,0.0,2.000488035643972
1.0,5.0,1242.0,200.0,2.333333333333333,100.0,0.0,3.105816419273228
1.0,5.0,1242.0,200.0,3.6666666666666665,100.0,0.0,4.214321590397703
1.0,5.0,1242.0,200.0,5.0,100.0,0.0,5.324324904399754
1.0,5.0,1344.0,200.0,1.0,100.0,0.0,1.989465195605017
1.0,5.0,1344.0,200.0,2.333333333333333,100.0,0.0,3.102253968758451
1.0,5.0,1344.0,200.0,3.6666666666666665,100.0,0.0,4.218586352930636
1.0,5.0,1344.0,200.0,5.0,100.0,0.0,5.336589870477847
1.0,5.0,1455.0,200.0,1.0,100.0,0.0,1.9836107799938043
1.0,5.0,1455.0,200.0,2.333333333333333,100.0,0.0,3.1141523698811207
1.0,5.0,1455.0,200.0,3.6666666666666665,100.0,0.0,4.248213564796642
1.0,5.0,1455.0,200.0,5.0,100.0,0.0,5.383934572089547
1.0,5.0,1576.0,200.0,1.0,100.0,0.0,1.9792800128697592
1.0,5.0,1576.0,200.0,2.333333333333333,100.0,0.0,3.119607282737958
1.0,5.0,1576.0,200.0,3.6666666666666665,100.0,0.0,4.263564456430371
1.0,5.0,1576.0,200.0,5.0,100.0,0.0,5.40923345836712
1.0,5.0,1706.0,200.0,1.0,100.0,0.0,1.9772774649452665
1.0,5.0,1706.0,200.0,2.333333333333333,100.0,0.0,3.1299412131323896
1.0,5.0,1706.0,200.0,3.6666666666666665,100.0,0.0,4.285757628431901
1.0,5.0,1706.0,200.0,5.0,100.0,0.0,5.443060811665029
1.0,5.0,1847.0,200.0,1.0,100.0,0.0,1.96833812806136
1.0,5.0,1847.0,200.0,2.333333333333333,100.0,0.0,3.1303144351539265
1.0,5.0,1847.0,200.0,3.6666666666666665,100.0,0.0,4.295525140172432
1.0,5.0,1847.0,200.0,5.0,100.0,0.0,5.462261156601694
1.0,5.0,2000.0,200.0,1.0,100.0,0.0,1.960103924423648
1.0,5.0,2000.0,200.0,2.333333333333333,100.0,0.0,3.1306027279899253
1.0,5.0,2000.0,200.0,3.6666666666666665,100.0,0.0,4.304888248963692
1.0,5.0,2000.0,200.0,5.0,100.0,0.0,5.480959549981596
1.0,10.0,20.0,200.0,1.0,100.0,0.0,2.1017569018283933
