λ,μ,p,true_p,n,tau,snr,MSE
1.0,1.0,904.0,400.0,200.0,0.0,2.333333333333333,3.1755424948807414
1.0,1.0,904.0,400.0,200.0,0.5061224489795918,2.333333333333333,3.093080944133269
1.0,1.0,979.0,400.0,200.0,0.0,2.333333333333333,3.1711026465542265
1.0,1.0,979.0,400.0,200.0,0.5061224489795918,2.333333333333333,3.1044752475996154
1.0,1.0,1059.0,400.0,200.0,0.0,2.333333333333333,3.1688022893570613
1.0,1.0,1059.0,400.0,200.0,1.3183673469387756,2.333333333333333,3.072710180490777
1.0,1.0,1147.0,400.0,200.0,0.0,2.333333333333333,3.187075337822335
1.0,1.0,1147.0,400.0,200.0,0.5061224489795918,2.333333333333333,3.1391981567481824
1.0,1.0,1242.0,400.0,200.0,0.0,2.333333333333333,3.1917301969531895
1.0,1.0,1242.0,400.0,200.0,0.1,2.333333333333333,3.182267787122907
1.0,1.0,1344.0,400.0,200.0,0.0,2.333333333333333,3.1833426996021514
1.0,1.0,1344.0,400.0,200.0,0.1,2.333333333333333,3.1761080117839477
1.0,1.0,1455.0,400.0,200.0,0.0,2.333333333333333,3.1870148596236128
1.0,1.0,1455.0,400.0,200.0,0.1,2.333333333333333,3.180957650079427
1.0,1.0,1576.0,400.0,200.0,0.0,2.333333333333333,3.1974483619321017
1.0,1.0,1576.0,400.0,200.0,0.1,2.333333333333333,3.192264166075374
1.0,1.0,1706.0,400.0,200.0,0.0,2.333333333333333,3.205131657691495
1.0,1.0,1706.0,400.0,200.0,0.1,2.333333333333333,3.2007241639811888
1.0,1.0,1847.0,400.0,200.0,0.0,2.333333333333333,3.211826130147589
1.0,1.0,1847.0,400.0,200.0,0.1,2.333333333333333,3.208376230760067
1.0,1.0,2000.0,400.0,200.0,0.0,2.333333333333333,3.2069045662801106
1.0,1.0,2000.0,400.0,200.0,0.1,2.333333333333333,3.2041636174295305
1.0,1.0,20.0,400.0,200.0,0.0,3.6666666666666665,5.474959887330865
1.0,1.0,20.0,400.0,200.0,1.3183673469387756,3.6666666666666665,4.728011711066259
1.0,1.0,21.0,400.0,200.0,0.0,3.6666666666666665,5.540265731481481
1.0,1.0,21.0,400.0,200.0,0.9122448979591836,3.6666666666666665,4.778651861330735
1.0,1.0,23.0,400.0,200.0,0.0,3.6666666666666665,5.498436809007562
1.0,1.0,23.0,400.0,200.0,1.3183673469387756,3.6666666666666665,4.699745844756065
1.0,1.0,25.0,400.0,200.0,0.0,3.6666666666666665,5.499664456097769
1.0,1.0,25.0,400.0,200.0,1.3183673469387756,3.6666666666666665,4.6873759661760745
1.0,1.0,27.0,400.0,200.0,0.0,3.6666666666666665,5.551007637815869
1.0,1.0,27.0,400.0,200.0,1.7244897959183674,3.6666666666666665,4.673084244547629
1.0,1.0,29.0,400.0,200.0,0.0,3.6666666666666665,5.572376935633284
1.0,1.0,29.0,400.0,200.0,1.7244897959183674,3.6666666666666665,4.6769730285562
1.0,1.0,31.0,400.0,200.0,0.0,3.6666666666666665,5.529043744222546
1.0,1.0,31.0,400.0,200.0,2.1306122448979594,3.6666666666666665,4.649852579769471
1.0,1.0,34.0,400.0,200.0,0.0,3.6666666666666665,5.7242327096510035
1.0,1.0,34.0,400.0,200.0,1.3183673469387756,3.6666666666666665,4.689428468982236
1.0,1.0,36.0,400.0,200.0,0.0,3.6666666666666665,5.702176297914613
1.0,1.0,36.0,400.0,200.0,1.7244897959183674,3.6666666666666665,4.639556458424705
1.0,1.0,39.0,400.0,200.0,0.0,3.6666666666666665,5.847805684597886
1.0,1.0,39.0,400.0,200.0,0.9122448979591836,3.6666666666666665,4.712004268138376
1.0,1.0,43.0,400.0,200.0,0.0,3.6666666666666665,5.834310066716848
1.0,1.0,43.0,400.0,200.0,1.3183673469387756,3.6666666666666665,4.6114265342817164
1.0,1.0,46.0,400.0,200.0,0.0,3.6666666666666665,5.836864845183397
1.0,1.0,46.0,400.0,200.0,1.3183673469387756,3.6666666666666665,4.594408613257279
1.0,1.0,50.0,400.0,200.0,0.0,3.6666666666666665,6.194024874234544
1.0,1.0,50.0,400.0,200.0,0.9122448979591836,3.6666666666666665,4.71510565474703
1.0,1.0,54.0,400.0,200.0,0.0,3.6666666666666665,6.264819530494197
1.0,1.0,54.0,400.0,200.0,1.3183673469387756,3.6666666666666665,4.61165757057375
1.0,1.0,58.0,400.0,200.0,0.0,3.6666666666666665,6.26681662644962
1.0,1.0,58.0,400.0,200.0,1.3183673469387756,3.6666666666666665,4.580484259131977
1.0,1.0,63.0,400.0,200.0,0.0,3.6666666666666665,6.560961796335594
1.0,1.0,63.0,400.0,200.0,1.3183673469387756,3.6666666666666665,4.566546597806936
1.0,1.0,68.0,400.0,200.0,0.0,3.6666666666666665,6.870091779707609
1.0,1.0,68.0,400.0,200.0,0.9122448979591836,3.6666666666666665,4.657552977959516
1.0,1.0,73.0,400.0,200.0,0.0,3.6666666666666665,7.579294045015536
1.0,1.0,73.0,400.0,200.0,0.5061224489795918,3.6666666666666665,4.94561176509257
1.0,1.0,79.0,400.0,200.0,0.0,3.6666666666666665,8.000058311386011
1.0,1.0,79.0,400.0,200.0,0.5061224489795918,3.6666666666666665,5.004983544896112
1.0,1.0,85.0,400.0,200.0,0.0,3.6666666666666665,7.864359349773609
1.0,1.0,85.0,400.0,200.0,0.9122448979591836,3.6666666666666665,4.630803924950572
1.0,1.0,92.0,400.0,200.0,0.0,3.6666666666666665,8.394636014048139
1.0,1.0,92.0,400.0,200.0,0.9122448979591836,3.6666666666666665,4.645094165289829
1.0,1.0,100.0,400.0,200.0,0.0,3.6666666666666665,8.430171223480862
1.0,1.0,100.0,400.0,200.0,0.9122448979591836,3.6666666666666665,4.587875158910165
1.0,1.0,108.0,400.0,200.0,0.0,3.6666666666666665,8.633072088758963
1.0,1.0,108.0,400.0,200.0,0.9122448979591836,3.6666666666666665,4.536201827888521
1.0,1.0,116.0,400.0,200.0,0.0,3.6666666666666665,9.31606323485018
1.0,1.0,116.0,400.0,200.0,0.9122448979591836,3.6666666666666665,4.490941677538624
1.0,1.0,126.0,400.0,200.0,0.0,3.6666666666666665,10.329504149112926
1.0,1.0,126.0,400.0,200.0,1.3183673469387756,3.6666666666666665,4.305786346515556
1.0,1.0,136.0,400.0,200.0,0.0,3.6666666666666665,11.868134661801607
1.0,1.0,136.0,400.0,200.0,1.3183673469387756,3.6666666666666665,4.299353360418401
1.0,1.0,147.0,400.0,200.0,0.0,3.6666666666666665,13.589362404387572
1.0,1.0,147.0,400.0,200.0,1.3183673469387756,3.6666666666666665,4.2970919296861165
1.0,1.0,158.0,400.0,200.0,0.0,3.6666666666666665,16.057719572241623
1.0,1.0,158.0,400.0,200.0,1.7244897959183674,3.6666666666666665,4.2960600591116105
1.0,1.0,171.0,400.0,200.0,0.0,3.6666666666666665,33.78594349771424
1.0,1.0,171.0,400.0,200.0,1.3183673469387756,3.6666666666666665,4.283377865527364
1.0,1.0,185.0,400.0,200.0,0.0,3.6666666666666665,54.70151908133863
1.0,1.0,185.0,400.0,200.0,1.3183673469387756,3.6666666666666665,4.22196698661821
1.0,1.0,200.0,400.0,200.0,0.0,3.6666666666666665,1282.9017790317287
1.0,1.0,200.0,400.0,200.0,1.3183673469387756,3.6666666666666665,4.150994656216114
1.0,1.0,216.0,400.0,200.0,0.0,3.6666666666666665,35.42297629655862
1.0,1.0,216.0,400.0,200.0,1.3183673469387756,3.6666666666666665,4.047446183762963
1.0,1.0,234.0,400.0,200.0,0.0,3.6666666666666665,14.746080288467903
1.0,1.0,234.0,400.0,200.0,1.3183673469387756,3.6666666666666665,4.057404346511625
1.0,1.0,254.0,400.0,200.0,0.0,3.6666666666666665,11.004604544771995
1.0,1.0,254.0,400.0,200.0,1.3183673469387756,3.6666666666666665,4.0216488094468925
1.0,1.0,275.0,400.0,200.0,0.0,3.6666666666666665,8.530782502244271
1.0,1.0,275.0,400.0,200.0,0.9122448979591836,3.6666666666666665,3.9820775353060425
1.0,1.0,297.0,400.0,200.0,0.0,3.6666666666666665,7.339896185711611
1.0,1.0,297.0,400.0,200.0,0.9122448979591836,3.6666666666666665,3.9263420149844257
1.0,1.0,322.0,400.0,200.0,0.0,3.6666666666666665,6.167132471268061
1.0,1.0,322.0,400.0,200.0,0.9122448979591836,3.6666666666666665,3.779614753078694
1.0,1.0,348.0,400.0,200.0,0.0,3.6666666666666665,4.8293968433571415
1.0,1.0,348.0,400.0,200.0,0.5061224489795918,3.6666666666666665,3.6587987294249076
1.0,1.0,377.0,400.0,200.0,0.0,3.6666666666666665,4.214475104578571
1.0,1.0,377.0,400.0,200.0,0.5061224489795918,3.6666666666666665,3.512207807293185
1.0,1.0,408.0,400.0,200.0,0.0,3.6666666666666665,3.8694696397577135
1.0,1.0,408.0,400.0,200.0,0.5061224489795918,3.6666666666666665,3.3948380990841645
1.0,1.0,442.0,400.0,200.0,0.0,3.6666666666666665,3.8745838350793282
1.0,1.0,442.0,400.0,200.0,0.9122448979591836,3.6666666666666665,3.5003105519386226
1.0,1.0,479.0,400.0,200.0,0.0,3.6666666666666665,3.93444246262618
1.0,1.0,479.0,400.0,200.0,0.9122448979591836,3.6666666666666665,3.594222770464191
1.0,1.0,518.0,400.0,200.0,0.0,3.6666666666666665,3.9395135743358116
1.0,1.0,518.0,400.0,200.0,0.5061224489795918,3.6666666666666665,3.6796831225777105
1.0,1.0,561.0,400.0,200.0,0.0,3.6666666666666665,4.041354316648237
1.0,1.0,561.0,400.0,200.0,0.1,3.6666666666666665,3.953155556679022
1.0,1.0,608.0,400.0,200.0,0.0,3.6666666666666665,4.082433685505023
1.0,1.0,608.0,400.0,200.0,0.1,3.6666666666666665,4.016886918771588
1.0,1.0,658.0,400.0,200.0,0.0,3.6666666666666665,4.095166483861476
1.0,1.0,658.0,400.0,200.0,0.1,3.6666666666666665,4.048408193079683
1.0,1.0,712.0,400.0,200.0,0.0,3.6666666666666665,4.108369037118561
