λ,μ,p,n,tau,snr,MSE
1.0,1.0,20.0,200.0,0.0,1.0,0.11997301582906393
1.0,1.0,20.0,200.0,-1.0,1.0,597.2757905107024
1.0,1.0,20.0,200.0,-2.0,1.0,7.833527696069226
1.0,1.0,20.0,200.0,-3.0,1.0,2.374977633459575
1.0,1.0,20.0,200.0,-4.0,1.0,1.7714028539458093
1.0,1.0,20.0,200.0,-5.0,1.0,1.5314944040931397
1.0,1.0,20.0,200.0,-6.0,1.0,1.402215355283763
1.0,1.0,20.0,200.0,-7.0,1.0,1.3213304602982234
1.0,1.0,20.0,200.0,-8.0,1.0,1.2659435477690206
1.0,1.0,21.0,200.0,0.0,1.0,0.14164017985194982
1.0,1.0,21.0,200.0,-1.0,1.0,530.6493714399645
1.0,1.0,21.0,200.0,-2.0,1.0,9.218418833155166
1.0,1.0,21.0,200.0,-3.0,1.0,2.402600446067693
1.0,1.0,21.0,200.0,-4.0,1.0,1.7820519010997413
1.0,1.0,21.0,200.0,-5.0,1.0,1.5391257531012423
1.0,1.0,21.0,200.0,-6.0,1.0,1.4087407617095764
1.0,1.0,21.0,200.0,-7.0,1.0,1.3272799094132643
1.0,1.0,21.0,200.0,-8.0,1.0,1.2715308093901356
1.0,1.0,23.0,200.0,0.0,1.0,0.13969827520115535
1.0,1.0,23.0,200.0,-1.0,1.0,57.933808862310975
1.0,1.0,23.0,200.0,-2.0,1.0,11.938201883104613
1.0,1.0,23.0,200.0,-3.0,1.0,2.735524943719067
1.0,1.0,23.0,200.0,-4.0,1.0,1.9398747760692612
1.0,1.0,23.0,200.0,-5.0,1.0,1.6407185176712993
1.0,1.0,23.0,200.0,-6.0,1.0,1.4838944664891827
1.0,1.0,23.0,200.0,-7.0,1.0,1.387388126662888
1.0,1.0,23.0,200.0,-8.0,1.0,1.3220321857471582
1.0,1.0,25.0,200.0,0.0,1.0,0.15145452276625374
1.0,1.0,25.0,200.0,-1.0,1.0,62.066872996453206
1.0,1.0,25.0,200.0,-2.0,1.0,12.580558437467722
1.0,1.0,25.0,200.0,-3.0,1.0,2.799377807877988
1.0,1.0,25.0,200.0,-4.0,1.0,1.9649639455354837
1.0,1.0,25.0,200.0,-5.0,1.0,1.654809255657174
1.0,1.0,25.0,200.0,-6.0,1.0,1.4930491177235883
1.0,1.0,25.0,200.0,-7.0,1.0,1.39378629660256
1.0,1.0,25.0,200.0,-8.0,1.0,1.3266832153436356
1.0,1.0,27.0,200.0,0.0,1.0,0.15414528045566644
1.0,1.0,27.0,200.0,-1.0,1.0,1566.0175933198543
1.0,1.0,27.0,200.0,-2.0,1.0,14.91918042016158
1.0,1.0,27.0,200.0,-3.0,1.0,2.8452202765388663
1.0,1.0,27.0,200.0,-4.0,1.0,1.9803975474213071
1.0,1.0,27.0,200.0,-5.0,1.0,1.6639116669954321
1.0,1.0,27.0,200.0,-6.0,1.0,1.4995410706531567
1.0,1.0,27.0,200.0,-7.0,1.0,1.398847925082542
1.0,1.0,27.0,200.0,-8.0,1.0,1.3308365254440697
1.0,1.0,29.0,200.0,0.0,1.0,0.15590513815509957
1.0,1.0,29.0,200.0,-1.0,1.0,123.10094493088059
1.0,1.0,29.0,200.0,-2.0,1.0,14.772394296761204
1.0,1.0,29.0,200.0,-3.0,1.0,3.0107933706240693
1.0,1.0,29.0,200.0,-4.0,1.0,2.064927003970692
1.0,1.0,29.0,200.0,-5.0,1.0,1.7185359350476639
1.0,1.0,29.0,200.0,-6.0,1.0,1.539560822194643
1.0,1.0,29.0,200.0,-7.0,1.0,1.4304317798781188
1.0,1.0,29.0,200.0,-8.0,1.0,1.356997404545908
1.0,1.0,31.0,200.0,0.0,1.0,0.1567747012573439
1.0,1.0,31.0,200.0,-1.0,1.0,53987.69467309801
1.0,1.0,31.0,200.0,-2.0,1.0,17.27871988275249
1.0,1.0,31.0,200.0,-3.0,1.0,3.142646202910046
1.0,1.0,31.0,200.0,-4.0,1.0,2.1247478081629025
1.0,1.0,31.0,200.0,-5.0,1.0,1.7570136366500184
1.0,1.0,31.0,200.0,-6.0,1.0,1.5682294167830158
1.0,1.0,31.0,200.0,-7.0,1.0,1.453562644740548
1.0,1.0,31.0,200.0,-8.0,1.0,1.376601792994026
1.0,1.0,34.0,200.0,0.0,1.0,0.1567424256991397
1.0,1.0,34.0,200.0,-1.0,1.0,3527.5828597348786
1.0,1.0,34.0,200.0,-2.0,1.0,2224363.1085758177
1.0,1.0,34.0,200.0,-3.0,1.0,3.2549463880021436
1.0,1.0,34.0,200.0,-4.0,1.0,2.1685838124978245
1.0,1.0,34.0,200.0,-5.0,1.0,1.7814573310699655
1.0,1.0,34.0,200.0,-6.0,1.0,1.5840714643000506
1.0,1.0,34.0,200.0,-7.0,1.0,1.4646914236327506
1.0,1.0,34.0,200.0,-8.0,1.0,1.3848022113960514
1.0,1.0,36.0,200.0,0.0,1.0,0.16446891213654175
1.0,1.0,36.0,200.0,-1.0,1.0,46.35793146128544
1.0,1.0,36.0,200.0,-2.0,1.0,567.442892433957
1.0,1.0,36.0,200.0,-3.0,1.0,3.146170129881588
1.0,1.0,36.0,200.0,-4.0,1.0,2.1234569912225023
1.0,1.0,36.0,200.0,-5.0,1.0,1.7565937086157624
1.0,1.0,36.0,200.0,-6.0,1.0,1.5687561185127061
1.0,1.0,36.0,200.0,-7.0,1.0,1.4548261023191251
1.0,1.0,36.0,200.0,-8.0,1.0,1.3784262518836046
1.0,1.0,39.0,200.0,0.0,1.0,0.18390122204280823
1.0,1.0,39.0,200.0,-1.0,1.0,41.44865682774838
1.0,1.0,39.0,200.0,-2.0,1.0,38.45587569857945
1.0,1.0,39.0,200.0,-3.0,1.0,3.456974953084935
1.0,1.0,39.0,200.0,-4.0,1.0,2.2291110324930847
1.0,1.0,39.0,200.0,-5.0,1.0,1.8134064469958648
1.0,1.0,39.0,200.0,-6.0,1.0,1.605496332043536
1.0,1.0,39.0,200.0,-7.0,1.0,1.4810061413724611
1.0,1.0,39.0,200.0,-8.0,1.0,1.3982067290877978
1.0,1.0,43.0,200.0,0.0,1.0,0.18784119971788152
1.0,1.0,43.0,200.0,-1.0,1.0,125.11888579533466
1.0,1.0,43.0,200.0,-2.0,1.0,258.8370650157924
1.0,1.0,43.0,200.0,-3.0,1.0,3.254803782666448
1.0,1.0,43.0,200.0,-4.0,1.0,2.129341881958742
1.0,1.0,43.0,200.0,-5.0,1.0,1.7491414864447858
1.0,1.0,43.0,200.0,-6.0,1.0,1.5586414133813964
1.0,1.0,43.0,200.0,-7.0,1.0,1.4443752017340157
1.0,1.0,43.0,200.0,-8.0,1.0,1.368266767720992
1.0,1.0,46.0,200.0,0.0,1.0,0.20569563338378574
1.0,1.0,46.0,200.0,-1.0,1.0,210.1584646438241
1.0,1.0,46.0,200.0,-2.0,1.0,63.63758604605929
1.0,1.0,46.0,200.0,-3.0,1.0,3.1779671981288544
1.0,1.0,46.0,200.0,-4.0,1.0,2.099178751143182
1.0,1.0,46.0,200.0,-5.0,1.0,1.7330163462331798
1.0,1.0,46.0,200.0,-6.0,1.0,1.5483974097910227
1.0,1.0,46.0,200.0,-7.0,1.0,1.4371583612212646
1.0,1.0,46.0,200.0,-8.0,1.0,1.362825373253745
1.0,1.0,50.0,200.0,0.0,1.0,0.21338360616213845
1.0,1.0,50.0,200.0,-1.0,1.0,94.32136575273043
1.0,1.0,50.0,200.0,-2.0,1.0,180.19393486508767
1.0,1.0,50.0,200.0,-3.0,1.0,3.448192876637295
1.0,1.0,50.0,200.0,-4.0,1.0,2.2016891115814112
1.0,1.0,50.0,200.0,-5.0,1.0,1.7916998817807406
1.0,1.0,50.0,200.0,-6.0,1.0,1.5877057389912652
1.0,1.0,50.0,200.0,-7.0,1.0,1.4657419017403028
1.0,1.0,50.0,200.0,-8.0,1.0,1.3846639203321307
1.0,1.0,54.0,200.0,0.0,1.0,0.27885416723565637
