λ,μ,p,n,snr,MSE
1.0,15.142857142857142,20.0,200.0,1.0,0.894520186749591
1.0,15.142857142857142,20.0,200.0,2.333333333333333,0.8945201867495933
1.0,15.142857142857142,20.0,200.0,3.6666666666666665,0.8945201867495957
1.0,15.142857142857142,20.0,200.0,5.0,0.8945201867495971
1.0,15.142857142857142,40.0,200.0,1.0,1.2635091000259
1.0,15.142857142857142,40.0,200.0,2.333333333333333,1.2635091000259038
1.0,15.142857142857142,40.0,200.0,3.6666666666666665,1.263509100025907
1.0,15.142857142857142,40.0,200.0,5.0,1.2635091000259118
1.0,15.142857142857142,60.0,200.0,1.0,1.934008730222434
1.0,15.142857142857142,60.0,200.0,2.333333333333333,1.9340087302224316
1.0,15.142857142857142,60.0,200.0,3.6666666666666665,1.9340087302224276
1.0,15.142857142857142,60.0,200.0,5.0,1.9340087302224258
1.0,15.142857142857142,80.0,200.0,1.0,3.160339313409077
1.0,15.142857142857142,80.0,200.0,2.333333333333333,3.160339313409058
1.0,15.142857142857142,80.0,200.0,3.6666666666666665,3.1603393134090365
1.0,15.142857142857142,80.0,200.0,5.0,3.1603393134090183
1.0,15.142857142857142,100.0,200.0,1.0,2.7357245088305127
1.0,15.142857142857142,100.0,200.0,2.333333333333333,2.735724508830527
1.0,15.142857142857142,100.0,200.0,3.6666666666666665,2.7357245088305433
1.0,15.142857142857142,100.0,200.0,5.0,2.735724508830558
1.0,15.142857142857142,120.0,200.0,1.0,3.9388395974740646
1.0,15.142857142857142,120.0,200.0,2.333333333333333,3.93883959747409
1.0,15.142857142857142,120.0,200.0,3.6666666666666665,3.9388395974741153
1.0,15.142857142857142,120.0,200.0,5.0,3.9388395974741224
1.0,15.142857142857142,140.0,200.0,1.0,2042.3190929518883
1.0,15.142857142857142,140.0,200.0,2.333333333333333,2042.319093042156
1.0,15.142857142857142,140.0,200.0,3.6666666666666665,2042.3190931324066
1.0,15.142857142857142,140.0,200.0,5.0,2042.3190932226898
1.0,15.142857142857142,160.0,200.0,1.0,4.533163047610062
1.0,15.142857142857142,160.0,200.0,2.333333333333333,4.977498213642864
1.0,15.142857142857142,160.0,200.0,3.6666666666666665,5.713025419555979
1.0,15.142857142857142,160.0,200.0,5.0,6.739744665349385
1.0,15.142857142857142,180.0,200.0,1.0,3.454900984738222
1.0,15.142857142857142,180.0,200.0,2.333333333333333,4.193218781152487
1.0,15.142857142857142,180.0,200.0,3.6666666666666665,5.666780998009622
1.0,15.142857142857142,180.0,200.0,5.0,7.875587635309627
1.0,15.142857142857142,200.0,200.0,1.0,3.1696433909843966
1.0,15.142857142857142,200.0,200.0,2.333333333333333,4.353502456876791
1.0,15.142857142857142,200.0,200.0,3.6666666666666665,6.596635910000116
1.0,15.142857142857142,200.0,200.0,5.0,9.899043750354384
1.0,15.142857142857142,220.0,200.0,1.0,2.8208290264893074
1.0,15.142857142857142,220.0,200.0,2.333333333333333,4.259459061117508
1.0,15.142857142857142,220.0,200.0,3.6666666666666665,6.86865685140688
1.0,15.142857142857142,220.0,200.0,5.0,10.648422397357395
1.0,15.142857142857142,240.0,200.0,1.0,2.7415424599796623
1.0,15.142857142857142,240.0,200.0,2.333333333333333,4.729055437314518
1.0,15.142857142857142,240.0,200.0,3.6666666666666665,8.137188788884034
1.0,15.142857142857142,240.0,200.0,5.0,12.965942514688198
1.0,15.142857142857142,260.0,200.0,1.0,2.5586301000028278
1.0,15.142857142857142,260.0,200.0,2.333333333333333,4.775324468277094
1.0,15.142857142857142,260.0,200.0,3.6666666666666665,8.596584335913452
1.0,15.142857142857142,260.0,200.0,5.0,14.022409702911915
1.0,15.142857142857142,280.0,200.0,1.0,2.291155049214142
1.0,15.142857142857142,280.0,200.0,2.333333333333333,4.257278235502924
1.0,15.142857142857142,280.0,200.0,3.6666666666666665,7.74048223007512
1.0,15.142857142857142,280.0,200.0,5.0,12.740767032930716
1.0,15.142857142857142,300.0,200.0,1.0,2.1151933539714864
1.0,15.142857142857142,300.0,200.0,2.333333333333333,4.355201177729852
1.0,15.142857142857142,300.0,200.0,3.6666666666666665,8.393466539417572
1.0,15.142857142857142,300.0,200.0,5.0,14.229989439034684
1.0,15.142857142857142,320.0,200.0,1.0,2.3344860854670704
1.0,15.142857142857142,320.0,200.0,2.333333333333333,5.162043852315317
1.0,15.142857142857142,320.0,200.0,3.6666666666666665,10.209029572182562
1.0,15.142857142857142,320.0,200.0,5.0,17.475443245068792
1.0,15.142857142857142,340.0,200.0,1.0,1.9093035921887145
1.0,15.142857142857142,340.0,200.0,2.333333333333333,4.6298790369591165
1.0,15.142857142857142,340.0,200.0,3.6666666666666665,9.690894565550861
1.0,15.142857142857142,340.0,200.0,5.0,17.092350177963915
1.0,15.142857142857142,360.0,200.0,1.0,1.8345692023060878
