λ,μ,p,n,snr,n_iter,MSE
1.0,1.0,20.0,200.0,1.0,55559116.0,0.15800600340740129
1.0,1.0,20.0,200.0,2.333333333333333,55559116.0,0.15800600340740126
1.0,1.0,20.0,200.0,3.6666666666666665,55559116.0,0.15800600340740117
1.0,1.0,20.0,200.0,5.0,55559116.0,0.15800600340740115
1.0,1.0,21.0,200.0,1.0,55559116.0,0.15976488009642115
1.0,1.0,21.0,200.0,2.333333333333333,55559116.0,0.15976488009642115
1.0,1.0,21.0,200.0,3.6666666666666665,55559116.0,0.15976488009642117
1.0,1.0,21.0,200.0,5.0,55559116.0,0.1597648800964212
1.0,1.0,23.0,200.0,1.0,55559116.0,0.18130130319355098
1.0,1.0,23.0,200.0,2.333333333333333,55559116.0,0.18130130319355098
1.0,1.0,23.0,200.0,3.6666666666666665,55559116.0,0.181301303193551
1.0,1.0,23.0,200.0,5.0,55559116.0,0.18130130319355098
1.0,1.0,25.0,200.0,1.0,55559116.0,0.1928453031368506
1.0,1.0,25.0,200.0,2.333333333333333,55559116.0,0.1928453031368506
1.0,1.0,25.0,200.0,3.6666666666666665,55559116.0,0.19284530313685058
1.0,1.0,25.0,200.0,5.0,55559116.0,0.19284530313685055
1.0,1.0,27.0,200.0,1.0,55559116.0,0.20371078022019562
1.0,1.0,27.0,200.0,2.333333333333333,55559116.0,0.20371078022019554
1.0,1.0,27.0,200.0,3.6666666666666665,55559116.0,0.20371078022019548
1.0,1.0,27.0,200.0,5.0,55559116.0,0.2037107802201954
1.0,1.0,29.0,200.0,1.0,55559116.0,0.2125748416158549
1.0,1.0,29.0,200.0,2.333333333333333,55559116.0,0.21257484161585483
1.0,1.0,29.0,200.0,3.6666666666666665,55559116.0,0.21257484161585477
1.0,1.0,29.0,200.0,5.0,55559116.0,0.21257484161585474
1.0,1.0,31.0,200.0,1.0,55559116.0,0.22153491986550772
1.0,1.0,31.0,200.0,2.333333333333333,55559116.0,0.22153491986550775
1.0,1.0,31.0,200.0,3.6666666666666665,55559116.0,0.22153491986550775
1.0,1.0,31.0,200.0,5.0,55559116.0,0.22153491986550772
1.0,1.0,34.0,200.0,1.0,55559116.0,0.2447431637986822
1.0,1.0,34.0,200.0,2.333333333333333,55559116.0,0.24474316379868233
1.0,1.0,34.0,200.0,3.6666666666666665,55559116.0,0.24474316379868238
1.0,1.0,34.0,200.0,5.0,55559116.0,0.24474316379868247
1.0,1.0,36.0,200.0,1.0,55559116.0,0.2767795491787657
1.0,1.0,36.0,200.0,2.333333333333333,55559116.0,0.2767795491787655
1.0,1.0,36.0,200.0,3.6666666666666665,55559116.0,0.27677954917876546
1.0,1.0,36.0,200.0,5.0,55559116.0,0.27677954917876535
1.0,1.0,39.0,200.0,1.0,55559116.0,0.30217676692897644
1.0,1.0,39.0,200.0,2.333333333333333,55559116.0,0.3021767669289764
1.0,1.0,39.0,200.0,3.6666666666666665,55559116.0,0.3021767669289763
1.0,1.0,39.0,200.0,5.0,55559116.0,0.30217676692897627
1.0,1.0,43.0,200.0,1.0,55559116.0,0.35035304272956586
1.0,1.0,43.0,200.0,2.333333333333333,55559116.0,0.3503530427295657
