λ,μ,p,n,snr,MSE,null_risk
1.0,15.142857142857142,658.0,200.0,2.333333333333333,3.0240145578024875,4.223023094551682
1.0,15.142857142857142,712.0,200.0,2.333333333333333,3.008510766412599,4.060539151241352
1.0,15.142857142857142,771.0,200.0,2.333333333333333,3.003755472295276,3.9434109847022154
1.0,15.142857142857142,835.0,200.0,2.333333333333333,2.9659615378243966,3.270572401479225
1.0,15.142857142857142,904.0,200.0,2.333333333333333,2.962742203898434,3.3402415332545714
1.0,15.142857142857142,979.0,200.0,2.333333333333333,3.07240484877943,3.5047934937412886
1.0,15.142857142857142,1059.0,200.0,2.333333333333333,3.010231596547659,3.473842448032254
1.0,15.142857142857142,1147.0,200.0,2.333333333333333,2.9939077288980336,3.2806949236464438
1.0,15.142857142857142,1242.0,200.0,2.333333333333333,2.9709931650597685,3.1590809367966357
1.0,15.142857142857142,1344.0,200.0,2.333333333333333,3.0004521462036906,3.2561351476406912
1.0,15.142857142857142,1455.0,200.0,2.333333333333333,2.9779337743703125,3.5706368359802023
1.0,15.142857142857142,1576.0,200.0,2.333333333333333,2.853988954550722,3.4045456913694663
1.0,15.142857142857142,1706.0,200.0,2.333333333333333,2.9218421548446623,3.5410744865522283
1.0,15.142857142857142,1847.0,200.0,2.333333333333333,2.8917519467143107,3.4863010578190883
1.0,15.142857142857142,2000.0,200.0,2.333333333333333,2.9254534965944385,3.1560201089956017
1.0,15.142857142857142,20.0,200.0,3.6666666666666665,1.0911645800436915,7.189532273642147
1.0,15.142857142857142,21.0,200.0,3.6666666666666665,1.0911537146719286,7.029310633213023
1.0,15.142857142857142,23.0,200.0,3.6666666666666665,1.1099426293976442,6.196079296775009
1.0,15.142857142857142,25.0,200.0,3.6666666666666665,1.211264468913194,5.731796296026927
1.0,15.142857142857142,27.0,200.0,3.6666666666666665,1.210967733434758,5.501745203421987
1.0,15.142857142857142,29.0,200.0,3.6666666666666665,1.2938872789042175,5.298062676088814
1.0,15.142857142857142,31.0,200.0,3.6666666666666665,1.3092998650115477,5.31872194126887
1.0,15.142857142857142,34.0,200.0,3.6666666666666665,1.3161470034542244,5.489404370050455
1.0,15.142857142857142,36.0,200.0,3.6666666666666665,1.312402867878416,5.562654253189593
1.0,15.142857142857142,39.0,200.0,3.6666666666666665,1.3272333798848308,5.530236459903109
1.0,15.142857142857142,43.0,200.0,3.6666666666666665,1.3157826192945932,5.829776092781455
1.0,15.142857142857142,46.0,200.0,3.6666666666666665,1.355526602638045,5.30586572944424
1.0,15.142857142857142,50.0,200.0,3.6666666666666665,1.3789080866466301,5.047168786892048
1.0,15.142857142857142,54.0,200.0,3.6666666666666665,1.4140656658755182,4.892376678885061
1.0,15.142857142857142,58.0,200.0,3.6666666666666665,1.4134770864897337,4.942116079494994
1.0,15.142857142857142,63.0,200.0,3.6666666666666665,1.4526106016547888,4.848820355649221
1.0,15.142857142857142,68.0,200.0,3.6666666666666665,1.517875823764217,5.030794133984082
1.0,15.142857142857142,73.0,200.0,3.6666666666666665,1.5750353620144146,4.976022713507203
1.0,15.142857142857142,79.0,200.0,3.6666666666666665,1.5966522197126287,5.40056542454819
1.0,15.142857142857142,85.0,200.0,3.6666666666666665,1.6730267173707993,5.686909341239783
1.0,15.142857142857142,92.0,200.0,3.6666666666666665,1.720377137027355,6.414596415579215
1.0,15.142857142857142,100.0,200.0,3.6666666666666665,1.7249674529987888,6.15983701869222
1.0,15.142857142857142,108.0,200.0,3.6666666666666665,1.8855711956104921,6.1014247424255075
1.0,15.142857142857142,116.0,200.0,3.6666666666666665,2.2120091033793674,6.649088513292845
1.0,15.142857142857142,126.0,200.0,3.6666666666666665,2.601781145051088,6.291071454386765
1.0,15.142857142857142,136.0,200.0,3.6666666666666665,3.287078851636521,6.090388852265589
1.0,15.142857142857142,147.0,200.0,3.6666666666666665,3.4889969287279827,6.056489170717087
1.0,15.142857142857142,158.0,200.0,3.6666666666666665,4.090546814542037,6.157469488132145
1.0,15.142857142857142,171.0,200.0,3.6666666666666665,6.719348543985041,5.62945433183146
1.0,15.142857142857142,185.0,200.0,3.6666666666666665,12.215019319838584,5.932663083490416
1.0,15.142857142857142,200.0,200.0,3.6666666666666665,577.1741472443466,5.298387583752651
1.0,15.142857142857142,216.0,200.0,3.6666666666666665,9.285318080585656,4.85400542418365
1.0,15.142857142857142,234.0,200.0,3.6666666666666665,6.150502760384302,4.798020145965283
1.0,15.142857142857142,254.0,200.0,3.6666666666666665,5.201525106822055,4.8544987470078835
1.0,15.142857142857142,275.0,200.0,3.6666666666666665,4.646421236420074,4.9598503095801005
1.0,15.142857142857142,297.0,200.0,3.6666666666666665,4.281289378031534,4.762296267085388
1.0,15.142857142857142,322.0,200.0,3.6666666666666665,3.9364174441819877,5.095481686979043
1.0,15.142857142857142,348.0,200.0,3.6666666666666665,3.700351243346739,4.988346905723493
1.0,15.142857142857142,377.0,200.0,3.6666666666666665,3.595121287744486,5.666771479096747
1.0,15.142857142857142,408.0,200.0,3.6666666666666665,3.464785853459698,5.666329169744139
1.0,15.142857142857142,442.0,200.0,3.6666666666666665,3.544522849852886,5.644299958240056
1.0,15.142857142857142,479.0,200.0,3.6666666666666665,3.6796921194190757,5.668207222617946
1.0,15.142857142857142,518.0,200.0,3.6666666666666665,3.7724296077753023,5.486574992558919
1.0,15.142857142857142,561.0,200.0,3.6666666666666665,3.8059238198139194,5.705588808884214
1.0,15.142857142857142,608.0,200.0,3.6666666666666665,3.96492812186219,5.720623911217934
1.0,15.142857142857142,658.0,200.0,3.6666666666666665,3.9706302826722184,6.064894632913704
1.0,15.142857142857142,712.0,200.0,3.6666666666666665,3.9668607831540075,5.815830978742441
1.0,15.142857142857142,771.0,200.0,3.6666666666666665,3.977619306307163,5.632194952889053
1.0,15.142857142857142,835.0,200.0,3.6666666666666665,3.9654990837062374,4.603631209270909
1.0,15.142857142857142,904.0,200.0,3.6666666666666665,3.978406942484635,4.711364749535625
1.0,15.142857142857142,979.0,200.0,3.6666666666666665,4.1388917094428885,4.957417957138486
1.0,15.142857142857142,1059.0,200.0,3.6666666666666665,4.059667553943018,4.914536196922531
1.0,15.142857142857142,1147.0,200.0,3.6666666666666665,4.032266492936028,4.609174747470218
1.0,15.142857142857142,1242.0,200.0,3.6666666666666665,4.017772107487338,4.424479588427292
1.0,15.142857142857142,1344.0,200.0,3.6666666666666665,4.0624878798984385,4.567257665251655
1.0,15.142857142857142,1455.0,200.0,3.6666666666666665,4.047639857618755,5.0578884351791995
1.0,15.142857142857142,1576.0,200.0,3.6666666666666665,3.875553322597043,4.805838221079204
1.0,15.142857142857142,1706.0,200.0,3.6666666666666665,3.9722369381357896,5.01637253296435
1.0,15.142857142857142,1847.0,200.0,3.6666666666666665,3.9414531408737172,4.933077350267134
1.0,15.142857142857142,2000.0,200.0,3.6666666666666665,4.001136494669971,4.419641867300875
1.0,15.142857142857142,20.0,200.0,5.0,1.0911645800436915,9.394509098801757
1.0,15.142857142857142,21.0,200.0,5.0,1.0911537146719283,9.175349670956878
1.0,15.142857142857142,23.0,200.0,5.0,1.1099426293976444,8.04065288317812
1.0,15.142857142857142,25.0,200.0,5.0,1.2112644689131937,7.4065952549303
1.0,15.142857142857142,27.0,200.0,5.0,1.2109677334347577,7.089659608761631
1.0,15.142857142857142,29.0,200.0,5.0,1.2938872789042175,6.810469784253474
1.0,15.142857142857142,31.0,200.0,5.0,1.3092998650115477,6.8359741783415755
1.0,15.142857142857142,34.0,200.0,5.0,1.316147003454224,7.067106795980341
1.0,15.142857142857142,36.0,200.0,5.0,1.3124028678784159,7.168384264442517
1.0,15.142857142857142,39.0,200.0,5.0,1.327233379884831,7.127433435682806
1.0,15.142857142857142,43.0,200.0,5.0,1.3157826192945927,7.5462176451693
1.0,15.142857142857142,46.0,200.0,5.0,1.355526602638045,6.8304237527814164
1.0,15.142857142857142,50.0,200.0,5.0,1.3789080866466297,6.487055519895734
1.0,15.142857142857142,54.0,200.0,5.0,1.414065665875518,6.279980440852766
1.0,15.142857142857142,58.0,200.0,5.0,1.4134770864897335,6.349603308933661
1.0,15.142857142857142,63.0,200.0,5.0,1.4526106016547884,6.225251933369102
1.0,15.142857142857142,68.0,200.0,5.0,1.5178758237642167,6.4650595933518
1.0,15.142857142857142,73.0,200.0,5.0,1.5750353620144146,6.397963744699025
1.0,15.142857142857142,79.0,200.0,5.0,1.5966522197126296,6.96870469497123
1.0,15.142857142857142,85.0,200.0,5.0,1.6730267173707996,7.357660778679015
1.0,15.142857142857142,92.0,200.0,5.0,1.7203771370273544,8.337641035379887
1.0,15.142857142857142,100.0,200.0,5.0,1.7249674529987882,7.993395774152742
1.0,15.142857142857142,108.0,200.0,5.0,1.8855711956104904,7.920063494653605
1.0,15.142857142857142,116.0,200.0,5.0,2.2120091033793714,8.660808424640354
1.0,15.142857142857142,126.0,200.0,5.0,2.601781145051089,8.171370786737175
1.0,15.142857142857142,136.0,200.0,5.0,3.2870788516365206,7.899079931613942
1.0,15.142857142857142,147.0,200.0,5.0,3.4889969287279836,7.861202472060641
1.0,15.142857142857142,158.0,200.0,5.0,4.090546814542037,8.012977444299008
1.0,15.142857142857142,171.0,200.0,5.0,6.719348543985015,7.300484706401746
1.0,15.142857142857142,185.0,200.0,5.0,12.215019319838579,7.720045082687199
1.0,15.142857142857142,200.0,200.0,5.0,577.1741472444216,6.8615998760156165
1.0,15.142857142857142,216.0,200.0,5.0,9.389688013888659,6.2652943136157395
1.0,15.142857142857142,234.0,200.0,5.0,6.331684871470373,6.184215125060182
1.0,15.142857142857142,254.0,200.0,5.0,5.526798150950808,6.257430142850677
1.0,15.142857142857142,275.0,200.0,5.0,5.069688204258535,6.389660398985001
1.0,15.142857142857142,297.0,200.0,5.0,4.73085849649343,6.123006853056191
1.0,15.142857142857142,322.0,200.0,5.0,4.442315894920963,6.5688380787765706
1.0,15.142857142857142,348.0,200.0,5.0,4.254406059890644,6.431690074269947
1.0,15.142857142857142,377.0,200.0,5.0,4.185015372755987,7.355938177314357
1.0,15.142857142857142,408.0,200.0,5.0,4.102852512646073,7.349184599443486
1.0,15.142857142857142,442.0,200.0,5.0,4.249143721748868,7.319872940514042
1.0,15.142857142857142,479.0,200.0,5.0,4.468520297295476,7.355576343869325
1.0,15.142857142857142,518.0,200.0,5.0,4.614967334707942,7.113293318399995
1.0,15.142857142857142,561.0,200.0,5.0,4.6729747131132955,7.411565759072364
1.0,15.142857142857142,608.0,200.0,5.0,4.893539281342857,7.431716124345937
1.0,15.142857142857142,658.0,200.0,5.0,4.916945452264418,7.9041690511338585
1.0,15.142857142857142,712.0,200.0,5.0,4.924749017899292,7.569379220281801
1.0,15.142857142857142,771.0,200.0,5.0,4.951229038997227,7.319292868909036
1.0,15.142857142857142,835.0,200.0,5.0,4.966803871215827,5.938919335378426
1.0,15.142857142857142,904.0,200.0,5.0,4.99554417261579,6.08447946396152
1.0,15.142857142857142,979.0,200.0,5.0,5.203701272993195,6.410327949043813
1.0,15.142857142857142,1059.0,200.0,5.0,5.1083997991720205,6.356299200840996
1.0,15.142857142857142,1147.0,200.0,5.0,5.0689063301386685,5.938472745161957
1.0,15.142857142857142,1242.0,200.0,5.0,5.0648467988587855,5.691569594088523
1.0,15.142857142857142,1344.0,200.0,5.0,5.123839827995387,5.878745851202849
1.0,15.142857142857142,1455.0,200.0,5.0,5.118410593981964,6.545017382305055
1.0,15.142857142857142,1576.0,200.0,5.0,4.899958605052803,6.208226820982074
1.0,15.142857142857142,1706.0,200.0,5.0,5.024412915928233,6.492220489361077
1.0,15.142857142857142,1847.0,200.0,5.0,4.994105882835702,6.380781737845826
1.0,15.142857142857142,2000.0,200.0,5.0,5.079554583480968,5.684951187520125
1.0,29.285714285714285,20.0,200.0,1.0,1.0924937084752309,4.326180810411308
1.0,29.285714285714285,21.0,200.0,1.0,1.0925423204160825,4.2002272966066005
1.0,29.285714285714285,23.0,200.0,1.0,1.1112683453623784,3.4076184948376285
1.0,29.285714285714285,25.0,200.0,1.0,1.211991836213636,2.929532970970173
1.0,29.285714285714285,27.0,200.0,1.0,1.2100681498978985,2.6697066693595417
1.0,29.285714285714285,29.0,200.0,1.0,1.2945365372497055,2.5172822818538108
1.0,29.285714285714285,31.0,200.0,1.0,1.3102186518408923,2.4667868603068963
1.0,29.285714285714285,34.0,200.0,1.0,1.3180697430864516,2.634137186543087
1.0,29.285714285714285,36.0,200.0,1.0,1.3138781072762193,2.7368152147957514
1.0,29.285714285714285,39.0,200.0,1.0,1.3294170723676897,2.7304919889756287
1.0,29.285714285714285,43.0,200.0,1.0,1.3179313201128047,3.057122467947194
1.0,29.285714285714285,46.0,200.0,1.0,1.355120732708392,2.5079127669365566
1.0,29.285714285714285,50.0,200.0,1.0,1.3781064631288609,2.275930682087114
1.0,29.285714285714285,54.0,200.0,1.0,1.4129812701707016,2.1698368833803348
1.0,29.285714285714285,58.0,200.0,1.0,1.4119286236661157,2.1939074528073808
1.0,29.285714285714285,63.0,200.0,1.0,1.4508245524491874,2.102719607290227
1.0,29.285714285714285,68.0,200.0,1.0,1.5161956825783678,2.168928967114927
1.0,29.285714285714285,73.0,200.0,1.0,1.5732108184183153,2.2145960602869312
1.0,29.285714285714285,79.0,200.0,1.0,1.5948823744027745,2.708246109722592
1.0,29.285714285714285,85.0,200.0,1.0,1.6731730214754874,3.011529236054689
1.0,29.285714285714285,92.0,200.0,1.0,1.721923864983795,3.617954725411869
1.0,29.285714285714285,100.0,200.0,1.0,1.7268262030067774,3.429579297830138
1.0,29.285714285714285,108.0,200.0,1.0,1.8897094705985054,3.39479001717914
1.0,29.285714285714285,116.0,200.0,1.0,2.220144555991628,3.9506795448061425
1.0,29.285714285714285,126.0,200.0,1.0,2.602211889161434,3.600390244225351
1.0,29.285714285714285,136.0,200.0,1.0,3.294877888715772,3.3653826269352254
1.0,29.285714285714285,147.0,200.0,1.0,3.49406869671692,3.351047173461067
1.0,29.285714285714285,158.0,200.0,1.0,4.091054331227458,3.4397342429296667
1.0,29.285714285714285,171.0,200.0,1.0,6.718974338012512,2.987768453059052
1.0,29.285714285714285,185.0,200.0,1.0,12.165754350856913,3.243490077356843
1.0,29.285714285714285,200.0,200.0,1.0,522.4341869990665,2.6040036191145943
1.0,29.285714285714285,216.0,200.0,1.0,9.080895688522995,2.114653904676195
1.0,29.285714285714285,234.0,200.0,1.0,5.79714109928676,2.0267767743066236
1.0,29.285714285714285,254.0,200.0,1.0,4.538795537347379,2.0720615318329028
1.0,29.285714285714285,275.0,200.0,1.0,3.78087187472749,2.196033656707731
1.0,29.285714285714285,297.0,200.0,1.0,3.3777927086701762,2.060708466614256
1.0,29.285714285714285,322.0,200.0,1.0,2.9291088624236625,2.4112208745459998
1.0,29.285714285714285,348.0,200.0,1.0,2.588195025246258,2.267048772796653
1.0,29.285714285714285,377.0,200.0,1.0,2.4069028524747744,3.014643077716772
1.0,29.285714285714285,408.0,200.0,1.0,2.1873866185882536,3.0502476292835325
1.0,29.285714285714285,442.0,200.0,1.0,2.129694604905411,3.015603806951422
1.0,29.285714285714285,479.0,200.0,1.0,2.0991969049247046,3.0861970296946364
1.0,29.285714285714285,518.0,200.0,1.0,2.083019091062002,2.9015511976856003
1.0,29.285714285714285,561.0,200.0,1.0,2.0684282811941475,3.055211108071717
1.0,29.285714285714285,608.0,200.0,1.0,2.1056125400518533,3.115204571545706
1.0,29.285714285714285,658.0,200.0,1.0,2.0767456127499093,3.501889236868827
1.0,29.285714285714285,712.0,200.0,1.0,2.049267797510706,3.283561725444833
1.0,29.285714285714285,771.0,200.0,1.0,2.0293229755146425,3.0729086134649464
1.0,29.285714285714285,835.0,200.0,1.0,1.9703557396633031,2.09536034105158
1.0,29.285714285714285,904.0,200.0,1.0,1.950516710936572,2.162830023890999
1.0,29.285714285714285,979.0,200.0,1.0,2.0028889776814394,2.361154859645998
1.0,29.285714285714285,1059.0,200.0,1.0,1.9596555593561333,2.401625467384305
1.0,29.285714285714285,1147.0,200.0,1.0,1.9520035821163952,2.1284488910253088
1.0,29.285714285714285,1242.0,200.0,1.0,1.9248828301664953,1.9548857314708576
1.0,29.285714285714285,1344.0,200.0,1.0,1.9369473618561341,2.093583707286438
1.0,29.285714285714285,1455.0,200.0,1.0,1.9104461058103452,2.531090983514833
1.0,29.285714285714285,1576.0,200.0,1.0,1.8384254655632244,2.3770669572619756
1.0,29.285714285714285,1706.0,200.0,1.0,1.8730428293866364,2.5795603173417354
1.0,29.285714285714285,1847.0,200.0,1.0,1.8491570565735356,2.5944700694760594
1.0,29.285714285714285,2000.0,200.0,1.0,1.8555447199313535,2.0652319157120074
1.0,29.285714285714285,20.0,200.0,2.333333333333333,1.0924937084752313,8.65195697630754
1.0,29.285714285714285,21.0,200.0,2.333333333333333,1.092542320416083,8.357402753006692
1.0,29.285714285714285,23.0,200.0,2.333333333333333,1.111268345362379,6.517311459724839
1.0,29.285714285714285,25.0,200.0,2.333333333333333,1.2119918362136357,5.404534465775197
1.0,29.285714285714285,27.0,200.0,2.333333333333333,1.2100681498978985,4.794746524104973
1.0,29.285714285714285,29.0,200.0,2.333333333333333,1.2945365372497055,4.437998623819232
1.0,29.285714285714285,31.0,200.0,2.333333333333333,1.3102186518408925,4.315824922476527
1.0,29.285714285714285,34.0,200.0,2.333333333333333,1.3180697430864512,4.700220898527321
1.0,29.285714285714285,36.0,200.0,2.333333333333333,1.3138781072762193,4.941196587383326
1.0,29.285714285714285,39.0,200.0,2.333333333333333,1.3294170723676897,4.933316615465438
1.0,29.285714285714285,43.0,200.0,2.333333333333333,1.3179313201128044,5.713565504825682
1.0,29.285714285714285,46.0,200.0,2.333333333333333,1.3551207327083923,4.436136182281142
1.0,29.285714285714285,50.0,200.0,2.333333333333333,1.3781064631288606,3.9188971288608383
1.0,29.285714285714285,54.0,200.0,2.333333333333333,1.4129812701707025,3.6820451634898532
1.0,29.285714285714285,58.0,200.0,2.333333333333333,1.4119286236661164,3.741561009966909
1.0,29.285714285714285,63.0,200.0,2.333333333333333,1.4508245524491874,3.537953008072882
1.0,29.285714285714285,68.0,200.0,2.333333333333333,1.5161956825783676,3.6741557642182054
1.0,29.285714285714285,73.0,200.0,2.333333333333333,1.5732108184183167,3.79387436455897
1.0,29.285714285714285,79.0,200.0,2.333333333333333,1.5948823744027727,4.919653009339877
1.0,29.285714285714285,85.0,200.0,2.333333333333333,1.6731730214754856,5.620613534929362
1.0,29.285714285714285,92.0,200.0,2.333333333333333,1.7219238649837927,7.0042203890945895
1.0,29.285714285714285,100.0,200.0,2.333333333333333,1.7268262030067765,6.572785941929768
1.0,29.285714285714285,108.0,200.0,2.333333333333333,1.8897094705985027,6.505319098626855
1.0,29.285714285714285,116.0,200.0,2.333333333333333,2.2201445559916246,7.784983134890311
1.0,29.285714285714285,126.0,200.0,2.333333333333333,2.6022118891614263,6.967692192278991
1.0,29.285714285714285,136.0,200.0,2.333333333333333,3.2948778887158157,6.4243638154435745
1.0,29.285714285714285,147.0,200.0,2.333333333333333,3.4940686967168486,6.40878348249306
1.0,29.285714285714285,158.0,200.0,2.333333333333333,4.0910543312274745,6.645012206920648
1.0,29.285714285714285,171.0,200.0,2.333333333333333,6.718974338012689,5.610389691635817
1.0,29.285714285714285,185.0,200.0,2.333333333333333,12.165754350856815,6.217790064480764
1.0,29.285714285714285,200.0,200.0,2.333333333333333,522.4341869993569,4.746271501264297
1.0,29.285714285714285,216.0,200.0,2.333333333333333,9.186485210378287,3.634010524125429
1.0,29.285714285714285,234.0,200.0,2.333333333333333,5.9665979703342,3.4237675925996913
1.0,29.285714285714285,254.0,200.0,2.333333333333333,4.872208311438437,3.518981595639039
1.0,29.285714285714285,275.0,200.0,2.333333333333333,4.219501373546456,3.779981366010986
1.0,29.285714285714285,297.0,200.0,2.333333333333333,3.8303110370082503,3.4736401347760104
1.0,29.285714285714285,322.0,200.0,2.333333333333333,3.432039515890091,4.265032613724669
1.0,29.285714285714285,348.0,200.0,2.333333333333333,3.145628690710938,3.950403004391138
1.0,29.285714285714285,377.0,200.0,2.333333333333333,3.003052568070485,5.682596239432687
1.0,29.285714285714285,408.0,200.0,2.333333333333333,2.8268387503312904,5.752082121778742
1.0,29.285714285714285,442.0,200.0,2.333333333333333,2.838128044635838,5.67318698745928
1.0,29.285714285714285,479.0,200.0,2.333333333333333,2.8894131330101134,5.843658170804477
1.0,29.285714285714285,518.0,200.0,2.333333333333333,2.9287519992435707,5.4261666194145395
1.0,29.285714285714285,561.0,200.0,2.333333333333333,2.9380162958833,5.782591454969338
1.0,29.285714285714285,608.0,200.0,2.333333333333333,3.0348567800111605,5.921089612868383
1.0,29.285714285714285,658.0,200.0,2.333333333333333,3.0228495782421194,6.826235693051829
1.0,29.285714285714285,712.0,200.0,2.333333333333333,3.0075598535093118,6.328865440091254
1.0,29.285714285714285,771.0,200.0,2.333333333333333,3.0028440966062506,5.840033540735241
1.0,29.285714285714285,835.0,200.0,2.333333333333333,2.9656229914643517,3.6189591884639776
1.0,29.285714285714285,904.0,200.0,2.333333333333333,2.9627072582576948,3.7724526414472788
1.0,29.285714285714285,979.0,200.0,2.333333333333333,3.0727436423277115,4.21158838263279
1.0,29.285714285714285,1059.0,200.0,2.333333333333333,3.010670355660361,4.3143966336673065
1.0,29.285714285714285,1147.0,200.0,2.333333333333333,2.9939753049228286,3.6783438889969564
1.0,29.285714285714285,1242.0,200.0,2.333333333333333,2.9709110693566947,3.2881928280126327
1.0,29.285714285714285,1344.0,200.0,2.333333333333333,3.0003176922555914,3.592261442889932
1.0,29.285714285714285,1455.0,200.0,2.333333333333333,2.9776362202294613,4.600443042794098
1.0,29.285714285714285,1576.0,200.0,2.333333333333333,2.8538213242694774,4.257317747018777
1.0,29.285714285714285,1706.0,200.0,2.333333333333333,2.9169683028066253,4.720634574514173
1.0,29.285714285714285,1847.0,200.0,2.333333333333333,2.894859767508736,4.759381131182861
1.0,29.285714285714285,2000.0,200.0,2.333333333333333,2.925525435856027,3.5415827583676385
1.0,29.285714285714285,20.0,200.0,3.6666666666666665,1.0924937084752313,12.950944886416085
1.0,29.285714285714285,21.0,200.0,3.6666666666666665,1.0925423204160831,12.487674657180587
1.0,29.285714285714285,23.0,200.0,3.6666666666666665,1.1112683453623788,9.601723994598087
1.0,29.285714285714285,25.0,200.0,3.6666666666666665,1.2119918362136355,7.854735007190948
1.0,29.285714285714285,27.0,200.0,3.6666666666666665,1.210068149897898,6.894371864918432
1.0,29.285714285714285,29.0,200.0,3.6666666666666665,1.2945365372497053,6.3331106379750945
1.0,29.285714285714285,31.0,200.0,3.6666666666666665,1.3102186518408927,6.13850165149971
1.0,29.285714285714285,34.0,200.0,3.6666666666666665,1.318069743086451,6.73888405325446
1.0,29.285714285714285,36.0,200.0,3.6666666666666665,1.3138781072762193,7.118399868265654
1.0,29.285714285714285,39.0,200.0,3.6666666666666665,1.3294170723676897,7.110159142300151
1.0,29.285714285714285,43.0,200.0,3.6666666666666665,1.3179313201128042,8.347177451541441
1.0,29.285714285714285,46.0,200.0,3.6666666666666665,1.3551207327083925,6.34223487158963
1.0,29.285714285714285,50.0,200.0,3.6666666666666665,1.3781064631288609,5.543923552065385
1.0,29.285714285714285,54.0,200.0,3.6666666666666665,1.4129812701707036,5.1781750696205835
1.0,29.285714285714285,58.0,200.0,3.6666666666666665,1.4119286236661173,5.273719239519186
1.0,29.285714285714285,63.0,200.0,3.6666666666666665,1.4508245524491872,4.959285390875361
1.0,29.285714285714285,68.0,200.0,3.6666666666666665,1.5161956825783673,5.162300148728318
1.0,29.285714285714285,73.0,200.0,3.6666666666666665,1.573210818418318,5.358360218282362
1.0,29.285714285714285,79.0,200.0,3.6666666666666665,1.5948823744027718,7.111731487200801
1.0,29.285714285714285,85.0,200.0,3.6666666666666665,1.673173021475484,8.209203713625206
1.0,29.285714285714285,92.0,200.0,3.6666666666666665,1.7219238649837902,10.364531335935437
1.0,29.285714285714285,100.0,200.0,3.6666666666666665,1.726826203006776,9.691448554466438
1.0,29.285714285714285,108.0,200.0,3.6666666666666665,1.889709470598501,9.593689121401221
1.0,29.285714285714285,116.0,200.0,3.6666666666666665,2.220144555991621,11.59409837071973
1.0,29.285714285714285,126.0,200.0,3.6666666666666665,2.6022118891614223,10.309814617194634
1.0,29.285714285714285,136.0,200.0,3.6666666666666665,3.2948778887158494,9.459039346344335
1.0,29.285714285714285,147.0,200.0,3.6666666666666665,3.4940686967167958,9.445323031614718
1.0,29.285714285714285,158.0,200.0,3.6666666666666665,4.091054331227487,9.834189736772647
1.0,29.285714285714285,171.0,200.0,3.6666666666666665,6.718974338012817,8.220383933277704
1.0,29.285714285714285,185.0,200.0,3.6666666666666665,12.165754350856735,9.181327549078485
1.0,29.285714285714285,200.0,200.0,3.6666666666666665,522.4341869995703,6.881363785486922
1.0,29.285714285714285,216.0,200.0,3.6666666666666665,9.291449177271703,5.151333592928834
1.0,29.285714285714285,234.0,200.0,3.6666666666666665,6.143514922767981,4.817820797704944
1.0,29.285714285714285,254.0,200.0,3.6666666666666665,5.200109968596994,4.961145857488359
1.0,29.285714285714285,275.0,200.0,3.6666666666666665,4.647862031946946,5.354255054532234
1.0,29.285714285714285,297.0,200.0,3.6666666666666665,4.280709459093813,4.878536267250098
1.0,29.285714285714285,322.0,200.0,3.6666666666666665,3.937134519370571,6.10620354270327
1.0,29.285714285714285,348.0,200.0,3.6666666666666665,3.700809974195241,5.624904359030529
1.0,29.285714285714285,377.0,200.0,3.6666666666666665,3.5947336613500096,8.33957507661725
1.0,29.285714285714285,408.0,200.0,3.6666666666666665,3.4652097775717103,8.440577627574037
1.0,29.285714285714285,442.0,200.0,3.6666666666666665,3.54361404644688,8.317768785177853
1.0,29.285714285714285,479.0,200.0,3.6666666666666665,3.6780457006117326,8.589118964045923
1.0,29.285714285714285,518.0,200.0,3.6666666666666665,3.771852769843129,7.941104133214881
1.0,29.285714285714285,561.0,200.0,3.6666666666666665,3.805585217607493,8.49992592940294
1.0,29.285714285714285,608.0,200.0,3.6666666666666665,3.962816095048922,8.716670141526501
1.0,29.285714285714285,658.0,200.0,3.6666666666666665,3.9681218841377697,10.140779029037652
1.0,29.285714285714285,712.0,200.0,3.6666666666666665,3.9647142151614054,9.366464365207545
1.0,29.285714285714285,771.0,200.0,3.6666666666666665,3.9756911894236686,8.599922043471322
1.0,29.285714285714285,835.0,200.0,3.6666666666666665,3.964534484745891,5.145738205556188
1.0,29.285714285714285,904.0,200.0,3.6666666666666665,3.9778980055534863,5.38457066841747
1.0,29.285714285714285,979.0,200.0,3.6666666666666665,4.1389060078705295,6.060407471701387
1.0,29.285714285714285,1059.0,200.0,3.6666666666666665,4.060103395273481,6.227010785670247
1.0,29.285714285714285,1147.0,200.0,3.6666666666666665,4.032271430854571,5.228318360891466
1.0,29.285714285714285,1242.0,200.0,3.6666666666666665,4.017540412081319,4.62415949233665
1.0,29.285714285714285,1344.0,200.0,3.6666666666666665,4.06222213297228,5.090195655700592
1.0,29.285714285714285,1455.0,200.0,3.6666666666666665,4.0470581887016115,6.66684744930931
1.0,29.285714285714285,1576.0,200.0,3.6666666666666665,3.875232046442946,6.137450547330576
1.0,29.285714285714285,1706.0,200.0,3.6666666666666665,3.9647695115392008,6.859995829428788
1.0,29.285714285714285,1847.0,200.0,3.6666666666666665,3.946856582692408,6.923267661597722
1.0,29.285714285714285,2000.0,200.0,3.6666666666666665,4.001382342393097,5.01988253868333
1.0,29.285714285714285,20.0,200.0,5.0,1.0924937084752313,17.23729970895692
1.0,29.285714285714285,21.0,200.0,5.0,1.0925423204160836,16.605259101079003
1.0,29.285714285714285,23.0,200.0,5.0,1.1112683453623795,12.674214518249444
1.0,29.285714285714285,25.0,200.0,5.0,1.2119918362136355,10.2932396540172
