λ,μ,p,n,snr,MSE,null_risk
1.0,1.0,1147.0,200.0,2.333333333333333,3.0493277645317365,0.0006110943855702906
1.0,1.0,1242.0,200.0,2.333333333333333,3.0737412339359342,0.006379023015471426
1.0,1.0,1344.0,200.0,2.333333333333333,3.1189499348137972,0.009065283433933506
1.0,1.0,1455.0,200.0,2.333333333333333,3.11225194955698,0.003414904189017713
1.0,1.0,1576.0,200.0,2.333333333333333,3.182465520635809,0.00917715646492845
1.0,1.0,1706.0,200.0,2.333333333333333,3.1657882991407202,0.003318461655090627
1.0,1.0,1847.0,200.0,2.333333333333333,3.1683573316816465,-0.002400408212388064
1.0,1.0,2000.0,200.0,2.333333333333333,3.244309169249297,-0.006404359081247088
1.0,1.0,20.0,200.0,3.6666666666666665,1.1287780096259126,-0.0021708400159699535
1.0,1.0,21.0,200.0,3.6666666666666665,1.12878270143538,0.010126813088488671
1.0,1.0,23.0,200.0,3.6666666666666665,1.1498870385248132,0.009467499274525447
1.0,1.0,25.0,200.0,3.6666666666666665,1.2562170206635446,0.004730530468513261
1.0,1.0,27.0,200.0,3.6666666666666665,1.271015746168605,0.006180540143635785
1.0,1.0,29.0,200.0,3.6666666666666665,1.3083777180718337,0.00956940847085481
1.0,1.0,31.0,200.0,3.6666666666666665,1.322043750380264,0.015424866967413098
1.0,1.0,34.0,200.0,3.6666666666666665,1.3280311804725857,0.0035101943755431516
1.0,1.0,36.0,200.0,3.6666666666666665,1.3237837842932272,0.0024607145039032127
1.0,1.0,39.0,200.0,3.6666666666666665,1.3407754356485615,0.007558832573063583
1.0,1.0,43.0,200.0,3.6666666666666665,1.3466982864217087,0.007129635645604294
1.0,1.0,46.0,200.0,3.6666666666666665,1.3798184685564134,0.011465301493892709
1.0,1.0,50.0,200.0,3.6666666666666665,1.4032108936847774,0.013656568282449466
1.0,1.0,54.0,200.0,3.6666666666666665,1.4413973305574044,0.008510157956724678
1.0,1.0,58.0,200.0,3.6666666666666665,1.4370233625675026,0.016940605574677976
1.0,1.0,63.0,200.0,3.6666666666666665,1.4751013236461332,0.014119230473765157
1.0,1.0,68.0,200.0,3.6666666666666665,1.5283764393646744,0.016366661771394408
1.0,1.0,73.0,200.0,3.6666666666666665,1.5937019453687589,0.010298285676308123
1.0,1.0,79.0,200.0,3.6666666666666665,1.626401013031408,0.012724522889770057
1.0,1.0,85.0,200.0,3.6666666666666665,1.685819148212132,0.012297286161590294
1.0,1.0,92.0,200.0,3.6666666666666665,1.7462780269577023,0.011207889285557956
1.0,1.0,100.0,200.0,3.6666666666666665,1.758179575989309,0.00890621738214412
1.0,1.0,108.0,200.0,3.6666666666666665,1.9209927120785695,0.0074591201117244045
1.0,1.0,116.0,200.0,3.6666666666666665,2.264910175867918,0.005417936160434027
1.0,1.0,126.0,200.0,3.6666666666666665,2.7280634336835567,0.016018297601227246
1.0,1.0,136.0,200.0,3.6666666666666665,3.3369813378273108,0.00965921815181621
1.0,1.0,147.0,200.0,3.6666666666666665,3.585959869895877,0.003645318846636344
1.0,1.0,158.0,200.0,3.6666666666666665,4.212258157347218,0.003652011673404651
1.0,1.0,171.0,200.0,3.6666666666666665,6.929139005522379,0.00895589379261551
1.0,1.0,185.0,200.0,3.6666666666666665,14.57496609895234,0.006049059888712063
1.0,1.0,200.0,200.0,3.6666666666666665,73163.81106129778,-2.4935419288963247e-05
1.0,1.0,216.0,200.0,3.6666666666666665,9.087677713525988,-0.0014738405353994953
1.0,1.0,234.0,200.0,3.6666666666666665,6.17501215578237,-0.0003888981096690992
1.0,1.0,254.0,200.0,3.6666666666666665,4.882166754145488,0.005069976610643384
1.0,1.0,275.0,200.0,3.6666666666666665,4.258272952833572,0.007270038634919609
1.0,1.0,297.0,200.0,3.6666666666666665,4.013015017655633,0.003406061606508822
1.0,1.0,322.0,200.0,3.6666666666666665,3.8299217324860058,-0.004875109058346235
1.0,1.0,348.0,200.0,3.6666666666666665,3.6575292492263465,-0.008232107182811883
1.0,1.0,377.0,200.0,3.6666666666666665,3.569434393513129,-0.016438001531489388
1.0,1.0,408.0,200.0,3.6666666666666665,3.447437097728237,-0.016373892421993573
1.0,1.0,442.0,200.0,3.6666666666666665,3.5171013332040784,-0.013838262923645211
1.0,1.0,479.0,200.0,3.6666666666666665,3.6481123775187734,-0.012032422143977317
1.0,1.0,518.0,200.0,3.6666666666666665,3.717809695604467,-0.011556708406002512
1.0,1.0,561.0,200.0,3.6666666666666665,3.708856216151204,-0.003163862749322341
1.0,1.0,608.0,200.0,3.6666666666666665,3.8182342284824466,-0.0005436671378812691
1.0,1.0,658.0,200.0,3.6666666666666665,3.920940224688417,-0.003798950311789516
1.0,1.0,712.0,200.0,3.6666666666666665,3.9492868694491126,-0.0053230764047113655
1.0,1.0,771.0,200.0,3.6666666666666665,3.9523144948424167,0.0035819412444228656
1.0,1.0,835.0,200.0,3.6666666666666665,4.053945041370544,0.0013600632903464484
1.0,1.0,904.0,200.0,3.6666666666666665,4.052258862584285,0.0007364747644617148
1.0,1.0,979.0,200.0,3.6666666666666665,4.098901051497624,0.003287202059388812
1.0,1.0,1059.0,200.0,3.6666666666666665,4.111916731590643,0.00303678605680155
1.0,1.0,1147.0,200.0,3.6666666666666665,4.122125798677818,0.0016800780531591487
1.0,1.0,1242.0,200.0,3.6666666666666665,4.165244587711032,0.008884230175563414
1.0,1.0,1344.0,200.0,3.6666666666666665,4.24368866870411,0.012231862264516061
1.0,1.0,1455.0,200.0,3.6666666666666665,4.23958033764813,0.005184758256033594
1.0,1.0,1576.0,200.0,3.6666666666666665,4.3509699537407975,0.012371173664992232
1.0,1.0,1706.0,200.0,3.6666666666666665,4.340774481808409,0.005064292750597083
1.0,1.0,1847.0,200.0,3.6666666666666665,4.348025257474744,-0.0020898374851427513
1.0,1.0,2000.0,200.0,3.6666666666666665,4.462306791230427,-0.007110986476813356
1.0,1.0,20.0,200.0,5.0,1.1287780096259128,-0.0019269682818284233
1.0,1.0,21.0,200.0,5.0,1.12878270143538,0.012396455901631078
1.0,1.0,23.0,200.0,5.0,1.149887038524813,0.011630103163553061
1.0,1.0,25.0,200.0,5.0,1.2562170206635441,0.006118792879826545
1.0,1.0,27.0,200.0,5.0,1.271015746168605,0.007806812402709305
1.0,1.0,29.0,200.0,5.0,1.308377718071834,0.011748569108579706
1.0,1.0,31.0,200.0,5.0,1.322043750380264,0.018547952551373908
1.0,1.0,34.0,200.0,5.0,1.328031180472586,0.004697484429534008
1.0,1.0,36.0,200.0,5.0,1.3237837842932272,0.0034746895928138835
1.0,1.0,39.0,200.0,5.0,1.3407754356485615,0.00941054429529335
1.0,1.0,43.0,200.0,5.0,1.3466982864217087,0.008911229911353236
1.0,1.0,46.0,200.0,5.0,1.3798184685564125,0.013951684375158126
1.0,1.0,50.0,200.0,5.0,1.4032108936847774,0.016496140397093018
1.0,1.0,54.0,200.0,5.0,1.4413973305574044,0.010517015089451543
1.0,1.0,58.0,200.0,5.0,1.437023362567502,0.020305631354637723
1.0,1.0,63.0,200.0,5.0,1.4751013236461332,0.017033112055906328
1.0,1.0,68.0,200.0,5.0,1.5283764393646748,0.01964019335730607
1.0,1.0,73.0,200.0,5.0,1.5937019453687593,0.012595737013340519
1.0,1.0,79.0,200.0,5.0,1.6264010130314077,0.01541411783556021
1.0,1.0,85.0,200.0,5.0,1.6858191482121319,0.014918009592556403
1.0,1.0,92.0,200.0,5.0,1.746278026957703,0.013652648384973674
1.0,1.0,100.0,200.0,5.0,1.75817957598931,0.010977554468648865
1.0,1.0,108.0,200.0,5.0,1.9209927120785688,0.009294548692927831
1.0,1.0,116.0,200.0,5.0,2.264910175867916,0.00691913873820376
1.0,1.0,126.0,200.0,5.0,2.7280634336835567,0.01923622515054443
1.0,1.0,136.0,200.0,5.0,3.336981337827307,0.011852966180077492
1.0,1.0,147.0,200.0,5.0,3.585959869895875,0.004854891653063948
1.0,1.0,158.0,200.0,5.0,4.212258157347212,0.004862687971588168
1.0,1.0,171.0,200.0,5.0,6.929139005522382,0.011035313774486591
1.0,1.0,185.0,200.0,5.0,14.574966098952276,0.007653785900561662
1.0,1.0,200.0,200.0,5.0,73163.81106133216,0.0005767957207220515
1.0,1.0,216.0,200.0,5.0,9.189170411184888,-0.0011135366519350052
1.0,1.0,234.0,200.0,5.0,6.393209198724412,0.0001522645005945415
1.0,1.0,254.0,200.0,5.0,5.222441298500255,0.006514033764393363
1.0,1.0,275.0,200.0,5.0,4.667610860441498,0.009074578756120109
1.0,1.0,297.0,200.0,5.0,4.451354031817855,0.004576174585085625
1.0,1.0,322.0,200.0,5.0,4.324029565134245,-0.005084763534037863
1.0,1.0,348.0,200.0,5.0,4.192842199533155,-0.009008650655676792
1.0,1.0,377.0,200.0,5.0,4.1439407445734755,-0.018617926278206447
1.0,1.0,408.0,200.0,5.0,4.056181696336718,-0.018542758072297105
1.0,1.0,442.0,200.0,5.0,4.196878140399379,-0.015570909687686102
1.0,1.0,479.0,200.0,5.0,4.403792261563186,-0.013455824594157373
1.0,1.0,518.0,200.0,5.0,4.5251285522139035,-0.012898845501198405
1.0,1.0,561.0,200.0,5.0,4.525557857443578,-0.0030861998276231046
1.0,1.0,608.0,200.0,5.0,4.688401323991602,-2.8276088772250484e-05
1.0,1.0,658.0,200.0,5.0,4.840993403812623,-0.0038277865554620376
1.0,1.0,712.0,200.0,5.0,4.895370248155734,-0.005608130229145701
1.0,1.0,771.0,200.0,5.0,4.911442943124386,0.004781063659974141
1.0,1.0,835.0,200.0,5.0,5.0639547142722465,0.002191798928846705
1.0,1.0,904.0,200.0,5.0,5.071987348959581,0.001464746134650471
1.0,1.0,979.0,200.0,5.0,5.144529355758519,0.004437703389395462
1.0,1.0,1059.0,200.0,5.0,5.17311310022634,0.004145950512584058
1.0,1.0,1147.0,200.0,5.0,5.196622943241174,0.0025648497186753698
1.0,1.0,1242.0,200.0,5.0,5.258119873143506,0.010951989374759732
1.0,1.0,1344.0,200.0,5.0,5.369769771157442,0.014842032352640944
1.0,1.0,1455.0,200.0,5.0,5.367826337846488,0.006647671459070975
1.0,1.0,1576.0,200.0,5.0,5.519949080521796,0.015003813488491752
1.0,1.0,1706.0,200.0,5.0,5.5175873888110525,0.006507416034312102
1.0,1.0,1847.0,200.0,5.0,5.529256816503912,-0.001832424732692735
1.0,1.0,2000.0,200.0,5.0,5.681074657210993,-0.007697733485860355
1.0,100.0,20.0,200.0,1.0,1.1031601552126937,-0.0069481383876452245
1.0,100.0,21.0,200.0,1.0,1.1104495950957454,-0.0016244600225673621
1.0,100.0,23.0,200.0,1.0,1.1419437049777132,-0.0009127956721961943
1.0,100.0,25.0,200.0,1.0,1.2292911780928708,-0.003793665126575224
1.0,100.0,27.0,200.0,1.0,1.2571885635768372,-0.0018541836594329949
1.0,100.0,29.0,200.0,1.0,1.3203431592321697,7.20449657556952e-05
1.0,100.0,31.0,200.0,1.0,1.3343253517225617,0.0027139751358211776
1.0,100.0,34.0,200.0,1.0,1.3320230323683206,-0.0028397146701285986
1.0,100.0,36.0,200.0,1.0,1.3349839096634295,-0.002339338121477116
1.0,100.0,39.0,200.0,1.0,1.3756940890658453,7.020339402135743e-06
1.0,100.0,43.0,200.0,1.0,1.374700500394363,0.0006978091945073879
1.0,100.0,46.0,200.0,1.0,1.395436756781989,0.003136826952742956
1.0,100.0,50.0,200.0,1.0,1.4173701494294073,0.0035003474946870092
1.0,100.0,54.0,200.0,1.0,1.4437528448275416,0.0001563993751928264
1.0,100.0,58.0,200.0,1.0,1.4403313368184747,0.004890655772238824
1.0,100.0,63.0,200.0,1.0,1.4812957638922981,0.0038317626023842348
1.0,100.0,68.0,200.0,1.0,1.5244374353156758,0.006258432236957702
1.0,100.0,73.0,200.0,1.0,1.6294265361677236,0.003289740857291295
1.0,100.0,79.0,200.0,1.0,1.6694135461713697,0.0045156067279524675
1.0,100.0,85.0,200.0,1.0,1.7270613468534814,0.004470164493225809
1.0,100.0,92.0,200.0,1.0,1.779452766510575,0.0031100447640127495
1.0,100.0,100.0,200.0,1.0,1.7922069810199601,0.0026041906480312044
1.0,100.0,108.0,200.0,1.0,2.045220860780939,0.0006834096835689565
1.0,100.0,116.0,200.0,1.0,2.490034608078711,-0.0002324589699228666
1.0,100.0,126.0,200.0,1.0,2.7308256357521006,0.0060544440454455796
1.0,100.0,136.0,200.0,1.0,3.260956685651199,0.002798312677322939
1.0,100.0,147.0,200.0,1.0,3.6760342862185373,-0.0001789813870662601
1.0,100.0,158.0,200.0,1.0,4.12415295046489,-0.0009387532539351868
1.0,100.0,171.0,200.0,1.0,5.883699277936375,0.0009077147243572654
1.0,100.0,185.0,200.0,1.0,14.267159910650062,5.847601216849378e-05
1.0,100.0,200.0,200.0,1.0,55.05825048905413,-0.0026574259293292886
1.0,100.0,216.0,200.0,1.0,8.181523067026719,-0.00354649602299613
1.0,100.0,234.0,200.0,1.0,6.381498052178021,-0.0015488301586902243
1.0,100.0,254.0,200.0,1.0,4.434321981224753,0.0006642172033057378
1.0,100.0,275.0,200.0,1.0,3.521502060360824,0.0001071539076545129
1.0,100.0,297.0,200.0,1.0,3.2190213012992275,-0.0012566580548607415
1.0,100.0,322.0,200.0,1.0,2.8650392828934326,-0.006203969404253188
1.0,100.0,348.0,200.0,1.0,2.617807770730841,-0.007802074670693127
1.0,100.0,377.0,200.0,1.0,2.47884802623755,-0.012421991256504018
1.0,100.0,408.0,200.0,1.0,2.2449877195953043,-0.011406856969480376
1.0,100.0,442.0,200.0,1.0,2.160985447100148,-0.009822110014829119
1.0,100.0,479.0,200.0,1.0,2.1428946869294707,-0.00859411323811949
1.0,100.0,518.0,200.0,1.0,2.1035864832473847,-0.008757162028668395
1.0,100.0,561.0,200.0,1.0,2.073627873445244,-0.003541386978538819
1.0,100.0,608.0,200.0,1.0,2.077963707442302,-0.00248312893929438
1.0,100.0,658.0,200.0,1.0,2.084502197887146,-0.004272273308617464
1.0,100.0,712.0,200.0,1.0,2.0627568503639195,-0.004874252543822517
1.0,100.0,771.0,200.0,1.0,2.0405474985318115,-0.0010836200353235472
1.0,100.0,835.0,200.0,1.0,2.03231072834675,-0.003345631125747183
1.0,100.0,904.0,200.0,1.0,2.0213247684831224,-0.0028959998246570794
1.0,100.0,979.0,200.0,1.0,2.0087508781868157,-0.001338442896990312
1.0,100.0,1059.0,200.0,1.0,1.9978569718942374,-0.0019290990339889428
1.0,100.0,1147.0,200.0,1.0,1.9754380839715442,-0.002812989968963042
1.0,100.0,1242.0,200.0,1.0,1.9853690647882962,0.0016266980154634632
1.0,100.0,1344.0,200.0,1.0,1.9998553865084592,0.0026639608721052144
1.0,100.0,1455.0,200.0,1.0,1.994490694866536,0.0001823962673440674
1.0,100.0,1576.0,200.0,1.0,1.9950071781406853,0.0037013103742593334
1.0,100.0,1706.0,200.0,1.0,1.9961204180983771,2.9176392551036378e-05
1.0,100.0,1847.0,200.0,1.0,2.004585774837869,-0.003518388914792102
1.0,100.0,2000.0,200.0,1.0,2.011962993304281,-0.006824140590553207
1.0,100.0,20.0,200.0,2.333333333333333,1.1031601552126935,-0.00870878272755417
1.0,100.0,21.0,200.0,2.333333333333333,1.1104495950957465,-0.0005712242149322605
1.0,100.0,23.0,200.0,2.333333333333333,1.1419437049777141,0.0005131758533144398
1.0,100.0,25.0,200.0,2.333333333333333,1.2292911780928713,-0.0038815636642396175
1.0,100.0,27.0,200.0,2.333333333333333,1.257188563576838,-0.0009214400881532261
1.0,100.0,29.0,200.0,2.333333333333333,1.3203431592321708,0.0020124794596986747
1.0,100.0,31.0,200.0,2.333333333333333,1.3343253517225624,0.006026700087853924
1.0,100.0,34.0,200.0,2.333333333333333,1.3320230323683202,-0.002424851419299118
1.0,100.0,36.0,200.0,2.333333333333333,1.3349839096634293,-0.0016613409398077393
1.0,100.0,39.0,200.0,2.333333333333333,1.375694089065845,0.0019135356060698066
1.0,100.0,43.0,200.0,2.333333333333333,1.3747005003943624,0.002964313843711998
1.0,100.0,46.0,200.0,2.333333333333333,1.3954367567819896,0.006668128218035003
1.0,100.0,50.0,200.0,2.333333333333333,1.4173701494294066,0.007219319723277095
1.0,100.0,54.0,200.0,2.333333333333333,1.443752844827544,0.0021408259873902497
1.0,100.0,58.0,200.0,2.333333333333333,1.4403313368184754,0.009325362387563502
1.0,100.0,63.0,200.0,2.333333333333333,1.481295763892297,0.0077216401439040875
1.0,100.0,68.0,200.0,2.333333333333333,1.5244374353156758,0.011394119983398305
1.0,100.0,73.0,200.0,2.333333333333333,1.6294265361677236,0.006900012057179052
1.0,100.0,79.0,200.0,2.333333333333333,1.6694135461713708,0.008757554301496785
1.0,100.0,85.0,200.0,2.333333333333333,1.7270613468534808,0.0086887407676528
1.0,100.0,92.0,200.0,2.333333333333333,1.7794527665105768,0.006627510815477098
1.0,100.0,100.0,200.0,2.333333333333333,1.7922069810199601,0.005860118631113275
1.0,100.0,108.0,200.0,2.333333333333333,2.04522086078094,0.002942418272146006
1.0,100.0,116.0,200.0,2.333333333333333,2.4900346080787115,0.0015490759476660012
1.0,100.0,126.0,200.0,2.333333333333333,2.730825635752099,0.01108578799234234
1.0,100.0,136.0,200.0,2.333333333333333,3.2609566856512204,0.006154656122422216
1.0,100.0,147.0,200.0,2.333333333333333,3.676034286218469,0.0016304706762874115
1.0,100.0,158.0,200.0,2.333333333333333,4.124152950464918,0.0004736372795439569
1.0,100.0,171.0,200.0,2.333333333333333,5.8836992779366115,0.0032834530685883967
1.0,100.0,185.0,200.0,2.333333333333333,14.267159910649795,0.0019918330096608374
1.0,100.0,200.0,200.0,2.333333333333333,55.05825048911035,-0.002146655831468274
1.0,100.0,216.0,200.0,2.333333333333333,8.263954579489496,-0.00350398974713501
1.0,100.0,234.0,200.0,2.333333333333333,6.576041505103102,-0.0004559443236625991
1.0,100.0,254.0,200.0,2.333333333333333,4.768179444672802,0.002913234094106918
1.0,100.0,275.0,200.0,2.333333333333333,3.9248580094826333,0.002065899657478645
1.0,100.0,297.0,200.0,2.333333333333333,3.658489926020037,-1.0683308102100044e-05
1.0,100.0,322.0,200.0,2.333333333333333,3.36812222872324,-0.007568589928213573
1.0,100.0,348.0,200.0,2.333333333333333,3.141988526904046,-0.010018220376415927
1.0,100.0,377.0,200.0,2.333333333333333,3.041732069527882,-0.017121923036693736
1.0,100.0,408.0,200.0,2.333333333333333,2.8503934557255812,-0.015558234763537527
1.0,100.0,442.0,200.0,2.333333333333333,2.8325468840101227,-0.013120259938995236
1.0,100.0,479.0,200.0,2.333333333333333,2.890814922351914,-0.011233753778087368
1.0,100.0,518.0,200.0,2.333333333333333,2.902941112241247,-0.011484103361850094
1.0,100.0,561.0,200.0,2.333333333333333,2.883319857529674,-0.0034961862277613754
