λ,μ,p,n,snr,MSE,null_risk
1.0,100.0,608.0,200.0,2.333333333333333,2.939061783059986,-0.0018807063122103227
1.0,100.0,658.0,200.0,2.333333333333333,2.9997615599023826,-0.004612957922167994
1.0,100.0,712.0,200.0,2.333333333333333,3.003241546156217,-0.005533398602930298
1.0,100.0,771.0,200.0,2.333333333333333,2.995634448264629,0.0002529563124095579
1.0,100.0,835.0,200.0,2.333333333333333,3.0248873529462705,-0.0031972213434820905
1.0,100.0,904.0,200.0,2.333333333333333,3.037111840174756,-0.002510760375660644
1.0,100.0,979.0,200.0,2.333333333333333,3.0465617555358326,-0.00013530696206022613
1.0,100.0,1059.0,200.0,2.333333333333333,3.059880681041853,-0.0010356676151127263
1.0,100.0,1147.0,200.0,2.333333333333333,3.0364982788517385,-0.002384062838894577
1.0,100.0,1242.0,200.0,2.333333333333333,3.0715704927427643,0.00437604577333189
1.0,100.0,1344.0,200.0,2.333333333333333,3.1208165718720644,0.005950813426637403
1.0,100.0,1455.0,200.0,2.333333333333333,3.130361995235315,0.0021803783271907968
1.0,100.0,1576.0,200.0,2.333333333333333,3.1473424179736904,0.007523937606291368
1.0,100.0,1706.0,200.0,2.333333333333333,3.1635088674397966,0.0019472498392795739
1.0,100.0,1847.0,200.0,2.333333333333333,3.195746591921848,-0.0034610596570435904
1.0,100.0,2000.0,200.0,2.333333333333333,3.216680693882088,-0.008518737120039149
1.0,100.0,20.0,200.0,3.6666666666666665,1.103160155212693,-0.010005341773603049
1.0,100.0,21.0,200.0,3.6666666666666665,1.110449595095747,0.00020069501155682153
1.0,100.0,23.0,200.0,3.6666666666666665,1.1419437049777148,0.0015575909520144148
1.0,100.0,25.0,200.0,3.6666666666666665,1.2292911780928717,-0.003946111785518992
1.0,100.0,27.0,200.0,3.6666666666666665,1.2571885635768383,-0.00023768617500822243
1.0,100.0,29.0,200.0,3.6666666666666665,1.3203431592321717,0.0034324052897964446
1.0,100.0,31.0,200.0,3.6666666666666665,1.3343253517225628,0.008444805440745847
1.0,100.0,34.0,200.0,3.6666666666666665,1.3320230323683198,-0.002120459997842906
1.0,100.0,36.0,200.0,3.6666666666666665,1.3349839096634293,-0.001164110441728752
1.0,100.0,39.0,200.0,3.6666666666666665,1.3756940890658444,0.003308725035958616
1.0,100.0,43.0,200.0,3.6666666666666665,1.3747005003943624,0.004621877794118996
1.0,100.0,46.0,200.0,3.6666666666666665,1.3954367567819899,0.009244746694125417
1.0,100.0,50.0,200.0,3.6666666666666665,1.4173701494294062,0.00993193243838473
1.0,100.0,54.0,200.0,3.6666666666666665,1.443752844827546,0.00359282956185449
1.0,100.0,58.0,200.0,3.6666666666666665,1.4403313368184758,0.012555716035034338
1.0,100.0,63.0,200.0,3.6666666666666665,1.4812957638922972,0.010558012221103212
1.0,100.0,68.0,200.0,3.6666666666666665,1.5244374353156764,0.015130121349214815
1.0,100.0,73.0,200.0,3.6666666666666665,1.6294265361677236,0.009533867436991911
1.0,100.0,79.0,200.0,3.6666666666666665,1.669413546171371,0.011848614735076915
1.0,100.0,85.0,200.0,3.6666666666666665,1.7270613468534801,0.011762905231184107
1.0,100.0,92.0,200.0,3.6666666666666665,1.779452766510579,0.009194099828452673
1.0,100.0,100.0,200.0,3.6666666666666665,1.79220698101996,0.008237012746999983
1.0,100.0,108.0,200.0,3.6666666666666665,2.045220860780938,0.0045945223253264465
1.0,100.0,116.0,200.0,3.6666666666666665,2.490034608078711,0.0028530941840422463
1.0,100.0,126.0,200.0,3.6666666666666665,2.7308256357520952,0.01474661201007267
1.0,100.0,136.0,200.0,3.6666666666666665,3.260956685651236,0.008604404503329286
1.0,100.0,147.0,200.0,3.6666666666666665,3.6760342862184165,0.002954857615841902
1.0,100.0,158.0,200.0,3.6666666666666665,4.124152950464938,0.001508130077760979
1.0,100.0,171.0,200.0,3.6666666666666665,5.883699277936784,0.005020562335350846
1.0,100.0,185.0,200.0,3.6666666666666665,14.2671599106496,0.0034065976598476612
1.0,100.0,200.0,200.0,3.6666666666666665,55.05825048915134,-0.0017719581369038892
1.0,100.0,216.0,200.0,3.6666666666666665,8.346989219254771,-0.0034727822998485837
1.0,100.0,234.0,200.0,3.6666666666666665,6.772714210495139,0.0003449789971500984
1.0,100.0,254.0,200.0,3.6666666666666665,5.101526919682837,0.004558060271511853
1.0,100.0,275.0,200.0,3.6666666666666665,4.328213692386233,0.003499178135427214
1.0,100.0,297.0,200.0,3.6666666666666665,4.100612488927658,0.000902186681663805
1.0,100.0,322.0,200.0,3.6666666666666665,3.8766468577170525,-0.008572853592398644
1.0,100.0,348.0,200.0,3.6666666666666665,3.67046363740082,-0.011651436982790194
1.0,100.0,377.0,200.0,3.6666666666666665,3.6100530933599075,-0.020599349365687487
1.0,100.0,408.0,200.0,3.6666666666666665,3.4598657002536055,-0.018627155520644097
1.0,100.0,442.0,200.0,3.6666666666666665,3.5086482520263167,-0.015555130017508316
1.0,100.0,479.0,200.0,3.6666666666666665,3.6436073825169975,-0.013180411646265608
1.0,100.0,518.0,200.0,3.6666666666666665,3.7069614627886325,-0.013495427360580726
1.0,100.0,561.0,200.0,3.6666666666666665,3.6971854414403533,-0.0034630006918496097
1.0,100.0,608.0,200.0,3.6666666666666665,3.8025136070483727,-0.0014388429415580876
1.0,100.0,658.0,200.0,3.6666666666666665,3.9161580460692638,-0.004863246666534841
1.0,100.0,712.0,200.0,3.6666666666666665,3.944641946809388,-0.00601791053130024
1.0,100.0,771.0,200.0,3.6666666666666665,3.951740293247458,0.00123205025846716
1.0,100.0,835.0,200.0,3.6666666666666665,4.018969247556077,-0.0030882809500073116
1.0,100.0,904.0,200.0,3.6666666666666665,4.054113634307577,-0.002228089951280319
1.0,100.0,979.0,200.0,3.6666666666666665,4.0864173725474835,0.0007462431659755388
1.0,100.0,1059.0,200.0,3.6666666666666665,4.124664736537823,-0.000380686881619573
1.0,100.0,1147.0,200.0,3.6666666666666665,4.101108473527301,-0.00206936016945722
1.0,100.0,1242.0,200.0,3.6666666666666665,4.1609413110790605,0.006384978795234049
1.0,100.0,1344.0,200.0,3.6666666666666665,4.244170103545777,0.00835014716663129
1.0,100.0,1455.0,200.0,3.6666666666666665,4.2679386251458,0.003642265094407356
1.0,100.0,1576.0,200.0,3.6666666666666665,4.301646901234229,0.01031162083561443
1.0,100.0,1706.0,200.0,3.6666666666666665,4.332907939425582,0.0033508686887440088
1.0,100.0,1847.0,200.0,3.6666666666666665,4.3889097749451125,-0.0034189704743776313
1.0,100.0,2000.0,200.0,3.6666666666666665,4.422147353000031,-0.00976652175606519
1.0,100.0,20.0,200.0,5.0,1.1031601552126928,-0.011083042593021692
1.0,100.0,21.0,200.0,5.0,1.1104495950957471,0.000839948004304487
1.0,100.0,23.0,200.0,5.0,1.1419437049777155,0.0024220676556906385
1.0,100.0,25.0,200.0,5.0,1.229291178092872,-0.003999648071714096
1.0,100.0,27.0,200.0,5.0,1.257188563576839,0.00032864657493764256
1.0,100.0,29.0,200.0,5.0,1.3203431592321726,0.004606864166680789
1.0,100.0,31.0,200.0,5.0,1.3343253517225633,0.010441016668641046
1.0,100.0,34.0,200.0,5.0,1.3320230323683198,-0.0018681660442212507
1.0,100.0,36.0,200.0,5.0,1.3349839096634293,-0.0007521277985760066
1.0,100.0,39.0,200.0,5.0,1.375694089065844,0.004462778046856387
1.0,100.0,43.0,200.0,5.0,1.3747005003943622,0.005992271081664596
1.0,100.0,46.0,200.0,5.0,1.39543675678199,0.011371145813981815
1.0,100.0,50.0,200.0,5.0,1.4173701494294058,0.012169955543807509
1.0,100.0,54.0,200.0,5.0,1.4437528448275476,0.004793747477287701
1.0,100.0,58.0,200.0,5.0,1.4403313368184767,0.015218108236044749
1.0,100.0,63.0,200.0,5.0,1.4812957638922968,0.012897561104985814
1.0,100.0,68.0,200.0,5.0,1.5244374353156769,0.018206043882206372
1.0,100.0,73.0,200.0,5.0,1.6294265361677236,0.01170725436916625
1.0,100.0,79.0,200.0,5.0,1.669413546171372,0.014396927699955141
1.0,100.0,85.0,200.0,5.0,1.7270613468534801,0.014297375929837847
1.0,100.0,92.0,200.0,5.0,1.7794527665105815,0.01131226424116471
1.0,100.0,100.0,200.0,5.0,1.7922069810199592,0.010199362821375601
1.0,100.0,108.0,200.0,5.0,2.045220860780941,0.005960415951009649
1.0,100.0,116.0,200.0,5.0,2.4900346080787106,0.00393192007879637
1.0,100.0,126.0,200.0,5.0,2.730825635752096,0.017761111817086686
1.0,100.0,136.0,200.0,5.0,3.260956685651247,0.010626611243408385
1.0,100.0,147.0,200.0,5.0,3.676034286218376,0.004050492439784094
1.0,100.0,158.0,200.0,5.0,4.124152950464955,0.0023644098852164206
1.0,100.0,171.0,200.0,5.0,5.8836992779369295,0.00645650018121563
1.0,100.0,185.0,200.0,5.0,14.267159910649427,0.004576799073540985
1.0,100.0,200.0,200.0,5.0,55.05825048918568,-0.0014614308982293035
1.0,100.0,216.0,200.0,5.0,8.430308288140289,-0.003446903273043347
1.0,100.0,234.0,200.0,5.0,6.970391051172503,0.001008215563073194
1.0,100.0,254.0,200.0,5.0,5.434633888978466,0.005917955834157085
1.0,100.0,275.0,200.0,5.0,4.731569249743846,0.004684651227605968
1.0,100.0,297.0,200.0,5.0,4.543986623933854,0.0016579676247349892
1.0,100.0,322.0,200.0,5.0,4.387737732922317,-0.009407176376474079
1.0,100.0,348.0,200.0,5.0,4.200963924700684,-0.013009749750101711
1.0,100.0,377.0,200.0,5.0,4.180938145691267,-0.02350025370910094
1.0,100.0,408.0,200.0,5.0,4.071255671605305,-0.021185599797144735
1.0,100.0,442.0,200.0,5.0,4.186890608529063,-0.017582885501775086
1.0,100.0,479.0,200.0,5.0,4.398697537698552,-0.014800265453552145
1.0,100.0,518.0,200.0,5.0,4.513182123405451,-0.015169273006008354
1.0,100.0,561.0,200.0,5.0,4.513019255477528,-0.003435481417404961
1.0,100.0,608.0,200.0,5.0,4.667075436462835,-0.0010726977946822949
1.0,100.0,658.0,200.0,5.0,4.833090789209982,-0.005070905575640861
1.0,100.0,712.0,200.0,5.0,4.886474185197173,-0.006420066658553158
1.0,100.0,771.0,200.0,5.0,4.908326639574522,0.002042558891614729
1.0,100.0,835.0,200.0,5.0,5.013761013237886,-0.0029979539462499805
1.0,100.0,904.0,200.0,5.0,5.071688280032213,-0.0019937901069025173
1.0,100.0,979.0,200.0,5.0,5.127237269406838,0.001476136475022339
1.0,100.0,1059.0,200.0,5.0,5.19075054521296,0.0001618427683502869
1.0,100.0,1147.0,200.0,5.0,5.167392814464408,-0.0018085246731934788
1.0,100.0,1242.0,200.0,5.0,5.251806783884362,0.008044739244273982
1.0,100.0,1344.0,200.0,5.0,5.368651843068013,0.010330935444355725
1.0,100.0,1455.0,200.0,5.0,5.4063194723074135,0.004851334401983979
1.0,100.0,1576.0,200.0,5.0,5.456880061033447,0.01261123428101762
1.0,100.0,1706.0,200.0,5.0,5.5032552019965735,0.004511875625422741
1.0,100.0,1847.0,200.0,5.0,5.583017254769709,-0.00338406836669651
1.0,100.0,2000.0,200.0,5.0,5.627967213867917,-0.010803594137396299
1.0,200.0,20.0,200.0,1.0,1.1002990565935027,-0.011104630797287771
1.0,200.0,21.0,200.0,1.0,1.1085388515425239,-0.006960928473912745
1.0,200.0,23.0,200.0,1.0,1.1410691252440732,-0.005157751458851853
1.0,200.0,25.0,200.0,1.0,1.2229952344015107,-0.00843003959239969
1.0,200.0,27.0,200.0,1.0,1.252252965987922,-0.005284431845781144
1.0,200.0,29.0,200.0,1.0,1.3156470666488465,-0.003218556593209951
1.0,200.0,31.0,200.0,1.0,1.328985952452233,-0.0010530320385019668
1.0,200.0,34.0,200.0,1.0,1.327376943002731,-0.00583980626262649
1.0,200.0,36.0,200.0,1.0,1.331206075974535,-0.0042665620068240975
1.0,200.0,39.0,200.0,1.0,1.3720297583577281,-0.002264842548385695
1.0,200.0,43.0,200.0,1.0,1.3701757387019133,-0.000640805300352124
1.0,200.0,46.0,200.0,1.0,1.3894425716491328,0.0019465218167831243
1.0,200.0,50.0,200.0,1.0,1.4107051467451424,0.00149759296217907
1.0,200.0,54.0,200.0,1.0,1.436728456818291,-0.002475614311978072
1.0,200.0,58.0,200.0,1.0,1.4333230655711868,0.002523916168256695
1.0,200.0,63.0,200.0,1.0,1.4741424299212909,0.001916140368338004
1.0,200.0,68.0,200.0,1.0,1.5203161598363468,0.0055926110979576385
1.0,200.0,73.0,200.0,1.0,1.6247168277569934,0.00288080783020593
1.0,200.0,79.0,200.0,1.0,1.6655087874530392,0.0040458418458835564
1.0,200.0,85.0,200.0,1.0,1.7200965340589809,0.004183748129209552
1.0,200.0,92.0,200.0,1.0,1.7706176825022284,0.0020309840296992196
1.0,200.0,100.0,200.0,1.0,1.7839695537413391,0.002246714607606288
1.0,200.0,108.0,200.0,1.0,2.0406740053103154,-0.0008464932662555437
1.0,200.0,116.0,200.0,1.0,2.476946519356075,-0.001599265156679546
1.0,200.0,126.0,200.0,1.0,2.715430876495896,0.005369934058905068
1.0,200.0,136.0,200.0,1.0,3.2302769075410493,0.0022343003559889807
1.0,200.0,147.0,200.0,1.0,3.636521545828493,-0.0005458989973045735
1.0,200.0,158.0,200.0,1.0,4.093645753006667,-0.0020789766180956443
1.0,200.0,171.0,200.0,1.0,5.866327864949909,-0.0011984657754632183
1.0,200.0,185.0,200.0,1.0,14.267022256238526,-0.0013506354419791152
1.0,200.0,200.0,200.0,1.0,54.0197277331726,-0.003583066912710909
1.0,200.0,216.0,200.0,1.0,8.225814032046022,-0.004604295663112362
1.0,200.0,234.0,200.0,1.0,6.406382402143506,-0.0011606735475170804
1.0,200.0,254.0,200.0,1.0,4.445551419432519,0.000391827183234212
1.0,200.0,275.0,200.0,1.0,3.523652101871935,-0.0019074072535333949
1.0,200.0,297.0,200.0,1.0,3.221252446700211,-0.0025882934693068765
1.0,200.0,322.0,200.0,1.0,2.8653732963800067,-0.008156300708409512
1.0,200.0,348.0,200.0,1.0,2.618454003783737,-0.009601498425710998
1.0,200.0,377.0,200.0,1.0,2.480246898526178,-0.014596575093998592
1.0,200.0,408.0,200.0,1.0,2.2454435779463933,-0.012583178054246334
1.0,200.0,442.0,200.0,1.0,2.1611586209743097,-0.010720169124608476
1.0,200.0,479.0,200.0,1.0,2.1429948218255555,-0.009195392396066916
1.0,200.0,518.0,200.0,1.0,2.1037302809915897,-0.009773482040495843
1.0,200.0,561.0,200.0,1.0,2.0737684423327125,-0.003699280216703368
1.0,200.0,608.0,200.0,1.0,2.078560304902248,-0.0029569649918887763
1.0,200.0,658.0,200.0,1.0,2.0850750571713514,-0.004833943408626615
1.0,200.0,712.0,200.0,1.0,2.0633824722100957,-0.005240343394749837
1.0,200.0,771.0,200.0,1.0,2.0414606004433655,-0.0023334688647719654
1.0,200.0,835.0,200.0,1.0,2.0331567834907953,-0.005709256359688116
1.0,200.0,904.0,200.0,1.0,2.0221938788879923,-0.004468967511548935
1.0,200.0,979.0,200.0,1.0,2.0092255330129527,-0.002689671872949248
1.0,200.0,1059.0,200.0,1.0,1.998217455423942,-0.003746889427916404
1.0,200.0,1147.0,200.0,1.0,1.9758399352938256,-0.004805094154082941
1.0,200.0,1242.0,200.0,1.0,1.9858559687877937,0.0002902851552450284
1.0,200.0,1344.0,200.0,1.0,2.0008959613856163,0.0005796142975243561
1.0,200.0,1455.0,200.0,1.0,1.9950969008701345,-0.0006389356093174904
1.0,200.0,1576.0,200.0,1.0,1.9948699028551347,0.002596387926697863
1.0,200.0,1706.0,200.0,1.0,1.9967769489734972,-0.0008831510812375672
1.0,200.0,1847.0,200.0,1.0,2.0056208488630682,-0.004221062924416312
1.0,200.0,2000.0,200.0,1.0,2.01276515246764,-0.008222476952071407
1.0,200.0,20.0,200.0,2.333333333333333,1.1002990565935034,-0.015092994700841838
1.0,200.0,21.0,200.0,2.333333333333333,1.1085388515425252,-0.008728386855924745
1.0,200.0,23.0,200.0,2.333333333333333,1.141069125244077,-0.005967073292873722
1.0,200.0,25.0,200.0,2.333333333333333,1.2229952344015127,-0.010981872012291885
1.0,200.0,27.0,200.0,2.333333333333333,1.2522529659879267,-0.0061609000545046685
1.0,200.0,29.0,200.0,2.333333333333333,1.3156470666488531,-0.003003181502370603
1.0,200.0,31.0,200.0,2.333333333333333,1.3289859524522312,0.00029955496770090844
1.0,200.0,34.0,200.0,2.333333333333333,1.3273769430027318,-0.0070109459032425365
1.0,200.0,36.0,200.0,2.333333333333333,1.3312060759745359,-0.004604227947844324
1.0,200.0,39.0,200.0,2.333333333333333,1.372029758357726,-0.0015477044908362898
1.0,200.0,43.0,200.0,2.333333333333333,1.3701757387019142,0.0009274059859466681
1.0,200.0,46.0,200.0,2.333333333333333,1.3894425716491383,0.004861789363849871
1.0,200.0,50.0,200.0,2.333333333333333,1.4107051467451408,0.004179915433063868
1.0,200.0,54.0,200.0,2.333333333333333,1.4367284568182943,-0.0018692412768550294
1.0,200.0,58.0,200.0,2.333333333333333,1.4333230655711893,0.005738301595638846
1.0,200.0,63.0,200.0,2.333333333333333,1.4741424299212906,0.004815653692139121
1.0,200.0,68.0,200.0,2.333333333333333,1.520316159836357,0.010387460011783317
1.0,200.0,73.0,200.0,2.333333333333333,1.6247168277569919,0.006279805543701684
1.0,200.0,79.0,200.0,2.333333333333333,1.6655087874530357,0.008046019547417337
1.0,200.0,85.0,200.0,2.333333333333333,1.7200965340589784,0.00825493898953771
1.0,200.0,92.0,200.0,2.333333333333333,1.7706176825022284,0.004990041277180381
1.0,200.0,100.0,200.0,2.333333333333333,1.7839695537413274,0.005317564829821838
1.0,200.0,108.0,200.0,2.333333333333333,2.0406740053103096,0.0006141627022738292
1.0,200.0,116.0,200.0,2.333333333333333,2.47694651935609,-0.0005328195621540527
1.0,200.0,126.0,200.0,2.333333333333333,2.7154308764958857,0.010050626653097165
1.0,200.0,136.0,200.0,2.333333333333333,3.2302769075409867,0.005298719508621204
1.0,200.0,147.0,200.0,2.333333333333333,3.6365215458284395,0.00107191623270952
1.0,200.0,158.0,200.0,2.333333333333333,4.093645753006625,-0.001264221108438098
1.0,200.0,171.0,200.0,2.333333333333333,5.866327864949746,7.798346290946525e-05
1.0,200.0,185.0,200.0,2.333333333333333,14.267022256235458,-0.00015388687162015775
1.0,200.0,200.0,200.0,2.333333333333333,54.01972773308164,-0.0035598490838266487
1.0,200.0,216.0,200.0,2.333333333333333,8.307854924854857,-0.005120557268898108
1.0,200.0,234.0,200.0,2.333333333333333,6.600496121897729,0.00013556403475718627
1.0,200.0,254.0,200.0,2.333333333333333,4.779134292555644,0.0024989718278998416
1.0,200.0,275.0,200.0,2.333333333333333,3.926390136379241,-0.001002592056739832
1.0,200.0,297.0,200.0,2.333333333333333,3.659992507406905,-0.0020411648686009206
1.0,200.0,322.0,200.0,2.333333333333333,3.3667541907902674,-0.010561727480185464
1.0,200.0,348.0,200.0,2.333333333333333,3.1415208446742713,-0.012781175360647245
1.0,200.0,377.0,200.0,2.333333333333333,3.0427883031300813,-0.020476822609345337
1.0,200.0,408.0,200.0,2.333333333333333,2.8506074675770448,-0.017370354605027817
1.0,200.0,442.0,200.0,2.333333333333333,2.8325111448950784,-0.014501363971807903
1.0,200.0,479.0,200.0,2.333333333333333,2.890828698994407,-0.012157177276058457
1.0,200.0,518.0,200.0,2.333333333333333,2.902829930947238,-0.01304551132608431
1.0,200.0,561.0,200.0,2.333333333333333,2.883120956356507,-0.0037373704385850917
1.0,200.0,608.0,200.0,2.333333333333333,2.9397250516729536,-0.0026038182146005296
1.0,200.0,658.0,200.0,2.333333333333333,3.0005160495831804,-0.005471747095320955
1.0,200.0,712.0,200.0,2.333333333333333,3.0040421583868797,-0.006093439851322245
1.0,200.0,771.0,200.0,2.333333333333333,2.9970180444210417,-0.001652387582152004
1.0,200.0,835.0,200.0,2.333333333333333,3.026030134891808,-0.006811085087642633
1.0,200.0,904.0,200.0,2.333333333333333,3.0384285130747077,-0.004913645095045531
1.0,200.0,979.0,200.0,2.333333333333333,3.047121575802048,-0.002195863341128915
1.0,200.0,1059.0,200.0,2.333333333333333,3.060038478988017,-0.0038101019685681603
1.0,200.0,1147.0,200.0,2.333333333333333,3.03687164144041,-0.005427624674858842
1.0,200.0,1242.0,200.0,2.333333333333333,3.0721038624136914,0.002344511515202701
1.0,200.0,1344.0,200.0,2.333333333333333,3.122358742515831,0.002784579352776905
1.0,200.0,1455.0,200.0,2.333333333333333,3.1312451759874946,0.0009302530346095201
1.0,200.0,1576.0,200.0,2.333333333333333,3.1470918886533665,0.005848278417825098
1.0,200.0,1706.0,200.0,2.333333333333333,3.164271607134101,0.0005583291469022114
1.0,200.0,1847.0,200.0,2.333333333333333,3.197172553935074,-0.0045346824563546944
1.0,200.0,2000.0,200.0,2.333333333333333,3.2178021377863164,-0.01066328660170492
1.0,200.0,20.0,200.0,3.6666666666666665,1.1002990565935038,-0.01804064934574504
1.0,200.0,21.0,200.0,3.6666666666666665,1.1085388515425263,-0.010029978469885258
1.0,200.0,23.0,200.0,3.6666666666666665,1.1410691252440797,-0.006562123893186844
1.0,200.0,25.0,200.0,3.6666666666666665,1.222995234401514,-0.012863505899269287
1.0,200.0,27.0,200.0,3.6666666666666665,1.2522529659879311,-0.006805392462630511
1.0,200.0,29.0,200.0,3.6666666666666665,1.3156470666488578,-0.002845103301903954
1.0,200.0,31.0,200.0,3.6666666666666665,1.3289859524522294,0.0012903494530740692
1.0,200.0,34.0,200.0,3.6666666666666665,1.3273769430027336,-0.007872543653681657
1.0,200.0,36.0,200.0,3.6666666666666665,1.3312060759745368,-0.004852297710755465
1.0,200.0,39.0,200.0,3.6666666666666665,1.372029758357725,-0.0010218045047274429
1.0,200.0,43.0,200.0,3.6666666666666665,1.3701757387019151,0.0020757127259795533
1.0,200.0,46.0,200.0,3.6666666666666665,1.3894425716491428,0.006991317739463819
1.0,200.0,50.0,200.0,3.6666666666666665,1.4107051467451397,0.006140111266950649
1.0,200.0,54.0,200.0,3.6666666666666665,1.4367284568182968,-0.001424483412533135
1.0,200.0,58.0,200.0,3.6666666666666665,1.4333230655711924,0.008085047263213309
1.0,200.0,63.0,200.0,3.6666666666666665,1.4741424299212897,0.006933734664481727
1.0,200.0,68.0,200.0,3.6666666666666665,1.520316159836365,0.013877777344565913
1.0,200.0,73.0,200.0,3.6666666666666665,1.6247168277569914,0.0087604923604237
1.0,200.0,79.0,200.0,3.6666666666666665,1.6655087874530323,0.010962220749477013
1.0,200.0,85.0,200.0,3.6666666666666665,1.7200965340589758,0.011222517393825291
1.0,200.0,92.0,200.0,3.6666666666666665,1.7706176825022282,0.007151384754379231
1.0,200.0,100.0,200.0,3.6666666666666665,1.7839695537413194,0.007560106899416214
1.0,200.0,108.0,200.0,3.6666666666666665,2.0406740053103025,0.001683916136327962
1.0,200.0,116.0,200.0,3.6666666666666665,2.476946519356106,0.00024876310855063364
1.0,200.0,126.0,200.0,3.6666666666666665,2.7154308764958777,0.013458582282604874
1.0,200.0,136.0,200.0,3.6666666666666665,3.2302769075409437,0.007536591428508797
1.0,200.0,147.0,200.0,3.6666666666666665,3.6365215458284017,0.002256441111617853
1.0,200.0,158.0,200.0,3.6666666666666665,4.093645753006598,-0.000666836452302687
1.0,200.0,171.0,200.0,3.6666666666666665,5.866327864949623,0.0010131307367436193
1.0,200.0,185.0,200.0,3.6666666666666665,14.267022256233199,0.0007229929849449346
1.0,200.0,200.0,200.0,3.6666666666666665,54.019727733014875,-0.003542802352169367
1.0,200.0,216.0,200.0,3.6666666666666665,8.390446201315067,-0.005499948976771422
1.0,200.0,234.0,200.0,3.6666666666666665,6.79653952857327,0.0010851755728545243
1.0,200.0,254.0,200.0,3.6666666666666665,5.111995014352212,0.004040430528515396
1.0,200.0,275.0,200.0,3.6666666666666665,4.328951442116246,-0.0003392789484473668
1.0,200.0,297.0,200.0,3.6666666666666665,4.101111306151109,-0.0016398200275766328
1.0,200.0,322.0,200.0,3.6666666666666665,3.8733937219644106,-0.012334984661621229
1.0,200.0,348.0,200.0,3.6666666666666665,3.6687014343273425,-0.01512813690741384
1.0,200.0,377.0,200.0,3.6666666666666665,3.6105339342216305,-0.024835466801122676
1.0,200.0,408.0,200.0,3.6666666666666665,3.4597476856579434,-0.020912813233097086
1.0,200.0,442.0,200.0,3.6666666666666665,3.508348087637998,-0.017294991808645684
1.0,200.0,479.0,200.0,3.6666666666666665,3.643490652088433,-0.014342544381990417
1.0,200.0,518.0,200.0,3.6666666666666665,3.706530949202343,-0.015460996774906291
1.0,200.0,561.0,200.0,3.6666666666666665,3.696567293872158,-0.0037653395409983307
1.0,200.0,608.0,200.0,3.6666666666666665,3.8031539076425034,-0.0023446815447954517
1.0,200.0,658.0,200.0,3.6666666666666665,3.917021952027538,-0.005940554220322317
1.0,200.0,712.0,200.0,3.6666666666666665,3.945548047123887,-0.006720721711899443
1.0,200.0,771.0,200.0,3.6666666666666665,3.9535062795387677,-0.0011528979326035171
1.0,200.0,835.0,200.0,3.6666666666666665,4.020314164476239,-0.0076215975370415075
1.0,200.0,904.0,200.0,3.6666666666666665,4.05579221582336,-0.005240391351820074
1.0,200.0,979.0,200.0,3.6666666666666665,4.086999307171598,-0.001833597930162456
1.0,200.0,1059.0,200.0,3.6666666666666665,4.12454593610012,-0.0038565200198455857
1.0,200.0,1147.0,200.0,3.6666666666666665,4.101403888243637,-0.005885193716766637
1.0,200.0,1242.0,200.0,3.6666666666666665,4.161479532241731,0.003847400430183917
1.0,200.0,1344.0,200.0,3.6666666666666665,4.246126109552237,0.004397315324022822
1.0,200.0,1455.0,200.0,3.6666666666666665,4.269054414741884,0.002079273451189819
1.0,200.0,1576.0,200.0,3.6666666666666665,4.301320418192974,0.008222242636042543
1.0,200.0,1706.0,200.0,3.6666666666666665,4.3337525626858415,0.001614074345448315
1.0,200.0,1847.0,200.0,3.6666666666666665,4.390608586324857,-0.00476507686946186
1.0,200.0,2000.0,200.0,3.6666666666666665,4.423514645743566,-0.012462731335198124
1.0,200.0,20.0,200.0,5.0,1.100299056593504,-0.02049751536666136
1.0,200.0,21.0,200.0,5.0,1.1085388515425276,-0.011111871730868767
1.0,200.0,23.0,200.0,5.0,1.1410691252440817,-0.00705612621024689
1.0,200.0,25.0,200.0,5.0,1.2229952344015145,-0.014429080509331433
1.0,200.0,27.0,200.0,5.0,1.2522529659879336,-0.007340487281538256
1.0,200.0,29.0,200.0,5.0,1.3156470666488618,-0.0027140457719566657
1.0,200.0,31.0,200.0,5.0,1.3289859524522285,0.002110526014189752
1.0,200.0,34.0,200.0,5.0,1.3273769430027351,-0.00858816438212044
1.0,200.0,36.0,200.0,5.0,1.331206075974537,-0.005058114765137928
1.0,200.0,39.0,200.0,5.0,1.372029758357723,-0.0005860905808219351
1.0,200.0,43.0,200.0,5.0,1.3701757387019156,0.003025996461263742
1.0,200.0,46.0,200.0,5.0,1.3894425716491454,0.008750298967961919
1.0,200.0,50.0,200.0,5.0,1.4107051467451395,0.0077597590221396
1.0,200.0,54.0,200.0,5.0,1.4367284568182985,-0.001055941731197807
1.0,200.0,58.0,200.0,5.0,1.433323065571192,0.010022622242343094
1.0,200.0,63.0,200.0,5.0,1.474142429921289,0.008683299545203837
1.0,200.0,68.0,200.0,5.0,1.5203161598363715,0.016752889946261493
1.0,200.0,73.0,200.0,5.0,1.6247168277569901,0.010808112460698556
1.0,200.0,79.0,200.0,5.0,1.6655087874530319,0.013367228906803643
1.0,200.0,85.0,200.0,5.0,1.720096534058974,0.013669642622345613
1.0,200.0,92.0,200.0,5.0,1.7706176825022275,0.008936533977132618
1.0,200.0,100.0,200.0,5.0,1.7839695537413098,0.009412026693785039
1.0,200.0,108.0,200.0,5.0,2.0406740053103007,0.002569323639553426
