λ,μ,p,true_p,n,tau,snr,MSE
1.0,1.0,147.0,100.0,200.0,-1.0,1.0,3.3771317274836714
1.0,1.0,147.0,100.0,200.0,-2.0,1.0,3.9308542321023068
1.0,1.0,147.0,100.0,200.0,-3.0,1.0,5.254531768535438
1.0,1.0,147.0,100.0,200.0,-4.0,1.0,14.966849442791334
1.0,1.0,147.0,100.0,200.0,-5.0,1.0,8.8609579945593
1.0,1.0,147.0,100.0,200.0,-6.0,1.0,18.403042028700888
1.0,1.0,147.0,100.0,200.0,-7.0,1.0,71.21642308976415
1.0,1.0,147.0,100.0,200.0,-8.0,1.0,649.9501344490963
1.0,1.0,158.0,100.0,200.0,0.0,1.0,3.9896874689581905
1.0,1.0,158.0,100.0,200.0,-1.0,1.0,4.802713644089666
1.0,1.0,158.0,100.0,200.0,-2.0,1.0,6.824306863245602
1.0,1.0,158.0,100.0,200.0,-3.0,1.0,64.35754406894279
1.0,1.0,158.0,100.0,200.0,-4.0,1.0,24.414448087676178
1.0,1.0,158.0,100.0,200.0,-5.0,1.0,1101.846515863255
1.0,1.0,158.0,100.0,200.0,-6.0,1.0,178.3950066684234
1.0,1.0,158.0,100.0,200.0,-7.0,1.0,51.17381669579537
1.0,1.0,158.0,100.0,200.0,-8.0,1.0,5437.398320665403
1.0,1.0,171.0,100.0,200.0,0.0,1.0,4.271901646733492
1.0,1.0,171.0,100.0,200.0,-1.0,1.0,6.486610737103813
1.0,1.0,171.0,100.0,200.0,-2.0,1.0,19.561554658252447
1.0,1.0,171.0,100.0,200.0,-3.0,1.0,106.02624853250478
1.0,1.0,171.0,100.0,200.0,-4.0,1.0,53.53522607477235
1.0,1.0,171.0,100.0,200.0,-5.0,1.0,200.37488490755308
1.0,1.0,171.0,100.0,200.0,-6.0,1.0,86.36521974503842
1.0,1.0,171.0,100.0,200.0,-7.0,1.0,196.68466435282627
1.0,1.0,171.0,100.0,200.0,-8.0,1.0,85.9030258250021
1.0,1.0,185.0,100.0,200.0,0.0,1.0,20.816149993615774
1.0,1.0,185.0,100.0,200.0,-1.0,1.0,21048.939897437926
1.0,1.0,185.0,100.0,200.0,-2.0,1.0,628755.6686903933
1.0,1.0,185.0,100.0,200.0,-3.0,1.0,425.90542397685414
1.0,1.0,185.0,100.0,200.0,-4.0,1.0,145.4160214400345
1.0,1.0,185.0,100.0,200.0,-5.0,1.0,104.44128526234732
1.0,1.0,185.0,100.0,200.0,-6.0,1.0,78.29280197784013
1.0,1.0,185.0,100.0,200.0,-7.0,1.0,246.93132276897762
1.0,1.0,185.0,100.0,200.0,-8.0,1.0,134.05785558168355
1.0,1.0,200.0,100.0,200.0,0.0,1.0,1671.3192781305922
1.0,1.0,200.0,100.0,200.0,-1.0,1.0,11370.315663574756
1.0,1.0,200.0,100.0,200.0,-2.0,1.0,157.03260123065385
1.0,1.0,200.0,100.0,200.0,-3.0,1.0,5305.312680519171
1.0,1.0,200.0,100.0,200.0,-4.0,1.0,2082.645648331643
1.0,1.0,200.0,100.0,200.0,-5.0,1.0,308.9937473281486
1.0,1.0,200.0,100.0,200.0,-6.0,1.0,112.47293582462564
1.0,1.0,200.0,100.0,200.0,-7.0,1.0,212.06220283394492
1.0,1.0,200.0,100.0,200.0,-8.0,1.0,50.77328581129623
1.0,1.0,216.0,100.0,200.0,0.0,1.0,26.021348621366574
1.0,1.0,216.0,100.0,200.0,-1.0,1.0,3775.0524898801623
1.0,1.0,216.0,100.0,200.0,-2.0,1.0,1120.1674783693727
1.0,1.0,216.0,100.0,200.0,-3.0,1.0,259.44489033776324
1.0,1.0,216.0,100.0,200.0,-4.0,1.0,86821.23532986609
1.0,1.0,216.0,100.0,200.0,-5.0,1.0,39.26114070556691
1.0,1.0,216.0,100.0,200.0,-6.0,1.0,92555.61430052068
1.0,1.0,216.0,100.0,200.0,-7.0,1.0,96.97145178802535
1.0,1.0,216.0,100.0,200.0,-8.0,1.0,48.06048789367551
1.0,1.0,234.0,100.0,200.0,0.0,1.0,11.54325262290089
1.0,1.0,234.0,100.0,200.0,-1.0,1.0,71.82220952455611
1.0,1.0,234.0,100.0,200.0,-2.0,1.0,81.08506652253419
1.0,1.0,234.0,100.0,200.0,-3.0,1.0,477.02857331001405
1.0,1.0,234.0,100.0,200.0,-4.0,1.0,251.20695616148737
1.0,1.0,234.0,100.0,200.0,-5.0,1.0,481.4276902612174
1.0,1.0,234.0,100.0,200.0,-6.0,1.0,160.46079662092887
1.0,1.0,234.0,100.0,200.0,-7.0,1.0,207.25036703730575
1.0,1.0,234.0,100.0,200.0,-8.0,1.0,4151.331568036018
1.0,1.0,254.0,100.0,200.0,0.0,1.0,5.460699525360449
1.0,1.0,254.0,100.0,200.0,-1.0,1.0,6.537801144378778
1.0,1.0,254.0,100.0,200.0,-2.0,1.0,8.918842258786968
1.0,1.0,254.0,100.0,200.0,-3.0,1.0,26.174836313695916
1.0,1.0,254.0,100.0,200.0,-4.0,1.0,36.81505274202641
1.0,1.0,254.0,100.0,200.0,-5.0,1.0,21.282722133524558
1.0,1.0,254.0,100.0,200.0,-6.0,1.0,48.635712282308816
1.0,1.0,254.0,100.0,200.0,-7.0,1.0,9433.98912328991
1.0,1.0,254.0,100.0,200.0,-8.0,1.0,551.035719320494
1.0,1.0,275.0,100.0,200.0,0.0,1.0,4.094976842787046
1.0,1.0,275.0,100.0,200.0,-1.0,1.0,4.426769932187854
1.0,1.0,275.0,100.0,200.0,-2.0,1.0,4.869599563094438
1.0,1.0,275.0,100.0,200.0,-3.0,1.0,5.4999092375836325
1.0,1.0,275.0,100.0,200.0,-4.0,1.0,6.49235181213278
1.0,1.0,275.0,100.0,200.0,-5.0,1.0,8.353894867848304
1.0,1.0,275.0,100.0,200.0,-6.0,1.0,13.332881163465965
1.0,1.0,275.0,100.0,200.0,-7.0,1.0,50.29827487079396
1.0,1.0,275.0,100.0,200.0,-8.0,1.0,151.87865430450142
1.0,1.0,297.0,100.0,200.0,0.0,1.0,3.6211522433051564
1.0,1.0,297.0,100.0,200.0,-1.0,1.0,3.8042213379008403
1.0,1.0,297.0,100.0,200.0,-2.0,1.0,4.023522158001399
1.0,1.0,297.0,100.0,200.0,-3.0,1.0,4.292395256551326
1.0,1.0,297.0,100.0,200.0,-4.0,1.0,4.632536711820868
