λ,μ,p,n,snr,MSE
1.0,1.0,20.0,200.0,1.0,0.09394163096669596
1.0,1.0,21.0,200.0,1.0,0.0994947186564392
1.0,1.0,23.0,200.0,1.0,0.10168373502726846
1.0,1.0,25.0,200.0,1.0,0.10942356099151322
1.0,1.0,27.0,200.0,1.0,0.1168430915703806
1.0,1.0,29.0,200.0,1.0,0.12862215013118367
1.0,1.0,31.0,200.0,1.0,0.14576141444060303
1.0,1.0,34.0,200.0,1.0,0.20840905062588555
1.0,1.0,36.0,200.0,1.0,0.20936265372952356
1.0,1.0,39.0,200.0,1.0,0.2555670447505214
1.0,1.0,43.0,200.0,1.0,0.2741587305741762
1.0,1.0,46.0,200.0,1.0,0.30495433033694475
1.0,1.0,50.0,200.0,1.0,0.37004024329753676
1.0,1.0,54.0,200.0,1.0,0.4208458672871723
1.0,1.0,58.0,200.0,1.0,0.4138050883748573
1.0,1.0,63.0,200.0,1.0,0.5181234843315564
1.0,1.0,68.0,200.0,1.0,0.5801971134757944
1.0,1.0,73.0,200.0,1.0,0.6399858908914561
1.0,1.0,79.0,200.0,1.0,0.8044361471755578
1.0,1.0,85.0,200.0,1.0,0.8884539227030558
1.0,1.0,92.0,200.0,1.0,1.0141340702965598
1.0,1.0,100.0,200.0,1.0,1.0606196728893496
1.0,1.0,108.0,200.0,1.0,1.2504874532266785
1.0,1.0,116.0,200.0,1.0,1.3766294253423408
1.0,1.0,126.0,200.0,1.0,2.043268792273807
1.0,1.0,136.0,200.0,1.0,3.183721711353519
1.0,1.0,147.0,200.0,1.0,3.8863087347093215
1.0,1.0,158.0,200.0,1.0,4.8154541455733995
1.0,1.0,171.0,200.0,1.0,6.5231098493969535
1.0,1.0,185.0,200.0,1.0,15.27635360002492
1.0,1.0,200.0,200.0,1.0,131.03757840016334
1.0,1.0,216.0,200.0,1.0,11.279841040869078
1.0,1.0,234.0,200.0,1.0,4.8976206903480435
1.0,1.0,254.0,200.0,1.0,3.7226698344823643
1.0,1.0,275.0,200.0,1.0,2.6392825058044163
1.0,1.0,297.0,200.0,1.0,2.3668901800492526
1.0,1.0,322.0,200.0,1.0,2.1064395431228515
1.0,1.0,348.0,200.0,1.0,1.8596970269580824
1.0,1.0,377.0,200.0,1.0,1.6391755191096553
1.0,1.0,408.0,200.0,1.0,1.5503335133111442
1.0,1.0,442.0,200.0,1.0,1.4512874763932564
1.0,1.0,479.0,200.0,1.0,1.3580609190092572
1.0,1.0,518.0,200.0,1.0,1.2760406839030456
1.0,1.0,561.0,200.0,1.0,1.2876664946930674
1.0,1.0,608.0,200.0,1.0,1.2349840687713716
1.0,1.0,658.0,200.0,1.0,1.159780182274271
1.0,1.0,712.0,200.0,1.0,1.1219039401078956
1.0,1.0,771.0,200.0,1.0,1.110062120262892
1.0,1.0,835.0,200.0,1.0,1.1139885486376435
1.0,1.0,904.0,200.0,1.0,1.0908452496713763
1.0,1.0,979.0,200.0,1.0,1.0940348280590548
1.0,1.0,1059.0,200.0,1.0,1.0759003567026104
1.0,1.0,1147.0,200.0,1.0,1.0599195978576783
1.0,1.0,1242.0,200.0,1.0,1.0639674772592567
1.0,1.0,1344.0,200.0,1.0,1.057422900887104
1.0,1.0,1455.0,200.0,1.0,1.0513605580196093
1.0,1.0,1576.0,200.0,1.0,1.0460868600270457
1.0,1.0,1706.0,200.0,1.0,1.0660105156911797
1.0,1.0,1847.0,200.0,1.0,1.0839213593539214
1.0,1.0,2000.0,200.0,1.0,1.0607549425755354
1.0,1.0,20.0,200.0,2.333333333333333,0.09394163096669572
1.0,1.0,21.0,200.0,2.333333333333333,0.09949471865643916
1.0,1.0,23.0,200.0,2.333333333333333,0.10168373502726835
1.0,1.0,25.0,200.0,2.333333333333333,0.10942356099151303
1.0,1.0,27.0,200.0,2.333333333333333,0.11684309157038064
1.0,1.0,29.0,200.0,2.333333333333333,0.12862215013118353
1.0,1.0,31.0,200.0,2.333333333333333,0.14576141444060278
1.0,1.0,34.0,200.0,2.333333333333333,0.208409050625886
1.0,1.0,36.0,200.0,2.333333333333333,0.2093626537295233
1.0,1.0,39.0,200.0,2.333333333333333,0.2555670447505212
1.0,1.0,43.0,200.0,2.333333333333333,0.27415873057417617
1.0,1.0,46.0,200.0,2.333333333333333,0.3049543303369443
1.0,1.0,50.0,200.0,2.333333333333333,0.37004024329753654
1.0,1.0,54.0,200.0,2.333333333333333,0.42084586728717266
1.0,1.0,58.0,200.0,2.333333333333333,0.41380508837485697
1.0,1.0,63.0,200.0,2.333333333333333,0.5181234843315559
1.0,1.0,68.0,200.0,2.333333333333333,0.5801971134757948
1.0,1.0,73.0,200.0,2.333333333333333,0.639985890891456
1.0,1.0,79.0,200.0,2.333333333333333,0.804436147175557
1.0,1.0,85.0,200.0,2.333333333333333,0.8884539227030557
1.0,1.0,92.0,200.0,2.333333333333333,1.0141340702965593
1.0,1.0,100.0,200.0,2.333333333333333,1.060619672889351
1.0,1.0,108.0,200.0,2.333333333333333,1.2504874532266788
1.0,1.0,116.0,200.0,2.333333333333333,1.3766294253423415
1.0,1.0,126.0,200.0,2.333333333333333,2.043268792273808
1.0,1.0,136.0,200.0,2.333333333333333,3.183721711353518
1.0,1.0,147.0,200.0,2.333333333333333,3.8863087347093113
1.0,1.0,158.0,200.0,2.333333333333333,4.81545414557339
1.0,1.0,171.0,200.0,2.333333333333333,6.523109849396952
1.0,1.0,185.0,200.0,2.333333333333333,15.276353600024883
1.0,1.0,200.0,200.0,2.333333333333333,131.0375784004089
1.0,1.0,216.0,200.0,2.333333333333333,11.360275395777085
1.0,1.0,234.0,200.0,2.333333333333333,5.0740762239162365
1.0,1.0,254.0,200.0,2.333333333333333,3.9896826459127697
1.0,1.0,275.0,200.0,2.333333333333333,2.969038826830066
1.0,1.0,297.0,200.0,2.333333333333333,2.766109052723932
1.0,1.0,322.0,200.0,2.333333333333333,2.583631501535778
1.0,1.0,348.0,200.0,2.333333333333333,2.4434489633525227
1.0,1.0,377.0,200.0,2.333333333333333,2.2755799960011798
1.0,1.0,408.0,200.0,2.333333333333333,2.2137078937993255
1.0,1.0,442.0,200.0,2.333333333333333,2.141676209716861
1.0,1.0,479.0,200.0,2.333333333333333,2.11506937296197
1.0,1.0,518.0,200.0,2.333333333333333,2.0558974242638555
1.0,1.0,561.0,200.0,2.333333333333333,2.155288847148927
1.0,1.0,608.0,200.0,2.333333333333333,2.1512284112386992
1.0,1.0,658.0,200.0,2.333333333333333,2.0866511202631552
1.0,1.0,712.0,200.0,2.333333333333333,2.078695591824269
1.0,1.0,771.0,200.0,2.333333333333333,2.107818814362176
1.0,1.0,835.0,200.0,2.333333333333333,2.1502224474788165
1.0,1.0,904.0,200.0,2.333333333333333,2.136683172437521
1.0,1.0,979.0,200.0,2.333333333333333,2.180397053158393
1.0,1.0,1059.0,200.0,2.333333333333333,2.1699578885929127
1.0,1.0,1147.0,200.0,2.333333333333333,2.166317950385289
1.0,1.0,1242.0,200.0,2.333333333333333,2.1929004382121513
1.0,1.0,1344.0,200.0,2.333333333333333,2.211119603079072
1.0,1.0,1455.0,200.0,2.333333333333333,2.2055464697504634
1.0,1.0,1576.0,200.0,2.333333333333333,2.217092222467314
1.0,1.0,1706.0,200.0,2.333333333333333,2.2675398864899363
1.0,1.0,1847.0,200.0,2.333333333333333,2.3096750036462756
