λ,μ,p,true_p,n,snr,MSE
1.0,1.0,1242.0,400.0,200.0,3.6666666666666665,4.309781907159029
1.0,1.0,1344.0,400.0,200.0,3.6666666666666665,4.335769443771771
1.0,1.0,1455.0,400.0,200.0,3.6666666666666665,4.348292920225716
1.0,1.0,1576.0,400.0,200.0,3.6666666666666665,4.380672818765724
1.0,1.0,1706.0,400.0,200.0,3.6666666666666665,4.455098574416052
1.0,1.0,1847.0,400.0,200.0,3.6666666666666665,4.431782881111828
1.0,1.0,2000.0,400.0,200.0,3.6666666666666665,4.49365091882697
1.0,1.0,20.0,400.0,200.0,5.0,6.042089038404558
1.0,1.0,21.0,400.0,200.0,5.0,6.039962729844464
1.0,1.0,23.0,400.0,200.0,5.0,6.190260061280385
1.0,1.0,25.0,400.0,200.0,5.0,6.200759226185824
1.0,1.0,27.0,400.0,200.0,5.0,6.293479437072244
1.0,1.0,29.0,400.0,200.0,5.0,6.267411883861546
1.0,1.0,31.0,400.0,200.0,5.0,6.2205677591098185
1.0,1.0,34.0,400.0,200.0,5.0,6.30192897251054
1.0,1.0,36.0,400.0,200.0,5.0,6.319536602688315
1.0,1.0,39.0,400.0,200.0,5.0,6.530891560216491
1.0,1.0,43.0,400.0,200.0,5.0,6.532065699012162
1.0,1.0,46.0,400.0,200.0,5.0,6.504813873163692
1.0,1.0,50.0,400.0,200.0,5.0,6.437032968823358
1.0,1.0,54.0,400.0,200.0,5.0,6.784675499617611
1.0,1.0,58.0,400.0,200.0,5.0,6.897146003225503
1.0,1.0,63.0,400.0,200.0,5.0,7.183994246453358
1.0,1.0,68.0,400.0,200.0,5.0,7.669722758907027
1.0,1.0,73.0,400.0,200.0,5.0,7.696972883826618
1.0,1.0,79.0,400.0,200.0,5.0,8.015244223095037
1.0,1.0,85.0,400.0,200.0,5.0,8.46199313479565
1.0,1.0,92.0,400.0,200.0,5.0,8.623197266969962
1.0,1.0,100.0,400.0,200.0,5.0,8.91249768912642
1.0,1.0,108.0,400.0,200.0,5.0,9.227784552249084
1.0,1.0,116.0,400.0,200.0,5.0,11.365409602206679
1.0,1.0,126.0,400.0,200.0,5.0,12.198015506734327
1.0,1.0,136.0,400.0,200.0,5.0,14.17293893203123
1.0,1.0,147.0,400.0,200.0,5.0,17.322478399559138
1.0,1.0,158.0,400.0,200.0,5.0,19.942142631479392
1.0,1.0,171.0,400.0,200.0,5.0,21.643288537991534
1.0,1.0,185.0,400.0,200.0,5.0,45.13927945398321
1.0,1.0,200.0,400.0,200.0,5.0,1873.8548368572608
1.0,1.0,216.0,400.0,200.0,5.0,47.60312767429348
1.0,1.0,234.0,400.0,200.0,5.0,22.318544674199146
1.0,1.0,254.0,400.0,200.0,5.0,11.719781814836848
1.0,1.0,275.0,400.0,200.0,5.0,9.373659401247485
1.0,1.0,297.0,400.0,200.0,5.0,7.8409499467111425
1.0,1.0,322.0,400.0,200.0,5.0,6.78976672743243
1.0,1.0,348.0,400.0,200.0,5.0,5.776723283387854
1.0,1.0,377.0,400.0,200.0,5.0,5.287513782099612
1.0,1.0,408.0,400.0,200.0,5.0,4.584480353263042
1.0,1.0,442.0,400.0,200.0,5.0,4.626104123211429
1.0,1.0,479.0,400.0,200.0,5.0,4.672336393684978
1.0,1.0,518.0,400.0,200.0,5.0,4.765071195708551
1.0,1.0,561.0,400.0,200.0,5.0,4.807572880629345
1.0,1.0,608.0,400.0,200.0,5.0,4.878943475440498
1.0,1.0,658.0,400.0,200.0,5.0,4.959474168596154
1.0,1.0,712.0,400.0,200.0,5.0,5.044021696071283
1.0,1.0,771.0,400.0,200.0,5.0,5.110179570509767
1.0,1.0,835.0,400.0,200.0,5.0,5.138671338121102
1.0,1.0,904.0,400.0,200.0,5.0,5.200425884326678
1.0,1.0,979.0,400.0,200.0,5.0,5.276565981151499
1.0,1.0,1059.0,400.0,200.0,5.0,5.308017190944502
1.0,1.0,1147.0,400.0,200.0,5.0,5.374543807810583
1.0,1.0,1242.0,400.0,200.0,5.0,5.453379505167955
1.0,1.0,1344.0,400.0,200.0,5.0,5.491721644688264
1.0,1.0,1455.0,400.0,200.0,5.0,5.517981279034733
1.0,1.0,1576.0,400.0,200.0,5.0,5.56213797567516
1.0,1.0,1706.0,400.0,200.0,5.0,5.671602426066114
1.0,1.0,1847.0,400.0,200.0,5.0,5.649138357402791
1.0,1.0,2000.0,400.0,200.0,5.0,5.732869235168753
3.0,1.0,20.0,400.0,200.0,1.0,3.4997006464441407
3.0,1.0,21.0,400.0,200.0,1.0,3.5275510038170528
3.0,1.0,23.0,400.0,200.0,1.0,3.61984158289365
3.0,1.0,25.0,400.0,200.0,1.0,3.594874030703542
3.0,1.0,27.0,400.0,200.0,1.0,3.575466718212203
3.0,1.0,29.0,400.0,200.0,1.0,3.558559547671495
3.0,1.0,31.0,400.0,200.0,1.0,3.514495054676086
3.0,1.0,34.0,400.0,200.0,1.0,3.5326634226908653
3.0,1.0,36.0,400.0,200.0,1.0,3.694620558725503
3.0,1.0,39.0,400.0,200.0,1.0,3.7758294429081523
3.0,1.0,43.0,400.0,200.0,1.0,3.746165891061456
3.0,1.0,46.0,400.0,200.0,1.0,3.6879794324081536
3.0,1.0,50.0,400.0,200.0,1.0,3.6310138250810575
3.0,1.0,54.0,400.0,200.0,1.0,3.781797935788717
3.0,1.0,58.0,400.0,200.0,1.0,3.797624602445701
3.0,1.0,63.0,400.0,200.0,1.0,3.8990981193414656
3.0,1.0,68.0,400.0,200.0,1.0,4.022225745158811
3.0,1.0,73.0,400.0,200.0,1.0,4.002019038042502
3.0,1.0,79.0,400.0,200.0,1.0,4.210601599393454
3.0,1.0,85.0,400.0,200.0,1.0,4.4017806674364355
3.0,1.0,92.0,400.0,200.0,1.0,4.4113113633415075
3.0,1.0,100.0,400.0,200.0,1.0,4.323265181800838
3.0,1.0,108.0,400.0,200.0,1.0,4.184943360757275
3.0,1.0,116.0,400.0,200.0,1.0,4.841469826999644
3.0,1.0,126.0,400.0,200.0,1.0,5.6404133921999735
3.0,1.0,136.0,400.0,200.0,1.0,6.43172707747272
3.0,1.0,147.0,400.0,200.0,1.0,7.875436267373306
3.0,1.0,158.0,400.0,200.0,1.0,9.164582793563671
3.0,1.0,171.0,400.0,200.0,1.0,8.0592520703078
3.0,1.0,185.0,400.0,200.0,1.0,25.285064602813435
3.0,1.0,200.0,400.0,200.0,1.0,1317.191511321061
3.0,1.0,216.0,400.0,200.0,1.0,23.962728972360367
3.0,1.0,234.0,400.0,200.0,1.0,12.672642537233884
3.0,1.0,254.0,400.0,200.0,1.0,6.252608021256353
3.0,1.0,275.0,400.0,200.0,1.0,4.842515899352486
3.0,1.0,297.0,400.0,200.0,1.0,4.090844904362758
3.0,1.0,322.0,400.0,200.0,1.0,3.5496823161956983
3.0,1.0,348.0,400.0,200.0,1.0,2.978981290419063
3.0,1.0,377.0,400.0,200.0,1.0,2.690238799896359
3.0,1.0,408.0,400.0,200.0,1.0,2.3010062160133717
3.0,1.0,442.0,400.0,200.0,1.0,2.1991576588377737
3.0,1.0,479.0,400.0,200.0,1.0,2.129927875177929
3.0,1.0,518.0,400.0,200.0,1.0,2.110124791696951
3.0,1.0,561.0,400.0,200.0,1.0,2.0917810068251117
3.0,1.0,608.0,400.0,200.0,1.0,2.099103222251102
3.0,1.0,658.0,400.0,200.0,1.0,2.093864007426244
3.0,1.0,712.0,400.0,200.0,1.0,2.079658909900745
3.0,1.0,771.0,400.0,200.0,1.0,2.1265452583869644
3.0,1.0,835.0,400.0,200.0,1.0,2.1239292071475533
3.0,1.0,904.0,400.0,200.0,1.0,2.154450424372908
3.0,1.0,979.0,400.0,200.0,1.0,2.17343043083934
3.0,1.0,1059.0,400.0,200.0,1.0,2.183942613279099
3.0,1.0,1147.0,400.0,200.0,1.0,2.2045906057807856
3.0,1.0,1242.0,400.0,200.0,1.0,2.2423951848640407
3.0,1.0,1344.0,400.0,200.0,1.0,2.2495596048441593
3.0,1.0,1455.0,400.0,200.0,1.0,2.283889779185513
3.0,1.0,1576.0,400.0,200.0,1.0,2.2714238195874437
3.0,1.0,1706.0,400.0,200.0,1.0,2.311707602445683
3.0,1.0,1847.0,400.0,200.0,1.0,2.3047127454801566
3.0,1.0,2000.0,400.0,200.0,1.0,2.3026603726624324
3.0,1.0,20.0,400.0,200.0,2.333333333333333,6.7473229757860125
3.0,1.0,21.0,400.0,200.0,2.333333333333333,6.76455668490097
3.0,1.0,23.0,400.0,200.0,2.333333333333333,6.929565051974829
3.0,1.0,25.0,400.0,200.0,2.333333333333333,6.860997358262478
3.0,1.0,27.0,400.0,200.0,2.333333333333333,6.809117773853566
3.0,1.0,29.0,400.0,200.0,2.333333333333333,6.770425307110975
3.0,1.0,31.0,400.0,200.0,2.333333333333333,6.681129262538905
3.0,1.0,34.0,400.0,200.0,2.333333333333333,6.681485806346434
3.0,1.0,36.0,400.0,200.0,2.333333333333333,6.957573644339161
3.0,1.0,39.0,400.0,200.0,2.333333333333333,7.130207959766043
3.0,1.0,43.0,400.0,200.0,2.333333333333333,7.052212608366942
3.0,1.0,46.0,400.0,200.0,2.333333333333333,6.923431408419957
3.0,1.0,50.0,400.0,200.0,2.333333333333333,6.743486662314809
3.0,1.0,54.0,400.0,200.0,2.333333333333333,6.993325466148468
3.0,1.0,58.0,400.0,200.0,2.333333333333333,7.034064079905859
3.0,1.0,63.0,400.0,200.0,2.333333333333333,7.172122094847121
3.0,1.0,68.0,400.0,200.0,2.333333333333333,7.450818420584078
3.0,1.0,73.0,400.0,200.0,2.333333333333333,7.327946026727889
3.0,1.0,79.0,400.0,200.0,2.333333333333333,7.674407581397176
3.0,1.0,85.0,400.0,200.0,2.333333333333333,7.852945737290813
3.0,1.0,92.0,400.0,200.0,2.333333333333333,7.890496463614166
3.0,1.0,100.0,400.0,200.0,2.333333333333333,7.88044480803177
3.0,1.0,108.0,400.0,200.0,2.333333333333333,7.7010718898367365
3.0,1.0,116.0,400.0,200.0,2.333333333333333,9.045000076184431
3.0,1.0,126.0,400.0,200.0,2.333333333333333,10.449920795187786
3.0,1.0,136.0,400.0,200.0,2.333333333333333,11.939638591266096
3.0,1.0,147.0,400.0,200.0,2.333333333333333,14.298247453486258
3.0,1.0,158.0,400.0,200.0,2.333333333333333,16.583823662253785
3.0,1.0,171.0,400.0,200.0,2.333333333333333,15.059915219791725
3.0,1.0,185.0,400.0,200.0,2.333333333333333,37.04206529556703
3.0,1.0,200.0,400.0,200.0,2.333333333333333,1402.688670397872
3.0,1.0,216.0,400.0,200.0,2.333333333333333,34.51201935194545
3.0,1.0,234.0,400.0,200.0,2.333333333333333,16.12326441690287
3.0,1.0,254.0,400.0,200.0,2.333333333333333,8.400041442119344
3.0,1.0,275.0,400.0,200.0,2.333333333333333,6.612189934790915
3.0,1.0,297.0,400.0,200.0,2.333333333333333,5.375131988091079
3.0,1.0,322.0,400.0,200.0,2.333333333333333,4.607104324349522
3.0,1.0,348.0,400.0,200.0,2.333333333333333,3.764756529762842
3.0,1.0,377.0,400.0,200.0,2.333333333333333,3.345512605195037
3.0,1.0,408.0,400.0,200.0,2.333333333333333,2.782829311781536
3.0,1.0,442.0,400.0,200.0,2.333333333333333,2.743443647722429
3.0,1.0,479.0,400.0,200.0,2.333333333333333,2.7583662130235083
3.0,1.0,518.0,400.0,200.0,2.333333333333333,2.822806263054159
3.0,1.0,561.0,400.0,200.0,2.333333333333333,2.8792885810938325
3.0,1.0,608.0,400.0,200.0,2.333333333333333,2.971172993948397
3.0,1.0,658.0,400.0,200.0,2.333333333333333,3.036968698240883
3.0,1.0,712.0,400.0,200.0,2.333333333333333,3.0759452497364705
3.0,1.0,771.0,400.0,200.0,2.333333333333333,3.202238897399903
3.0,1.0,835.0,400.0,200.0,2.333333333333333,3.2509067772702913
3.0,1.0,904.0,400.0,200.0,2.333333333333333,3.3449138953734
3.0,1.0,979.0,400.0,200.0,2.333333333333333,3.4003911100903905
3.0,1.0,1059.0,400.0,200.0,2.333333333333333,3.4613059167824236
3.0,1.0,1147.0,400.0,200.0,2.333333333333333,3.5452014103986285
3.0,1.0,1242.0,400.0,200.0,2.333333333333333,3.6512250457857562
3.0,1.0,1344.0,400.0,200.0,2.333333333333333,3.687017912883898
3.0,1.0,1455.0,400.0,200.0,2.333333333333333,3.799691906415155
3.0,1.0,1576.0,400.0,200.0,2.333333333333333,3.779695298805453
3.0,1.0,1706.0,400.0,200.0,2.333333333333333,3.888668671063594
3.0,1.0,1847.0,400.0,200.0,2.333333333333333,3.8977639339518033
3.0,1.0,2000.0,400.0,200.0,2.333333333333333,3.897827021622067
3.0,1.0,20.0,400.0,200.0,3.6666666666666665,10.001430707430359
3.0,1.0,21.0,400.0,200.0,3.6666666666666665,10.003692477633127
3.0,1.0,23.0,400.0,200.0,3.6666666666666665,10.234712948058007
3.0,1.0,25.0,400.0,200.0,3.6666666666666665,10.121449974353018
3.0,1.0,27.0,400.0,200.0,3.6666666666666665,10.047586762398993
3.0,1.0,29.0,400.0,200.0,3.6666666666666665,9.987547613917826
3.0,1.0,31.0,400.0,200.0,3.6666666666666665,9.855271972276428
3.0,1.0,34.0,400.0,200.0,3.6666666666666665,9.8326877866241
3.0,1.0,36.0,400.0,200.0,3.6666666666666665,10.213028444243509
3.0,1.0,39.0,400.0,200.0,3.6666666666666665,10.473090814409836
3.0,1.0,43.0,400.0,200.0,3.6666666666666665,10.345539219195
3.0,1.0,46.0,400.0,200.0,3.6666666666666665,10.149410592258285
3.0,1.0,50.0,400.0,200.0,3.6666666666666665,9.856629244447316
3.0,1.0,54.0,400.0,200.0,3.6666666666666665,10.189014548570372
3.0,1.0,58.0,400.0,200.0,3.6666666666666665,10.25637999299071
3.0,1.0,63.0,400.0,200.0,3.6666666666666665,10.432063626160607
3.0,1.0,68.0,400.0,200.0,3.6666666666666665,10.864492313151889
3.0,1.0,73.0,400.0,200.0,3.6666666666666665,10.636274412265397
3.0,1.0,79.0,400.0,200.0,3.6666666666666665,11.116508458674533
3.0,1.0,85.0,400.0,200.0,3.6666666666666665,11.259922592192154
3.0,1.0,92.0,400.0,200.0,3.6666666666666665,11.348655326008576
3.0,1.0,100.0,400.0,200.0,3.6666666666666665,11.451638318914847
3.0,1.0,108.0,400.0,200.0,3.6666666666666665,11.247046050000355
3.0,1.0,116.0,400.0,200.0,3.6666666666666665,13.291316850096592
3.0,1.0,126.0,400.0,200.0,3.6666666666666665,15.254411814290853
3.0,1.0,136.0,400.0,200.0,3.6666666666666665,17.417513586393422
3.0,1.0,147.0,400.0,200.0,3.6666666666666665,20.640133419202343
3.0,1.0,158.0,400.0,200.0,3.6666666666666665,24.082308902750775
3.0,1.0,171.0,400.0,200.0,3.6666666666666665,22.459660506873142
3.0,1.0,185.0,400.0,200.0,3.6666666666666665,50.21637401740007
3.0,1.0,200.0,400.0,200.0,3.6666666666666665,1498.6712343011905
3.0,1.0,216.0,400.0,200.0,3.6666666666666665,46.83447856764347
3.0,1.0,234.0,400.0,200.0,3.6666666666666665,19.908993813565537
3.0,1.0,254.0,400.0,200.0,3.6666666666666665,10.676582085988748
3.0,1.0,275.0,400.0,200.0,3.6666666666666665,8.43593298269111
3.0,1.0,297.0,400.0,200.0,3.6666666666666665,6.684666957843187
3.0,1.0,322.0,400.0,200.0,3.6666666666666665,5.650340085333343
3.0,1.0,348.0,400.0,200.0,3.6666666666666665,4.550385299162919
3.0,1.0,377.0,400.0,200.0,3.6666666666666665,3.9823818461338023
