ρ,p,n,snr,MSE
1.0,442.0,200.0,1.0,2.359625152147637
1.0,479.0,200.0,1.0,2.2741103089158123
1.0,518.0,200.0,1.0,2.212470843185565
1.0,561.0,200.0,1.0,2.1867889641356713
1.0,608.0,200.0,1.0,2.111809426123819
1.0,658.0,200.0,1.0,2.1590604013545684
1.0,712.0,200.0,1.0,2.1944242917008463
1.0,771.0,200.0,1.0,2.1486765679913824
1.0,835.0,200.0,1.0,2.184218824062592
1.0,904.0,200.0,1.0,2.182558224531969
1.0,979.0,200.0,1.0,2.1703097854298266
1.0,1059.0,200.0,1.0,2.228303458055309
1.0,1147.0,200.0,1.0,2.265364470604564
1.0,1242.0,200.0,1.0,2.325065837213896
1.0,1344.0,200.0,1.0,2.36689524940355
1.0,1455.0,200.0,1.0,2.338032134510833
1.0,1576.0,200.0,1.0,2.384135745597644
1.0,1706.0,200.0,1.0,2.435807899776304
1.0,1847.0,200.0,1.0,2.4208341288459776
1.0,2000.0,200.0,1.0,2.387868664947028
1.0,20.0,200.0,2.333333333333333,0.1950795974383289
1.0,21.0,200.0,2.333333333333333,0.21615603871742206
1.0,23.0,200.0,2.333333333333333,0.21703959624447852
1.0,25.0,200.0,2.333333333333333,0.2165077123201897
1.0,27.0,200.0,2.333333333333333,0.22294398686197484
1.0,29.0,200.0,2.333333333333333,0.2262484069083794
1.0,31.0,200.0,2.333333333333333,0.2353269489853275
1.0,34.0,200.0,2.333333333333333,0.2641870682343988
1.0,36.0,200.0,2.333333333333333,0.26477608324886465
1.0,39.0,200.0,2.333333333333333,0.35979864315286814
1.0,43.0,200.0,2.333333333333333,0.3848975365419914
1.0,46.0,200.0,2.333333333333333,0.4331505071679454
1.0,50.0,200.0,2.333333333333333,0.4621268160612988
1.0,54.0,200.0,2.333333333333333,0.4750759829291146
1.0,58.0,200.0,2.333333333333333,0.6381123105595556
1.0,63.0,200.0,2.333333333333333,0.7386710292775727
1.0,68.0,200.0,2.333333333333333,0.7943685249006324
1.0,73.0,200.0,2.333333333333333,0.8270298638264212
1.0,79.0,200.0,2.333333333333333,0.9789552941402915
1.0,85.0,200.0,2.333333333333333,1.1509306620805793
1.0,92.0,200.0,2.333333333333333,1.297303900097794
1.0,100.0,200.0,2.333333333333333,1.3975252117042578
1.0,108.0,200.0,2.333333333333333,1.6858866526113099
1.0,116.0,200.0,2.333333333333333,2.0632204967638836
1.0,126.0,200.0,2.333333333333333,2.6048196402091714
1.0,136.0,200.0,2.333333333333333,2.8072774138143095
1.0,147.0,200.0,2.333333333333333,2.991613123235394
1.0,158.0,200.0,2.333333333333333,3.8889731344385234
1.0,171.0,200.0,2.333333333333333,7.776823760281874
1.0,185.0,200.0,2.333333333333333,12.882715447184134
1.0,200.0,200.0,2.333333333333333,221.61196837853663
1.0,216.0,200.0,2.333333333333333,13.608577539485943
1.0,234.0,200.0,2.333333333333333,10.70677824688107
1.0,254.0,200.0,2.333333333333333,6.0925275257739875
1.0,275.0,200.0,2.333333333333333,5.289542434053395
1.0,297.0,200.0,2.333333333333333,4.015513140132086
1.0,322.0,200.0,2.333333333333333,3.6999430642576887
1.0,348.0,200.0,2.333333333333333,3.6593280652483156
1.0,377.0,200.0,2.333333333333333,3.6091696707888143
1.0,408.0,200.0,2.333333333333333,3.5717836903876843
1.0,442.0,200.0,2.333333333333333,3.6522406504603953
1.0,479.0,200.0,2.333333333333333,3.6493181543112807
1.0,518.0,200.0,2.333333333333333,3.6852528350968496
1.0,561.0,200.0,2.333333333333333,3.740011481604183
1.0,608.0,200.0,2.333333333333333,3.6754406518876013
1.0,658.0,200.0,2.333333333333333,3.91194174729973
1.0,712.0,200.0,2.333333333333333,4.073181751145118
1.0,771.0,200.0,2.333333333333333,4.026006185440985
1.0,835.0,200.0,2.333333333333333,4.142249437501177
1.0,904.0,200.0,2.333333333333333,4.1986925981313945
1.0,979.0,200.0,2.333333333333333,4.169795888409219
1.0,1059.0,200.0,2.333333333333333,4.319393414367127
1.0,1147.0,200.0,2.333333333333333,4.437778003383789
1.0,1242.0,200.0,2.333333333333333,4.588823162229055
1.0,1344.0,200.0,2.333333333333333,4.690198275925944
1.0,1455.0,200.0,2.333333333333333,4.654157987093477
1.0,1576.0,200.0,2.333333333333333,4.760164845637086
1.0,1706.0,200.0,2.333333333333333,4.917190277240306
1.0,1847.0,200.0,2.333333333333333,4.919761210284072
1.0,2000.0,200.0,2.333333333333333,4.853210740913083
1.0,20.0,200.0,3.6666666666666665,0.19507959743832892
1.0,21.0,200.0,3.6666666666666665,0.21615603871742195
1.0,23.0,200.0,3.6666666666666665,0.21703959624447824
1.0,25.0,200.0,3.6666666666666665,0.21650771232018934
1.0,27.0,200.0,3.6666666666666665,0.22294398686197464
1.0,29.0,200.0,3.6666666666666665,0.22624840690837936
1.0,31.0,200.0,3.6666666666666665,0.2353269489853279
1.0,34.0,200.0,3.6666666666666665,0.2641870682343983
1.0,36.0,200.0,3.6666666666666665,0.26477608324886476
1.0,39.0,200.0,3.6666666666666665,0.3597986431528679
1.0,43.0,200.0,3.6666666666666665,0.38489753654199194
1.0,46.0,200.0,3.6666666666666665,0.43315050716794584
1.0,50.0,200.0,3.6666666666666665,0.4621268160612985
1.0,54.0,200.0,3.6666666666666665,0.4750759829291152
1.0,58.0,200.0,3.6666666666666665,0.638112310559556
1.0,63.0,200.0,3.6666666666666665,0.7386710292775732
1.0,68.0,200.0,3.6666666666666665,0.7943685249006328
1.0,73.0,200.0,3.6666666666666665,0.8270298638264226
1.0,79.0,200.0,3.6666666666666665,0.9789552941402915
1.0,85.0,200.0,3.6666666666666665,1.1509306620805793
1.0,92.0,200.0,3.6666666666666665,1.2973039000977955
1.0,100.0,200.0,3.6666666666666665,1.397525211704258
1.0,108.0,200.0,3.6666666666666665,1.685886652611311
1.0,116.0,200.0,3.6666666666666665,2.06322049676388
1.0,126.0,200.0,3.6666666666666665,2.6048196402091706
1.0,136.0,200.0,3.6666666666666665,2.8072774138143135
1.0,147.0,200.0,3.6666666666666665,2.9916131232353904
1.0,158.0,200.0,3.6666666666666665,3.888973134438508
1.0,171.0,200.0,3.6666666666666665,7.776823760281937
1.0,185.0,200.0,3.6666666666666665,12.882715447183942
1.0,200.0,200.0,3.6666666666666665,221.6119683785283
1.0,216.0,200.0,3.6666666666666665,13.76046282142658
1.0,234.0,200.0,3.6666666666666665,11.064736314411604
1.0,254.0,200.0,3.6666666666666665,6.483339837793513
1.0,275.0,200.0,3.6666666666666665,5.95603081999446
1.0,297.0,200.0,3.6666666666666665,4.768814489576966
1.0,322.0,200.0,3.6666666666666665,4.517712178993718
1.0,348.0,200.0,3.6666666666666665,4.573095141506351
1.0,377.0,200.0,3.6666666666666665,4.654862986830804
1.0,408.0,200.0,3.6666666666666665,4.693327449760434
1.0,442.0,200.0,3.6666666666666665,4.95577652045779
1.0,479.0,200.0,3.6666666666666665,5.051555138783465
1.0,518.0,200.0,3.6666666666666665,5.181694968625299
1.0,561.0,200.0,3.6666666666666665,5.315173688681451
1.0,608.0,200.0,3.6666666666666665,5.26113854657088
1.0,658.0,200.0,3.6666666666666665,5.687497454554977
1.0,712.0,200.0,3.6666666666666665,5.977409743147289
1.0,771.0,200.0,3.6666666666666665,5.927464023948228
1.0,835.0,200.0,3.6666666666666665,6.122710760740395
1.0,904.0,200.0,3.6666666666666665,6.235314502285945
1.0,979.0,200.0,3.6666666666666665,6.183572188902179
1.0,1059.0,200.0,3.6666666666666665,6.422537362737558
1.0,1147.0,200.0,3.6666666666666665,6.6215860018204085
1.0,1242.0,200.0,3.6666666666666665,6.863943581297643
1.0,1344.0,200.0,3.6666666666666665,7.0213601968776755
1.0,1455.0,200.0,3.6666666666666665,6.979867786645793
1.0,1576.0,200.0,3.6666666666666665,7.141154806679068
1.0,1706.0,200.0,3.6666666666666665,7.406816931433311
1.0,1847.0,200.0,3.6666666666666665,7.431201754855055
1.0,2000.0,200.0,3.6666666666666665,7.3314750545395855
1.0,20.0,200.0,5.0,0.19507959743832912
1.0,21.0,200.0,5.0,0.21615603871742195
1.0,23.0,200.0,5.0,0.21703959624447758
1.0,25.0,200.0,5.0,0.21650771232018928
1.0,27.0,200.0,5.0,0.22294398686197464
1.0,29.0,200.0,5.0,0.22624840690837905
1.0,31.0,200.0,5.0,0.2353269489853282
1.0,34.0,200.0,5.0,0.26418706823439814
1.0,36.0,200.0,5.0,0.2647760832488646
1.0,39.0,200.0,5.0,0.359798643152868
1.0,43.0,200.0,5.0,0.3848975365419925
1.0,46.0,200.0,5.0,0.43315050716794595
1.0,50.0,200.0,5.0,0.462126816061299
1.0,54.0,200.0,5.0,0.4750759829291152
1.0,58.0,200.0,5.0,0.6381123105595556
1.0,63.0,200.0,5.0,0.7386710292775734
1.0,68.0,200.0,5.0,0.794368524900633
1.0,73.0,200.0,5.0,0.8270298638264232
1.0,79.0,200.0,5.0,0.9789552941402919
1.0,85.0,200.0,5.0,1.1509306620805801
1.0,92.0,200.0,5.0,1.2973039000977953
1.0,100.0,200.0,5.0,1.3975252117042578
1.0,108.0,200.0,5.0,1.6858866526113114
1.0,116.0,200.0,5.0,2.0632204967638805
1.0,126.0,200.0,5.0,2.604819640209173
1.0,136.0,200.0,5.0,2.8072774138143157
1.0,147.0,200.0,5.0,2.991613123235384
1.0,158.0,200.0,5.0,3.8889731344384972
1.0,171.0,200.0,5.0,7.776823760281986
1.0,185.0,200.0,5.0,12.882715447183786
1.0,200.0,200.0,5.0,221.61196837852165
1.0,216.0,200.0,5.0,13.909169704050239
1.0,234.0,200.0,5.0,11.425755236351472
1.0,254.0,200.0,5.0,6.885291039281436
1.0,275.0,200.0,5.0,6.620626335008633
1.0,297.0,200.0,5.0,5.52676113120705
1.0,322.0,200.0,5.0,5.339585836630766
1.0,348.0,200.0,5.0,5.490251369600932
1.0,377.0,200.0,5.0,5.704097570904918
1.0,408.0,200.0,5.0,5.819902552410068
1.0,442.0,200.0,5.0,6.264462334253577
1.0,479.0,200.0,5.0,6.466538809099697
1.0,518.0,200.0,5.0,6.689295000722543
1.0,561.0,200.0,5.0,6.9006824454643985
1.0,608.0,200.0,5.0,6.857242873199431
1.0,658.0,200.0,5.0,7.473746175728057
1.0,712.0,200.0,5.0,7.8936493969295425
1.0,771.0,200.0,5.0,7.840300502852589
1.0,835.0,200.0,5.0,8.113750194154564
1.0,904.0,200.0,5.0,8.281598131698
1.0,979.0,200.0,5.0,8.204087611119965
1.0,1059.0,200.0,5.0,8.531365859531899
1.0,1147.0,200.0,5.0,8.81076752228019
1.0,1242.0,200.0,5.0,9.144422727838275
1.0,1344.0,200.0,5.0,9.356228297966625
1.0,1455.0,200.0,5.0,9.310097284765707
1.0,1576.0,200.0,5.0,9.524484262757722
1.0,1706.0,200.0,5.0,9.900331508403937
1.0,1847.0,200.0,5.0,9.948543530054321
1.0,2000.0,200.0,5.0,9.815833372987775
