λ,μ,p,n,tau,snr,MSE
1.0,1.0,20.0,200.0,0.0,1.0,0.049701053331771536
1.0,1.0,20.0,200.0,-1.0,1.0,0.051303555702874835
1.0,1.0,20.0,200.0,-2.0,1.0,0.05299089895243157
1.0,1.0,20.0,200.0,-3.0,1.0,0.054765671630678164
1.0,1.0,20.0,200.0,-4.0,1.0,0.056630552400260215
1.0,1.0,20.0,200.0,-5.0,1.0,0.05858831382838953
1.0,1.0,20.0,200.0,-6.0,1.0,0.06064182637253665
1.0,1.0,20.0,200.0,-7.0,1.0,0.06279406257155534
1.0,1.0,20.0,200.0,-8.0,1.0,0.06504810145499608
1.0,1.0,21.0,200.0,0.0,1.0,0.052037078039751404
1.0,1.0,21.0,200.0,-1.0,1.0,0.053895214527189546
1.0,1.0,21.0,200.0,-2.0,1.0,0.055854117782968705
1.0,1.0,21.0,200.0,-3.0,1.0,0.057917285149781256
1.0,1.0,21.0,200.0,-4.0,1.0,0.06008836105250117
1.0,1.0,21.0,200.0,-5.0,1.0,0.062371144840593334
1.0,1.0,21.0,200.0,-6.0,1.0,0.06476959915168523
1.0,1.0,21.0,200.0,-7.0,1.0,0.06728785883820396
1.0,1.0,21.0,200.0,-8.0,1.0,0.06993024050293474
1.0,1.0,23.0,200.0,0.0,1.0,0.06817201548854193
1.0,1.0,23.0,200.0,-1.0,1.0,0.07043785331993296
1.0,1.0,23.0,200.0,-2.0,1.0,0.07283260033164485
1.0,1.0,23.0,200.0,-3.0,1.0,0.07536119291372392
1.0,1.0,23.0,200.0,-4.0,1.0,0.0780287911479815
1.0,1.0,23.0,200.0,-5.0,1.0,0.08084079118419317
1.0,1.0,23.0,200.0,-6.0,1.0,0.0838028384392391
1.0,1.0,23.0,200.0,-7.0,1.0,0.08692084168360788
1.0,1.0,23.0,200.0,-8.0,1.0,0.09020098808551083
1.0,1.0,25.0,200.0,0.0,1.0,0.08021737854475788
1.0,1.0,25.0,200.0,-1.0,1.0,0.08264650940868243
1.0,1.0,25.0,200.0,-2.0,1.0,0.08520913907875496
1.0,1.0,25.0,200.0,-3.0,1.0,0.08791054956972584
1.0,1.0,25.0,200.0,-4.0,1.0,0.09075627528108521
1.0,1.0,25.0,200.0,-5.0,1.0,0.09375211791459619
1.0,1.0,25.0,200.0,-6.0,1.0,0.09690416246312704
1.0,1.0,25.0,200.0,-7.0,1.0,0.10021879436232191
1.0,1.0,25.0,200.0,-8.0,1.0,0.10370271790577167
1.0,1.0,27.0,200.0,0.0,1.0,0.09501911899966192
1.0,1.0,27.0,200.0,-1.0,1.0,0.0978416674749761
1.0,1.0,27.0,200.0,-2.0,1.0,0.10080723735325818
1.0,1.0,27.0,200.0,-3.0,1.0,0.10392143607869077
1.0,1.0,27.0,200.0,-4.0,1.0,0.10719013791359211
1.0,1.0,27.0,200.0,-5.0,1.0,0.11061949965299464
1.0,1.0,27.0,200.0,-6.0,1.0,0.1142159774657252
1.0,1.0,27.0,200.0,-7.0,1.0,0.1179863449584173
1.0,1.0,27.0,200.0,-8.0,1.0,0.12193771256857003
1.0,1.0,29.0,200.0,0.0,1.0,0.10437992539247223
1.0,1.0,29.0,200.0,-1.0,1.0,0.10719538359027042
1.0,1.0,29.0,200.0,-2.0,1.0,0.11015295865095766
1.0,1.0,29.0,200.0,-3.0,1.0,0.11325820503494304
1.0,1.0,29.0,200.0,-4.0,1.0,0.11651694080604921
1.0,1.0,29.0,200.0,-5.0,1.0,0.11993526313802325
1.0,1.0,29.0,200.0,-6.0,1.0,0.12351956493316166
1.0,1.0,29.0,200.0,-7.0,1.0,0.1272765526484352
1.0,1.0,29.0,200.0,-8.0,1.0,0.13121326543411346
1.0,1.0,31.0,200.0,0.0,1.0,0.11402223407071119
1.0,1.0,31.0,200.0,-1.0,1.0,0.11690859638227127
1.0,1.0,31.0,200.0,-2.0,1.0,0.11994200046823243
1.0,1.0,31.0,200.0,-3.0,1.0,0.12312830660766576
1.0,1.0,31.0,200.0,-4.0,1.0,0.12647366115364378
1.0,1.0,31.0,200.0,-5.0,1.0,0.12998451402421168
1.0,1.0,31.0,200.0,-6.0,1.0,0.13366763751006702
1.0,1.0,31.0,200.0,-7.0,1.0,0.13753014651839035
1.0,1.0,31.0,200.0,-8.0,1.0,0.14157952038502927
1.0,1.0,34.0,200.0,0.0,1.0,0.148743941499641
1.0,1.0,34.0,200.0,-1.0,1.0,0.15246112609810988
1.0,1.0,34.0,200.0,-2.0,1.0,0.15635509470634365
1.0,1.0,34.0,200.0,-3.0,1.0,0.16043317234261012
1.0,1.0,34.0,200.0,-4.0,1.0,0.1647030631055517
1.0,1.0,34.0,200.0,-5.0,1.0,0.16917287495916353
1.0,1.0,34.0,200.0,-6.0,1.0,0.1738511465190862
1.0,1.0,34.0,200.0,-7.0,1.0,0.1787468760347459
1.0,1.0,34.0,200.0,-8.0,1.0,0.18386955278410475
1.0,1.0,36.0,200.0,0.0,1.0,0.15786650233824442
1.0,1.0,36.0,200.0,-1.0,1.0,0.16131166668716365
1.0,1.0,36.0,200.0,-2.0,1.0,0.16493744060597837
1.0,1.0,36.0,200.0,-3.0,1.0,0.16875164440906204
1.0,1.0,36.0,200.0,-4.0,1.0,0.17276251401289966
1.0,1.0,36.0,200.0,-5.0,1.0,0.17697872845388432
1.0,1.0,36.0,200.0,-6.0,1.0,0.18140943963017095
1.0,1.0,36.0,200.0,-7.0,1.0,0.18606430448208006
1.0,1.0,36.0,200.0,-8.0,1.0,0.1909535198497289
1.0,1.0,39.0,200.0,0.0,1.0,0.15489562285541023
1.0,1.0,39.0,200.0,-1.0,1.0,0.15817850130411076
1.0,1.0,39.0,200.0,-2.0,1.0,0.1616347934943638
1.0,1.0,39.0,200.0,-3.0,1.0,0.16527219795217346
1.0,1.0,39.0,200.0,-4.0,1.0,0.16909883949668444
1.0,1.0,39.0,200.0,-5.0,1.0,0.1731232988244098
1.0,1.0,39.0,200.0,-6.0,1.0,0.17735464459357317
1.0,1.0,39.0,200.0,-7.0,1.0,0.18180246825873075
1.0,1.0,39.0,200.0,-8.0,1.0,0.18647692193482363
1.0,1.0,43.0,200.0,0.0,1.0,0.1578256415698653
1.0,1.0,43.0,200.0,-1.0,1.0,0.16106955337126358
1.0,1.0,43.0,200.0,-2.0,1.0,0.1645268413336577
1.0,1.0,43.0,200.0,-3.0,1.0,0.16820961807365054
1.0,1.0,43.0,200.0,-4.0,1.0,0.17213087416452194
1.0,1.0,43.0,200.0,-5.0,1.0,0.17630455789979405
1.0,1.0,43.0,200.0,-6.0,1.0,0.18074566380071322
1.0,1.0,43.0,200.0,-7.0,1.0,0.18547033099167223
1.0,1.0,43.0,200.0,-8.0,1.0,0.19049595273369746
1.0,1.0,46.0,200.0,0.0,1.0,0.15786326714599477
1.0,1.0,46.0,200.0,-1.0,1.0,0.16089841809512728
1.0,1.0,46.0,200.0,-2.0,1.0,0.1641266531015482
1.0,1.0,46.0,200.0,-3.0,1.0,0.16755871647809767
1.0,1.0,46.0,200.0,-4.0,1.0,0.17120615420357393
1.0,1.0,46.0,200.0,-5.0,1.0,0.17508139241930465
1.0,1.0,46.0,200.0,-6.0,1.0,0.1791978254953302
1.0,1.0,46.0,200.0,-7.0,1.0,0.1835699150606382
1.0,1.0,46.0,200.0,-8.0,1.0,0.1882133016282182
1.0,1.0,50.0,200.0,0.0,1.0,0.20889385029865762
1.0,1.0,50.0,200.0,-1.0,1.0,0.21302875091277784
1.0,1.0,50.0,200.0,-2.0,1.0,0.2173773609691144
1.0,1.0,50.0,200.0,-3.0,1.0,0.22195010651306565
1.0,1.0,50.0,200.0,-4.0,1.0,0.22675807703016762
1.0,1.0,50.0,200.0,-5.0,1.0,0.23181308036641518
1.0,1.0,50.0,200.0,-6.0,1.0,0.2371277033845635
1.0,1.0,50.0,200.0,-7.0,1.0,0.24271537909198496
1.0,1.0,50.0,200.0,-8.0,1.0,0.24859046108910843
1.0,1.0,54.0,200.0,0.0,1.0,0.2944550844521358
1.0,1.0,54.0,200.0,-1.0,1.0,0.2990131322926657
1.0,1.0,54.0,200.0,-2.0,1.0,0.3038045521900689
1.0,1.0,54.0,200.0,-3.0,1.0,0.30884127322501737
1.0,1.0,54.0,200.0,-4.0,1.0,0.3141360317773986
1.0,1.0,54.0,200.0,-5.0,1.0,0.319702443547174
1.0,1.0,54.0,200.0,-6.0,1.0,0.32555508376082626
1.0,1.0,54.0,200.0,-7.0,1.0,0.3317095767089826
1.0,1.0,54.0,200.0,-8.0,1.0,0.3381826959527315
1.0,1.0,58.0,200.0,0.0,1.0,0.30642889974036597
1.0,1.0,58.0,200.0,-1.0,1.0,0.3119214200857247
1.0,1.0,58.0,200.0,-2.0,1.0,0.31774721694638336
1.0,1.0,58.0,200.0,-3.0,1.0,0.3239288637484141
1.0,1.0,58.0,200.0,-4.0,1.0,0.33049104913286764
1.0,1.0,58.0,200.0,-5.0,1.0,0.3374608384786545
1.0,1.0,58.0,200.0,-6.0,1.0,0.34486797587663287
1.0,1.0,58.0,200.0,-7.0,1.0,0.35274523409728076
1.0,1.0,58.0,200.0,-8.0,1.0,0.3611288217483096
1.0,1.0,63.0,200.0,0.0,1.0,0.3694516888182024
1.0,1.0,63.0,200.0,-1.0,1.0,0.3764467062643098
1.0,1.0,63.0,200.0,-2.0,1.0,0.38386581721346674
1.0,1.0,63.0,200.0,-3.0,1.0,0.39173987533897114
1.0,1.0,63.0,200.0,-4.0,1.0,0.40010279118604736
1.0,1.0,63.0,200.0,-5.0,1.0,0.4089919196080586
1.0,1.0,63.0,200.0,-6.0,1.0,0.41844850702236325
