ρ,p,n,snr,MSE
-0.3,479.0,200.0,2.333333333333333,2.084019602132297
-0.3,518.0,200.0,2.333333333333333,2.0529306419406037
-0.3,561.0,200.0,2.333333333333333,1.9942603780743113
-0.3,608.0,200.0,2.333333333333333,1.9087887645717085
-0.3,658.0,200.0,2.333333333333333,1.8056677784913278
-0.3,712.0,200.0,2.333333333333333,1.7578846532633117
-0.3,771.0,200.0,2.333333333333333,1.6894961710624972
-0.3,835.0,200.0,2.333333333333333,1.6212792734217658
-0.3,904.0,200.0,2.333333333333333,1.5333597836503883
-0.3,979.0,200.0,2.333333333333333,1.4448889129796805
-0.3,1059.0,200.0,2.333333333333333,1.3555831964457996
-0.3,1147.0,200.0,2.333333333333333,1.2539838835369688
-0.3,1242.0,200.0,2.333333333333333,1.1373138594425454
-0.3,1344.0,200.0,2.333333333333333,1.0092561091762497
-0.3,1455.0,200.0,2.333333333333333,0.8792671410574472
-0.3,1576.0,200.0,2.333333333333333,0.7232496125368256
-0.3,1706.0,200.0,2.333333333333333,0.5667194125632883
-0.3,1847.0,200.0,2.333333333333333,0.36622541673399317
-0.3,2000.0,200.0,2.333333333333333,0.15150749341754244
-0.3,20.0,200.0,3.6666666666666665,0.1859644049072304
-0.3,21.0,200.0,3.6666666666666665,0.220449738023464
-0.3,23.0,200.0,3.6666666666666665,0.2522498455721361
-0.3,25.0,200.0,3.6666666666666665,0.2508260480572513
-0.3,27.0,200.0,3.6666666666666665,0.25025658222714725
-0.3,29.0,200.0,3.6666666666666665,0.2709460991964458
-0.3,31.0,200.0,3.6666666666666665,0.2832115271846105
-0.3,34.0,200.0,3.6666666666666665,0.2989083107738619
-0.3,36.0,200.0,3.6666666666666665,0.30447141699133184
-0.3,39.0,200.0,3.6666666666666665,0.33723183212071256
-0.3,43.0,200.0,3.6666666666666665,0.35072304255391135
-0.3,46.0,200.0,3.6666666666666665,0.3676496865189648
-0.3,50.0,200.0,3.6666666666666665,0.3881691639983961
-0.3,54.0,200.0,3.6666666666666665,0.4485751047350217
-0.3,58.0,200.0,3.6666666666666665,0.5657305660254703
-0.3,63.0,200.0,3.6666666666666665,0.6048232439375361
-0.3,68.0,200.0,3.6666666666666665,0.6976699716209346
-0.3,73.0,200.0,3.6666666666666665,0.7216605888401242
-0.3,79.0,200.0,3.6666666666666665,0.8397105818199869
-0.3,85.0,200.0,3.6666666666666665,0.9094695395465584
-0.3,92.0,200.0,3.6666666666666665,1.2328313751383466
-0.3,100.0,200.0,3.6666666666666665,1.3174580996945235
-0.3,108.0,200.0,3.6666666666666665,1.3972550944215294
-0.3,116.0,200.0,3.6666666666666665,1.6582793758180199
-0.3,126.0,200.0,3.6666666666666665,2.2530620240860846
-0.3,136.0,200.0,3.6666666666666665,2.2925784258570863
-0.3,147.0,200.0,3.6666666666666665,2.859297478023496
-0.3,158.0,200.0,3.6666666666666665,3.601832523576949
-0.3,171.0,200.0,3.6666666666666665,6.1160542732548855
-0.3,185.0,200.0,3.6666666666666665,11.618900157878693
-0.3,200.0,200.0,3.6666666666666665,7369.896545282702
-0.3,216.0,200.0,3.6666666666666665,16.74817900904332
-0.3,234.0,200.0,3.6666666666666665,8.43566249756093
-0.3,254.0,200.0,3.6666666666666665,4.875059000410737
-0.3,275.0,200.0,3.6666666666666665,3.7916217634560483
-0.3,297.0,200.0,3.6666666666666665,3.436733380374889
-0.3,322.0,200.0,3.6666666666666665,3.189062971027145
-0.3,348.0,200.0,3.6666666666666665,3.0028499600329175
-0.3,377.0,200.0,3.6666666666666665,2.856468555816778
-0.3,408.0,200.0,3.6666666666666665,2.6830666326289765
-0.3,442.0,200.0,3.6666666666666665,2.6392077432641727
-0.3,479.0,200.0,3.6666666666666665,2.776495721734569
-0.3,518.0,200.0,3.6666666666666665,2.7871927420682034
-0.3,561.0,200.0,3.6666666666666665,2.7466727609682686
-0.3,608.0,200.0,3.6666666666666665,2.6642412991577022
-0.3,658.0,200.0,3.6666666666666665,2.557511123029293
-0.3,712.0,200.0,3.6666666666666665,2.506916317474866
-0.3,771.0,200.0,3.6666666666666665,2.4273477011998428
-0.3,835.0,200.0,3.6666666666666665,2.3361048774903224
-0.3,904.0,200.0,3.6666666666666665,2.22129211558994
-0.3,979.0,200.0,3.6666666666666665,2.09490441797393
-0.3,1059.0,200.0,3.6666666666666665,1.972306464057378
-0.3,1147.0,200.0,3.6666666666666665,1.825632083265307
-0.3,1242.0,200.0,3.6666666666666665,1.65332021293545
-0.3,1344.0,200.0,3.6666666666666665,1.4566190096371239
-0.3,1455.0,200.0,3.6666666666666665,1.265902613577798
-0.3,1576.0,200.0,3.6666666666666665,1.0298205633630266
-0.3,1706.0,200.0,3.6666666666666665,0.7877231522424637
-0.3,1847.0,200.0,3.6666666666666665,0.4840966658592711
-0.3,2000.0,200.0,3.6666666666666665,0.15150749341754216
-0.3,20.0,200.0,5.0,0.1859644049072304
-0.3,21.0,200.0,5.0,0.22044973802346385
-0.3,23.0,200.0,5.0,0.25224984557213637
-0.3,25.0,200.0,5.0,0.25082604805725106
-0.3,27.0,200.0,5.0,0.2502565822271468
-0.3,29.0,200.0,5.0,0.27094609919644624
-0.3,31.0,200.0,5.0,0.28321152718461035
-0.3,34.0,200.0,5.0,0.2989083107738621
-0.3,36.0,200.0,5.0,0.30447141699133207
-0.3,39.0,200.0,5.0,0.33723183212071245
-0.3,43.0,200.0,5.0,0.35072304255391135
-0.3,46.0,200.0,5.0,0.3676496865189649
-0.3,50.0,200.0,5.0,0.3881691639983959
-0.3,54.0,200.0,5.0,0.4485751047350217
-0.3,58.0,200.0,5.0,0.5657305660254704
-0.3,63.0,200.0,5.0,0.6048232439375361
-0.3,68.0,200.0,5.0,0.6976699716209344
-0.3,73.0,200.0,5.0,0.7216605888401244
-0.3,79.0,200.0,5.0,0.8397105818199869
-0.3,85.0,200.0,5.0,0.9094695395465578
-0.3,92.0,200.0,5.0,1.2328313751383468
-0.3,100.0,200.0,5.0,1.3174580996945238
-0.3,108.0,200.0,5.0,1.397255094421529
-0.3,116.0,200.0,5.0,1.6582793758180192
-0.3,126.0,200.0,5.0,2.253062024086085
-0.3,136.0,200.0,5.0,2.2925784258570885
-0.3,147.0,200.0,5.0,2.8592974780234965
-0.3,158.0,200.0,5.0,3.6018325235769475
-0.3,171.0,200.0,5.0,6.1160542732548695
-0.3,185.0,200.0,5.0,11.618900157878699
-0.3,200.0,200.0,5.0,7369.896545204311
-0.3,216.0,200.0,5.0,16.85545111858145
-0.3,234.0,200.0,5.0,8.631034968331482
-0.3,254.0,200.0,5.0,5.1273294922377195
-0.3,275.0,200.0,5.0,4.1011377185651074
-0.3,297.0,200.0,5.0,3.8441159052489
-0.3,322.0,200.0,5.0,3.6412796546982586
-0.3,348.0,200.0,5.0,3.510575468395317
-0.3,377.0,200.0,5.0,3.429704237875572
-0.3,408.0,200.0,5.0,3.2801618321614616
-0.3,442.0,200.0,5.0,3.2707273012696683
-0.3,479.0,200.0,5.0,3.4676429846901127
-0.3,518.0,200.0,5.0,3.519565440102428
-0.3,561.0,200.0,5.0,3.4976406836480556
-0.3,608.0,200.0,5.0,3.418380655505739
-0.3,658.0,200.0,5.0,3.3086854306914333
-0.3,712.0,200.0,5.0,3.2556795630438256
-0.3,771.0,200.0,5.0,3.1650788758296167
-0.3,835.0,200.0,5.0,3.0507672127577896
-0.3,904.0,200.0,5.0,2.909300651227119
-0.3,979.0,200.0,5.0,2.744731917124268
-0.3,1059.0,200.0,5.0,2.5888695931112826
-0.3,1147.0,200.0,5.0,2.397851462911957
-0.3,1242.0,200.0,5.0,2.169588312462112
-0.3,1344.0,200.0,5.0,1.9039710378659735
-0.3,1455.0,200.0,5.0,1.6520536528900296
-0.3,1576.0,200.0,5.0,1.3357670020838452
-0.3,1706.0,200.0,5.0,1.0081956817816273
-0.3,1847.0,200.0,5.0,0.6017143292991192
-0.3,2000.0,200.0,5.0,0.15150749341754188
-0.5,20.0,200.0,1.0,0.185964404907223
-0.5,21.0,200.0,1.0,0.22044973802349122
-0.5,23.0,200.0,1.0,0.25224984557217545
-0.5,25.0,200.0,1.0,0.25082604805728986
-0.5,27.0,200.0,1.0,0.2502565822271852
-0.5,29.0,200.0,1.0,0.2709460991964733
-0.5,31.0,200.0,1.0,0.28321152718466774
-0.5,34.0,200.0,1.0,0.29890831077394037
-0.5,36.0,200.0,1.0,0.3044714169913916
-0.5,39.0,200.0,1.0,0.33723183212078317
-0.5,43.0,200.0,1.0,0.35072304255405007
-0.5,46.0,200.0,1.0,0.3676496865190677
-0.5,50.0,200.0,1.0,0.38816916399850454
-0.5,54.0,200.0,1.0,0.44857510473515055
-0.5,58.0,200.0,1.0,0.5657305660255252
-0.5,63.0,200.0,1.0,0.6048232439375816
-0.5,68.0,200.0,1.0,0.6976699716209191
-0.5,73.0,200.0,1.0,0.7216605888401172
-0.5,79.0,200.0,1.0,0.8397105818200377
-0.5,85.0,200.0,1.0,0.9094695395466428
-0.5,92.0,200.0,1.0,1.2328313751384568
-0.5,100.0,200.0,1.0,1.3174580996946892
-0.5,108.0,200.0,1.0,1.3972550944214763
-0.5,116.0,200.0,1.0,1.658279375818218
-0.5,126.0,200.0,1.0,2.253062024085791
-0.5,136.0,200.0,1.0,2.292578425856909
-0.5,147.0,200.0,1.0,2.859297478023955
-0.5,158.0,200.0,1.0,3.6018325235787523
-0.5,171.0,200.0,1.0,6.116054273255311
-0.5,185.0,200.0,1.0,11.618900157880292
-0.5,200.0,200.0,1.0,7369.896503992027
-0.5,216.0,200.0,1.0,16.53789871448741
-0.5,234.0,200.0,1.0,8.056936848959468
-0.5,254.0,200.0,1.0,4.382861067875949
-0.5,275.0,200.0,1.0,3.186458588890135
-0.5,297.0,200.0,1.0,2.6296587045851374
-0.5,322.0,200.0,1.0,2.286248321723892
-0.5,348.0,200.0,1.0,1.9872045261269722
-0.5,377.0,200.0,1.0,1.7110632134726278
-0.5,408.0,200.0,1.0,1.487254108452539
-0.5,442.0,200.0,1.0,1.372721469222134
-0.5,479.0,200.0,1.0,1.388725663722467
-0.5,518.0,200.0,1.0,1.3146620955442183
-0.5,561.0,200.0,1.0,1.2387850408972785
-0.5,608.0,200.0,1.0,1.1505516569886574
-0.5,658.0,200.0,1.0,1.052405752190487
-0.5,712.0,200.0,1.0,1.0058775184787285
-0.5,771.0,200.0,1.0,0.9496514586235164
-0.5,835.0,200.0,1.0,0.9063169938552484
-0.5,904.0,200.0,1.0,0.8455890404080947
-0.5,979.0,200.0,1.0,0.7939959992372575
-0.5,1059.0,200.0,1.0,0.7409678158345021
-0.5,1147.0,200.0,1.0,0.6871479047683744
-0.5,1242.0,200.0,1.0,0.6226955077918357
-0.5,1344.0,200.0,1.0,0.5589601315252801
-0.5,1455.0,200.0,1.0,0.499866119937766
-0.5,1576.0,200.0,1.0,0.41939687637398
-0.5,1706.0,200.0,1.0,0.3482681836054818
-0.5,1847.0,200.0,1.0,0.2441560236065402
-0.5,2000.0,200.0,1.0,0.14942827624690563
-0.5,20.0,200.0,2.333333333333333,0.1859644049072228
-0.5,21.0,200.0,2.333333333333333,0.2204497380234915
-0.5,23.0,200.0,2.333333333333333,0.2522498455721754
-0.5,25.0,200.0,2.333333333333333,0.25082604805728975
-0.5,27.0,200.0,2.333333333333333,0.25025658222718544
-0.5,29.0,200.0,2.333333333333333,0.27094609919647356
-0.5,31.0,200.0,2.333333333333333,0.28321152718466797
-0.5,34.0,200.0,2.333333333333333,0.29890831077394014
-0.5,36.0,200.0,2.333333333333333,0.3044714169913915
-0.5,39.0,200.0,2.333333333333333,0.33723183212078306
-0.5,43.0,200.0,2.333333333333333,0.35072304255405023
-0.5,46.0,200.0,2.333333333333333,0.3676496865190675
-0.5,50.0,200.0,2.333333333333333,0.3881691639985045
-0.5,54.0,200.0,2.333333333333333,0.4485751047351505
-0.5,58.0,200.0,2.333333333333333,0.5657305660255247
-0.5,63.0,200.0,2.333333333333333,0.6048232439375821
-0.5,68.0,200.0,2.333333333333333,0.697669971620919
-0.5,73.0,200.0,2.333333333333333,0.7216605888401167
-0.5,79.0,200.0,2.333333333333333,0.8397105818200374
-0.5,85.0,200.0,2.333333333333333,0.9094695395466428
-0.5,92.0,200.0,2.333333333333333,1.2328313751384572
-0.5,100.0,200.0,2.333333333333333,1.31745809969469
-0.5,108.0,200.0,2.333333333333333,1.3972550944214763
-0.5,116.0,200.0,2.333333333333333,1.658279375818215
-0.5,126.0,200.0,2.333333333333333,2.253062024085792
-0.5,136.0,200.0,2.333333333333333,2.2925784258569153
-0.5,147.0,200.0,2.333333333333333,2.8592974780239513
-0.5,158.0,200.0,2.333333333333333,3.60183252357875
-0.5,171.0,200.0,2.333333333333333,6.116054273255325
-0.5,185.0,200.0,2.333333333333333,11.618900157880311
-0.5,200.0,200.0,2.333333333333333,7369.896503808905
-0.5,216.0,200.0,2.333333333333333,16.641941711146853
-0.5,234.0,200.0,2.333333333333333,8.243206988466374
-0.5,254.0,200.0,2.333333333333333,4.625784043120353
-0.5,275.0,200.0,2.333333333333333,3.4854716111966817
-0.5,297.0,200.0,2.333333333333333,3.0312172320211146
-0.5,322.0,200.0,2.333333333333333,2.7372391339665
-0.5,348.0,200.0,2.333333333333333,2.495077268573606
-0.5,377.0,200.0,2.333333333333333,2.283491586536147
-0.5,408.0,200.0,2.333333333333333,2.0855777596251017
-0.5,442.0,200.0,2.333333333333333,2.0068515946279346
-0.5,479.0,200.0,2.333333333333333,2.0840196021341826
-0.5,518.0,200.0,2.333333333333333,2.052930641942856
-0.5,561.0,200.0,2.333333333333333,1.9942603780773984
-0.5,608.0,200.0,2.333333333333333,1.9087887645756276
-0.5,658.0,200.0,2.333333333333333,1.8056677784948478
-0.5,712.0,200.0,2.333333333333333,1.7546673590611332
-0.5,771.0,200.0,2.333333333333333,1.6847270902788882
-0.5,835.0,200.0,2.333333333333333,1.621230940122905
-0.5,904.0,200.0,2.333333333333333,1.5333597836536974
-0.5,979.0,200.0,2.333333333333333,1.443762256634733
-0.5,1059.0,200.0,2.333333333333333,1.3591610631053304
-0.5,1147.0,200.0,2.333333333333333,1.2615393341901353
-0.5,1242.0,200.0,2.333333333333333,1.1351070883016332
-0.5,1344.0,200.0,2.333333333333333,1.0074670858382608
-0.5,1455.0,200.0,2.333333333333333,0.888709241777684
-0.5,1576.0,200.0,2.333333333333333,0.7267456488463245
-0.5,1706.0,200.0,2.333333333333333,0.567780612338226
-0.5,1847.0,200.0,2.333333333333333,0.3615001373459622
-0.5,2000.0,200.0,2.333333333333333,0.14942827624690558
-0.5,20.0,200.0,3.6666666666666665,0.18596440490722294
-0.5,21.0,200.0,3.6666666666666665,0.22044973802349177
-0.5,23.0,200.0,3.6666666666666665,0.2522498455721754
-0.5,25.0,200.0,3.6666666666666665,0.2508260480572901
-0.5,27.0,200.0,3.6666666666666665,0.2502565822271854
-0.5,29.0,200.0,3.6666666666666665,0.2709460991964739
-0.5,31.0,200.0,3.6666666666666665,0.28321152718466786
-0.5,34.0,200.0,3.6666666666666665,0.29890831077393987
-0.5,36.0,200.0,3.6666666666666665,0.30447141699139135
-0.5,39.0,200.0,3.6666666666666665,0.33723183212078317
-0.5,43.0,200.0,3.6666666666666665,0.3507230425540505
-0.5,46.0,200.0,3.6666666666666665,0.3676496865190674
-0.5,50.0,200.0,3.6666666666666665,0.3881691639985043
-0.5,54.0,200.0,3.6666666666666665,0.44857510473515055
-0.5,58.0,200.0,3.6666666666666665,0.5657305660255247
-0.5,63.0,200.0,3.6666666666666665,0.6048232439375821
-0.5,68.0,200.0,3.6666666666666665,0.6976699716209187
-0.5,73.0,200.0,3.6666666666666665,0.7216605888401162
-0.5,79.0,200.0,3.6666666666666665,0.8397105818200378
-0.5,85.0,200.0,3.6666666666666665,0.9094695395466428
-0.5,92.0,200.0,3.6666666666666665,1.2328313751384574
-0.5,100.0,200.0,3.6666666666666665,1.3174580996946912
-0.5,108.0,200.0,3.6666666666666665,1.3972550944214763
-0.5,116.0,200.0,3.6666666666666665,1.6582793758182146
-0.5,126.0,200.0,3.6666666666666665,2.253062024085793
-0.5,136.0,200.0,3.6666666666666665,2.2925784258569197
-0.5,147.0,200.0,3.6666666666666665,2.859297478023951
-0.5,158.0,200.0,3.6666666666666665,3.6018325235787474
-0.5,171.0,200.0,3.6666666666666665,6.116054273255339
-0.5,185.0,200.0,3.6666666666666665,11.618900157880333
-0.5,200.0,200.0,3.6666666666666665,7369.896503674527
-0.5,216.0,200.0,3.6666666666666665,16.748179009024934
-0.5,234.0,200.0,3.6666666666666665,8.435662497557272
-0.5,254.0,200.0,3.6666666666666665,4.875059000410069
-0.5,275.0,200.0,3.6666666666666665,3.791621763455769
-0.5,297.0,200.0,3.6666666666666665,3.436733380374952
-0.5,322.0,200.0,3.6666666666666665,3.18906297102748
-0.5,348.0,200.0,3.6666666666666665,3.002849960033299
-0.5,377.0,200.0,3.6666666666666665,2.8564685558175475
-0.5,408.0,200.0,3.6666666666666665,2.6830666326306782
-0.5,442.0,200.0,3.6666666666666665,2.6392077432662395
-0.5,479.0,200.0,3.6666666666666665,2.7764957217373274
-0.5,518.0,200.0,3.6666666666666665,2.787192742071534
-0.5,561.0,200.0,3.6666666666666665,2.746672760972949
-0.5,608.0,200.0,3.6666666666666665,2.6642412991637148
-0.5,658.0,200.0,3.6666666666666665,2.557511123034735
-0.5,712.0,200.0,3.6666666666666665,2.5030436007007144
-0.5,771.0,200.0,3.6666666666666665,2.419428502107953
-0.5,835.0,200.0,3.6666666666666665,2.3356454004746565
-0.5,904.0,200.0,3.6666666666666665,2.2212921155950847
-0.5,979.0,200.0,3.6666666666666665,2.0931968157613605
-0.5,1059.0,200.0,3.6666666666666665,1.9767456827299141
-0.5,1147.0,200.0,3.6666666666666665,1.8360769283888083
-0.5,1242.0,200.0,3.6666666666666665,1.6485042327888892
-0.5,1344.0,200.0,3.6666666666666665,1.4558560824496989
-0.5,1455.0,200.0,3.6666666666666665,1.2758318742599126
-0.5,1576.0,200.0,3.6666666666666665,1.0329081773228108
-0.5,1706.0,200.0,3.6666666666666665,0.7872742058714006
-0.5,1847.0,200.0,3.6666666666666665,0.47863106849899484
-0.5,2000.0,200.0,3.6666666666666665,0.14942827624690558
-0.5,20.0,200.0,5.0,0.18596440490722282
-0.5,21.0,200.0,5.0,0.22044973802349196
-0.5,23.0,200.0,5.0,0.25224984557217556
-0.5,25.0,200.0,5.0,0.2508260480572904
-0.5,27.0,200.0,5.0,0.25025658222718555
-0.5,29.0,200.0,5.0,0.27094609919647417
-0.5,31.0,200.0,5.0,0.2832115271846679
-0.5,34.0,200.0,5.0,0.29890831077393987
-0.5,36.0,200.0,5.0,0.30447141699139135
-0.5,39.0,200.0,5.0,0.337231832120783
-0.5,43.0,200.0,5.0,0.3507230425540505
-0.5,46.0,200.0,5.0,0.3676496865190673
-0.5,50.0,200.0,5.0,0.3881691639985045
-0.5,54.0,200.0,5.0,0.44857510473515083
-0.5,58.0,200.0,5.0,0.565730566025525
-0.5,63.0,200.0,5.0,0.6048232439375822
-0.5,68.0,200.0,5.0,0.6976699716209185
-0.5,73.0,200.0,5.0,0.721660588840116
-0.5,79.0,200.0,5.0,0.8397105818200377
-0.5,85.0,200.0,5.0,0.9094695395466439
-0.5,92.0,200.0,5.0,1.232831375138458
-0.5,100.0,200.0,5.0,1.3174580996946919
-0.5,108.0,200.0,5.0,1.397255094421476
-0.5,116.0,200.0,5.0,1.6582793758182124
-0.5,126.0,200.0,5.0,2.2530620240857933
-0.5,136.0,200.0,5.0,2.2925784258569237
-0.5,147.0,200.0,5.0,2.859297478023951
-0.5,158.0,200.0,5.0,3.6018325235787443
-0.5,171.0,200.0,5.0,6.116054273255348
-0.5,185.0,200.0,5.0,11.618900157880338
-0.5,200.0,200.0,5.0,7369.896503562995
-0.5,216.0,200.0,5.0,16.85545111856315
-0.5,234.0,200.0,5.0,8.631034968327649
-0.5,254.0,200.0,5.0,5.127329492237114
-0.5,275.0,200.0,5.0,4.101137718564701
-0.5,297.0,200.0,5.0,3.8441159052488336
-0.5,322.0,200.0,5.0,3.6412796546985495
-0.5,348.0,200.0,5.0,3.510575468395701
-0.5,377.0,200.0,5.0,3.4297042378764737
-0.5,408.0,200.0,5.0,3.2801618321635675
-0.5,442.0,200.0,5.0,3.270727301272278
-0.5,479.0,200.0,5.0,3.467642984693707
-0.5,518.0,200.0,5.0,3.519565440106817
-0.5,561.0,200.0,5.0,3.4976406836543035
-0.5,608.0,200.0,5.0,3.418380655513826
-0.5,658.0,200.0,5.0,3.3086854306987874
-0.5,712.0,200.0,5.0,3.2512247929983866
-0.5,771.0,200.0,5.0,3.153953435413258
-0.5,835.0,200.0,5.0,3.0498243080018983
-0.5,904.0,200.0,5.0,2.9093006512340946
-0.5,979.0,200.0,5.0,2.7424749491268336
-0.5,1059.0,200.0,5.0,2.594043279324249
-0.5,1147.0,200.0,5.0,2.410683452511122
-0.5,1242.0,200.0,5.0,2.162366159908111
-0.5,1344.0,200.0,5.0,1.9041894513269297
-0.5,1455.0,200.0,5.0,1.6621431402654558
-0.5,1576.0,200.0,5.0,1.338511284372416
-0.5,1706.0,200.0,5.0,1.0067589169029503
-0.5,1847.0,200.0,5.0,0.5956614647645334
-0.5,2000.0,200.0,5.0,0.1494282762469054
-0.7,20.0,200.0,1.0,0.18596440490713598
-0.7,21.0,200.0,1.0,0.22044973802337317
-0.7,23.0,200.0,1.0,0.2522498455720219
-0.7,25.0,200.0,1.0,0.25082604805712483
-0.7,27.0,200.0,1.0,0.25025658222701924
-0.7,29.0,200.0,1.0,0.27094609919631757
-0.7,31.0,200.0,1.0,0.2832115271844618
-0.7,34.0,200.0,1.0,0.2989083107737245
-0.7,36.0,200.0,1.0,0.30447141699120045
-0.7,39.0,200.0,1.0,0.3372318321205505
-0.7,43.0,200.0,1.0,0.3507230425537203
-0.7,46.0,200.0,1.0,0.3676496865187662
-0.7,50.0,200.0,1.0,0.38816916399820967
-0.7,54.0,200.0,1.0,0.44857510473484824
-0.7,58.0,200.0,1.0,0.5657305660254301
-0.7,63.0,200.0,1.0,0.6048232439375149
-0.7,68.0,200.0,1.0,0.6976699716209416
