ρ,p,n,snr,MSE
-0.7,73.0,200.0,1.0,0.7216605888401328
-0.7,79.0,200.0,1.0,0.8397105818199733
-0.7,85.0,200.0,1.0,0.9094695395466134
-0.7,92.0,200.0,1.0,1.2328313751384392
-0.7,100.0,200.0,1.0,1.317458099694644
-0.7,108.0,200.0,1.0,1.397255094421653
-0.7,116.0,200.0,1.0,1.6582793758177388
-0.7,126.0,200.0,1.0,2.2530620240861934
-0.7,136.0,200.0,1.0,2.2925784258568664
-0.7,147.0,200.0,1.0,2.859297478023128
-0.7,158.0,200.0,1.0,3.6018325235769546
-0.7,171.0,200.0,1.0,6.116054273250283
-0.7,185.0,200.0,1.0,11.618900157888492
-0.7,200.0,200.0,1.0,7369.896509085508
-0.7,216.0,200.0,1.0,16.537898714508163
-0.7,234.0,200.0,1.0,8.056936848962865
-0.7,254.0,200.0,1.0,4.3828610678769016
-0.7,275.0,200.0,1.0,3.186458588890541
-0.7,297.0,200.0,1.0,2.6296587045849247
-0.7,322.0,200.0,1.0,2.2862483217234804
-0.7,348.0,200.0,1.0,1.9872045261265914
-0.7,377.0,200.0,1.0,1.711063213472097
-0.7,408.0,200.0,1.0,1.4872541084515714
-0.7,442.0,200.0,1.0,1.3727214692210243
-0.7,479.0,200.0,1.0,1.3887256637213294
-0.7,518.0,200.0,1.0,1.3146620955430004
-0.7,561.0,200.0,1.0,1.2387850408958163
-0.7,608.0,200.0,1.0,1.15055165698681
-0.7,658.0,200.0,1.0,1.0524057521891697
-0.7,712.0,200.0,1.0,1.0046044993991448
-0.7,771.0,200.0,1.0,0.9496514586222796
-0.7,835.0,200.0,1.0,0.9060578712741344
-0.7,904.0,200.0,1.0,0.8455921492930367
-0.7,979.0,200.0,1.0,0.794155554617033
-0.7,1059.0,200.0,1.0,0.7457305777218644
-0.7,1147.0,200.0,1.0,0.6790011045685594
-0.7,1242.0,200.0,1.0,0.6258807508295393
-0.7,1344.0,200.0,1.0,0.5561524822775181
-0.7,1455.0,200.0,1.0,0.48882370207778947
-0.7,1576.0,200.0,1.0,0.4203696902772488
-0.7,1706.0,200.0,1.0,0.34699048765094787
-0.7,1847.0,200.0,1.0,0.25520988159968
-0.7,2000.0,200.0,1.0,0.1458767092247499
-0.7,20.0,200.0,2.333333333333333,0.18596440490713614
-0.7,21.0,200.0,2.333333333333333,0.22044973802337325
-0.7,23.0,200.0,2.333333333333333,0.2522498455720219
-0.7,25.0,200.0,2.333333333333333,0.2508260480571249
-0.7,27.0,200.0,2.333333333333333,0.25025658222701913
-0.7,29.0,200.0,2.333333333333333,0.27094609919631807
-0.7,31.0,200.0,2.333333333333333,0.28321152718446146
-0.7,34.0,200.0,2.333333333333333,0.29890831077372476
-0.7,36.0,200.0,2.333333333333333,0.3044714169912002
-0.7,39.0,200.0,2.333333333333333,0.33723183212055047
-0.7,43.0,200.0,2.333333333333333,0.3507230425537207
-0.7,46.0,200.0,2.333333333333333,0.3676496865187662
-0.7,50.0,200.0,2.333333333333333,0.38816916399820933
-0.7,54.0,200.0,2.333333333333333,0.448575104734848
-0.7,58.0,200.0,2.333333333333333,0.5657305660254298
-0.7,63.0,200.0,2.333333333333333,0.6048232439375143
-0.7,68.0,200.0,2.333333333333333,0.6976699716209418
-0.7,73.0,200.0,2.333333333333333,0.7216605888401325
-0.7,79.0,200.0,2.333333333333333,0.8397105818199727
-0.7,85.0,200.0,2.333333333333333,0.9094695395466138
-0.7,92.0,200.0,2.333333333333333,1.2328313751384394
-0.7,100.0,200.0,2.333333333333333,1.3174580996946432
-0.7,108.0,200.0,2.333333333333333,1.3972550944216535
-0.7,116.0,200.0,2.333333333333333,1.658279375817738
-0.7,126.0,200.0,2.333333333333333,2.253062024086195
-0.7,136.0,200.0,2.333333333333333,2.2925784258568718
-0.7,147.0,200.0,2.333333333333333,2.8592974780231226
-0.7,158.0,200.0,2.333333333333333,3.601832523576965
-0.7,171.0,200.0,2.333333333333333,6.116054273250296
-0.7,185.0,200.0,2.333333333333333,11.61890015788834
-0.7,200.0,200.0,2.333333333333333,7369.896509282884
-0.7,216.0,200.0,2.333333333333333,16.64194171116713
-0.7,234.0,200.0,2.333333333333333,8.243206988470078
-0.7,254.0,200.0,2.333333333333333,4.625784043121239
-0.7,275.0,200.0,2.333333333333333,3.485471611197245
-0.7,297.0,200.0,2.333333333333333,3.0312172320209125
-0.7,322.0,200.0,2.333333333333333,2.737239133965971
-0.7,348.0,200.0,2.333333333333333,2.4950772685731075
-0.7,377.0,200.0,2.333333333333333,2.2834915865353445
-0.7,408.0,200.0,2.333333333333333,2.0855777596235066
-0.7,442.0,200.0,2.333333333333333,2.0068515946259926
-0.7,479.0,200.0,2.333333333333333,2.084019602132044
-0.7,518.0,200.0,2.333333333333333,2.0529306419405553
-0.7,561.0,200.0,2.333333333333333,1.9942603780744133
-0.7,608.0,200.0,2.333333333333333,1.9087887645717077
-0.7,658.0,200.0,2.333333333333333,1.805667778491966
-0.7,712.0,200.0,2.333333333333333,1.751806214720587
-0.7,771.0,200.0,2.333333333333333,1.6847270902762088
-0.7,835.0,200.0,2.333333333333333,1.621501145355175
-0.7,904.0,200.0,2.333333333333333,1.5337908593766494
-0.7,979.0,200.0,2.333333333333333,1.4445173816776335
-0.7,1059.0,200.0,2.333333333333333,1.3655382424578648
-0.7,1147.0,200.0,2.333333333333333,1.2507475421937702
-0.7,1242.0,200.0,2.333333333333333,1.138283600328222
-0.7,1344.0,200.0,2.333333333333333,1.0077681716042244
-0.7,1455.0,200.0,2.333333333333333,0.874872333572909
-0.7,1576.0,200.0,2.333333333333333,0.7272259483981985
-0.7,1706.0,200.0,2.333333333333333,0.57034517825699
-0.7,1847.0,200.0,2.333333333333333,0.37638557632727143
-0.7,2000.0,200.0,2.333333333333333,0.14587670922475013
-0.7,20.0,200.0,3.6666666666666665,0.1859644049071362
-0.7,21.0,200.0,3.6666666666666665,0.2204497380233735
-0.7,23.0,200.0,3.6666666666666665,0.2522498455720216
-0.7,25.0,200.0,3.6666666666666665,0.2508260480571249
-0.7,27.0,200.0,3.6666666666666665,0.2502565822270188
-0.7,29.0,200.0,3.6666666666666665,0.2709460991963183
-0.7,31.0,200.0,3.6666666666666665,0.2832115271844616
-0.7,34.0,200.0,3.6666666666666665,0.2989083107737247
-0.7,36.0,200.0,3.6666666666666665,0.3044714169912
-0.7,39.0,200.0,3.6666666666666665,0.3372318321205504
-0.7,43.0,200.0,3.6666666666666665,0.3507230425537207
-0.7,46.0,200.0,3.6666666666666665,0.36764968651876645
-0.7,50.0,200.0,3.6666666666666665,0.3881691639982091
-0.7,54.0,200.0,3.6666666666666665,0.44857510473484763
-0.7,58.0,200.0,3.6666666666666665,0.5657305660254298
-0.7,63.0,200.0,3.6666666666666665,0.604823243937514
-0.7,68.0,200.0,3.6666666666666665,0.6976699716209424
-0.7,73.0,200.0,3.6666666666666665,0.7216605888401328
-0.7,79.0,200.0,3.6666666666666665,0.8397105818199723
-0.7,85.0,200.0,3.6666666666666665,0.9094695395466135
-0.7,92.0,200.0,3.6666666666666665,1.2328313751384397
-0.7,100.0,200.0,3.6666666666666665,1.3174580996946432
-0.7,108.0,200.0,3.6666666666666665,1.3972550944216533
-0.7,116.0,200.0,3.6666666666666665,1.658279375817738
-0.7,126.0,200.0,3.6666666666666665,2.2530620240861956
-0.7,136.0,200.0,3.6666666666666665,2.292578425856879
-0.7,147.0,200.0,3.6666666666666665,2.859297478023117
-0.7,158.0,200.0,3.6666666666666665,3.6018325235769706
-0.7,171.0,200.0,3.6666666666666665,6.116054273250303
-0.7,185.0,200.0,3.6666666666666665,11.618900157888234
-0.7,200.0,200.0,3.6666666666666665,7369.896509427815
-0.7,216.0,200.0,3.6666666666666665,16.74817900904487
-0.7,234.0,200.0,3.6666666666666665,8.435662497561335
-0.7,254.0,200.0,3.6666666666666665,4.875059000410956
-0.7,275.0,200.0,3.6666666666666665,3.7916217634565363
-0.7,297.0,200.0,3.6666666666666665,3.436733380374841
-0.7,322.0,200.0,3.6666666666666665,3.189062971026909
-0.7,348.0,200.0,3.6666666666666665,3.0028499600327647
-0.7,377.0,200.0,3.6666666666666665,2.8564685558165523
-0.7,408.0,200.0,3.6666666666666665,2.6830666326285746
-0.7,442.0,200.0,3.6666666666666665,2.6392077432635817
-0.7,479.0,200.0,3.6666666666666665,2.7764957217342707
-0.7,518.0,200.0,3.6666666666666665,2.7871927420682434
-0.7,561.0,200.0,3.6666666666666665,2.7466727609685164
-0.7,608.0,200.0,3.6666666666666665,2.664241299157785
-0.7,658.0,200.0,3.6666666666666665,2.557511123030317
-0.7,712.0,200.0,3.6666666666666665,2.4986161474103223
-0.7,771.0,200.0,3.6666666666666665,2.4194285021038637
-0.7,835.0,200.0,3.6666666666666665,2.336548589614516
-0.7,904.0,200.0,3.6666666666666665,2.2222496722306078
-0.7,979.0,200.0,3.6666666666666665,2.094569653706557
-0.7,1059.0,200.0,3.6666666666666665,1.9846915908158538
-0.7,1147.0,200.0,3.6666666666666665,1.823504661976106
-0.7,1242.0,200.0,3.6666666666666665,1.6512810273037037
-0.7,1344.0,200.0,3.6666666666666665,1.458918711616586
-0.7,1455.0,200.0,3.6666666666666665,1.2597472692573706
-0.7,1576.0,200.0,3.6666666666666665,1.0331996014620266
-0.7,1706.0,200.0,3.6666666666666665,0.7925882011080199
-0.7,1847.0,200.0,3.6666666666666665,0.49642455263008195
-0.7,2000.0,200.0,3.6666666666666665,0.14587670922475024
-0.7,20.0,200.0,5.0,0.18596440490713653
-0.7,21.0,200.0,5.0,0.22044973802337336
-0.7,23.0,200.0,5.0,0.2522498455720218
-0.7,25.0,200.0,5.0,0.2508260480571247
-0.7,27.0,200.0,5.0,0.2502565822270188
-0.7,29.0,200.0,5.0,0.2709460991963185
-0.7,31.0,200.0,5.0,0.2832115271844613
-0.7,34.0,200.0,5.0,0.29890831077372465
-0.7,36.0,200.0,5.0,0.3044714169912
-0.7,39.0,200.0,5.0,0.3372318321205503
-0.7,43.0,200.0,5.0,0.3507230425537209
-0.7,46.0,200.0,5.0,0.3676496865187665
-0.7,50.0,200.0,5.0,0.38816916399820905
-0.7,54.0,200.0,5.0,0.448575104734848
-0.7,58.0,200.0,5.0,0.5657305660254297
-0.7,63.0,200.0,5.0,0.6048232439375137
-0.7,68.0,200.0,5.0,0.6976699716209421
-0.7,73.0,200.0,5.0,0.7216605888401324
-0.7,79.0,200.0,5.0,0.8397105818199725
-0.7,85.0,200.0,5.0,0.9094695395466144
-0.7,92.0,200.0,5.0,1.2328313751384397
-0.7,100.0,200.0,5.0,1.3174580996946428
-0.7,108.0,200.0,5.0,1.3972550944216537
-0.7,116.0,200.0,5.0,1.658279375817738
-0.7,126.0,200.0,5.0,2.253062024086195
-0.7,136.0,200.0,5.0,2.2925784258568824
-0.7,147.0,200.0,5.0,2.859297478023113
-0.7,158.0,200.0,5.0,3.6018325235769773
-0.7,171.0,200.0,5.0,6.116054273250308
-0.7,185.0,200.0,5.0,11.618900157888145
-0.7,200.0,200.0,5.0,7369.896509547968
-0.7,216.0,200.0,5.0,16.855451118582835
-0.7,234.0,200.0,5.0,8.631034968332088
-0.7,254.0,200.0,5.0,5.127329492238043
-0.7,275.0,200.0,5.0,4.101137718565695
-0.7,297.0,200.0,5.0,3.8441159052488607
-0.7,322.0,200.0,5.0,3.6412796546979807
-0.7,348.0,200.0,5.0,3.510575468395162
-0.7,377.0,200.0,5.0,3.429704237875324
-0.7,408.0,200.0,5.0,3.2801618321609944
-0.7,442.0,200.0,5.0,3.270727301268951
-0.7,479.0,200.0,5.0,3.4676429846897774
-0.7,518.0,200.0,5.0,3.519565440102575
-0.7,561.0,200.0,5.0,3.4976406836484637
-0.7,608.0,200.0,5.0,3.418380655505926
-0.7,658.0,200.0,5.0,3.3086854306928477
-0.7,712.0,200.0,5.0,3.2452413191237084
-0.7,771.0,200.0,5.0,3.153953435407782
-0.7,835.0,200.0,5.0,3.0514093642810596
-0.7,904.0,200.0,5.0,2.910831147086173
-0.7,979.0,200.0,5.0,2.744475942516079
-0.7,1059.0,200.0,5.0,2.603536369770675
-0.7,1147.0,200.0,5.0,2.3967384098859044
-0.7,1242.0,200.0,5.0,2.1645588513826697
-0.7,1344.0,200.0,5.0,1.9098498916203408
-0.7,1455.0,200.0,5.0,1.6440687011201829
-0.7,1576.0,200.0,5.0,1.3387570263450184
-0.7,1706.0,200.0,5.0,1.0143069719806233
-0.7,1847.0,200.0,5.0,0.6159274632959986
-0.7,2000.0,200.0,5.0,0.14587670922475054
