λ,μ,p,true_p,n,tau,snr,MSE
1.0,1.0,20.0,100.0,200.0,0.1353352832366127,1.0,1.8482663164553466
1.0,1.0,20.0,100.0,200.0,0.22313016014842982,1.0,1.835649260768002
1.0,1.0,20.0,100.0,200.0,0.36787944117144233,1.0,1.8235876079094375
1.0,1.0,20.0,100.0,200.0,0.6065306597126334,1.0,1.8163672546790564
1.0,1.0,20.0,100.0,200.0,1.0,1.0,1.8182279142797015
1.0,1.0,20.0,100.0,200.0,1.6487212707001282,1.0,1.830444467142468
1.0,1.0,20.0,100.0,200.0,2.718281828459045,1.0,1.8500582415265039
1.0,1.0,20.0,100.0,200.0,4.4816890703380645,1.0,1.8718339558798411
1.0,1.0,20.0,100.0,200.0,7.38905609893065,1.0,1.8913772647269456
1.0,1.0,20.0,100.0,200.0,0.0,1.0,1.8817769470357466
1.0,1.0,21.0,100.0,200.0,0.1353352832366127,1.0,1.848635189893163
1.0,1.0,21.0,100.0,200.0,0.22313016014842982,1.0,1.8320790073904056
1.0,1.0,21.0,100.0,200.0,0.36787944117144233,1.0,1.816210305544101
1.0,1.0,21.0,100.0,200.0,0.6065306597126334,1.0,1.8063608691208661
1.0,1.0,21.0,100.0,200.0,1.0,1.0,1.8075178781045536
1.0,1.0,21.0,100.0,200.0,1.6487212707001282,1.0,1.8208293219503018
1.0,1.0,21.0,100.0,200.0,2.718281828459045,1.0,1.8425006714262875
1.0,1.0,21.0,100.0,200.0,4.4816890703380645,1.0,1.8664306006935225
1.0,1.0,21.0,100.0,200.0,7.38905609893065,1.0,1.887750059758763
1.0,1.0,21.0,100.0,200.0,0.0,1.0,1.8927919755850067
1.0,1.0,23.0,100.0,200.0,0.1353352832366127,1.0,1.8553289939152033
1.0,1.0,23.0,100.0,200.0,0.22313016014842982,1.0,1.8389145944563483
1.0,1.0,23.0,100.0,200.0,0.36787944117144233,1.0,1.8230901605076701
1.0,1.0,23.0,100.0,200.0,0.6065306597126334,1.0,1.8129865140862795
1.0,1.0,23.0,100.0,200.0,1.0,1.0,1.8134377189156607
