λ,μ,p,true_p,n,tau,snr,MSE
1.0,1.0,20.0,100.0,200.0,0.0,1.0,2.104686913350151
1.0,1.0,20.0,100.0,200.0,1.3183673469387756,1.0,1.9043327692469452
1.0,1.0,21.0,100.0,200.0,0.0,1.0,2.102093512394817
1.0,1.0,21.0,100.0,200.0,1.3183673469387756,1.0,1.9006976717886674
1.0,1.0,23.0,100.0,200.0,0.0,1.0,2.079132923212667
1.0,1.0,23.0,100.0,200.0,1.7244897959183674,1.0,1.8888649820384962
1.0,1.0,25.0,100.0,200.0,0.0,1.0,2.088989952399047
1.0,1.0,25.0,100.0,200.0,2.1306122448979594,1.0,1.896298345826019
1.0,1.0,27.0,100.0,200.0,0.0,1.0,2.0483450615119607
1.0,1.0,27.0,100.0,200.0,2.1306122448979594,1.0,1.8852183758890597
1.0,1.0,29.0,100.0,200.0,0.0,1.0,2.069473902800958
1.0,1.0,29.0,100.0,200.0,2.1306122448979594,1.0,1.877355240635616
1.0,1.0,31.0,100.0,200.0,0.0,1.0,2.0450287813098855
1.0,1.0,31.0,100.0,200.0,1.7244897959183674,1.0,1.8560062728259579
1.0,1.0,34.0,100.0,200.0,0.0,1.0,2.0822045437390906
1.0,1.0,34.0,100.0,200.0,0.9122448979591836,1.0,1.8281779478351412
1.0,1.0,36.0,100.0,200.0,0.0,1.0,2.017716640400661
1.0,1.0,36.0,100.0,200.0,0.9122448979591836,1.0,1.8073372687082498
1.0,1.0,39.0,100.0,200.0,0.0,1.0,2.09911963390939
1.0,1.0,39.0,100.0,200.0,0.5061224489795918,1.0,1.805363746925996
1.0,1.0,43.0,100.0,200.0,0.0,1.0,2.041796774290877
1.0,1.0,43.0,100.0,200.0,0.9122448979591836,1.0,1.7444996827809072
1.0,1.0,46.0,100.0,200.0,0.0,1.0,2.0396915104254587
1.0,1.0,46.0,100.0,200.0,0.9122448979591836,1.0,1.7349638743167117
1.0,1.0,50.0,100.0,200.0,0.0,1.0,2.2763976988214663
1.0,1.0,50.0,100.0,200.0,0.5061224489795918,1.0,1.758909164609395
1.0,1.0,54.0,100.0,200.0,0.0,1.0,2.297965628197046
1.0,1.0,54.0,100.0,200.0,0.5061224489795918,1.0,1.7380426743069732
1.0,1.0,58.0,100.0,200.0,0.0,1.0,2.222230717282389
1.0,1.0,58.0,100.0,200.0,0.5061224489795918,1.0,1.7067811532581014
1.0,1.0,63.0,100.0,200.0,0.0,1.0,2.2788428537904255
1.0,1.0,63.0,100.0,200.0,0.5061224489795918,1.0,1.661836276757557
1.0,1.0,68.0,100.0,200.0,0.0,1.0,2.15933829522818
1.0,1.0,68.0,100.0,200.0,0.5061224489795918,1.0,1.609303636513655
1.0,1.0,73.0,100.0,200.0,0.0,1.0,2.2709874064939877
1.0,1.0,73.0,100.0,200.0,0.5061224489795918,1.0,1.5894208085378494
1.0,1.0,79.0,100.0,200.0,0.0,1.0,2.3878869411718697
1.0,1.0,79.0,100.0,200.0,0.5061224489795918,1.0,1.5653594158719917
1.0,1.0,85.0,100.0,200.0,0.0,1.0,2.212316432485308
1.0,1.0,85.0,100.0,200.0,0.5061224489795918,1.0,1.5189999311385587
1.0,1.0,92.0,100.0,200.0,0.0,1.0,2.183194392821531
1.0,1.0,92.0,100.0,200.0,0.5061224489795918,1.0,1.450492396430437
1.0,1.0,100.0,100.0,200.0,0.0,1.0,2.0196631243041776
1.0,1.0,100.0,100.0,200.0,0.5061224489795918,1.0,1.3673358105726783
1.0,1.0,108.0,100.0,200.0,0.0,1.0,2.2058581233935763
1.0,1.0,108.0,100.0,200.0,0.5061224489795918,1.0,1.399078836042331
1.0,1.0,116.0,100.0,200.0,0.0,1.0,2.328167600117877
1.0,1.0,116.0,100.0,200.0,0.5061224489795918,1.0,1.4009117050227988
1.0,1.0,126.0,100.0,200.0,0.0,1.0,3.0058859192062792
1.0,1.0,126.0,100.0,200.0,0.5061224489795918,1.0,1.4173390541658621
1.0,1.0,136.0,100.0,200.0,0.0,1.0,4.138298989214213
1.0,1.0,136.0,100.0,200.0,0.5061224489795918,1.0,1.445152616870901
1.0,1.0,147.0,100.0,200.0,0.0,1.0,4.827537630721076
1.0,1.0,147.0,100.0,200.0,0.5061224489795918,1.0,1.457466000364558
1.0,1.0,158.0,100.0,200.0,0.0,1.0,5.76399576445018
1.0,1.0,158.0,100.0,200.0,0.5061224489795918,1.0,1.5084678463240824
1.0,1.0,171.0,100.0,200.0,0.0,1.0,7.496071621780453
1.0,1.0,171.0,100.0,200.0,0.5061224489795918,1.0,1.5284415936433078
1.0,1.0,185.0,100.0,200.0,0.0,1.0,16.25109874158451
1.0,1.0,185.0,100.0,200.0,0.5061224489795918,1.0,1.546535947015578
1.0,1.0,200.0,100.0,200.0,0.0,1.0,132.09220965835084
1.0,1.0,200.0,100.0,200.0,0.9122448979591836,1.0,1.5390093599095358
1.0,1.0,216.0,100.0,200.0,0.0,1.0,12.300002636877734
1.0,1.0,216.0,100.0,200.0,0.5061224489795918,1.0,1.6106134377266552
1.0,1.0,234.0,100.0,200.0,0.0,1.0,5.889981389897998
1.0,1.0,234.0,100.0,200.0,0.9122448979591836,1.0,1.591273840419753
1.0,1.0,254.0,100.0,200.0,0.0,1.0,4.706222880506325
