λ,μ,p,true_p,n,snr,MSE
3.0,1.0,377.0,100.0,200.0,3.6666666666666665,3.9521092987863797
3.0,1.0,408.0,100.0,200.0,3.6666666666666665,3.8143505068646846
3.0,1.0,442.0,100.0,200.0,3.6666666666666665,3.777230862318381
3.0,1.0,479.0,100.0,200.0,3.6666666666666665,3.8113118223832347
3.0,1.0,518.0,100.0,200.0,3.6666666666666665,3.9076144802204653
3.0,1.0,561.0,100.0,200.0,3.6666666666666665,3.8961217665016217
3.0,1.0,608.0,100.0,200.0,3.6666666666666665,3.9820710304478255
3.0,1.0,658.0,100.0,200.0,3.6666666666666665,3.981249898517599
3.0,1.0,712.0,100.0,200.0,3.6666666666666665,4.040134859924829
3.0,1.0,771.0,100.0,200.0,3.6666666666666665,4.149063732051505
3.0,1.0,835.0,100.0,200.0,3.6666666666666665,4.211454040415456
3.0,1.0,904.0,100.0,200.0,3.6666666666666665,4.283537091765634
3.0,1.0,979.0,100.0,200.0,3.6666666666666665,4.361644505844971
3.0,1.0,1059.0,100.0,200.0,3.6666666666666665,4.424686326838593
3.0,1.0,1147.0,100.0,200.0,3.6666666666666665,4.460199150267604
3.0,1.0,1242.0,100.0,200.0,3.6666666666666665,4.532425741437642
3.0,1.0,1344.0,100.0,200.0,3.6666666666666665,4.566704933169018
3.0,1.0,1455.0,100.0,200.0,3.6666666666666665,4.617118665399991
3.0,1.0,1576.0,100.0,200.0,3.6666666666666665,4.619945265218726
3.0,1.0,1706.0,100.0,200.0,3.6666666666666665,4.7113457039049695
3.0,1.0,1847.0,100.0,200.0,3.6666666666666665,4.63428710868867
3.0,1.0,2000.0,100.0,200.0,3.6666666666666665,4.679208454983943
3.0,1.0,20.0,100.0,200.0,5.0,6.521131659568966
3.0,1.0,21.0,100.0,200.0,5.0,6.4673741760608
3.0,1.0,23.0,100.0,200.0,5.0,6.37143639889537
3.0,1.0,25.0,100.0,200.0,5.0,6.23243192324825
3.0,1.0,27.0,100.0,200.0,5.0,6.068541983598868
3.0,1.0,29.0,100.0,200.0,5.0,5.937784302282095
3.0,1.0,31.0,100.0,200.0,5.0,5.747188670910046
3.0,1.0,34.0,100.0,200.0,5.0,5.711865685428821
3.0,1.0,36.0,100.0,200.0,5.0,5.842104118169398
3.0,1.0,39.0,100.0,200.0,5.0,5.720849857858647
3.0,1.0,43.0,100.0,200.0,5.0,5.511469901200471
3.0,1.0,46.0,100.0,200.0,5.0,5.187419840311192
3.0,1.0,50.0,100.0,200.0,5.0,4.975087570526343
3.0,1.0,54.0,100.0,200.0,5.0,4.7537615721982736
3.0,1.0,58.0,100.0,200.0,5.0,4.270437446620753
3.0,1.0,63.0,100.0,200.0,5.0,3.938195957125033
3.0,1.0,68.0,100.0,200.0,5.0,3.697411350465839
3.0,1.0,73.0,100.0,200.0,5.0,3.6651837866156973
3.0,1.0,79.0,100.0,200.0,5.0,3.615194827178403
3.0,1.0,85.0,100.0,200.0,5.0,3.0655278072489947
3.0,1.0,92.0,100.0,200.0,5.0,2.602419422684247
3.0,1.0,100.0,100.0,200.0,5.0,1.715791325292482
3.0,1.0,108.0,100.0,200.0,5.0,1.6765051040886225
3.0,1.0,116.0,100.0,200.0,5.0,1.8732657083839113
3.0,1.0,126.0,100.0,200.0,5.0,2.0116582806047716
3.0,1.0,136.0,100.0,200.0,5.0,2.1713124263973795
3.0,1.0,147.0,100.0,200.0,5.0,2.7094765394671407
3.0,1.0,158.0,100.0,200.0,5.0,3.9417577011499088
3.0,1.0,171.0,100.0,200.0,5.0,4.529112553602143
3.0,1.0,185.0,100.0,200.0,5.0,22.577026238906523
3.0,1.0,200.0,100.0,200.0,5.0,1298.2689823864107
3.0,1.0,216.0,100.0,200.0,5.0,24.248051897709626
3.0,1.0,234.0,100.0,200.0,5.0,12.155278165584301
3.0,1.0,254.0,100.0,200.0,5.0,6.524299047379738
3.0,1.0,275.0,100.0,200.0,5.0,5.364207870082651
3.0,1.0,297.0,100.0,200.0,5.0,5.009404585976799
3.0,1.0,322.0,100.0,200.0,5.0,4.676792338135972
3.0,1.0,348.0,100.0,200.0,5.0,4.585766368887585
3.0,1.0,377.0,100.0,200.0,5.0,4.611920451228045
3.0,1.0,408.0,100.0,200.0,5.0,4.497254746414608
3.0,1.0,442.0,100.0,200.0,5.0,4.504514041667093
3.0,1.0,479.0,100.0,200.0,5.0,4.60122362862235
3.0,1.0,518.0,100.0,200.0,5.0,4.761509865945317
3.0,1.0,561.0,100.0,200.0,5.0,4.776429331918223
3.0,1.0,608.0,100.0,200.0,5.0,4.912856908317118
3.0,1.0,658.0,100.0,200.0,5.0,4.9336727299426535
3.0,1.0,712.0,100.0,200.0,5.0,5.034139120312203
3.0,1.0,771.0,100.0,200.0,5.0,5.186406358162412
3.0,1.0,835.0,100.0,200.0,5.0,5.2835502200088404
3.0,1.0,904.0,100.0,200.0,5.0,5.3916100716337585
3.0,1.0,979.0,100.0,200.0,5.0,5.501447594965891
3.0,1.0,1059.0,100.0,200.0,5.0,5.594978436662986
3.0,1.0,1147.0,100.0,200.0,5.0,5.654605617460794
3.0,1.0,1242.0,100.0,200.0,5.0,5.757582879141049
3.0,1.0,1344.0,100.0,200.0,5.0,5.8107790883711035
3.0,1.0,1455.0,100.0,200.0,5.0,5.887069625860239
3.0,1.0,1576.0,100.0,200.0,5.0,5.895414216015802
3.0,1.0,1706.0,100.0,200.0,5.0,6.0233562495320845
3.0,1.0,1847.0,100.0,200.0,5.0,5.928767722225717
3.0,1.0,2000.0,100.0,200.0,5.0,5.991714583223226
5.0,1.0,20.0,100.0,200.0,1.0,2.5680524478669886
5.0,1.0,21.0,100.0,200.0,1.0,2.566968176098209
5.0,1.0,23.0,100.0,200.0,1.0,2.5533616200106013
5.0,1.0,25.0,100.0,200.0,1.0,2.501162844957174
5.0,1.0,27.0,100.0,200.0,1.0,2.4411966051114833
5.0,1.0,29.0,100.0,200.0,1.0,2.390839113326561
5.0,1.0,31.0,100.0,200.0,1.0,2.311359311147769
5.0,1.0,34.0,100.0,200.0,1.0,2.3155040048628877
5.0,1.0,36.0,100.0,200.0,1.0,2.4058421933372434
5.0,1.0,39.0,100.0,200.0,1.0,2.38039390814494
5.0,1.0,43.0,100.0,200.0,1.0,2.309264522529872
5.0,1.0,46.0,100.0,200.0,1.0,2.201215743216839
5.0,1.0,50.0,100.0,200.0,1.0,2.1574048667683106
5.0,1.0,54.0,100.0,200.0,1.0,2.135122151443782
5.0,1.0,58.0,100.0,200.0,1.0,1.9791962488493544
5.0,1.0,63.0,100.0,200.0,1.0,1.9346229111392352
5.0,1.0,68.0,100.0,200.0,1.0,1.8790458199641344
5.0,1.0,73.0,100.0,200.0,1.0,1.8922112731695009
5.0,1.0,79.0,100.0,200.0,1.0,1.977779502975948
5.0,1.0,85.0,100.0,200.0,1.0,1.950560306090558
5.0,1.0,92.0,100.0,200.0,1.0,1.9131143314556656
5.0,1.0,100.0,100.0,200.0,1.0,1.7180362791254975
5.0,1.0,108.0,100.0,200.0,1.0,1.6778528152050967
5.0,1.0,116.0,100.0,200.0,1.0,1.8731627054199165
5.0,1.0,126.0,100.0,200.0,1.0,1.9795646275874934
5.0,1.0,136.0,100.0,200.0,1.0,2.1429839396915735
5.0,1.0,147.0,100.0,200.0,1.0,2.641191718601569
5.0,1.0,158.0,100.0,200.0,1.0,3.9960479009207623
5.0,1.0,171.0,100.0,200.0,1.0,4.619845997234208
5.0,1.0,185.0,100.0,200.0,1.0,22.689703020175635
5.0,1.0,200.0,100.0,200.0,1.0,1206.4897019084212
5.0,1.0,216.0,100.0,200.0,1.0,21.952766821860124
5.0,1.0,234.0,100.0,200.0,1.0,11.529891097666864
5.0,1.0,254.0,100.0,200.0,1.0,5.4251826234762355
5.0,1.0,275.0,100.0,200.0,1.0,4.04178409993587
5.0,1.0,297.0,100.0,200.0,1.0,3.560373877207804
5.0,1.0,322.0,100.0,200.0,1.0,3.056916843315417
5.0,1.0,348.0,100.0,200.0,1.0,2.8054050163917617
5.0,1.0,377.0,100.0,200.0,1.0,2.5926491064995214
5.0,1.0,408.0,100.0,200.0,1.0,2.409688964096649
5.0,1.0,442.0,100.0,200.0,1.0,2.2834976972986514
5.0,1.0,479.0,100.0,200.0,1.0,2.1978738786081493
5.0,1.0,518.0,100.0,200.0,1.0,2.1597384105878494
5.0,1.0,561.0,100.0,200.0,1.0,2.1009402668783785
5.0,1.0,608.0,100.0,200.0,1.0,2.082930237428846
5.0,1.0,658.0,100.0,200.0,1.0,2.037554110350249
5.0,1.0,712.0,100.0,200.0,1.0,2.0261052976565437
5.0,1.0,771.0,100.0,200.0,1.0,2.034332278262496
5.0,1.0,835.0,100.0,200.0,1.0,2.070722751826354
5.0,1.0,904.0,100.0,200.0,1.0,2.0248788306534364
5.0,1.0,979.0,100.0,200.0,1.0,2.0432306893236625
5.0,1.0,1059.0,100.0,200.0,1.0,2.0407167099877013
5.0,1.0,1147.0,100.0,200.0,1.0,2.038316165707723
5.0,1.0,1242.0,100.0,200.0,1.0,2.0516501510546257
5.0,1.0,1344.0,100.0,200.0,1.0,2.107196254970305
5.0,1.0,1455.0,100.0,200.0,1.0,2.135440294499863
5.0,1.0,1576.0,100.0,200.0,1.0,2.129407168915078
5.0,1.0,1706.0,100.0,200.0,1.0,2.0749865547255797
5.0,1.0,1847.0,100.0,200.0,1.0,2.104992221345754
5.0,1.0,2000.0,100.0,200.0,1.0,2.0644429496944343
5.0,1.0,20.0,100.0,200.0,2.333333333333333,4.610416412632213
5.0,1.0,21.0,100.0,200.0,2.333333333333333,4.563338460809697
5.0,1.0,23.0,100.0,200.0,2.333333333333333,4.4951674528911365
5.0,1.0,25.0,100.0,200.0,2.333333333333333,4.366263034213847
5.0,1.0,27.0,100.0,200.0,2.333333333333333,4.234296174880322
5.0,1.0,29.0,100.0,200.0,2.333333333333333,4.12879456294696
5.0,1.0,31.0,100.0,200.0,2.333333333333333,3.962032283258654
5.0,1.0,34.0,100.0,200.0,2.333333333333333,3.9084733526561664
5.0,1.0,36.0,100.0,200.0,2.333333333333333,4.016256464995263
5.0,1.0,39.0,100.0,200.0,2.333333333333333,3.9244694577617993
5.0,1.0,43.0,100.0,200.0,2.333333333333333,3.766302139408112
5.0,1.0,46.0,100.0,200.0,2.333333333333333,3.5097376304305277
5.0,1.0,50.0,100.0,200.0,2.333333333333333,3.334433729241578
5.0,1.0,54.0,100.0,200.0,2.333333333333333,3.2099508035505777
5.0,1.0,58.0,100.0,200.0,2.333333333333333,2.894440327137114
5.0,1.0,63.0,100.0,200.0,2.333333333333333,2.7065360503378892
5.0,1.0,68.0,100.0,200.0,2.333333333333333,2.559673096545788
5.0,1.0,73.0,100.0,200.0,2.333333333333333,2.543528022980974
5.0,1.0,79.0,100.0,200.0,2.333333333333333,2.572806451282768
5.0,1.0,85.0,100.0,200.0,2.333333333333333,2.3545784753691223
5.0,1.0,92.0,100.0,200.0,2.333333333333333,2.1545995586376097
5.0,1.0,100.0,100.0,200.0,2.333333333333333,1.7180362791254986
5.0,1.0,108.0,100.0,200.0,2.333333333333333,1.6778528152050982
5.0,1.0,116.0,100.0,200.0,2.333333333333333,1.8731627054199176
5.0,1.0,126.0,100.0,200.0,2.333333333333333,1.9795646275874934
5.0,1.0,136.0,100.0,200.0,2.333333333333333,2.142983939691573
5.0,1.0,147.0,100.0,200.0,2.333333333333333,2.6411917186015756
5.0,1.0,158.0,100.0,200.0,2.333333333333333,3.9960479009207726
5.0,1.0,171.0,100.0,200.0,2.333333333333333,4.619845997234217
5.0,1.0,185.0,100.0,200.0,2.333333333333333,22.68970302017551
5.0,1.0,200.0,100.0,200.0,2.333333333333333,1206.4897019077841
5.0,1.0,216.0,100.0,200.0,2.333333333333333,22.08062867866614
5.0,1.0,234.0,100.0,200.0,2.333333333333333,11.686397855841369
5.0,1.0,254.0,100.0,200.0,2.333333333333333,5.725634729985614
5.0,1.0,275.0,100.0,200.0,2.333333333333333,4.412282109293624
5.0,1.0,297.0,100.0,200.0,2.333333333333333,3.9731130239588563
5.0,1.0,322.0,100.0,200.0,2.333333333333333,3.523762601140074
5.0,1.0,348.0,100.0,200.0,2.333333333333333,3.3373145345025965
5.0,1.0,377.0,100.0,200.0,2.333333333333333,3.200086161872833
5.0,1.0,408.0,100.0,200.0,2.333333333333333,3.039681933668999
5.0,1.0,442.0,100.0,200.0,2.333333333333333,2.9493123198769644
5.0,1.0,479.0,100.0,200.0,2.333333333333333,2.924412790526438
5.0,1.0,518.0,100.0,200.0,2.333333333333333,2.9505238239555767
5.0,1.0,561.0,100.0,200.0,2.333333333333333,2.921031104036644
5.0,1.0,608.0,100.0,200.0,2.333333333333333,2.9536737258701597
5.0,1.0,658.0,100.0,200.0,2.333333333333333,2.926883978438842
5.0,1.0,712.0,100.0,200.0,2.333333333333333,2.969439932564977
5.0,1.0,771.0,100.0,200.0,2.333333333333333,3.0145280449261236
5.0,1.0,835.0,100.0,200.0,2.333333333333333,3.152138859527823
5.0,1.0,904.0,100.0,200.0,2.333333333333333,3.0774323869365348
5.0,1.0,979.0,100.0,200.0,2.333333333333333,3.135462172198202
5.0,1.0,1059.0,100.0,200.0,2.333333333333333,3.15748580744582
5.0,1.0,1147.0,100.0,200.0,2.333333333333333,3.191207133824693
5.0,1.0,1242.0,100.0,200.0,2.333333333333333,3.2390567763410383
5.0,1.0,1344.0,100.0,200.0,2.333333333333333,3.386034411091993
5.0,1.0,1455.0,100.0,200.0,2.333333333333333,3.4769914875537222
5.0,1.0,1576.0,100.0,200.0,2.333333333333333,3.475048110317318
5.0,1.0,1706.0,100.0,200.0,2.333333333333333,3.3682765016396834
5.0,1.0,1847.0,100.0,200.0,2.333333333333333,3.4494814001776524
5.0,1.0,2000.0,100.0,200.0,2.333333333333333,3.3808865990426433
5.0,1.0,20.0,100.0,200.0,3.6666666666666665,6.665612549023953
5.0,1.0,21.0,100.0,200.0,3.6666666666666665,6.568432113926686
5.0,1.0,23.0,100.0,200.0,3.6666666666666665,6.4415989462915695
5.0,1.0,25.0,100.0,200.0,3.6666666666666665,6.235481755978532
5.0,1.0,27.0,100.0,200.0,3.6666666666666665,6.045112184017277
5.0,1.0,29.0,100.0,200.0,3.6666666666666665,5.886872747964327
5.0,1.0,31.0,100.0,200.0,3.6666666666666665,5.636040523077672
5.0,1.0,34.0,100.0,200.0,3.6666666666666665,5.515903894363513
5.0,1.0,36.0,100.0,200.0,3.6666666666666665,5.630742927445498
5.0,1.0,39.0,100.0,200.0,3.6666666666666665,5.465915196091686
5.0,1.0,43.0,100.0,200.0,3.6666666666666665,5.222296929850933
5.0,1.0,46.0,100.0,200.0,3.6666666666666665,4.81865447280119
5.0,1.0,50.0,100.0,200.0,3.6666666666666665,4.5176062831778
5.0,1.0,54.0,100.0,200.0,3.6666666666666665,4.279322471567755
5.0,1.0,58.0,100.0,200.0,3.6666666666666665,3.813698461962717
5.0,1.0,63.0,100.0,200.0,3.6666666666666665,3.4864655996537928
5.0,1.0,68.0,100.0,200.0,3.6666666666666665,3.244961618343608
5.0,1.0,73.0,100.0,200.0,3.6666666666666665,3.201665387990849
5.0,1.0,79.0,100.0,200.0,3.6666666666666665,3.16476019044724
5.0,1.0,85.0,100.0,200.0,3.6666666666666665,2.752591873563691
5.0,1.0,92.0,100.0,200.0,3.6666666666666665,2.391342924141425
5.0,1.0,100.0,100.0,200.0,3.6666666666666665,1.7180362791254993
5.0,1.0,108.0,100.0,200.0,3.6666666666666665,1.6778528152050982
5.0,1.0,116.0,100.0,200.0,3.6666666666666665,1.873162705419918
5.0,1.0,126.0,100.0,200.0,3.6666666666666665,1.9795646275874934
5.0,1.0,136.0,100.0,200.0,3.6666666666666665,2.1429839396915735
5.0,1.0,147.0,100.0,200.0,3.6666666666666665,2.641191718601583
5.0,1.0,158.0,100.0,200.0,3.6666666666666665,3.996047900920782
5.0,1.0,171.0,100.0,200.0,3.6666666666666665,4.619845997234224
5.0,1.0,185.0,100.0,200.0,3.6666666666666665,22.6897030201754
5.0,1.0,200.0,100.0,200.0,3.6666666666666665,1206.4897019073178
5.0,1.0,216.0,100.0,200.0,3.6666666666666665,22.198860276964684
5.0,1.0,234.0,100.0,200.0,3.6666666666666665,11.843327064145178
5.0,1.0,254.0,100.0,200.0,3.6666666666666665,6.025419966485477
5.0,1.0,275.0,100.0,200.0,3.6666666666666665,4.7800605224822865
5.0,1.0,297.0,100.0,200.0,3.6666666666666665,4.382777812451066
5.0,1.0,322.0,100.0,200.0,3.6666666666666665,3.988272617141266
5.0,1.0,348.0,100.0,200.0,3.6666666666666665,3.8655489878089466
5.0,1.0,377.0,100.0,200.0,3.6666666666666665,3.803701855357413
5.0,1.0,408.0,100.0,200.0,3.6666666666666665,3.6680943529774375
5.0,1.0,442.0,100.0,200.0,3.6666666666666665,3.614637506949569
5.0,1.0,479.0,100.0,200.0,3.6666666666666665,3.652041022850759
5.0,1.0,518.0,100.0,200.0,3.6666666666666665,3.7421030021737716
5.0,1.0,561.0,100.0,200.0,3.6666666666666665,3.743060798273617
5.0,1.0,608.0,100.0,200.0,3.6666666666666665,3.8257981947260458
5.0,1.0,658.0,100.0,200.0,3.6666666666666665,3.8189159075892056
5.0,1.0,712.0,100.0,200.0,3.6666666666666665,3.915855902693249
5.0,1.0,771.0,100.0,200.0,3.6666666666666665,3.9956829704721213
5.0,1.0,835.0,100.0,200.0,3.6666666666666665,4.2349192507356985
5.0,1.0,904.0,100.0,200.0,3.6666666666666665,4.129428927202385
5.0,1.0,979.0,100.0,200.0,3.6666666666666665,4.225984083274986
5.0,1.0,1059.0,100.0,200.0,3.6666666666666665,4.272172858199146
5.0,1.0,1147.0,100.0,200.0,3.6666666666666665,4.341579174882565
5.0,1.0,1242.0,100.0,200.0,3.6666666666666665,4.423255681663656
5.0,1.0,1344.0,100.0,200.0,3.6666666666666665,4.661622263474589
5.0,1.0,1455.0,100.0,200.0,3.6666666666666665,4.816564972052282
5.0,1.0,1576.0,100.0,200.0,3.6666666666666665,4.818252920685838
5.0,1.0,1706.0,100.0,200.0,3.6666666666666665,4.660404809898625
5.0,1.0,1847.0,100.0,200.0,3.6666666666666665,4.791633412737609
5.0,1.0,2000.0,100.0,200.0,3.6666666666666665,4.696610240588483
5.0,1.0,20.0,100.0,200.0,5.0,8.726860215949324
5.0,1.0,21.0,100.0,200.0,5.0,8.577639624915788
5.0,1.0,23.0,100.0,200.0,5.0,8.39021185735762
5.0,1.0,25.0,100.0,200.0,5.0,8.106642738644267
5.0,1.0,27.0,100.0,200.0,5.0,7.8642830980685305
5.0,1.0,29.0,100.0,200.0,5.0,7.654440624299628
5.0,1.0,31.0,100.0,200.0,5.0,7.321053454008703
5.0,1.0,34.0,100.0,200.0,5.0,7.130154198077679
5.0,1.0,36.0,100.0,200.0,5.0,7.247149796482793
5.0,1.0,39.0,100.0,200.0,5.0,7.00612074034033
5.0,1.0,43.0,100.0,200.0,5.0,6.67779993322927
5.0,1.0,46.0,100.0,200.0,5.0,6.127757572281042
5.0,1.0,50.0,100.0,200.0,5.0,5.703676143786604
5.0,1.0,54.0,100.0,200.0,5.0,5.346120677601972
5.0,1.0,58.0,100.0,200.0,5.0,4.734849587811918
5.0,1.0,63.0,100.0,200.0,5.0,4.27017561201262
5.0,1.0,68.0,100.0,200.0,5.0,3.9324483392125824
5.0,1.0,73.0,100.0,200.0,5.0,3.8630192904920047
5.0,1.0,79.0,100.0,200.0,5.0,3.755264633303776
5.0,1.0,85.0,100.0,200.0,5.0,3.147773478619899
5.0,1.0,92.0,100.0,200.0,5.0,2.6258500726145866
5.0,1.0,100.0,100.0,200.0,5.0,1.7180362791255008
5.0,1.0,108.0,100.0,200.0,5.0,1.6778528152050989
5.0,1.0,116.0,100.0,200.0,5.0,1.8731627054199176
5.0,1.0,126.0,100.0,200.0,5.0,1.9795646275874925
5.0,1.0,136.0,100.0,200.0,5.0,2.1429839396915735
5.0,1.0,147.0,100.0,200.0,5.0,2.641191718601588
5.0,1.0,158.0,100.0,200.0,5.0,3.9960479009207863
5.0,1.0,171.0,100.0,200.0,5.0,4.619845997234226
5.0,1.0,185.0,100.0,200.0,5.0,22.689703020175312
5.0,1.0,200.0,100.0,200.0,5.0,1206.489701906931
5.0,1.0,216.0,100.0,200.0,5.0,22.312550336613164
5.0,1.0,234.0,100.0,200.0,5.0,12.000455495926566
5.0,1.0,254.0,100.0,200.0,5.0,6.32489071340851
5.0,1.0,275.0,100.0,200.0,5.0,5.1465563998901445
5.0,1.0,297.0,100.0,200.0,5.0,4.790992762722889
5.0,1.0,322.0,100.0,200.0,5.0,4.451681119433409
5.0,1.0,348.0,100.0,200.0,5.0,4.392050315380649
5.0,1.0,377.0,100.0,200.0,5.0,4.405515430788816
5.0,1.0,408.0,100.0,200.0,5.0,4.295761399759667
5.0,1.0,442.0,100.0,200.0,5.0,4.279731880875867
5.0,1.0,479.0,100.0,200.0,5.0,4.380182968355501
5.0,1.0,518.0,100.0,200.0,5.0,4.534056512373249
5.0,1.0,561.0,100.0,200.0,5.0,4.5660048391351244
5.0,1.0,608.0,100.0,200.0,5.0,4.698573920858437
5.0,1.0,658.0,100.0,200.0,5.0,4.712222103129924
5.0,1.0,712.0,100.0,200.0,5.0,4.8637250013106
5.0,1.0,771.0,100.0,200.0,5.0,4.977290226257485
5.0,1.0,835.0,100.0,200.0,5.0,5.318343025116406
5.0,1.0,904.0,100.0,200.0,5.0,5.181162783993126
5.0,1.0,979.0,100.0,200.0,5.0,5.315699776492879
5.0,1.0,1059.0,100.0,200.0,5.0,5.3858780354572255
5.0,1.0,1147.0,100.0,200.0,5.0,5.490763313810228
5.0,1.0,1242.0,100.0,200.0,5.0,5.605941856649641
5.0,1.0,1344.0,100.0,200.0,5.0,5.935677303415687
5.0,1.0,1455.0,100.0,200.0,5.0,6.1552057879381215
5.0,1.0,1576.0,100.0,200.0,5.0,6.160308874745098
5.0,1.0,1706.0,100.0,200.0,5.0,5.951985300376183
5.0,1.0,1847.0,100.0,200.0,5.0,6.132683239832123
5.0,1.0,2000.0,100.0,200.0,5.0,6.011994333277961
10.0,1.0,20.0,100.0,200.0,1.0,3.6788146194033056
10.0,1.0,21.0,100.0,200.0,1.0,3.59000743634373
10.0,1.0,23.0,100.0,200.0,1.0,3.5003350162452027
10.0,1.0,25.0,100.0,200.0,1.0,3.3629091454555615
10.0,1.0,27.0,100.0,200.0,1.0,3.2308323924407523
10.0,1.0,29.0,100.0,200.0,1.0,3.1316915166162467
10.0,1.0,31.0,100.0,200.0,1.0,2.9620420343358207
10.0,1.0,34.0,100.0,200.0,1.0,2.8816285777736717
10.0,1.0,36.0,100.0,200.0,1.0,2.946154149278356
10.0,1.0,39.0,100.0,200.0,1.0,2.8625222457200254
10.0,1.0,43.0,100.0,200.0,1.0,2.7417774516793028
10.0,1.0,46.0,100.0,200.0,1.0,2.5382855046522637
10.0,1.0,50.0,100.0,200.0,1.0,2.4048269503517314
10.0,1.0,54.0,100.0,200.0,1.0,2.3387521077977182
10.0,1.0,58.0,100.0,200.0,1.0,2.1218609115465346
10.0,1.0,63.0,100.0,200.0,1.0,2.0341308994639964
10.0,1.0,68.0,100.0,200.0,1.0,1.9480692264270787
10.0,1.0,73.0,100.0,200.0,1.0,1.9506791327789665
10.0,1.0,79.0,100.0,200.0,1.0,2.0159031574478328
10.0,1.0,85.0,100.0,200.0,1.0,1.9771319165935037
10.0,1.0,92.0,100.0,200.0,1.0,1.9207627389260338
10.0,1.0,100.0,100.0,200.0,1.0,1.7197702541251794
10.0,1.0,108.0,100.0,200.0,1.0,1.6781404322448195
10.0,1.0,116.0,100.0,200.0,1.0,1.8752556806643121
10.0,1.0,126.0,100.0,200.0,1.0,1.9630007542839973
10.0,1.0,136.0,100.0,200.0,1.0,2.134353116503012
10.0,1.0,147.0,100.0,200.0,1.0,2.664997642928587
10.0,1.0,158.0,100.0,200.0,1.0,4.081257630600874
10.0,1.0,171.0,100.0,200.0,1.0,4.667130346982726
10.0,1.0,185.0,100.0,200.0,1.0,22.471688126539064
10.0,1.0,200.0,100.0,200.0,1.0,1133.6976592751664
10.0,1.0,216.0,100.0,200.0,1.0,20.280941502118054
10.0,1.0,234.0,100.0,200.0,1.0,11.343631398647304
10.0,1.0,254.0,100.0,200.0,1.0,5.3763407449107525
10.0,1.0,275.0,100.0,200.0,1.0,3.997432634676028
10.0,1.0,297.0,100.0,200.0,1.0,3.518075016989106
10.0,1.0,322.0,100.0,200.0,1.0,3.0108901457696886
10.0,1.0,348.0,100.0,200.0,1.0,2.769204099255835
10.0,1.0,377.0,100.0,200.0,1.0,2.5485590366267976
10.0,1.0,408.0,100.0,200.0,1.0,2.369249797857684
10.0,1.0,442.0,100.0,200.0,1.0,2.2388191006599207
10.0,1.0,479.0,100.0,200.0,1.0,2.1512699849682084
10.0,1.0,518.0,100.0,200.0,1.0,2.107382302369445
10.0,1.0,561.0,100.0,200.0,1.0,2.051416085896048
10.0,1.0,608.0,100.0,200.0,1.0,2.031078415035126
10.0,1.0,658.0,100.0,200.0,1.0,1.9868411748478232
10.0,1.0,712.0,100.0,200.0,1.0,1.9760338461478926
10.0,1.0,771.0,100.0,200.0,1.0,1.9777833385071957
10.0,1.0,835.0,100.0,200.0,1.0,1.9627082110644172
10.0,1.0,904.0,100.0,200.0,1.0,1.9601149275739964
10.0,1.0,979.0,100.0,200.0,1.0,1.9796771067804915
10.0,1.0,1059.0,100.0,200.0,1.0,1.9774584453229036
10.0,1.0,1147.0,100.0,200.0,1.0,1.975005097191681
10.0,1.0,1242.0,100.0,200.0,1.0,1.9876801607489274
10.0,1.0,1344.0,100.0,200.0,1.0,1.9832454370794528
10.0,1.0,1455.0,100.0,200.0,1.0,1.9833841406505595
10.0,1.0,1576.0,100.0,200.0,1.0,2.0408163055894497
10.0,1.0,1706.0,100.0,200.0,1.0,2.045221788972006
10.0,1.0,1847.0,100.0,200.0,1.0,2.0508501624360673
10.0,1.0,2000.0,100.0,200.0,1.0,2.0398651919990844
10.0,1.0,20.0,100.0,200.0,2.333333333333333,7.24538762160113
10.0,1.0,21.0,100.0,200.0,2.333333333333333,6.98431328079586
10.0,1.0,23.0,100.0,200.0,2.333333333333333,6.7276285101929565
10.0,1.0,25.0,100.0,200.0,2.333333333333333,6.392031106163313
10.0,1.0,27.0,100.0,200.0,2.333333333333333,6.144710378036951
10.0,1.0,29.0,100.0,200.0,2.333333333333333,5.925435882303899
10.0,1.0,31.0,100.0,200.0,2.333333333333333,5.550391878310162
10.0,1.0,34.0,100.0,200.0,2.333333333333333,5.282543131391112
10.0,1.0,36.0,100.0,200.0,2.333333333333333,5.3133715779393915
10.0,1.0,39.0,100.0,200.0,2.333333333333333,5.0705252956603
10.0,1.0,43.0,100.0,200.0,2.333333333333333,4.787203840155338
10.0,1.0,46.0,100.0,200.0,2.333333333333333,4.311244045636261
10.0,1.0,50.0,100.0,200.0,2.333333333333333,3.915933890985728
10.0,1.0,54.0,100.0,200.0,2.333333333333333,3.673575735154297
10.0,1.0,58.0,100.0,200.0,2.333333333333333,3.2289096518715086
10.0,1.0,63.0,100.0,200.0,2.333333333333333,2.941613632353436
10.0,1.0,68.0,100.0,200.0,2.333333333333333,2.721968259980217
10.0,1.0,73.0,100.0,200.0,2.333333333333333,2.6800982755562988
10.0,1.0,79.0,100.0,200.0,2.333333333333333,2.6569468947217296
10.0,1.0,85.0,100.0,200.0,2.333333333333333,2.4095180391248823
10.0,1.0,92.0,100.0,200.0,2.333333333333333,2.1701759338726507
10.0,1.0,100.0,100.0,200.0,2.333333333333333,1.7197702541251754
10.0,1.0,108.0,100.0,200.0,2.333333333333333,1.6781404322448217
10.0,1.0,116.0,100.0,200.0,2.333333333333333,1.875255680664313
