λ,μ,p,true_p,n,snr,MSE
1.0,1.0,185.0,100.0,200.0,3.6666666666666665,20.816149993622364
1.0,1.0,200.0,100.0,200.0,3.6666666666666665,1671.3192780944362
1.0,1.0,216.0,100.0,200.0,3.6666666666666665,26.352634254250788
1.0,1.0,234.0,100.0,200.0,3.6666666666666665,11.939811799745696
1.0,1.0,254.0,100.0,200.0,3.6666666666666665,6.27186227454685
1.0,1.0,275.0,100.0,200.0,3.6666666666666665,5.053318657904872
1.0,1.0,297.0,100.0,200.0,3.6666666666666665,4.703983196126583
1.0,1.0,322.0,100.0,200.0,3.6666666666666665,4.302907050945405
1.0,1.0,348.0,100.0,200.0,3.6666666666666665,4.142769163422337
1.0,1.0,377.0,100.0,200.0,3.6666666666666665,4.042318956433883
1.0,1.0,408.0,100.0,200.0,3.6666666666666665,3.927792649277937
1.0,1.0,442.0,100.0,200.0,3.6666666666666665,3.882938429418775
1.0,1.0,479.0,100.0,200.0,3.6666666666666665,3.884601280889276
1.0,1.0,518.0,100.0,200.0,3.6666666666666665,3.945302031044601
1.0,1.0,561.0,100.0,200.0,3.6666666666666665,3.927969541640952
1.0,1.0,608.0,100.0,200.0,3.6666666666666665,4.0012325224685945
1.0,1.0,658.0,100.0,200.0,3.6666666666666665,3.9932588976480385
1.0,1.0,712.0,100.0,200.0,3.6666666666666665,4.041546445127864
1.0,1.0,771.0,100.0,200.0,3.6666666666666665,4.073403302513255
1.0,1.0,835.0,100.0,200.0,3.6666666666666665,4.105798925503022
1.0,1.0,904.0,100.0,200.0,3.6666666666666665,4.134581606474627
1.0,1.0,979.0,100.0,200.0,3.6666666666666665,4.188911164592972
1.0,1.0,1059.0,100.0,200.0,3.6666666666666665,4.21547676481548
1.0,1.0,1147.0,100.0,200.0,3.6666666666666665,4.2141768962094215
1.0,1.0,1242.0,100.0,200.0,3.6666666666666665,4.265293131851804
1.0,1.0,1344.0,100.0,200.0,3.6666666666666665,4.305353367963457
1.0,1.0,1455.0,100.0,200.0,3.6666666666666665,4.3319336186423785
1.0,1.0,1576.0,100.0,200.0,3.6666666666666665,4.330964945469783
1.0,1.0,1706.0,100.0,200.0,3.6666666666666665,4.385757479684228
1.0,1.0,1847.0,100.0,200.0,3.6666666666666665,4.430700494484862
1.0,1.0,2000.0,100.0,200.0,3.6666666666666665,4.513777734506234
1.0,1.0,20.0,100.0,200.0,5.0,5.194063693483395
1.0,1.0,21.0,100.0,200.0,5.0,5.161004700140681
1.0,1.0,23.0,100.0,200.0,5.0,5.11305042201887
1.0,1.0,25.0,100.0,200.0,5.0,5.046502584277147
1.0,1.0,27.0,100.0,200.0,5.0,4.960607710274218
1.0,1.0,29.0,100.0,200.0,5.0,4.876139337420132
1.0,1.0,31.0,100.0,200.0,5.0,4.761061593514612
1.0,1.0,34.0,100.0,200.0,5.0,4.79329756267251
1.0,1.0,36.0,100.0,200.0,5.0,4.903735229493325
1.0,1.0,39.0,100.0,200.0,5.0,4.829628674744369
1.0,1.0,43.0,100.0,200.0,5.0,4.694526854667726
1.0,1.0,46.0,100.0,200.0,5.0,4.523056766015853
1.0,1.0,50.0,100.0,200.0,5.0,4.438703090395737
1.0,1.0,54.0,100.0,200.0,5.0,4.306955067333219
1.0,1.0,58.0,100.0,200.0,5.0,3.9027301830144743
1.0,1.0,63.0,100.0,200.0,5.0,3.674211261644499
1.0,1.0,68.0,100.0,200.0,5.0,3.5031617587411716
1.0,1.0,73.0,100.0,200.0,5.0,3.49739840244831
1.0,1.0,79.0,100.0,200.0,5.0,3.467848619890635
1.0,1.0,85.0,100.0,200.0,5.0,2.9888469418498027
1.0,1.0,92.0,100.0,200.0,5.0,2.5822879828076353
1.0,1.0,100.0,100.0,200.0,5.0,1.7131330974588255
1.0,1.0,108.0,100.0,200.0,5.0,1.6732808788324092
1.0,1.0,116.0,100.0,200.0,5.0,1.8812963073150308
1.0,1.0,126.0,100.0,200.0,5.0,2.106650570935331
1.0,1.0,136.0,100.0,200.0,5.0,2.2692407010370728
1.0,1.0,147.0,100.0,200.0,5.0,3.0215302772446915
1.0,1.0,158.0,100.0,200.0,5.0,3.9896874689582122
1.0,1.0,171.0,100.0,200.0,5.0,4.271901646733691
1.0,1.0,185.0,100.0,200.0,5.0,20.81614999362237
1.0,1.0,200.0,100.0,200.0,5.0,1671.3192780942627
1.0,1.0,216.0,100.0,200.0,5.0,26.509388284070866
1.0,1.0,234.0,100.0,200.0,5.0,12.140086774237014
1.0,1.0,254.0,100.0,200.0,5.0,6.6796902133403
1.0,1.0,275.0,100.0,200.0,5.0,5.531631688160021
1.0,1.0,297.0,100.0,200.0,5.0,5.245802649105537
1.0,1.0,322.0,100.0,200.0,5.0,4.89318964448008
1.0,1.0,348.0,100.0,200.0,5.0,4.7828856187077236
1.0,1.0,377.0,100.0,200.0,5.0,4.745591567404891
1.0,1.0,408.0,100.0,200.0,5.0,4.657153524235569
1.0,1.0,442.0,100.0,200.0,5.0,4.654769498312856
1.0,1.0,479.0,100.0,200.0,5.0,4.706913802424328
1.0,1.0,518.0,100.0,200.0,5.0,4.817537613997243
1.0,1.0,561.0,100.0,200.0,5.0,4.823459957247381
1.0,1.0,608.0,100.0,200.0,5.0,4.943614925216659
1.0,1.0,658.0,100.0,200.0,5.0,4.952623637565137
1.0,1.0,712.0,100.0,200.0,5.0,5.035102705356143
1.0,1.0,771.0,100.0,200.0,5.0,5.088358858383681
1.0,1.0,835.0,100.0,200.0,5.0,5.145618206235932
1.0,1.0,904.0,100.0,200.0,5.0,5.196838643208763
1.0,1.0,979.0,100.0,200.0,5.0,5.276284762804046
1.0,1.0,1059.0,100.0,200.0,5.0,5.320117921594034
1.0,1.0,1147.0,100.0,200.0,5.0,5.330419139882566
1.0,1.0,1242.0,100.0,200.0,5.0,5.405380707942936
1.0,1.0,1344.0,100.0,200.0,5.0,5.462852702640637
1.0,1.0,1455.0,100.0,200.0,5.0,5.5046057541601146
1.0,1.0,1576.0,100.0,200.0,5.0,5.510348522906529
1.0,1.0,1706.0,100.0,200.0,5.0,5.585512119180477
1.0,1.0,1847.0,100.0,200.0,5.0,5.665370200773123
1.0,1.0,2000.0,100.0,200.0,5.0,5.7694927880493045
3.0,1.0,20.0,100.0,200.0,1.0,2.139074773129797
3.0,1.0,21.0,100.0,200.0,1.0,2.152380030800318
3.0,1.0,23.0,100.0,200.0,1.0,2.153371382964652
3.0,1.0,25.0,100.0,200.0,1.0,2.1282066867782135
3.0,1.0,27.0,100.0,200.0,1.0,2.1045166249277902
3.0,1.0,29.0,100.0,200.0,1.0,2.0701561748352715
3.0,1.0,31.0,100.0,200.0,1.0,2.0200996358248884
3.0,1.0,34.0,100.0,200.0,1.0,2.0499293511437777
3.0,1.0,36.0,100.0,200.0,1.0,2.1355350138506664
3.0,1.0,39.0,100.0,200.0,1.0,2.1301107164221307
3.0,1.0,43.0,100.0,200.0,1.0,2.0779842421669783
3.0,1.0,46.0,100.0,200.0,1.0,2.0165479132783184
3.0,1.0,50.0,100.0,200.0,1.0,2.013264717001871
3.0,1.0,54.0,100.0,200.0,1.0,2.011833727390688
3.0,1.0,58.0,100.0,200.0,1.0,1.8871408876748827
3.0,1.0,63.0,100.0,200.0,1.0,1.8696891225588457
3.0,1.0,68.0,100.0,200.0,1.0,1.8325884041261138
3.0,1.0,73.0,100.0,200.0,1.0,1.85349201800398
3.0,1.0,79.0,100.0,200.0,1.0,1.9482024522558568
3.0,1.0,85.0,100.0,200.0,1.0,1.9309491856444223
3.0,1.0,92.0,100.0,200.0,1.0,1.9080389600610665
3.0,1.0,100.0,100.0,200.0,1.0,1.7157913252924788
3.0,1.0,108.0,100.0,200.0,1.0,1.6765051040886214
3.0,1.0,116.0,100.0,200.0,1.0,1.8732657083839164
3.0,1.0,126.0,100.0,200.0,1.0,2.0116582806047707
3.0,1.0,136.0,100.0,200.0,1.0,2.1713124263973773
3.0,1.0,147.0,100.0,200.0,1.0,2.7094765394671425
3.0,1.0,158.0,100.0,200.0,1.0,3.941757701149896
3.0,1.0,171.0,100.0,200.0,1.0,4.529112553602127
3.0,1.0,185.0,100.0,200.0,1.0,22.577026238906733
3.0,1.0,200.0,100.0,200.0,1.0,1298.268982385562
3.0,1.0,216.0,100.0,200.0,1.0,23.84302834742053
3.0,1.0,234.0,100.0,200.0,1.0,11.65057563872303
3.0,1.0,254.0,100.0,200.0,1.0,5.461382622241071
3.0,1.0,275.0,100.0,200.0,1.0,4.078933383227898
3.0,1.0,297.0,100.0,200.0,1.0,3.597025519740723
3.0,1.0,322.0,100.0,200.0,1.0,3.0965449901811786
3.0,1.0,348.0,100.0,200.0,1.0,2.838392009138914
3.0,1.0,377.0,100.0,200.0,1.0,2.6276847199523066
3.0,1.0,408.0,100.0,200.0,1.0,2.446777390459508
3.0,1.0,442.0,100.0,200.0,1.0,2.3236798161501806
3.0,1.0,479.0,100.0,200.0,1.0,2.2361112554859126
3.0,1.0,518.0,100.0,200.0,1.0,2.2025414550617453
3.0,1.0,561.0,100.0,200.0,1.0,2.1403337220925858
3.0,1.0,608.0,100.0,200.0,1.0,2.123875734318548
3.0,1.0,658.0,100.0,200.0,1.0,2.081607345977971
3.0,1.0,712.0,100.0,200.0,1.0,2.058703106617542
3.0,1.0,771.0,100.0,200.0,1.0,2.076017964629377
3.0,1.0,835.0,100.0,200.0,1.0,2.067879214000741
3.0,1.0,904.0,100.0,200.0,1.0,2.066262341427148
3.0,1.0,979.0,100.0,200.0,1.0,2.0788894726004075
3.0,1.0,1059.0,100.0,200.0,1.0,2.080446815274185
3.0,1.0,1147.0,100.0,200.0,1.0,2.0680109978594228
3.0,1.0,1242.0,100.0,200.0,1.0,2.077393266247477
3.0,1.0,1344.0,100.0,200.0,1.0,2.0751031426974897
3.0,1.0,1455.0,100.0,200.0,1.0,2.0759666369896395
3.0,1.0,1576.0,100.0,200.0,1.0,2.0678527390380883
3.0,1.0,1706.0,100.0,200.0,1.0,2.0859015352837402
3.0,1.0,1847.0,100.0,200.0,1.0,2.0482281735015953
3.0,1.0,2000.0,100.0,200.0,1.0,2.0551580037995962
3.0,1.0,20.0,100.0,200.0,2.333333333333333,3.5916732625438295
3.0,1.0,21.0,100.0,200.0,2.333333333333333,3.584802800035201
3.0,1.0,23.0,100.0,200.0,2.333333333333333,3.556222166519606
3.0,1.0,25.0,100.0,200.0,2.333333333333333,3.493158283331772
3.0,1.0,27.0,100.0,200.0,2.333333333333333,3.4162490259246523
3.0,1.0,29.0,100.0,200.0,2.333333333333333,3.347819867252694
3.0,1.0,31.0,100.0,200.0,2.333333333333333,3.2484950895036735
3.0,1.0,34.0,100.0,200.0,2.333333333333333,3.262741940882824
3.0,1.0,36.0,100.0,200.0,2.333333333333333,3.370023431234468
3.0,1.0,39.0,100.0,200.0,2.333333333333333,3.3306904703669105
3.0,1.0,43.0,100.0,200.0,2.333333333333333,3.2237858993021264
3.0,1.0,46.0,100.0,200.0,2.333333333333333,3.074052605059133
3.0,1.0,50.0,100.0,200.0,2.333333333333333,2.9960696740445347
3.0,1.0,54.0,100.0,200.0,2.333333333333333,2.9293994775750214
3.0,1.0,58.0,100.0,200.0,2.333333333333333,2.678548440649607
3.0,1.0,63.0,100.0,200.0,2.333333333333333,2.553278710157041
3.0,1.0,68.0,100.0,200.0,2.333333333333333,2.4508383916116685
3.0,1.0,73.0,100.0,200.0,2.333333333333333,2.452183857806766
3.0,1.0,79.0,100.0,200.0,2.333333333333333,2.5059181465322404
3.0,1.0,85.0,100.0,200.0,2.333333333333333,2.31321794977944
3.0,1.0,92.0,100.0,200.0,2.333333333333333,2.143370622744717
3.0,1.0,100.0,100.0,200.0,2.333333333333333,1.7157913252924808
3.0,1.0,108.0,100.0,200.0,2.333333333333333,1.6765051040886216
3.0,1.0,116.0,100.0,200.0,2.333333333333333,1.8732657083839142
3.0,1.0,126.0,100.0,200.0,2.333333333333333,2.0116582806047707
3.0,1.0,136.0,100.0,200.0,2.333333333333333,2.1713124263973795
3.0,1.0,147.0,100.0,200.0,2.333333333333333,2.709476539467142
3.0,1.0,158.0,100.0,200.0,2.333333333333333,3.941757701149903
3.0,1.0,171.0,100.0,200.0,2.333333333333333,4.529112553602134
3.0,1.0,185.0,100.0,200.0,2.333333333333333,22.577026238906644
3.0,1.0,200.0,100.0,200.0,2.333333333333333,1298.2689823859241
3.0,1.0,216.0,100.0,200.0,2.333333333333333,23.985935897639504
3.0,1.0,234.0,100.0,200.0,2.333333333333333,11.817998594857904
3.0,1.0,254.0,100.0,200.0,2.333333333333333,5.815197809597012
3.0,1.0,275.0,100.0,200.0,2.333333333333333,4.5089084964074555
3.0,1.0,297.0,100.0,200.0,2.333333333333333,4.069066020054091
3.0,1.0,322.0,100.0,200.0,2.333333333333333,3.624300595308841
3.0,1.0,348.0,100.0,200.0,2.333333333333333,3.4229445980619624
3.0,1.0,377.0,100.0,200.0,2.333333333333333,3.2911326826893084
3.0,1.0,408.0,100.0,200.0,2.333333333333333,3.131018007564182
3.0,1.0,442.0,100.0,200.0,2.333333333333333,3.050194089123049
3.0,1.0,479.0,100.0,200.0,2.333333333333333,3.0225219828742715
3.0,1.0,518.0,100.0,200.0,2.333333333333333,3.0543786642242985
3.0,1.0,561.0,100.0,200.0,2.333333333333333,3.0169856864785185
3.0,1.0,608.0,100.0,200.0,2.333333333333333,3.0521045854136735
3.0,1.0,658.0,100.0,200.0,2.333333333333333,3.0300898097065962
3.0,1.0,712.0,100.0,200.0,2.333333333333333,3.047726714946956
3.0,1.0,771.0,100.0,200.0,2.333333333333333,3.112118992435053
3.0,1.0,835.0,100.0,200.0,2.333333333333333,3.1395077298235563
3.0,1.0,904.0,100.0,200.0,2.333333333333333,3.175190165755545
3.0,1.0,979.0,100.0,200.0,2.333333333333333,3.221077221240942
3.0,1.0,1059.0,100.0,200.0,2.333333333333333,3.2535071143788112
3.0,1.0,1147.0,100.0,200.0,2.333333333333333,3.264973551560084
3.0,1.0,1242.0,100.0,200.0,2.333333333333333,3.306123544034842
3.0,1.0,1344.0,100.0,200.0,2.333333333333333,3.321792653040185
3.0,1.0,1455.0,100.0,200.0,2.333333333333333,3.3468643164076246
3.0,1.0,1576.0,100.0,200.0,2.333333333333333,3.3441960986311727
3.0,1.0,1706.0,100.0,200.0,2.333333333333333,3.3989897916937926
3.0,1.0,1847.0,100.0,200.0,2.333333333333333,3.3405108522429536
3.0,1.0,2000.0,100.0,200.0,2.333333333333333,3.366935747229508
3.0,1.0,20.0,100.0,200.0,3.6666666666666665,5.054087867518852
3.0,1.0,21.0,100.0,200.0,3.6666666666666665,5.024397403515303
3.0,1.0,23.0,100.0,200.0,3.6666666666666665,4.9629217531735526
3.0,1.0,25.0,100.0,200.0,3.6666666666666665,4.861901141714771
3.0,1.0,27.0,100.0,200.0,3.6666666666666665,4.739645234258387
3.0,1.0,29.0,100.0,200.0,3.6666666666666665,4.639497632740363
3.0,1.0,31.0,100.0,200.0,3.6666666666666665,4.493844271420282
3.0,1.0,34.0,100.0,200.0,3.6666666666666665,4.485061997512322
3.0,1.0,36.0,100.0,200.0,3.6666666666666665,4.605767660265859
3.0,1.0,39.0,100.0,200.0,3.6666666666666665,4.5268196001918355
3.0,1.0,43.0,100.0,200.0,3.6666666666666665,4.368001811414041
3.0,1.0,46.0,100.0,200.0,3.6666666666666665,4.130892887305266
3.0,1.0,50.0,100.0,200.0,3.6666666666666665,3.984299470788431
3.0,1.0,54.0,100.0,200.0,3.6666666666666665,3.842607950272053
3.0,1.0,58.0,100.0,200.0,3.6666666666666665,3.4736272732864832
3.0,1.0,63.0,100.0,200.0,3.6666666666666665,3.244045081936805
3.0,1.0,68.0,100.0,200.0,3.6666666666666665,3.07316388585601
3.0,1.0,73.0,100.0,200.0,3.6666666666666665,3.0571939971237976
3.0,1.0,79.0,100.0,200.0,3.6666666666666665,3.06114365974977
3.0,1.0,85.0,100.0,200.0,3.6666666666666665,2.690539425646135
3.0,1.0,92.0,100.0,200.0,3.6666666666666665,2.3740030744070277
3.0,1.0,100.0,100.0,200.0,3.6666666666666665,1.7157913252924808
3.0,1.0,108.0,100.0,200.0,3.6666666666666665,1.676505104088622
3.0,1.0,116.0,100.0,200.0,3.6666666666666665,1.8732657083839128
3.0,1.0,126.0,100.0,200.0,3.6666666666666665,2.0116582806047716
3.0,1.0,136.0,100.0,200.0,3.6666666666666665,2.171312426397378
3.0,1.0,147.0,100.0,200.0,3.6666666666666665,2.70947653946714
3.0,1.0,158.0,100.0,200.0,3.6666666666666665,3.9417577011499043
3.0,1.0,171.0,100.0,200.0,3.6666666666666665,4.529112553602139
3.0,1.0,185.0,100.0,200.0,3.6666666666666665,22.577026238906583
3.0,1.0,200.0,100.0,200.0,3.6666666666666665,1298.2689823861892
3.0,1.0,216.0,100.0,200.0,3.6666666666666665,24.119254844834025
3.0,1.0,234.0,100.0,200.0,3.6666666666666665,11.986406203763387
3.0,1.0,254.0,100.0,200.0,3.6666666666666665,6.16960810486299
3.0,1.0,275.0,100.0,200.0,3.6666666666666665,4.937001884989071
3.0,1.0,297.0,100.0,200.0,3.6666666666666665,4.539592339653212
3.0,1.0,322.0,100.0,200.0,3.6666666666666665,4.150834530665714
3.0,1.0,348.0,100.0,200.0,3.6666666666666665,4.00495493455242
