λ,μ,p,true_p,n,snr,MSE
1.0,3.0,442.0,400.0,200.0,3.6666666666666665,3.881586532593028
1.0,3.0,479.0,400.0,200.0,3.6666666666666665,3.941294028623664
1.0,3.0,518.0,400.0,200.0,3.6666666666666665,3.9435959109963914
1.0,3.0,561.0,400.0,200.0,3.6666666666666665,4.046247000942387
1.0,3.0,608.0,400.0,200.0,3.6666666666666665,4.086890442584335
1.0,3.0,658.0,400.0,200.0,3.6666666666666665,4.098618828657649
1.0,3.0,712.0,400.0,200.0,3.6666666666666665,4.136425281472753
1.0,3.0,771.0,400.0,200.0,3.6666666666666665,4.160420758023321
1.0,3.0,835.0,400.0,200.0,3.6666666666666665,4.2063831180953315
1.0,3.0,904.0,400.0,200.0,3.6666666666666665,4.27344958684717
1.0,3.0,979.0,400.0,200.0,3.6666666666666665,4.261328633025245
1.0,3.0,1059.0,400.0,200.0,3.6666666666666665,4.297455348306485
1.0,3.0,1147.0,400.0,200.0,3.6666666666666665,4.3253311112384365
1.0,3.0,1242.0,400.0,200.0,3.6666666666666665,4.363517962151935
1.0,3.0,1344.0,400.0,200.0,3.6666666666666665,4.338251762723553
1.0,3.0,1455.0,400.0,200.0,3.6666666666666665,4.391925430729057
1.0,3.0,1576.0,400.0,200.0,3.6666666666666665,4.449530140569526
1.0,3.0,1706.0,400.0,200.0,3.6666666666666665,4.5628455815739795
1.0,3.0,1847.0,400.0,200.0,3.6666666666666665,4.480974398981443
1.0,3.0,2000.0,400.0,200.0,3.6666666666666665,4.542820119427574
1.0,3.0,20.0,400.0,200.0,5.0,7.033716237046133
1.0,3.0,21.0,400.0,200.0,5.0,7.1352409639504595
1.0,3.0,23.0,400.0,200.0,5.0,7.0854819800403925
1.0,3.0,25.0,400.0,200.0,5.0,7.092369669468084
1.0,3.0,27.0,400.0,200.0,5.0,7.153079553165252
1.0,3.0,29.0,400.0,200.0,5.0,7.174921112144709
1.0,3.0,31.0,400.0,200.0,5.0,7.115114535170749
1.0,3.0,34.0,400.0,200.0,5.0,7.345244761872609
1.0,3.0,36.0,400.0,200.0,5.0,7.318209311743028
1.0,3.0,39.0,400.0,200.0,5.0,7.497694181073664
1.0,3.0,43.0,400.0,200.0,5.0,7.485492880724868
1.0,3.0,46.0,400.0,200.0,5.0,7.461728902941581
1.0,3.0,50.0,400.0,200.0,5.0,7.9135515393024365
1.0,3.0,54.0,400.0,200.0,5.0,8.00835531059974
1.0,3.0,58.0,400.0,200.0,5.0,8.02077396916927
1.0,3.0,63.0,400.0,200.0,5.0,8.335433349080006
1.0,3.0,68.0,400.0,200.0,5.0,8.7015275096454
1.0,3.0,73.0,400.0,200.0,5.0,9.577494345953173
1.0,3.0,79.0,400.0,200.0,5.0,10.104821888546667
1.0,3.0,85.0,400.0,200.0,5.0,9.934619420901624
1.0,3.0,92.0,400.0,200.0,5.0,10.595478705156061
1.0,3.0,100.0,400.0,200.0,5.0,10.631392741370199
1.0,3.0,108.0,400.0,200.0,5.0,10.827608973224642
1.0,3.0,116.0,400.0,200.0,5.0,11.716240217078699
1.0,3.0,126.0,400.0,200.0,5.0,12.88669165087656
1.0,3.0,136.0,400.0,200.0,5.0,14.638899898298273
1.0,3.0,147.0,400.0,200.0,5.0,16.812651260484742
1.0,3.0,158.0,400.0,200.0,5.0,19.490405843282453
1.0,3.0,171.0,400.0,200.0,5.0,40.268638644989856
1.0,3.0,185.0,400.0,200.0,5.0,70.12541626199003
1.0,3.0,200.0,400.0,200.0,5.0,1444.126935436322
1.0,3.0,216.0,400.0,200.0,5.0,42.451629104818764
1.0,3.0,234.0,400.0,200.0,5.0,17.7305855894354
1.0,3.0,254.0,400.0,200.0,5.0,13.296558453144494
1.0,3.0,275.0,400.0,200.0,5.0,10.350416839439477
1.0,3.0,297.0,400.0,200.0,5.0,8.891293181812927
1.0,3.0,322.0,400.0,200.0,5.0,7.438403625423389
1.0,3.0,348.0,400.0,200.0,5.0,5.741128874152314
1.0,3.0,377.0,400.0,200.0,5.0,4.986401079283169
1.0,3.0,408.0,400.0,200.0,5.0,4.5503120175597855
1.0,3.0,442.0,400.0,200.0,5.0,4.609304462557556
1.0,3.0,479.0,400.0,200.0,5.0,4.740010496078736
1.0,3.0,518.0,400.0,200.0,5.0,4.777714833318671
1.0,3.0,561.0,400.0,200.0,5.0,4.933369860574296
1.0,3.0,608.0,400.0,200.0,5.0,5.016470940233484
1.0,3.0,658.0,400.0,200.0,5.0,5.061498973020487
1.0,3.0,712.0,400.0,200.0,5.0,5.129706228358596
1.0,3.0,771.0,400.0,200.0,5.0,5.17563390403363
1.0,3.0,835.0,400.0,200.0,5.0,5.249232647486476
1.0,3.0,904.0,400.0,200.0,5.0,5.348734409329572
1.0,3.0,979.0,400.0,200.0,5.0,5.345999608087742
1.0,3.0,1059.0,400.0,200.0,5.0,5.401948964363004
1.0,3.0,1147.0,400.0,200.0,5.0,5.451313373766531
1.0,3.0,1242.0,400.0,200.0,5.0,5.511148472842326
1.0,3.0,1344.0,400.0,200.0,5.0,5.4882698282150715
1.0,3.0,1455.0,400.0,200.0,5.0,5.56852727433662
1.0,3.0,1576.0,400.0,200.0,5.0,5.638866331777392
1.0,3.0,1706.0,400.0,200.0,5.0,5.800793897842939
1.0,3.0,1847.0,400.0,200.0,5.0,5.7034828247748175
1.0,3.0,2000.0,400.0,200.0,5.0,5.779420098848595
1.0,5.0,20.0,400.0,200.0,1.0,2.331639393345419
1.0,5.0,21.0,400.0,200.0,1.0,2.343712164009416
1.0,5.0,23.0,400.0,200.0,1.0,2.329821151376114
1.0,5.0,25.0,400.0,200.0,1.0,2.3270636801840086
1.0,5.0,27.0,400.0,200.0,1.0,2.349719227500566
1.0,5.0,29.0,400.0,200.0,1.0,2.365435989742726
1.0,5.0,31.0,400.0,200.0,1.0,2.3580109311696127
1.0,5.0,34.0,400.0,200.0,1.0,2.4817102486338425
1.0,5.0,36.0,400.0,200.0,1.0,2.475620536427256
1.0,5.0,39.0,400.0,200.0,1.0,2.554025153564871
1.0,5.0,43.0,400.0,200.0,1.0,2.5693823619816523
1.0,5.0,46.0,400.0,200.0,1.0,2.583063157999843
1.0,5.0,50.0,400.0,200.0,1.0,2.747541787933707
1.0,5.0,54.0,400.0,200.0,1.0,2.794195740641542
1.0,5.0,58.0,400.0,200.0,1.0,2.793635009798895
1.0,5.0,63.0,400.0,200.0,1.0,2.975399468610725
1.0,5.0,68.0,400.0,200.0,1.0,3.1395109859261683
1.0,5.0,73.0,400.0,200.0,1.0,3.474379545953519
1.0,5.0,79.0,400.0,200.0,1.0,3.679034504418624
1.0,5.0,85.0,400.0,200.0,1.0,3.6390819580751304
1.0,5.0,92.0,400.0,200.0,1.0,3.9240883776025206
1.0,5.0,100.0,400.0,200.0,1.0,3.979287560073866
1.0,5.0,108.0,400.0,200.0,1.0,4.156619708618012
1.0,5.0,116.0,400.0,200.0,1.0,4.405537184078782
1.0,5.0,126.0,400.0,200.0,1.0,5.2549184286506465
1.0,5.0,136.0,400.0,200.0,1.0,6.476451543512373
1.0,5.0,147.0,400.0,200.0,1.0,7.4771380112756205
1.0,5.0,158.0,400.0,200.0,1.0,8.86501392605316
1.0,5.0,171.0,400.0,200.0,1.0,14.970616150642133
1.0,5.0,185.0,400.0,200.0,1.0,25.898494037305102
1.0,5.0,200.0,400.0,200.0,1.0,444.29049182802106
1.0,5.0,216.0,400.0,200.0,1.0,20.208038744650533
1.0,5.0,234.0,400.0,200.0,1.0,8.421969785873488
1.0,5.0,254.0,400.0,200.0,1.0,6.357609087912807
1.0,5.0,275.0,400.0,200.0,1.0,4.85591979298358
1.0,5.0,297.0,400.0,200.0,1.0,4.363736589573964
1.0,5.0,322.0,400.0,200.0,1.0,3.7390000912698285
1.0,5.0,348.0,400.0,200.0,1.0,3.05197466034073
1.0,5.0,377.0,400.0,200.0,1.0,2.7085486766048157
1.0,5.0,408.0,400.0,200.0,1.0,2.522081001298704
1.0,5.0,442.0,400.0,200.0,1.0,2.43029203437605
1.0,5.0,479.0,400.0,200.0,1.0,2.3446572837652764
1.0,5.0,518.0,400.0,200.0,1.0,2.2749215493466393
1.0,5.0,561.0,400.0,200.0,1.0,2.2672838830617286
1.0,5.0,608.0,400.0,200.0,1.0,2.2235921662707288
1.0,5.0,658.0,400.0,200.0,1.0,2.169512665781341
1.0,5.0,712.0,400.0,200.0,1.0,2.1371359382906525
1.0,5.0,771.0,400.0,200.0,1.0,2.124823848255074
1.0,5.0,835.0,400.0,200.0,1.0,2.1166069811399955
1.0,5.0,904.0,400.0,200.0,1.0,2.106037542191331
1.0,5.0,979.0,400.0,200.0,1.0,2.085933104714983
1.0,5.0,1059.0,400.0,200.0,1.0,2.076979116538525
1.0,5.0,1147.0,400.0,200.0,1.0,2.0701781480648687
1.0,5.0,1242.0,400.0,200.0,1.0,2.0774141507385147
1.0,5.0,1344.0,400.0,200.0,1.0,2.062420215990838
1.0,5.0,1455.0,400.0,200.0,1.0,2.0517244697340398
1.0,5.0,1576.0,400.0,200.0,1.0,2.047899863790787
1.0,5.0,1706.0,400.0,200.0,1.0,2.032294648528791
1.0,5.0,1847.0,400.0,200.0,1.0,2.0741841031085038
1.0,5.0,2000.0,400.0,200.0,1.0,2.062058983079285
1.0,5.0,20.0,400.0,200.0,2.333333333333333,3.910697434301389
1.0,5.0,21.0,400.0,200.0,2.333333333333333,3.9520578004221707
1.0,5.0,23.0,400.0,200.0,2.333333333333333,3.9256556251448345
1.0,5.0,25.0,400.0,200.0,2.333333333333333,3.923796027453528
1.0,5.0,27.0,400.0,200.0,2.333333333333333,3.96000398057118
1.0,5.0,29.0,400.0,200.0,2.333333333333333,3.9777318126294356
1.0,5.0,31.0,400.0,200.0,2.333333333333333,3.9512521315243916
1.0,5.0,34.0,400.0,200.0,2.333333333333333,4.117380939434439
1.0,5.0,36.0,400.0,200.0,2.333333333333333,4.105038804009404
1.0,5.0,39.0,400.0,200.0,2.333333333333333,4.2201493205176055
1.0,5.0,43.0,400.0,200.0,2.333333333333333,4.231476918994084
1.0,5.0,46.0,400.0,200.0,2.333333333333333,4.229326995134855
1.0,5.0,50.0,400.0,200.0,2.333333333333333,4.493159505216554
1.0,5.0,54.0,400.0,200.0,2.333333333333333,4.555411404749505
1.0,5.0,58.0,400.0,200.0,2.333333333333333,4.561313629166337
1.0,5.0,63.0,400.0,200.0,2.333333333333333,4.788072464270631
1.0,5.0,68.0,400.0,200.0,2.333333333333333,5.027080246848063
1.0,5.0,73.0,400.0,200.0,2.333333333333333,5.565172998476104
1.0,5.0,79.0,400.0,200.0,2.333333333333333,5.870888376999009
1.0,5.0,85.0,400.0,200.0,2.333333333333333,5.775111970289724
1.0,5.0,92.0,400.0,200.0,2.333333333333333,6.196733484973197
1.0,5.0,100.0,400.0,200.0,2.333333333333333,6.2490623913243954
1.0,5.0,108.0,400.0,200.0,2.333333333333333,6.429684265519376
1.0,5.0,116.0,400.0,200.0,2.333333333333333,6.882503886070952
1.0,5.0,126.0,400.0,200.0,2.333333333333333,7.857394580757135
1.0,5.0,136.0,400.0,200.0,2.333333333333333,9.23238255666921
1.0,5.0,147.0,400.0,200.0,2.333333333333333,10.64947934815913
1.0,5.0,158.0,400.0,200.0,2.333333333333333,12.451249551332436
1.0,5.0,171.0,400.0,200.0,2.333333333333333,23.198164563442035
1.0,5.0,185.0,400.0,200.0,2.333333333333333,40.556061840948765
1.0,5.0,200.0,400.0,200.0,2.333333333333333,755.7919412357256
1.0,5.0,216.0,400.0,200.0,2.333333333333333,28.012516519393923
1.0,5.0,234.0,400.0,200.0,2.333333333333333,11.55749913790197
1.0,5.0,254.0,400.0,200.0,2.333333333333333,8.68707393001196
1.0,5.0,275.0,400.0,200.0,2.333333333333333,6.693041354757661
1.0,5.0,297.0,400.0,200.0,2.333333333333333,5.902590458457806
1.0,5.0,322.0,400.0,200.0,2.333333333333333,4.991046665634759
1.0,5.0,348.0,400.0,200.0,2.333333333333333,3.9490692735992066
1.0,5.0,377.0,400.0,200.0,2.333333333333333,3.4730465067614626
1.0,5.0,408.0,400.0,200.0,2.333333333333333,3.2000999792000386
1.0,5.0,442.0,400.0,200.0,2.333333333333333,3.158342620195423
1.0,5.0,479.0,400.0,200.0,2.333333333333333,3.1464442465907463
1.0,5.0,518.0,400.0,200.0,2.333333333333333,3.1122415301173585
1.0,5.0,561.0,400.0,200.0,2.333333333333333,3.1609866545058236
1.0,5.0,608.0,400.0,200.0,2.333333333333333,3.1588385487793365
1.0,5.0,658.0,400.0,200.0,2.333333333333333,3.1368786437894682
1.0,5.0,712.0,400.0,200.0,2.333333333333333,3.1264343538792563
1.0,5.0,771.0,400.0,200.0,2.333333333333333,3.1481677827507606
1.0,5.0,835.0,400.0,200.0,2.333333333333333,3.164782875175983
1.0,5.0,904.0,400.0,200.0,2.333333333333333,3.181489389311108
1.0,5.0,979.0,400.0,200.0,2.333333333333333,3.1790226071442222
1.0,5.0,1059.0,400.0,200.0,2.333333333333333,3.189472704375571
1.0,5.0,1147.0,400.0,200.0,2.333333333333333,3.207771317056797
1.0,5.0,1242.0,400.0,200.0,2.333333333333333,3.2368961084767056
1.0,5.0,1344.0,400.0,200.0,2.333333333333333,3.2179282475456725
1.0,5.0,1455.0,400.0,200.0,2.333333333333333,3.229370855974309
1.0,5.0,1576.0,400.0,200.0,2.333333333333333,3.233247175599094
1.0,5.0,1706.0,400.0,200.0,2.333333333333333,3.228581632878765
1.0,5.0,1847.0,400.0,200.0,2.333333333333333,3.3157250765982287
1.0,5.0,2000.0,400.0,200.0,2.333333333333333,3.3199781366517054
1.0,5.0,20.0,400.0,200.0,3.6666666666666665,5.47542261581452
1.0,5.0,21.0,400.0,200.0,3.6666666666666665,5.54941645410545
1.0,5.0,23.0,400.0,200.0,3.6666666666666665,5.512295695569105
1.0,5.0,25.0,400.0,200.0,3.6666666666666665,5.514285136027157
1.0,5.0,27.0,400.0,200.0,3.6666666666666665,5.562292095210558
1.0,5.0,29.0,400.0,200.0,3.6666666666666665,5.581514465216254
1.0,5.0,31.0,400.0,200.0,3.6666666666666665,5.537745806095577
1.0,5.0,34.0,400.0,200.0,3.6666666666666665,5.7392998308145415
1.0,5.0,36.0,400.0,200.0,3.6666666666666665,5.721113978458102
1.0,5.0,39.0,400.0,200.0,3.6666666666666665,5.871132917753454
1.0,5.0,43.0,400.0,200.0,3.6666666666666665,5.878213427272951
1.0,5.0,46.0,400.0,200.0,3.6666666666666665,5.860273426088071
1.0,5.0,50.0,400.0,200.0,3.6666666666666665,6.218023485502477
1.0,5.0,54.0,400.0,200.0,3.6666666666666665,6.29797052776127
1.0,5.0,58.0,400.0,200.0,3.6666666666666665,6.309324635329512
1.0,5.0,63.0,400.0,200.0,3.6666666666666665,6.572158699314248
1.0,5.0,68.0,400.0,200.0,3.6666666666666665,6.8748139046746335
1.0,5.0,73.0,400.0,200.0,3.6666666666666665,7.58949140701812
1.0,5.0,79.0,400.0,200.0,3.6666666666666665,8.00350269796729
1.0,5.0,85.0,400.0,200.0,3.6666666666666665,7.867891795552367
1.0,5.0,92.0,400.0,200.0,3.6666666666666665,8.41484182225367
1.0,5.0,100.0,400.0,200.0,3.6666666666666665,8.462389803349334
1.0,5.0,108.0,400.0,200.0,3.6666666666666665,8.64399655396769
1.0,5.0,116.0,400.0,200.0,3.6666666666666665,9.30648828871576
1.0,5.0,126.0,400.0,200.0,3.6666666666666665,10.393602945962188
1.0,5.0,136.0,400.0,200.0,3.6666666666666665,11.92920404696348
1.0,5.0,147.0,400.0,200.0,3.6666666666666665,13.76876553523539
1.0,5.0,158.0,400.0,200.0,3.6666666666666665,15.943393611038461
1.0,5.0,171.0,400.0,200.0,3.6666666666666665,30.99406607758614
1.0,5.0,185.0,400.0,200.0,3.6666666666666665,55.58930883517632
1.0,5.0,200.0,400.0,200.0,3.6666666666666665,1046.3443120379432
1.0,5.0,216.0,400.0,200.0,3.6666666666666665,35.32905809979895
1.0,5.0,234.0,400.0,200.0,3.6666666666666665,14.635946093700133
1.0,5.0,254.0,400.0,200.0,3.6666666666666665,10.992746283195189
1.0,5.0,275.0,400.0,200.0,3.6666666666666665,8.512959270307343
1.0,5.0,297.0,400.0,200.0,3.6666666666666665,7.415774061805458
1.0,5.0,322.0,400.0,200.0,3.6666666666666665,6.232002487949753
1.0,5.0,348.0,400.0,200.0,3.6666666666666665,4.852680338123338
1.0,5.0,377.0,400.0,200.0,3.6666666666666665,4.236454054761723
1.0,5.0,408.0,400.0,200.0,3.6666666666666665,3.8793330129400694
1.0,5.0,442.0,400.0,200.0,3.6666666666666665,3.888292324447798
1.0,5.0,479.0,400.0,200.0,3.6666666666666665,3.9484003005128603
1.0,5.0,518.0,400.0,200.0,3.6666666666666665,3.949039502436668
1.0,5.0,561.0,400.0,200.0,3.6666666666666665,4.052234385641668
1.0,5.0,608.0,400.0,200.0,3.6666666666666665,4.09159762399111
1.0,5.0,658.0,400.0,200.0,3.6666666666666665,4.102118940880928
1.0,5.0,712.0,400.0,200.0,3.6666666666666665,4.113300935828711
1.0,5.0,771.0,400.0,200.0,3.6666666666666665,4.167603547969424
1.0,5.0,835.0,400.0,200.0,3.6666666666666665,4.20852921198575
1.0,5.0,904.0,400.0,200.0,3.6666666666666665,4.252495684392533
1.0,5.0,979.0,400.0,200.0,3.6666666666666665,4.26901368703207
1.0,5.0,1059.0,400.0,200.0,3.6666666666666665,4.2987127848166455
1.0,5.0,1147.0,400.0,200.0,3.6666666666666665,4.3421856804231975
1.0,5.0,1242.0,400.0,200.0,3.6666666666666665,4.391736067684897
1.0,5.0,1344.0,400.0,200.0,3.6666666666666665,4.370523512119401
1.0,5.0,1455.0,400.0,200.0,3.6666666666666665,4.404329011284213
1.0,5.0,1576.0,400.0,200.0,3.6666666666666665,4.415585591765711
1.0,5.0,1706.0,400.0,200.0,3.6666666666666665,4.423954099651392
1.0,5.0,1847.0,400.0,200.0,3.6666666666666665,4.552580940477529
1.0,5.0,2000.0,400.0,200.0,3.6666666666666665,4.576903829079354
1.0,5.0,20.0,400.0,200.0,5.0,7.033388556641277
1.0,5.0,21.0,400.0,200.0,5.0,7.141593750852829
1.0,5.0,23.0,400.0,200.0,5.0,7.094599772507871
1.0,5.0,25.0,400.0,200.0,5.0,7.101829992396521
1.0,5.0,27.0,400.0,200.0,5.0,7.160809070946748
1.0,5.0,29.0,400.0,200.0,5.0,7.181282387365619
1.0,5.0,31.0,400.0,200.0,5.0,7.121057411450855
1.0,5.0,34.0,400.0,200.0,5.0,7.354733503908328
1.0,5.0,36.0,400.0,200.0,5.0,7.330896676632293
1.0,5.0,39.0,400.0,200.0,5.0,7.5149763657920605
1.0,5.0,43.0,400.0,200.0,5.0,7.517707225311245
1.0,5.0,46.0,400.0,200.0,5.0,7.4839963134429786
1.0,5.0,50.0,400.0,200.0,5.0,7.933100200095656
1.0,5.0,54.0,400.0,200.0,5.0,8.031731402792785
1.0,5.0,58.0,400.0,200.0,5.0,8.04806058148778
1.0,5.0,63.0,400.0,200.0,5.0,8.34276368895674
1.0,5.0,68.0,400.0,200.0,5.0,8.703761469587796
1.0,5.0,73.0,400.0,200.0,5.0,9.582460814776773
1.0,5.0,79.0,400.0,200.0,5.0,10.108180207785248
1.0,5.0,85.0,400.0,200.0,5.0,9.940275242513465
1.0,5.0,92.0,400.0,200.0,5.0,10.607231135583119
1.0,5.0,100.0,400.0,200.0,5.0,10.649097147397503
1.0,5.0,108.0,400.0,200.0,5.0,10.830601829385696
1.0,5.0,116.0,400.0,200.0,5.0,11.70548674108072
1.0,5.0,126.0,400.0,200.0,5.0,12.89856005085829
1.0,5.0,136.0,400.0,200.0,5.0,14.598150046433457
1.0,5.0,147.0,400.0,200.0,5.0,16.863031416445388
1.0,5.0,158.0,400.0,200.0,5.0,19.39116498008892
1.0,5.0,171.0,400.0,200.0,5.0,38.58640700487204
1.0,5.0,185.0,400.0,200.0,5.0,70.79972257551923
1.0,5.0,200.0,400.0,200.0,5.0,1327.0172958959897
1.0,5.0,216.0,400.0,200.0,5.0,42.415493594933544
1.0,5.0,234.0,400.0,200.0,5.0,17.687473532383418
1.0,5.0,254.0,400.0,200.0,5.0,13.287198324077774
1.0,5.0,275.0,400.0,200.0,5.0,10.324764109329786
1.0,5.0,297.0,400.0,200.0,5.0,8.916851811193261
1.0,5.0,322.0,400.0,200.0,5.0,7.467728016700683
1.0,5.0,348.0,400.0,200.0,5.0,5.7593644993105055
1.0,5.0,377.0,400.0,200.0,5.0,4.999347436029196
1.0,5.0,408.0,400.0,200.0,5.0,4.559138583908515
1.0,5.0,442.0,400.0,200.0,5.0,4.619137634955968
1.0,5.0,479.0,400.0,200.0,5.0,4.750436096193743
1.0,5.0,518.0,400.0,200.0,5.0,4.785591300517152
1.0,5.0,561.0,400.0,200.0,5.0,4.942324343033579
1.0,5.0,608.0,400.0,200.0,5.0,5.023183708652917
1.0,5.0,658.0,400.0,200.0,5.0,5.0663567869963195
1.0,5.0,712.0,400.0,200.0,5.0,5.099020688079455
1.0,5.0,771.0,400.0,200.0,5.0,5.185196257593232
1.0,5.0,835.0,400.0,200.0,5.0,5.250186611584813
1.0,5.0,904.0,400.0,200.0,5.0,5.321405499261428
1.0,5.0,979.0,400.0,200.0,5.0,5.357543580211916
1.0,5.0,1059.0,400.0,200.0,5.0,5.406418542001999
1.0,5.0,1147.0,400.0,200.0,5.0,5.475100949180901
1.0,5.0,1242.0,400.0,200.0,5.0,5.544386904376738
1.0,5.0,1344.0,400.0,200.0,5.0,5.521745143387973
1.0,5.0,1455.0,400.0,200.0,5.0,5.578019422362673
1.0,5.0,1576.0,400.0,200.0,5.0,5.596505041261828
1.0,5.0,1706.0,400.0,200.0,5.0,5.6188952886010695
1.0,5.0,1847.0,400.0,200.0,5.0,5.7872273510634855
1.0,5.0,2000.0,400.0,200.0,5.0,5.8333610146457735
1.0,10.0,20.0,400.0,200.0,1.0,2.3306134691321083
1.0,10.0,21.0,400.0,200.0,1.0,2.3447088162895815
1.0,10.0,23.0,400.0,200.0,1.0,2.3309959106611715
1.0,10.0,25.0,400.0,200.0,1.0,2.3283221569697776
1.0,10.0,27.0,400.0,200.0,1.0,2.351438577847204
1.0,10.0,29.0,400.0,200.0,1.0,2.3663733075956914
1.0,10.0,31.0,400.0,200.0,1.0,2.3585520967839284
1.0,10.0,34.0,400.0,200.0,1.0,2.484218050006192
1.0,10.0,36.0,400.0,200.0,1.0,2.4802757296376803
1.0,10.0,39.0,400.0,200.0,1.0,2.560208969682672
1.0,10.0,43.0,400.0,200.0,1.0,2.5825591381096085
1.0,10.0,46.0,400.0,200.0,1.0,2.5883255511211614
1.0,10.0,50.0,400.0,200.0,1.0,2.7531102941569383
1.0,10.0,54.0,400.0,200.0,1.0,2.7998208271564016
1.0,10.0,58.0,400.0,200.0,1.0,2.7988995349539305
1.0,10.0,63.0,400.0,200.0,1.0,2.9755249360434575
1.0,10.0,68.0,400.0,200.0,1.0,3.1420289132490065
1.0,10.0,73.0,400.0,200.0,1.0,3.483883900808578
1.0,10.0,79.0,400.0,200.0,1.0,3.6823237875257955
1.0,10.0,85.0,400.0,200.0,1.0,3.63769474146901
1.0,10.0,92.0,400.0,200.0,1.0,3.947020787326325
1.0,10.0,100.0,400.0,200.0,1.0,4.003910811079378
1.0,10.0,108.0,400.0,200.0,1.0,4.15696823455309
1.0,10.0,116.0,400.0,200.0,1.0,4.415591336404464
1.0,10.0,126.0,400.0,200.0,1.0,5.257256586210256
1.0,10.0,136.0,400.0,200.0,1.0,6.344519142664002
1.0,10.0,147.0,400.0,200.0,1.0,7.4218206325268925
1.0,10.0,158.0,400.0,200.0,1.0,8.77775238056184
1.0,10.0,171.0,400.0,200.0,1.0,13.573000648869614
1.0,10.0,185.0,400.0,200.0,1.0,26.14257836922778
1.0,10.0,200.0,400.0,200.0,1.0,390.61733524376245
1.0,10.0,216.0,400.0,200.0,1.0,20.17204088520524
1.0,10.0,234.0,400.0,200.0,1.0,8.407593133565804
1.0,10.0,254.0,400.0,200.0,1.0,6.366518889801002
1.0,10.0,275.0,400.0,200.0,1.0,4.863149424195527
1.0,10.0,297.0,400.0,200.0,1.0,4.386096636513373
1.0,10.0,322.0,400.0,200.0,1.0,3.7592555317452367
1.0,10.0,348.0,400.0,200.0,1.0,3.078256745308436
1.0,10.0,377.0,400.0,200.0,1.0,2.724880467920288
1.0,10.0,408.0,400.0,200.0,1.0,2.5309317498645103
1.0,10.0,442.0,400.0,200.0,1.0,2.4337741849580197
1.0,10.0,479.0,400.0,200.0,1.0,2.347371098734731
1.0,10.0,518.0,400.0,200.0,1.0,2.277829094214641
1.0,10.0,561.0,400.0,200.0,1.0,2.2698217254526734
1.0,10.0,608.0,400.0,200.0,1.0,2.2256915235036567
1.0,10.0,658.0,400.0,200.0,1.0,2.1712702310138274
1.0,10.0,712.0,400.0,200.0,1.0,2.1395460012847427
1.0,10.0,771.0,400.0,200.0,1.0,2.1238705683140404
1.0,10.0,835.0,400.0,200.0,1.0,2.1137173888709717
1.0,10.0,904.0,400.0,200.0,1.0,2.1074907942297596
1.0,10.0,979.0,400.0,200.0,1.0,2.0872789005147037
1.0,10.0,1059.0,400.0,200.0,1.0,2.0757366278974136
1.0,10.0,1147.0,400.0,200.0,1.0,2.0646641633451677
1.0,10.0,1242.0,400.0,200.0,1.0,2.057564445892569
1.0,10.0,1344.0,400.0,200.0,1.0,2.04386032147072
1.0,10.0,1455.0,400.0,200.0,1.0,2.0366039204733544
1.0,10.0,1576.0,400.0,200.0,1.0,2.033856594612365
1.0,10.0,1706.0,400.0,200.0,1.0,2.028580204842773
1.0,10.0,1847.0,400.0,200.0,1.0,2.0214973376064713
1.0,10.0,2000.0,400.0,200.0,1.0,2.0075556147225484
1.0,10.0,20.0,400.0,200.0,2.333333333333333,3.907961071425089
1.0,10.0,21.0,400.0,200.0,2.333333333333333,3.956217531002246
1.0,10.0,23.0,400.0,200.0,2.333333333333333,3.9303626133899066
1.0,10.0,25.0,400.0,200.0,2.333333333333333,3.9284186127256575
1.0,10.0,27.0,400.0,200.0,2.333333333333333,3.965402802930325
1.0,10.0,29.0,400.0,200.0,2.333333333333333,3.981418055514549
1.0,10.0,31.0,400.0,200.0,2.333333333333333,3.953966853746119
1.0,10.0,34.0,400.0,200.0,2.333333333333333,4.123297759484401
1.0,10.0,36.0,400.0,200.0,2.333333333333333,4.1162692648385875
1.0,10.0,39.0,400.0,200.0,2.333333333333333,4.23795285570273
1.0,10.0,43.0,400.0,200.0,2.333333333333333,4.265771088560354
1.0,10.0,46.0,400.0,200.0,2.333333333333333,4.255015007606425
1.0,10.0,50.0,400.0,200.0,2.333333333333333,4.513331355580761
1.0,10.0,54.0,400.0,200.0,2.333333333333333,4.572641045439228
1.0,10.0,58.0,400.0,200.0,2.333333333333333,4.575718863270582
1.0,10.0,63.0,400.0,200.0,2.333333333333333,4.788499283535218
1.0,10.0,68.0,400.0,200.0,2.333333333333333,5.026972703807737
1.0,10.0,73.0,400.0,200.0,2.333333333333333,5.5737780168080935
1.0,10.0,79.0,400.0,200.0,2.333333333333333,5.873217187681637
1.0,10.0,85.0,400.0,200.0,2.333333333333333,5.779081826584736
1.0,10.0,92.0,400.0,200.0,2.333333333333333,6.220405633697774
1.0,10.0,100.0,400.0,200.0,2.333333333333333,6.275917083402604
1.0,10.0,108.0,400.0,200.0,2.333333333333333,6.428830696845366
1.0,10.0,116.0,400.0,200.0,2.333333333333333,6.889231553806772
1.0,10.0,126.0,400.0,200.0,2.333333333333333,7.83478273381638
1.0,10.0,136.0,400.0,200.0,2.333333333333333,9.021018428943089
1.0,10.0,147.0,400.0,200.0,2.333333333333333,10.56484577551959
1.0,10.0,158.0,400.0,200.0,2.333333333333333,12.309790192250565
