λ,μ,p,true_p,n,snr,MSE
1.0,1.0,275.0,400.0,200.0,1.0,4.825965526625071
1.0,1.0,297.0,400.0,200.0,1.0,4.300200209787795
1.0,1.0,322.0,400.0,200.0,1.0,3.702636599066269
1.0,1.0,348.0,400.0,200.0,1.0,3.0409662995557314
1.0,1.0,377.0,400.0,200.0,1.0,2.6947820006360343
1.0,1.0,408.0,400.0,200.0,1.0,2.519458034162129
1.0,1.0,442.0,400.0,200.0,1.0,2.42803975398238
1.0,1.0,479.0,400.0,200.0,1.0,2.3426259305263013
1.0,1.0,518.0,400.0,200.0,1.0,2.272903817652119
1.0,1.0,561.0,400.0,200.0,1.0,2.26579567546923
1.0,1.0,608.0,400.0,200.0,1.0,2.221633355300717
1.0,1.0,658.0,400.0,200.0,1.0,2.167670754239057
1.0,1.0,712.0,400.0,200.0,1.0,2.1381280285528614
1.0,1.0,771.0,400.0,200.0,1.0,2.122802177631562
1.0,1.0,835.0,400.0,200.0,1.0,2.118991448050187
1.0,1.0,904.0,400.0,200.0,1.0,2.1042944088112803
1.0,1.0,979.0,400.0,200.0,1.0,2.0960023204800704
1.0,1.0,1059.0,400.0,200.0,1.0,2.0614664148375077
1.0,1.0,1147.0,400.0,200.0,1.0,2.0583208856544144
1.0,1.0,1242.0,400.0,200.0,1.0,2.062136772295901
1.0,1.0,1344.0,400.0,200.0,1.0,2.041573943383409
1.0,1.0,1455.0,400.0,200.0,1.0,2.054557686973865
1.0,1.0,1576.0,400.0,200.0,1.0,2.0188963365665704
1.0,1.0,1706.0,400.0,200.0,1.0,2.062811677934034
1.0,1.0,1847.0,400.0,200.0,1.0,2.076497987085446
1.0,1.0,2000.0,400.0,200.0,1.0,2.0515632285440026
1.0,1.0,20.0,400.0,200.0,2.333333333333333,3.910528479420772
1.0,1.0,21.0,400.0,200.0,2.333333333333333,3.9470272739690406
1.0,1.0,23.0,400.0,200.0,2.333333333333333,3.917793453050424
1.0,1.0,25.0,400.0,200.0,2.333333333333333,3.9154227878284495
1.0,1.0,27.0,400.0,200.0,2.333333333333333,3.9535858055419246
1.0,1.0,29.0,400.0,200.0,2.333333333333333,3.9728024843367917
1.0,1.0,31.0,400.0,200.0,2.333333333333333,3.94661246137508
1.0,1.0,34.0,400.0,200.0,2.333333333333333,4.108199016970332
1.0,1.0,36.0,400.0,200.0,2.333333333333333,4.093285784384291
1.0,1.0,39.0,400.0,200.0,2.333333333333333,4.2067769717873045
1.0,1.0,43.0,400.0,200.0,2.333333333333333,4.205501759915392
1.0,1.0,46.0,400.0,200.0,2.333333333333333,4.2195822348246566
1.0,1.0,50.0,400.0,200.0,2.333333333333333,4.480783109670084
1.0,1.0,54.0,400.0,200.0,2.333333333333333,4.536998995398876
1.0,1.0,58.0,400.0,200.0,2.333333333333333,4.5367771599558315
1.0,1.0,63.0,400.0,200.0,2.333333333333333,4.78297659810945
1.0,1.0,68.0,400.0,200.0,2.333333333333333,5.024289567574434
1.0,1.0,73.0,400.0,200.0,2.333333333333333,5.554630384336268
1.0,1.0,79.0,400.0,200.0,2.333333333333333,5.8698037843138255
1.0,1.0,85.0,400.0,200.0,2.333333333333333,5.776386606700822
1.0,1.0,92.0,400.0,200.0,2.333333333333333,6.178542736352044
1.0,1.0,100.0,400.0,200.0,2.333333333333333,6.221514156231977
1.0,1.0,108.0,400.0,200.0,2.333333333333333,6.420196245823134
1.0,1.0,116.0,400.0,200.0,2.333333333333333,6.879983174140558
1.0,1.0,126.0,400.0,200.0,2.333333333333333,7.802951063164734
1.0,1.0,136.0,400.0,200.0,2.333333333333333,9.182647637647237
1.0,1.0,147.0,400.0,200.0,2.333333333333333,10.50862927372496
1.0,1.0,158.0,400.0,200.0,2.333333333333333,12.521269218637403
1.0,1.0,171.0,400.0,200.0,2.333333333333333,25.494958167857774
1.0,1.0,185.0,400.0,200.0,2.333333333333333,39.85102751573025
1.0,1.0,200.0,400.0,200.0,2.333333333333333,931.7022098349693
1.0,1.0,216.0,400.0,200.0,2.333333333333333,28.133759408084607
1.0,1.0,234.0,400.0,200.0,2.333333333333333,11.625884935675174
1.0,1.0,254.0,400.0,200.0,2.333333333333333,8.687299035629819
1.0,1.0,275.0,400.0,200.0,2.333333333333333,6.685902030563376
1.0,1.0,297.0,400.0,200.0,2.333333333333333,5.831395050671348
1.0,1.0,322.0,400.0,200.0,2.333333333333333,4.938808534391193
1.0,1.0,348.0,400.0,200.0,2.333333333333333,3.931612184811465
1.0,1.0,377.0,400.0,200.0,2.333333333333333,3.4550322841245906
1.0,1.0,408.0,400.0,200.0,2.333333333333333,3.194312751245748
1.0,1.0,442.0,400.0,200.0,2.333333333333333,3.150789604871594
1.0,1.0,479.0,400.0,200.0,2.333333333333333,3.1387345489800413
1.0,1.0,518.0,400.0,200.0,2.333333333333333,3.106706765784842
1.0,1.0,561.0,400.0,200.0,2.333333333333333,3.155164929188093
1.0,1.0,608.0,400.0,200.0,2.333333333333333,3.1533948924804562
1.0,1.0,658.0,400.0,200.0,2.333333333333333,3.1325116310139625
1.0,1.0,712.0,400.0,200.0,2.333333333333333,3.12585555078696
1.0,1.0,771.0,400.0,200.0,2.333333333333333,3.1437028015131734
1.0,1.0,835.0,400.0,200.0,2.333333333333333,3.1659768613432484
1.0,1.0,904.0,400.0,200.0,2.333333333333333,3.1760550423718783
1.0,1.0,979.0,400.0,200.0,2.333333333333333,3.1982157416441894
1.0,1.0,1059.0,400.0,200.0,2.333333333333333,3.1563632528160275
1.0,1.0,1147.0,400.0,200.0,2.333333333333333,3.183596146317904
1.0,1.0,1242.0,400.0,200.0,2.333333333333333,3.205000329677768
1.0,1.0,1344.0,400.0,200.0,2.333333333333333,3.1941074893543093
1.0,1.0,1455.0,400.0,200.0,2.333333333333333,3.228026207593572
1.0,1.0,1576.0,400.0,200.0,2.333333333333333,3.181309036229551
1.0,1.0,1706.0,400.0,200.0,2.333333333333333,3.2842055703661623
1.0,1.0,1847.0,400.0,200.0,2.333333333333333,3.307894399535525
1.0,1.0,2000.0,400.0,200.0,2.333333333333333,3.2841591894748263
1.0,1.0,20.0,400.0,200.0,3.6666666666666665,5.474959887331012
1.0,1.0,21.0,400.0,200.0,3.6666666666666665,5.540265731481746
1.0,1.0,23.0,400.0,200.0,3.6666666666666665,5.498436809007869
1.0,1.0,25.0,400.0,200.0,3.6666666666666665,5.499664456098109
1.0,1.0,27.0,400.0,200.0,3.6666666666666665,5.551007637816146
1.0,1.0,29.0,400.0,200.0,3.6666666666666665,5.572376935633608
1.0,1.0,31.0,400.0,200.0,3.6666666666666665,5.529043744222801
1.0,1.0,34.0,400.0,200.0,3.6666666666666665,5.724232709651286
1.0,1.0,36.0,400.0,200.0,3.6666666666666665,5.702176297914832
1.0,1.0,39.0,400.0,200.0,3.6666666666666665,5.847805684598041
1.0,1.0,43.0,400.0,200.0,3.6666666666666665,5.834310066717162
1.0,1.0,46.0,400.0,200.0,3.6666666666666665,5.836864845183532
1.0,1.0,50.0,400.0,200.0,3.6666666666666665,6.19402487423458
1.0,1.0,54.0,400.0,200.0,3.6666666666666665,6.264819530494175
1.0,1.0,58.0,400.0,200.0,3.6666666666666665,6.266816626449616
1.0,1.0,63.0,400.0,200.0,3.6666666666666665,6.560961796335933
1.0,1.0,68.0,400.0,200.0,3.6666666666666665,6.870091779707822
1.0,1.0,73.0,400.0,200.0,3.6666666666666665,7.579294045015579
1.0,1.0,79.0,400.0,200.0,3.6666666666666665,8.000058311386168
1.0,1.0,85.0,400.0,200.0,3.6666666666666665,7.864359349773472
1.0,1.0,92.0,400.0,200.0,3.6666666666666665,8.394636014048269
1.0,1.0,100.0,400.0,200.0,3.6666666666666665,8.430171223480718
1.0,1.0,108.0,400.0,200.0,3.6666666666666665,8.63307208875879
1.0,1.0,116.0,400.0,200.0,3.6666666666666665,9.3160632348507
1.0,1.0,126.0,400.0,200.0,3.6666666666666665,10.329504149113168
1.0,1.0,136.0,400.0,200.0,3.6666666666666665,11.868134661802266
1.0,1.0,147.0,400.0,200.0,3.6666666666666665,13.589362404389034
1.0,1.0,158.0,400.0,200.0,3.6666666666666665,16.05771957224367
1.0,1.0,171.0,400.0,200.0,3.6666666666666665,33.78594349771584
1.0,1.0,185.0,400.0,200.0,3.6666666666666665,54.701519081335256
1.0,1.0,200.0,400.0,200.0,3.6666666666666665,1282.9017789947302
1.0,1.0,216.0,400.0,200.0,3.6666666666666665,35.42297629655781
1.0,1.0,234.0,400.0,200.0,3.6666666666666665,14.746080288466322
1.0,1.0,254.0,400.0,200.0,3.6666666666666665,11.00460454477125
1.0,1.0,275.0,400.0,200.0,3.6666666666666665,8.53078250224394
1.0,1.0,297.0,400.0,200.0,3.6666666666666665,7.33989618571157
1.0,1.0,322.0,400.0,200.0,3.6666666666666665,6.167132471267841
1.0,1.0,348.0,400.0,200.0,3.6666666666666665,4.829396843357008
1.0,1.0,377.0,400.0,200.0,3.6666666666666665,4.214475104578419
1.0,1.0,408.0,400.0,200.0,3.6666666666666665,3.869469639757653
1.0,1.0,442.0,400.0,200.0,3.6666666666666665,3.8745838350792647
1.0,1.0,479.0,400.0,200.0,3.6666666666666665,3.93444246262612
1.0,1.0,518.0,400.0,200.0,3.6666666666666665,3.939513574335759
1.0,1.0,561.0,400.0,200.0,3.6666666666666665,4.041354316648192
1.0,1.0,608.0,400.0,200.0,3.6666666666666665,4.082433685504993
1.0,1.0,658.0,400.0,200.0,3.6666666666666665,4.09516648386146
1.0,1.0,712.0,400.0,200.0,3.6666666666666665,4.11071455308929
1.0,1.0,771.0,400.0,200.0,3.6666666666666665,4.160750826711458
1.0,1.0,835.0,400.0,200.0,3.6666666666666665,4.208037320860964
1.0,1.0,904.0,400.0,200.0,3.6666666666666665,4.243248734954815
1.0,1.0,979.0,400.0,200.0,3.6666666666666665,4.29664925227552
1.0,1.0,1059.0,400.0,200.0,3.6666666666666665,4.248470827279543
1.0,1.0,1147.0,400.0,200.0,3.6666666666666665,4.306192074795122
1.0,1.0,1242.0,400.0,200.0,3.6666666666666665,4.343853954405957
1.0,1.0,1344.0,400.0,200.0,3.6666666666666665,4.345689770661017
1.0,1.0,1455.0,400.0,200.0,3.6666666666666665,4.397668335738839
1.0,1.0,1576.0,400.0,200.0,3.6666666666666665,4.343677869528782
1.0,1.0,1706.0,400.0,200.0,3.6666666666666665,4.503747190958427
1.0,1.0,1847.0,400.0,200.0,3.6666666666666665,4.532435317611451
1.0,1.0,2000.0,400.0,200.0,3.6666666666666665,4.515290903326858
1.0,1.0,20.0,400.0,200.0,5.0,7.032620186778228
1.0,1.0,21.0,400.0,200.0,5.0,7.12812730709849
1.0,1.0,23.0,400.0,200.0,5.0,7.074516548224862
1.0,1.0,25.0,400.0,200.0,5.0,7.080741087012932
1.0,1.0,27.0,400.0,200.0,5.0,7.144485854121613
1.0,1.0,29.0,400.0,200.0,5.0,7.167686451195634
1.0,1.0,31.0,400.0,200.0,5.0,7.108026840799083
1.0,1.0,34.0,400.0,200.0,5.0,7.333699263300008
1.0,1.0,36.0,400.0,200.0,5.0,7.304749310294384
1.0,1.0,39.0,400.0,200.0,5.0,7.481509734353685
1.0,1.0,43.0,400.0,200.0,5.0,7.4556504997491935
1.0,1.0,46.0,400.0,200.0,5.0,7.446063670059518
1.0,1.0,50.0,400.0,200.0,5.0,7.896979492695947
1.0,1.0,54.0,400.0,200.0,5.0,7.983163247763072
1.0,1.0,58.0,400.0,200.0,5.0,7.9869260289299735
1.0,1.0,63.0,400.0,200.0,5.0,8.324522733547303
1.0,1.0,68.0,400.0,200.0,5.0,8.696358036428341
1.0,1.0,73.0,400.0,200.0,5.0,9.572126275925594
1.0,1.0,79.0,400.0,200.0,5.0,10.100784292645347
1.0,1.0,85.0,400.0,200.0,5.0,9.930769440152678
1.0,1.0,92.0,400.0,200.0,5.0,10.5849628037881
1.0,1.0,100.0,400.0,200.0,5.0,10.61262953232162
1.0,1.0,108.0,400.0,200.0,5.0,10.819352012294233
1.0,1.0,116.0,400.0,200.0,5.0,11.729681422416883
1.0,1.0,126.0,400.0,200.0,5.0,12.826831968007598
1.0,1.0,136.0,400.0,200.0,5.0,14.526796930190974
1.0,1.0,147.0,400.0,200.0,5.0,16.647545487747355
1.0,1.0,158.0,400.0,200.0,5.0,19.549936012987132
1.0,1.0,171.0,400.0,200.0,5.0,41.805397787277094
1.0,1.0,185.0,400.0,200.0,5.0,69.73785478883163
1.0,1.0,200.0,400.0,200.0,5.0,1619.705638945446
1.0,1.0,216.0,400.0,200.0,5.0,42.46777464409129
1.0,1.0,234.0,400.0,200.0,5.0,17.83352832101713
1.0,1.0,254.0,400.0,200.0,5.0,13.31283032787678
1.0,1.0,275.0,400.0,200.0,5.0,10.368562691791828
1.0,1.0,297.0,400.0,200.0,5.0,8.837695184135388
1.0,1.0,322.0,400.0,200.0,5.0,7.391755366448674
1.0,1.0,348.0,400.0,200.0,5.0,5.730548079734664
1.0,1.0,377.0,400.0,200.0,5.0,4.973537133117075
1.0,1.0,408.0,400.0,200.0,5.0,4.544769029451572
1.0,1.0,442.0,400.0,200.0,5.0,4.598870584676354
1.0,1.0,479.0,400.0,200.0,5.0,4.729961407682233
1.0,1.0,518.0,400.0,200.0,5.0,4.771850612899915
1.0,1.0,561.0,400.0,200.0,5.0,4.9260441093150105
1.0,1.0,608.0,400.0,200.0,5.0,5.010188458188325
1.0,1.0,658.0,400.0,200.0,5.0,5.056790428540856
1.0,1.0,712.0,400.0,200.0,5.0,5.0942207885756146
1.0,1.0,771.0,400.0,200.0,5.0,5.175982002880258
1.0,1.0,835.0,400.0,200.0,5.0,5.247775218850088
1.0,1.0,904.0,400.0,200.0,5.0,5.308288701451776
1.0,1.0,979.0,400.0,200.0,5.0,5.393300192920293
1.0,1.0,1059.0,400.0,200.0,5.0,5.339263011502136
1.0,1.0,1147.0,400.0,200.0,5.0,5.427524455604272
1.0,1.0,1242.0,400.0,200.0,5.0,5.480816532895216
1.0,1.0,1344.0,400.0,200.0,5.0,5.496823444566842
1.0,1.0,1455.0,400.0,200.0,5.0,5.565505973454376
1.0,1.0,1576.0,400.0,200.0,5.0,5.506026015866581
1.0,1.0,1706.0,400.0,200.0,5.0,5.722415297704262
1.0,1.0,1847.0,400.0,200.0,5.0,5.7537432495073535
1.0,1.0,2000.0,400.0,200.0,5.0,5.745732092132607
1.0,3.0,20.0,400.0,200.0,1.0,2.3317777675663898
1.0,3.0,21.0,400.0,200.0,1.0,2.3431003146509704
1.0,3.0,23.0,400.0,200.0,1.0,2.328787683367588
1.0,3.0,25.0,400.0,200.0,1.0,2.3259245557486796
1.0,3.0,27.0,400.0,200.0,1.0,2.3487951631810153
1.0,3.0,29.0,400.0,200.0,1.0,2.3648500997190203
1.0,3.0,31.0,400.0,200.0,1.0,2.3575074284135784
1.0,3.0,34.0,400.0,200.0,1.0,2.4800992198861476
1.0,3.0,36.0,400.0,200.0,1.0,2.4733377272533907
1.0,3.0,39.0,400.0,200.0,1.0,2.5519011395713482
1.0,3.0,43.0,400.0,200.0,1.0,2.5646776134507827
1.0,3.0,46.0,400.0,200.0,1.0,2.583308538269766
1.0,3.0,50.0,400.0,200.0,1.0,2.746232877630253
1.0,3.0,54.0,400.0,200.0,1.0,2.791592666593028
1.0,3.0,58.0,400.0,200.0,1.0,2.7899838344905414
1.0,3.0,63.0,400.0,200.0,1.0,2.9750109906525917
1.0,3.0,68.0,400.0,200.0,1.0,3.138253965315306
1.0,3.0,73.0,400.0,200.0,1.0,3.468627220032022
1.0,3.0,79.0,400.0,200.0,1.0,3.6777879007490513
1.0,3.0,85.0,400.0,200.0,1.0,3.64061578453883
1.0,3.0,92.0,400.0,200.0,1.0,3.914574508378348
1.0,3.0,100.0,400.0,200.0,1.0,3.967340468320939
1.0,3.0,108.0,400.0,200.0,1.0,4.154504439384732
1.0,3.0,116.0,400.0,200.0,1.0,4.400465652251507
1.0,3.0,126.0,400.0,200.0,1.0,5.240387052717003
1.0,3.0,136.0,400.0,200.0,1.0,6.489237945910847
1.0,3.0,147.0,400.0,200.0,1.0,7.4543678099873185
1.0,3.0,158.0,400.0,200.0,1.0,8.8915189944752
1.0,3.0,171.0,400.0,200.0,1.0,15.790682181475885
1.0,3.0,185.0,400.0,200.0,1.0,25.66622432445274
1.0,3.0,200.0,400.0,200.0,1.0,485.1482099963568
1.0,3.0,216.0,400.0,200.0,1.0,20.250809394535366
1.0,3.0,234.0,400.0,200.0,1.0,8.42992436805629
1.0,3.0,254.0,400.0,200.0,1.0,6.353278994430916
1.0,3.0,275.0,400.0,200.0,1.0,4.844363885631038
1.0,3.0,297.0,400.0,200.0,1.0,4.33816011902461
1.0,3.0,322.0,400.0,200.0,1.0,3.7222539731470956
1.0,3.0,348.0,400.0,200.0,1.0,3.0414465800220265
1.0,3.0,377.0,400.0,200.0,1.0,2.6995380770939104
1.0,3.0,408.0,400.0,200.0,1.0,2.5186882845226877
1.0,3.0,442.0,400.0,200.0,1.0,2.428706931090945
1.0,3.0,479.0,400.0,200.0,1.0,2.3434058301620095
1.0,3.0,518.0,400.0,200.0,1.0,2.273684124063424
1.0,3.0,561.0,400.0,200.0,1.0,2.266227644768332
1.0,3.0,608.0,400.0,200.0,1.0,2.2225210230205668
1.0,3.0,658.0,400.0,200.0,1.0,2.168570127718601
1.0,3.0,712.0,400.0,200.0,1.0,2.14434008223583
1.0,3.0,771.0,400.0,200.0,1.0,2.122441756237981
1.0,3.0,835.0,400.0,200.0,1.0,2.113541780833962
1.0,3.0,904.0,400.0,200.0,1.0,2.113391956698344
1.0,3.0,979.0,400.0,200.0,1.0,2.0852707939420694
1.0,3.0,1059.0,400.0,200.0,1.0,2.0805408257061933
1.0,3.0,1147.0,400.0,200.0,1.0,2.0664183802732814
1.0,3.0,1242.0,400.0,200.0,1.0,2.0635023506660444
1.0,3.0,1344.0,400.0,200.0,1.0,2.0376387169805676
1.0,3.0,1455.0,400.0,200.0,1.0,2.0382244459325136
1.0,3.0,1576.0,400.0,200.0,1.0,2.063159030286272
1.0,3.0,1706.0,400.0,200.0,1.0,2.0815517431472284
1.0,3.0,1847.0,400.0,200.0,1.0,2.0384224814048912
1.0,3.0,2000.0,400.0,200.0,1.0,2.061998024831998
1.0,3.0,20.0,400.0,200.0,2.333333333333333,3.9108958283735626
1.0,3.0,21.0,400.0,200.0,2.333333333333333,3.949697744114259
1.0,3.0,23.0,400.0,200.0,2.333333333333333,3.9221167799573813
1.0,3.0,25.0,400.0,200.0,2.333333333333333,3.920061746608447
1.0,3.0,27.0,400.0,200.0,2.333333333333333,3.956944160241194
1.0,3.0,29.0,400.0,200.0,2.333333333333333,3.975423214368323
1.0,3.0,31.0,400.0,200.0,2.333333333333333,3.949152939551401
1.0,3.0,34.0,400.0,200.0,2.333333333333333,4.1131900011511
1.0,3.0,36.0,400.0,200.0,2.333333333333333,4.099292860846487
1.0,3.0,39.0,400.0,200.0,2.333333333333333,4.213104700328413
1.0,3.0,43.0,400.0,200.0,2.333333333333333,4.217756574502254
1.0,3.0,46.0,400.0,200.0,2.333333333333333,4.222753890659068
1.0,3.0,50.0,400.0,200.0,2.333333333333333,4.486157343743686
1.0,3.0,54.0,400.0,200.0,2.333333333333333,4.546407814965633
1.0,3.0,58.0,400.0,200.0,2.333333333333333,4.550280956523466
1.0,3.0,63.0,400.0,200.0,2.333333333333333,4.786102188417287
1.0,3.0,68.0,400.0,200.0,2.333333333333333,5.026058693009285
1.0,3.0,73.0,400.0,200.0,2.333333333333333,5.560038069212249
1.0,3.0,79.0,400.0,200.0,2.333333333333333,5.870152909133581
1.0,3.0,85.0,400.0,200.0,2.333333333333333,5.774968439596733
1.0,3.0,92.0,400.0,200.0,2.333333333333333,6.186379531785255
1.0,3.0,100.0,400.0,200.0,2.333333333333333,6.234749569068089
1.0,3.0,108.0,400.0,200.0,2.333333333333333,6.426477767207659
1.0,3.0,116.0,400.0,200.0,2.333333333333333,6.88038221736001
1.0,3.0,126.0,400.0,200.0,2.333333333333333,7.8425558552582775
1.0,3.0,136.0,400.0,200.0,2.333333333333333,9.255748380995595
1.0,3.0,147.0,400.0,200.0,2.333333333333333,10.617220582978359
1.0,3.0,158.0,400.0,200.0,2.333333333333333,12.50344444484321
1.0,3.0,171.0,400.0,200.0,2.333333333333333,24.36587856293125
1.0,3.0,185.0,400.0,200.0,2.333333333333333,40.176028742384865
1.0,3.0,200.0,400.0,200.0,2.333333333333333,825.2332189394654
1.0,3.0,216.0,400.0,200.0,2.333333333333333,28.065931018855714
1.0,3.0,234.0,400.0,200.0,2.333333333333333,11.583522008796155
1.0,3.0,254.0,400.0,200.0,2.333333333333333,8.687498742850417
1.0,3.0,275.0,400.0,200.0,2.333333333333333,6.6943568398036515
1.0,3.0,297.0,400.0,200.0,2.333333333333333,5.876389114031593
1.0,3.0,322.0,400.0,200.0,2.333333333333333,4.96907472652428
1.0,3.0,348.0,400.0,200.0,2.333333333333333,3.9357621851698044
1.0,3.0,377.0,400.0,200.0,2.333333333333333,3.462905172896143
1.0,3.0,408.0,400.0,200.0,2.333333333333333,3.1954419856717227
1.0,3.0,442.0,400.0,200.0,2.333333333333333,3.1544889808745262
1.0,3.0,479.0,400.0,200.0,2.333333333333333,3.1424670732771522
1.0,3.0,518.0,400.0,200.0,2.333333333333333,3.109070739693228
1.0,3.0,561.0,400.0,200.0,2.333333333333333,3.157722937620848
1.0,3.0,608.0,400.0,200.0,2.333333333333333,3.1560459126776323
1.0,3.0,658.0,400.0,200.0,2.333333333333333,3.134697929722011
1.0,3.0,712.0,400.0,200.0,2.333333333333333,3.141803883824729
1.0,3.0,771.0,400.0,200.0,2.333333333333333,3.143374645209997
1.0,3.0,835.0,400.0,200.0,2.333333333333333,3.1618002294519787
1.0,3.0,904.0,400.0,200.0,2.333333333333333,3.195862125654758
1.0,3.0,979.0,400.0,200.0,2.333333333333333,3.1750277791647457
1.0,3.0,1059.0,400.0,200.0,2.333333333333333,3.191037858467773
1.0,3.0,1147.0,400.0,200.0,2.333333333333333,3.197662588921691
1.0,3.0,1242.0,400.0,200.0,2.333333333333333,3.2147335601965525
1.0,3.0,1344.0,400.0,200.0,2.333333333333333,3.188093685814133
1.0,3.0,1455.0,400.0,200.0,2.333333333333333,3.2152028979931746
1.0,3.0,1576.0,400.0,200.0,2.333333333333333,3.258325545431669
1.0,3.0,1706.0,400.0,200.0,2.333333333333333,3.3235874176435347
1.0,3.0,1847.0,400.0,200.0,2.333333333333333,3.259064187915369
1.0,3.0,2000.0,400.0,200.0,2.333333333333333,3.3043703242133633
1.0,3.0,20.0,400.0,200.0,3.6666666666666665,5.475684770903838
1.0,3.0,21.0,400.0,200.0,3.6666666666666665,5.545107382222683
1.0,3.0,23.0,400.0,200.0,3.6666666666666665,5.506021583616716
1.0,3.0,25.0,400.0,200.0,3.6666666666666665,5.507738943909905
1.0,3.0,27.0,400.0,200.0,3.6666666666666665,5.5569354139351255
1.0,3.0,29.0,400.0,200.0,3.6666666666666665,5.577237462483174
1.0,3.0,31.0,400.0,200.0,3.6666666666666665,5.5337870034077
1.0,3.0,34.0,400.0,200.0,3.6666666666666665,5.732473154702084
1.0,3.0,36.0,400.0,200.0,3.6666666666666665,5.71189877013346
1.0,3.0,39.0,400.0,200.0,3.6666666666666665,5.859007328179749
1.0,3.0,43.0,400.0,200.0,3.6666666666666665,5.855290235668216
1.0,3.0,46.0,400.0,200.0,3.6666666666666665,5.846049443104444
1.0,3.0,50.0,400.0,200.0,3.6666666666666665,6.204858740674891
1.0,3.0,54.0,400.0,200.0,3.6666666666666665,6.281930608613708
1.0,3.0,58.0,400.0,200.0,3.6666666666666665,6.29030723233577
1.0,3.0,63.0,400.0,200.0,3.6666666666666665,6.567717939429317
1.0,3.0,68.0,400.0,200.0,3.6666666666666665,6.8733467421498995
1.0,3.0,73.0,400.0,200.0,3.6666666666666665,7.584542438514682
1.0,3.0,79.0,400.0,200.0,3.6666666666666665,8.001803557297155
1.0,3.0,85.0,400.0,200.0,3.6666666666666665,7.865197957031832
1.0,3.0,92.0,400.0,200.0,3.6666666666666665,8.403761756524712
1.0,3.0,100.0,400.0,200.0,3.6666666666666665,8.44625336192369
1.0,3.0,108.0,400.0,200.0,3.6666666666666665,8.640668283404978
1.0,3.0,116.0,400.0,200.0,3.6666666666666665,9.310138721841591
1.0,3.0,126.0,400.0,200.0,3.6666666666666665,10.37990736385543
1.0,3.0,136.0,400.0,200.0,3.6666666666666665,11.961622010975157
1.0,3.0,147.0,400.0,200.0,3.6666666666666665,13.727364435441228
1.0,3.0,158.0,400.0,200.0,3.6666666666666665,16.01952493219867
1.0,3.0,171.0,400.0,200.0,3.6666666666666665,32.43628555106139
1.0,3.0,185.0,400.0,200.0,3.6666666666666665,55.06201953704108
1.0,3.0,200.0,400.0,200.0,3.6666666666666665,1140.5259733366076
1.0,3.0,216.0,400.0,200.0,3.6666666666666665,35.37751245280138
1.0,3.0,234.0,400.0,200.0,3.6666666666666665,14.672330721384357
1.0,3.0,254.0,400.0,200.0,3.6666666666666665,10.99769356238995
1.0,3.0,275.0,400.0,200.0,3.6666666666666665,8.526577469518129
1.0,3.0,297.0,400.0,200.0,3.6666666666666665,7.3897135297201135
1.0,3.0,322.0,400.0,200.0,3.6666666666666665,6.206058653119219
1.0,3.0,348.0,400.0,200.0,3.6666666666666665,4.8368489275786075
1.0,3.0,377.0,400.0,200.0,3.6666666666666665,4.224962065739277
1.0,3.0,408.0,400.0,200.0,3.6666666666666665,3.872747003706424
