λ,μ,p,n,snr,n_iter,MSE
1.0,3.0,254.0,200.0,5.0,40152012.5,5.505509099855658
1.0,3.0,275.0,200.0,1.0,40152012.5,3.8142649723468365
1.0,3.0,275.0,200.0,2.333333333333333,40152012.5,4.215715072054808
1.0,3.0,275.0,200.0,3.6666666666666665,40152012.5,4.593761941545429
1.0,3.0,275.0,200.0,5.0,40152012.5,4.96077206944876
1.0,3.0,297.0,200.0,1.0,40152012.5,4.132096440997373
1.0,3.0,297.0,200.0,2.333333333333333,40152012.5,4.61464317437025
1.0,3.0,297.0,200.0,3.6666666666666665,40152012.5,5.065889223172896
1.0,3.0,297.0,200.0,5.0,40152012.5,5.502374165756502
1.0,3.0,322.0,200.0,1.0,40152012.5,2.8208620442546426
1.0,3.0,322.0,200.0,2.333333333333333,40152012.5,3.19839770557609
1.0,3.0,322.0,200.0,3.6666666666666665,40152012.5,3.5820909494293227
1.0,3.0,322.0,200.0,5.0,40152012.5,3.9686880508515556
1.0,3.0,348.0,200.0,1.0,40152012.5,2.062428966215376
1.0,3.0,348.0,200.0,2.333333333333333,40152012.5,2.4335218235442397
1.0,3.0,348.0,200.0,3.6666666666666665,40152012.5,2.8261235373678115
1.0,3.0,348.0,200.0,5.0,40152012.5,3.2288686240833107
1.0,3.0,377.0,200.0,1.0,40152012.5,1.9045455833365568
1.0,3.0,377.0,200.0,2.333333333333333,40152012.5,2.3869274093458897
1.0,3.0,377.0,200.0,3.6666666666666665,40152012.5,2.8773398424752923
1.0,3.0,377.0,200.0,5.0,40152012.5,3.3715394338196134
1.0,3.0,408.0,200.0,1.0,40152012.5,1.7560981187548892
1.0,3.0,408.0,200.0,2.333333333333333,40152012.5,2.2496413742801322
1.0,3.0,408.0,200.0,3.6666666666666665,40152012.5,2.7482634019529204
1.0,3.0,408.0,200.0,5.0,40152012.5,3.2492805304409638
1.0,3.0,442.0,200.0,1.0,40152012.5,1.4898711379758247
1.0,3.0,442.0,200.0,2.333333333333333,40152012.5,2.043245788411258
1.0,3.0,442.0,200.0,3.6666666666666665,40152012.5,2.6031633715606692
1.0,3.0,442.0,200.0,5.0,40152012.5,3.1661665397731946
1.0,3.0,479.0,200.0,1.0,40152012.5,1.2325310301424492
1.0,3.0,479.0,200.0,2.333333333333333,40152012.5,1.8225800035590773
1.0,3.0,479.0,200.0,3.6666666666666665,40152012.5,2.419407401318953
1.0,3.0,479.0,200.0,5.0,40152012.5,3.019431439762642
1.0,3.0,518.0,200.0,1.0,40152012.5,1.157266532114733
1.0,3.0,518.0,200.0,2.333333333333333,40152012.5,1.7944210284398168
1.0,3.0,518.0,200.0,3.6666666666666665,40152012.5,2.430101497159622
1.0,3.0,518.0,200.0,5.0,40152012.5,3.06508682842956
1.0,3.0,561.0,200.0,1.0,40152012.5,1.1018879689077707
1.0,3.0,561.0,200.0,2.333333333333333,40152012.5,1.751292621447191
1.0,3.0,561.0,200.0,3.6666666666666665,40152012.5,2.411684672075625
1.0,3.0,561.0,200.0,5.0,40152012.5,3.0772582755195863
1.0,3.0,608.0,200.0,1.0,40152012.5,1.0982026769443345
1.0,3.0,608.0,200.0,2.333333333333333,40152012.5,1.7851263633442098
1.0,3.0,608.0,200.0,3.6666666666666665,40152012.5,2.472811184579188
1.0,3.0,608.0,200.0,5.0,40152012.5,3.1608549497894263
1.0,3.0,658.0,200.0,1.0,40152012.5,1.0431949130769467
1.0,3.0,658.0,200.0,2.333333333333333,40152012.5,1.7202868459573808
1.0,3.0,658.0,200.0,3.6666666666666665,40152012.5,2.401981866281308
1.0,3.0,658.0,200.0,5.0,40152012.5,3.085847659021937
1.0,3.0,712.0,200.0,1.0,40152012.5,1.0144910851855886
1.0,3.0,712.0,200.0,2.333333333333333,40152012.5,1.7424849754862803
1.0,3.0,712.0,200.0,3.6666666666666665,40152012.5,2.4761860303636034
1.0,3.0,712.0,200.0,5.0,40152012.5,3.2125785299707124
1.0,3.0,771.0,200.0,1.0,40152012.5,0.9831620623244611
1.0,3.0,771.0,200.0,2.333333333333333,40152012.5,1.7135065815547592
1.0,3.0,771.0,200.0,3.6666666666666665,40152012.5,2.451015850044805
1.0,3.0,771.0,200.0,5.0,40152012.5,3.1919039463882357
1.0,3.0,835.0,200.0,1.0,40152012.5,0.9494355857978343
1.0,3.0,835.0,200.0,2.333333333333333,40152012.5,1.6930953498076395
1.0,3.0,835.0,200.0,3.6666666666666665,40152012.5,2.443634683906761
1.0,3.0,835.0,200.0,5.0,40152012.5,3.197418358065022
1.0,3.0,904.0,200.0,1.0,40152012.5,0.9781206402326419
1.0,3.0,904.0,200.0,2.333333333333333,40152012.5,1.7662883824155542
1.0,3.0,904.0,200.0,3.6666666666666665,40152012.5,2.5557461558687997
1.0,3.0,904.0,200.0,5.0,40152012.5,3.345812295844013
1.0,3.0,979.0,200.0,1.0,40152012.5,1.0191836435600536
1.0,3.0,979.0,200.0,2.333333333333333,40152012.5,1.8612742604871866
1.0,3.0,979.0,200.0,3.6666666666666665,40152012.5,2.7029646522899586
1.0,3.0,979.0,200.0,5.0,40152012.5,3.54446630171686
1.0,3.0,1059.0,200.0,1.0,40152012.5,1.1284766979578698
1.0,3.0,1059.0,200.0,2.333333333333333,40152012.5,2.033449320095696
1.0,3.0,1059.0,200.0,3.6666666666666665,40152012.5,2.9246830589182666
1.0,3.0,1059.0,200.0,5.0,40152012.5,3.8094376705673594
1.0,3.0,1147.0,200.0,1.0,40152012.5,1.1504866062547872
1.0,3.0,1147.0,200.0,2.333333333333333,40152012.5,2.1442775966896868
1.0,3.0,1147.0,200.0,3.6666666666666665,40152012.5,3.126339578884859
1.0,3.0,1147.0,200.0,5.0,40152012.5,4.102870271945375
1.0,3.0,1242.0,200.0,1.0,40152012.5,1.124225691276739
1.0,3.0,1242.0,200.0,2.333333333333333,40152012.5,2.0856386979660675
1.0,3.0,1242.0,200.0,3.6666666666666665,40152012.5,3.0285957180545875
1.0,3.0,1242.0,200.0,5.0,40152012.5,3.9628490697622962
1.0,3.0,1344.0,200.0,1.0,40152012.5,1.0834759713866684
1.0,3.0,1344.0,200.0,2.333333333333333,40152012.5,2.0694599389473973
1.0,3.0,1344.0,200.0,3.6666666666666665,40152012.5,3.0351861520849885
1.0,3.0,1344.0,200.0,5.0,40152012.5,3.991359000211402
1.0,3.0,1455.0,200.0,1.0,40152012.5,1.1134617540728948
1.0,3.0,1455.0,200.0,2.333333333333333,40152012.5,2.182287614165199
1.0,3.0,1455.0,200.0,3.6666666666666665,40152012.5,3.2319866207397783
1.0,3.0,1455.0,200.0,5.0,40152012.5,4.27266558445307
1.0,3.0,1576.0,200.0,1.0,40152012.5,1.0197468025407583
1.0,3.0,1576.0,200.0,2.333333333333333,40152012.5,2.0261369984110313
1.0,3.0,1576.0,200.0,3.6666666666666665,40152012.5,3.020918696611089
1.0,3.0,1576.0,200.0,5.0,40152012.5,4.010225937319042
1.0,3.0,1706.0,200.0,1.0,40152012.5,0.9986890066411134
1.0,3.0,1706.0,200.0,2.333333333333333,40152012.5,2.0497801910481486
1.0,3.0,1706.0,200.0,3.6666666666666665,40152012.5,3.096172407941802
1.0,3.0,1706.0,200.0,5.0,40152012.5,4.140348636286412
1.0,3.0,1847.0,200.0,1.0,40152012.5,0.9925801154339418
1.0,3.0,1847.0,200.0,2.333333333333333,40152012.5,2.0489154739261295
1.0,3.0,1847.0,200.0,3.6666666666666665,40152012.5,3.097560267708867
1.0,3.0,1847.0,200.0,5.0,40152012.5,4.1425782640550874
1.0,3.0,2000.0,200.0,1.0,40152012.5,1.00640624669234
1.0,3.0,2000.0,200.0,2.333333333333333,40152012.5,2.1209195867789523
1.0,3.0,2000.0,200.0,3.6666666666666665,40152012.5,3.230689396165725
1.0,3.0,2000.0,200.0,5.0,40152012.5,4.33822220142703
1.0,5.0,20.0,200.0,1.0,40152012.5,0.1361560499966393
1.0,5.0,20.0,200.0,2.333333333333333,40152012.5,0.13615604999663936
1.0,5.0,20.0,200.0,3.6666666666666665,40152012.5,0.13615604999663944
1.0,5.0,20.0,200.0,5.0,40152012.5,0.13615604999663938
1.0,5.0,21.0,200.0,1.0,40152012.5,0.13537090328133922
1.0,5.0,21.0,200.0,2.333333333333333,40152012.5,0.13537090328133924
1.0,5.0,21.0,200.0,3.6666666666666665,40152012.5,0.13537090328133936
1.0,5.0,21.0,200.0,5.0,40152012.5,0.1353709032813395
1.0,5.0,23.0,200.0,1.0,40152012.5,0.13884441407895115
1.0,5.0,23.0,200.0,2.333333333333333,40152012.5,0.1388444140789515
1.0,5.0,23.0,200.0,3.6666666666666665,40152012.5,0.1388444140789518
1.0,5.0,23.0,200.0,5.0,40152012.5,0.13884441407895198
1.0,5.0,25.0,200.0,1.0,40152012.5,0.14121605418002794
1.0,5.0,25.0,200.0,2.333333333333333,40152012.5,0.14121605418002806
1.0,5.0,25.0,200.0,3.6666666666666665,40152012.5,0.14121605418002794
1.0,5.0,25.0,200.0,5.0,40152012.5,0.14121605418002806
1.0,5.0,27.0,200.0,1.0,40152012.5,0.14506481974458169
1.0,5.0,27.0,200.0,2.333333333333333,40152012.5,0.1450648197445816
1.0,5.0,27.0,200.0,3.6666666666666665,40152012.5,0.1450648197445814
1.0,5.0,27.0,200.0,5.0,40152012.5,0.1450648197445814
1.0,5.0,29.0,200.0,1.0,40152012.5,0.15777371089757003
1.0,5.0,29.0,200.0,2.333333333333333,40152012.5,0.15777371089757009
1.0,5.0,29.0,200.0,3.6666666666666665,40152012.5,0.15777371089757003
1.0,5.0,29.0,200.0,5.0,40152012.5,0.15777371089757
1.0,5.0,31.0,200.0,1.0,40152012.5,0.16756238113231964
1.0,5.0,31.0,200.0,2.333333333333333,40152012.5,0.1675623811323195
1.0,5.0,31.0,200.0,3.6666666666666665,40152012.5,0.16756238113231942
1.0,5.0,31.0,200.0,5.0,40152012.5,0.16756238113231942
1.0,5.0,34.0,200.0,1.0,40152012.5,0.21739428554378487
1.0,5.0,34.0,200.0,2.333333333333333,40152012.5,0.21739428554378498
1.0,5.0,34.0,200.0,3.6666666666666665,40152012.5,0.2173942855437851
1.0,5.0,34.0,200.0,5.0,40152012.5,0.2173942855437852
1.0,5.0,36.0,200.0,1.0,40152012.5,0.27065557045436517
1.0,5.0,36.0,200.0,2.333333333333333,40152012.5,0.2706555704543654
1.0,5.0,36.0,200.0,3.6666666666666665,40152012.5,0.27065557045436545
1.0,5.0,36.0,200.0,5.0,40152012.5,0.2706555704543655
1.0,5.0,39.0,200.0,1.0,40152012.5,0.29260135819785726
1.0,5.0,39.0,200.0,2.333333333333333,40152012.5,0.29260135819785726
1.0,5.0,39.0,200.0,3.6666666666666665,40152012.5,0.29260135819785726
1.0,5.0,39.0,200.0,5.0,40152012.5,0.2926013581978574
1.0,5.0,43.0,200.0,1.0,40152012.5,0.33094204395007376
1.0,5.0,43.0,200.0,2.333333333333333,40152012.5,0.33094204395007354
1.0,5.0,43.0,200.0,3.6666666666666665,40152012.5,0.33094204395007354
1.0,5.0,43.0,200.0,5.0,40152012.5,0.33094204395007343
1.0,5.0,46.0,200.0,1.0,40152012.5,0.3775164119736932
1.0,5.0,46.0,200.0,2.333333333333333,40152012.5,0.3775164119736934
1.0,5.0,46.0,200.0,3.6666666666666665,40152012.5,0.3775164119736933
1.0,5.0,46.0,200.0,5.0,40152012.5,0.37751641197369323
1.0,5.0,50.0,200.0,1.0,40152012.5,0.38236356335041877
1.0,5.0,50.0,200.0,2.333333333333333,40152012.5,0.3823635633504187
1.0,5.0,50.0,200.0,3.6666666666666665,40152012.5,0.38236356335041866
1.0,5.0,50.0,200.0,5.0,40152012.5,0.38236356335041866
1.0,5.0,54.0,200.0,1.0,40152012.5,0.43196674256006695
1.0,5.0,54.0,200.0,2.333333333333333,40152012.5,0.4319667425600673
1.0,5.0,54.0,200.0,3.6666666666666665,40152012.5,0.4319667425600673
1.0,5.0,54.0,200.0,5.0,40152012.5,0.4319667425600675
1.0,5.0,58.0,200.0,1.0,40152012.5,0.520946296895241
1.0,5.0,58.0,200.0,2.333333333333333,40152012.5,0.5209462968952413
1.0,5.0,58.0,200.0,3.6666666666666665,40152012.5,0.5209462968952416
1.0,5.0,58.0,200.0,5.0,40152012.5,0.5209462968952419
1.0,5.0,63.0,200.0,1.0,40152012.5,0.5657961350622704
1.0,5.0,63.0,200.0,2.333333333333333,40152012.5,0.5657961350622707
1.0,5.0,63.0,200.0,3.6666666666666665,40152012.5,0.5657961350622709
1.0,5.0,63.0,200.0,5.0,40152012.5,0.5657961350622709
1.0,5.0,68.0,200.0,1.0,40152012.5,0.7082936742496564
1.0,5.0,68.0,200.0,2.333333333333333,40152012.5,0.7082936742496563
1.0,5.0,68.0,200.0,3.6666666666666665,40152012.5,0.7082936742496562
1.0,5.0,68.0,200.0,5.0,40152012.5,0.7082936742496561
1.0,5.0,73.0,200.0,1.0,40152012.5,0.8136628325768288
1.0,5.0,73.0,200.0,2.333333333333333,40152012.5,0.8136628325768288
1.0,5.0,73.0,200.0,3.6666666666666665,40152012.5,0.8136628325768287
1.0,5.0,73.0,200.0,5.0,40152012.5,0.8136628325768288
1.0,5.0,79.0,200.0,1.0,40152012.5,0.8803722568639968
1.0,5.0,79.0,200.0,2.333333333333333,40152012.5,0.8803722568639971
1.0,5.0,79.0,200.0,3.6666666666666665,40152012.5,0.8803722568639976
1.0,5.0,79.0,200.0,5.0,40152012.5,0.8803722568639974
1.0,5.0,85.0,200.0,1.0,40152012.5,1.0155899219083078
1.0,5.0,85.0,200.0,2.333333333333333,40152012.5,1.0155899219083082
1.0,5.0,85.0,200.0,3.6666666666666665,40152012.5,1.0155899219083084
1.0,5.0,85.0,200.0,5.0,40152012.5,1.0155899219083093
1.0,5.0,92.0,200.0,1.0,40152012.5,1.1093023669235846
1.0,5.0,92.0,200.0,2.333333333333333,40152012.5,1.1093023669235855
1.0,5.0,92.0,200.0,3.6666666666666665,40152012.5,1.1093023669235857
1.0,5.0,92.0,200.0,5.0,40152012.5,1.1093023669235857
1.0,5.0,100.0,200.0,1.0,40152012.5,1.3632272844676105
1.0,5.0,100.0,200.0,2.333333333333333,40152012.5,1.3632272844676108
1.0,5.0,100.0,200.0,3.6666666666666665,40152012.5,1.363227284467611
1.0,5.0,100.0,200.0,5.0,40152012.5,1.3632272844676114
1.0,5.0,108.0,200.0,1.0,40152012.5,1.5283251860409701
1.0,5.0,108.0,200.0,2.333333333333333,40152012.5,1.5283251860409701
1.0,5.0,108.0,200.0,3.6666666666666665,40152012.5,1.5283251860409701
1.0,5.0,108.0,200.0,5.0,40152012.5,1.52832518604097
1.0,5.0,116.0,200.0,1.0,40152012.5,1.750483575051046
1.0,5.0,116.0,200.0,2.333333333333333,40152012.5,1.7504835750510441
1.0,5.0,116.0,200.0,3.6666666666666665,40152012.5,1.7504835750510428
1.0,5.0,116.0,200.0,5.0,40152012.5,1.7504835750510415
1.0,5.0,126.0,200.0,1.0,40152012.5,1.9420519416912954
1.0,5.0,126.0,200.0,2.333333333333333,40152012.5,1.9420519416912954
1.0,5.0,126.0,200.0,3.6666666666666665,40152012.5,1.9420519416912958
1.0,5.0,126.0,200.0,5.0,40152012.5,1.9420519416912954
1.0,5.0,136.0,200.0,1.0,40152012.5,3.5787541554813913
1.0,5.0,136.0,200.0,2.333333333333333,40152012.5,3.5787541554813838
1.0,5.0,136.0,200.0,3.6666666666666665,40152012.5,3.5787541554813793
1.0,5.0,136.0,200.0,5.0,40152012.5,3.578754155481375
1.0,5.0,147.0,200.0,1.0,40152012.5,4.000154880216622
1.0,5.0,147.0,200.0,2.333333333333333,40152012.5,4.000154880216625
1.0,5.0,147.0,200.0,3.6666666666666665,40152012.5,4.00015488021663
1.0,5.0,147.0,200.0,5.0,40152012.5,4.000154880216634
1.0,5.0,158.0,200.0,1.0,40152012.5,4.434889127613202
1.0,5.0,158.0,200.0,2.333333333333333,40152012.5,4.434889127613195
1.0,5.0,158.0,200.0,3.6666666666666665,40152012.5,4.434889127613188
1.0,5.0,158.0,200.0,5.0,40152012.5,4.434889127613182
1.0,5.0,171.0,200.0,1.0,40152012.5,9.65434298857247
1.0,5.0,171.0,200.0,2.333333333333333,40152012.5,9.654342988572477
1.0,5.0,171.0,200.0,3.6666666666666665,40152012.5,9.654342988572486
1.0,5.0,171.0,200.0,5.0,40152012.5,9.654342988572491
1.0,5.0,185.0,200.0,1.0,40152012.5,16.613271592648356
1.0,5.0,185.0,200.0,2.333333333333333,40152012.5,16.61327159264851
1.0,5.0,185.0,200.0,3.6666666666666665,40152012.5,16.613271592648623
1.0,5.0,185.0,200.0,5.0,40152012.5,16.61327159264872
1.0,5.0,200.0,200.0,1.0,40152012.5,5626.60756562129
1.0,5.0,200.0,200.0,2.333333333333333,40152012.5,5626.6075656137145
1.0,5.0,200.0,200.0,3.6666666666666665,40152012.5,5626.607565608158
1.0,5.0,200.0,200.0,5.0,40152012.5,5626.607565603546
1.0,5.0,216.0,200.0,1.0,40152012.5,25.604079208410596
1.0,5.0,216.0,200.0,2.333333333333333,40152012.5,25.63748861475755
1.0,5.0,216.0,200.0,3.6666666666666665,40152012.5,25.677422625307088
1.0,5.0,216.0,200.0,5.0,40152012.5,25.720433577367444
1.0,5.0,234.0,200.0,1.0,40152012.5,6.320323909937795
1.0,5.0,234.0,200.0,2.333333333333333,40152012.5,6.489999768457948
1.0,5.0,234.0,200.0,3.6666666666666665,40152012.5,6.650760475539203
1.0,5.0,234.0,200.0,5.0,40152012.5,6.807316881687255
1.0,5.0,254.0,200.0,1.0,40152012.5,4.513140569859362
1.0,5.0,254.0,200.0,2.333333333333333,40152012.5,4.864119676453843
1.0,5.0,254.0,200.0,3.6666666666666665,40152012.5,5.190954894573256
1.0,5.0,254.0,200.0,5.0,40152012.5,5.506404083689972
1.0,5.0,275.0,200.0,1.0,40152012.5,3.814191871881881
1.0,5.0,275.0,200.0,2.333333333333333,40152012.5,4.209668441695059
1.0,5.0,275.0,200.0,3.6666666666666665,40152012.5,4.583264004945537
1.0,5.0,275.0,200.0,5.0,40152012.5,4.946540692858743
1.0,5.0,297.0,200.0,1.0,40152012.5,4.128199514728588
1.0,5.0,297.0,200.0,2.333333333333333,40152012.5,4.606291585128346
1.0,5.0,297.0,200.0,3.6666666666666665,40152012.5,5.054153718581026
1.0,5.0,297.0,200.0,5.0,40152012.5,5.487759700246691
1.0,5.0,322.0,200.0,1.0,40152012.5,2.8183903508774777
1.0,5.0,322.0,200.0,2.333333333333333,40152012.5,3.1938134565076086
1.0,5.0,322.0,200.0,3.6666666666666665,40152012.5,3.5759832626952885
1.0,5.0,322.0,200.0,5.0,40152012.5,3.9613347489300814
1.0,5.0,348.0,200.0,1.0,40152012.5,2.0611694494076374
1.0,5.0,348.0,200.0,2.333333333333333,40152012.5,2.4307484318215
1.0,5.0,348.0,200.0,3.6666666666666665,40152012.5,2.8223368799724025
1.0,5.0,348.0,200.0,5.0,40152012.5,3.2243047835898433
1.0,5.0,377.0,200.0,1.0,40152012.5,1.902289608903236
1.0,5.0,377.0,200.0,2.333333333333333,40152012.5,2.3825567945678308
1.0,5.0,377.0,200.0,3.6666666666666665,40152012.5,2.8713537656745913
1.0,5.0,377.0,200.0,5.0,40152012.5,3.364173302762455
1.0,5.0,408.0,200.0,1.0,40152012.5,1.7557571769686182
1.0,5.0,408.0,200.0,2.333333333333333,40152012.5,2.247890873619059
1.0,5.0,408.0,200.0,3.6666666666666665,40152012.5,2.7456457680827855
1.0,5.0,408.0,200.0,5.0,40152012.5,3.2460515661653773
1.0,5.0,442.0,200.0,1.0,40152012.5,1.4928024773355073
1.0,5.0,442.0,200.0,2.333333333333333,40152012.5,2.0456742036278444
1.0,5.0,442.0,200.0,3.6666666666666665,40152012.5,2.6054040875008093
1.0,5.0,442.0,200.0,5.0,40152012.5,3.168368213496736
1.0,5.0,479.0,200.0,1.0,40152012.5,1.2330165363423982
1.0,5.0,479.0,200.0,2.333333333333333,40152012.5,1.8209136222381705
1.0,5.0,479.0,200.0,3.6666666666666665,40152012.5,2.4160755879627365
1.0,5.0,479.0,200.0,5.0,40152012.5,3.0146636021681514
1.0,5.0,518.0,200.0,1.0,40152012.5,1.155128322539436
1.0,5.0,518.0,200.0,2.333333333333333,40152012.5,1.7898758247802875
1.0,5.0,518.0,200.0,3.6666666666666665,40152012.5,2.423643919846202
1.0,5.0,518.0,200.0,5.0,40152012.5,3.056950135769873
1.0,5.0,561.0,200.0,1.0,40152012.5,1.0997353225798137
1.0,5.0,561.0,200.0,2.333333333333333,40152012.5,1.7464593441144052
1.0,5.0,561.0,200.0,3.6666666666666665,40152012.5,2.4048031457892205
1.0,5.0,561.0,200.0,5.0,40152012.5,3.068626725662078
1.0,5.0,608.0,200.0,1.0,40152012.5,1.098706579283809
1.0,5.0,608.0,200.0,2.333333333333333,40152012.5,1.7843442779163623
1.0,5.0,608.0,200.0,3.6666666666666665,40152012.5,2.4711117268419986
1.0,5.0,608.0,200.0,5.0,40152012.5,3.1584119552996532
1.0,5.0,658.0,200.0,1.0,40152012.5,1.043181920632935
1.0,5.0,658.0,200.0,2.333333333333333,40152012.5,1.7181384154831356
1.0,5.0,658.0,200.0,3.6666666666666665,40152012.5,2.397921032094214
1.0,5.0,658.0,200.0,5.0,40152012.5,3.0799796019924632
1.0,5.0,712.0,200.0,1.0,40152012.5,1.0135917325382953
1.0,5.0,712.0,200.0,2.333333333333333,40152012.5,1.7405223108722776
1.0,5.0,712.0,200.0,3.6666666666666665,40152012.5,2.473716688508416
1.0,5.0,712.0,200.0,5.0,40152012.5,3.20986501453589
1.0,5.0,771.0,200.0,1.0,40152012.5,0.9828339824153247
1.0,5.0,771.0,200.0,2.333333333333333,40152012.5,1.7133923075403745
1.0,5.0,771.0,200.0,3.6666666666666665,40152012.5,2.4516303110364843
1.0,5.0,771.0,200.0,5.0,40152012.5,3.1934899780750916
1.0,5.0,835.0,200.0,1.0,40152012.5,0.9481358898745498
1.0,5.0,835.0,200.0,2.333333333333333,40152012.5,1.6913186374546183
1.0,5.0,835.0,200.0,3.6666666666666665,40152012.5,2.4418093712691027
1.0,5.0,835.0,200.0,5.0,40152012.5,3.1957464821368227
1.0,5.0,904.0,200.0,1.0,40152012.5,0.9746316986595753
1.0,5.0,904.0,200.0,2.333333333333333,40152012.5,1.7610754967104196
1.0,5.0,904.0,200.0,3.6666666666666665,40152012.5,2.54952041374683
1.0,5.0,904.0,200.0,5.0,40152012.5,3.3389090395330148
1.0,5.0,979.0,200.0,1.0,40152012.5,1.0158728951288836
1.0,5.0,979.0,200.0,2.333333333333333,40152012.5,1.8535232294131176
1.0,5.0,979.0,200.0,3.6666666666666665,40152012.5,2.691368337583946
1.0,5.0,979.0,200.0,5.0,40152012.5,3.529305299273895
1.0,5.0,1059.0,200.0,1.0,40152012.5,1.123782339313021
1.0,5.0,1059.0,200.0,2.333333333333333,40152012.5,2.02371066519704
1.0,5.0,1059.0,200.0,3.6666666666666665,40152012.5,2.910592711639217
1.0,5.0,1059.0,200.0,5.0,40152012.5,3.791322256331081
1.0,5.0,1147.0,200.0,1.0,40152012.5,1.1458602014725652
1.0,5.0,1147.0,200.0,2.333333333333333,40152012.5,2.1345934411135845
1.0,5.0,1147.0,200.0,3.6666666666666665,40152012.5,3.112135895277855
1.0,5.0,1147.0,200.0,5.0,40152012.5,4.084400881061965
1.0,5.0,1242.0,200.0,1.0,40152012.5,1.1172997090401044
1.0,5.0,1242.0,200.0,2.333333333333333,40152012.5,2.071804572259542
1.0,5.0,1242.0,200.0,3.6666666666666665,40152012.5,3.008588557684625
1.0,5.0,1242.0,200.0,5.0,40152012.5,3.937015545075683
1.0,5.0,1344.0,200.0,1.0,40152012.5,1.0776352371472044
1.0,5.0,1344.0,200.0,2.333333333333333,40152012.5,2.0580745657306627
1.0,5.0,1344.0,200.0,3.6666666666666665,40152012.5,3.01899977208901
1.0,5.0,1344.0,200.0,5.0,40152012.5,3.9707223033336625
1.0,5.0,1455.0,200.0,1.0,40152012.5,1.109825027527569
1.0,5.0,1455.0,200.0,2.333333333333333,40152012.5,2.1761294759888434
1.0,5.0,1455.0,200.0,3.6666666666666665,40152012.5,3.2239455101940973
1.0,5.0,1455.0,200.0,5.0,40152012.5,4.263042583443643
1.0,5.0,1576.0,200.0,1.0,40152012.5,1.017322999114346
1.0,5.0,1576.0,200.0,2.333333333333333,40152012.5,2.022203542863911
1.0,5.0,1576.0,200.0,3.6666666666666665,40152012.5,3.0160258553019132
1.0,5.0,1576.0,200.0,5.0,40152012.5,4.004633210647893
1.0,5.0,1706.0,200.0,1.0,40152012.5,0.9987271077129306
1.0,5.0,1706.0,200.0,2.333333333333333,40152012.5,2.0517746327892943
1.0,5.0,1706.0,200.0,3.6666666666666665,40152012.5,3.100645710993989
1.0,5.0,1706.0,200.0,5.0,40152012.5,4.14754721643255
1.0,5.0,1847.0,200.0,1.0,40152012.5,0.9929524985559959
1.0,5.0,1847.0,200.0,2.333333333333333,40152012.5,2.0529526546083625
1.0,5.0,1847.0,200.0,3.6666666666666665,40152012.5,3.1060525863022184
1.0,5.0,1847.0,200.0,5.0,40152012.5,4.155898437579315
1.0,5.0,2000.0,200.0,1.0,40152012.5,1.0070018354712793
1.0,5.0,2000.0,200.0,2.333333333333333,40152012.5,2.124869340075142
1.0,5.0,2000.0,200.0,3.6666666666666665,40152012.5,3.23872556279993
1.0,5.0,2000.0,200.0,5.0,40152012.5,4.350690103003888
1.0,10.0,20.0,200.0,1.0,40152012.5,0.13749384180451665
1.0,10.0,20.0,200.0,2.333333333333333,40152012.5,0.13749384180451651
1.0,10.0,20.0,200.0,3.6666666666666665,40152012.5,0.13749384180451646
1.0,10.0,20.0,200.0,5.0,40152012.5,0.13749384180451635
1.0,10.0,21.0,200.0,1.0,40152012.5,0.13704476378696812
1.0,10.0,21.0,200.0,2.333333333333333,40152012.5,0.1370447637869683
1.0,10.0,21.0,200.0,3.6666666666666665,40152012.5,0.1370447637869683
1.0,10.0,21.0,200.0,5.0,40152012.5,0.13704476378696845
1.0,10.0,23.0,200.0,1.0,40152012.5,0.1402925344425085
1.0,10.0,23.0,200.0,2.333333333333333,40152012.5,0.14029253444250844
1.0,10.0,23.0,200.0,3.6666666666666665,40152012.5,0.1402925344425085
1.0,10.0,23.0,200.0,5.0,40152012.5,0.1402925344425083
1.0,10.0,25.0,200.0,1.0,40152012.5,0.14278771282585875
1.0,10.0,25.0,200.0,2.333333333333333,40152012.5,0.14278771282585875
1.0,10.0,25.0,200.0,3.6666666666666665,40152012.5,0.1427877128258587
1.0,10.0,25.0,200.0,5.0,40152012.5,0.14278771282585878
1.0,10.0,27.0,200.0,1.0,40152012.5,0.14642596359909016
1.0,10.0,27.0,200.0,2.333333333333333,40152012.5,0.14642596359909024
1.0,10.0,27.0,200.0,3.6666666666666665,40152012.5,0.1464259635990903
1.0,10.0,27.0,200.0,5.0,40152012.5,0.14642596359909035
1.0,10.0,29.0,200.0,1.0,40152012.5,0.15956338798088535
1.0,10.0,29.0,200.0,2.333333333333333,40152012.5,0.15956338798088546
1.0,10.0,29.0,200.0,3.6666666666666665,40152012.5,0.15956338798088546
1.0,10.0,29.0,200.0,5.0,40152012.5,0.15956338798088546
1.0,10.0,31.0,200.0,1.0,40152012.5,0.16916824243066225
1.0,10.0,31.0,200.0,2.333333333333333,40152012.5,0.16916824243066259
1.0,10.0,31.0,200.0,3.6666666666666665,40152012.5,0.1691682424306628
1.0,10.0,31.0,200.0,5.0,40152012.5,0.16916824243066292
1.0,10.0,34.0,200.0,1.0,40152012.5,0.21990496722207853
1.0,10.0,34.0,200.0,2.333333333333333,40152012.5,0.2199049672220785
1.0,10.0,34.0,200.0,3.6666666666666665,40152012.5,0.21990496722207856
